FROM_,TO,OUT,MAPPING
0.000000000000000,560.000000000000000,1,ValueToValue
560.000000000000000,1513.000000000000000,2,ValueToValue
1513.000000000000000,2466.000000000000000,3,ValueToValue
2466.000000000000000,3419.000000000000000,4,ValueToValue
3419.000000000000000,4372.000000000000000,5,ValueToValue
4372.000000000000000,15934.000000000000000,6,ValueToValue
