FROM_,TO,OUT,MAPPING
0.000000000000000,269.000000000000000,1,ValueToValue
269.000000000000000,899.000000000000000,2,ValueToValue
899.000000000000000,1529.000000000000000,3,ValueToValue
1529.000000000000000,2159.000000000000000,4,ValueToValue
2159.000000000000000,2789.000000000000000,5,ValueToValue
2789.000000000000000,10147.000000000000000,6,ValueToValue
