FROM_,TO,OUT,MAPPING
0.000000000000000,84.000000000000000,1,ValueToValue
84.000000000000000,255.000000000000000,2,ValueToValue
255.000000000000000,426.000000000000000,3,ValueToValue
426.000000000000000,597.000000000000000,4,ValueToValue
597.000000000000000,768.000000000000000,5,ValueToValue
768.000000000000000,2152.000000000000000,6,ValueToValue
