FROM_,TO,OUT,MAPPING
0.000000000000000,2073.000000000000000,1,ValueToValue
2073.000000000000000,6079.000000000000000,2,ValueToValue
6079.000000000000000,10085.000000000000000,3,ValueToValue
10085.000000000000000,14091.000000000000000,4,ValueToValue
14091.000000000000000,18097.000000000000000,5,ValueToValue
18097.000000000000000,107860.000000000000000,6,ValueToValue
