,county_name,county_fips,geoid,tot_fam_acs18,tot_fam_moe_acs18,tot_fam_acs13,tot_fam_moe_acs13,pop_spfam_acs18,pop_spfam_acs13,male_hh_child_acs18,male_hh_child_moe_acs18,male_hh_child_acs13,male_hh_child_moe_acs13,female_hh_child_acs18,female_hh_child_moe_acs18,female_hh_child_acs13,female_hh_child_moe_acs13,pct_spfam_acs18,pct_spfam_acs13,moe_over_est_acs18,moe_over_est_acs13
789,San Mateo,081,06081608023,691,49,739,48,12,59,5,8,17,19,7,12,42,48,0.017366136034732273,0.07983761840324763,1,1
790,San Mateo,081,06081608100,1095,100,1093,93,74,84,27,30,8,13,47,33,76,57,0.06757990867579909,0.0768526989935956,1,1
791,San Mateo,081,06081608502,729,85,637,74,81,73,29,27,0,12,52,35,73,55,0.1111111111111111,0.11459968602825746,0,1
792,San Mateo,081,06081600100,1297,126,1081,125,81,85,22,33,35,35,59,59,50,46,0.06245181187355436,0.0786308973172988,1,0
793,San Mateo,081,06081601100,1489,95,1318,132,96,68,27,33,29,25,69,47,39,36,0.06447280053727333,0.051593323216995446,1,0
794,San Mateo,081,06081601300,1838,195,1643,178,490,355,108,85,55,47,382,161,300,173,0.26659412404787813,0.21606816798539258,0,0
795,San Mateo,081,06081601501,1058,97,1024,110,118,40,21,23,19,22,97,54,21,21,0.11153119092627599,0.0390625,1,1
796,San Mateo,081,06081601700,1029,99,1000,94,75,77,15,25,39,41,60,42,38,34,0.0728862973760933,0.077,1,1
797,San Mateo,081,06081602000,1905,162,1792,168,182,96,26,32,38,45,156,85,58,50,0.09553805774278215,0.05357142857142857,1,1
798,San Mateo,081,06081602400,1834,179,1883,171,183,146,56,81,80,98,127,72,66,55,0.09978189749182116,0.07753584705257567,1,1
799,Santa Clara,085,06085512506,1673,102,1489,100,479,414,144,74,47,44,335,102,367,110,0.28631201434548714,0.2780389523169913,0,0
800,Santa Clara,085,06085512025,869,68,875,61,69,55,8,13,39,48,61,53,16,18,0.07940161104718067,0.06285714285714286,1,1
801,Santa Clara,085,06085511912,1597,58,1522,74,31,101,0,17,9,15,31,29,92,75,0.019411396368190358,0.06636005256241786,1,1
802,Santa Clara,085,06085511913,1246,53,1211,68,22,59,0,12,30,26,22,33,29,33,0.01765650080256822,0.04872006606110652,1,1
803,Santa Clara,085,06085511914,1684,74,1648,87,91,110,8,13,64,56,83,51,46,32,0.054038004750593824,0.06674757281553398,1,0
804,Santa Clara,085,06085512029,1699,139,1745,139,52,241,0,17,62,49,52,49,179,110,0.030606238964096526,0.13810888252148998,1,0
805,Santa Clara,085,06085512030,829,52,851,42,55,58,13,14,28,24,42,33,30,23,0.06634499396863691,0.0681551116333725,1,0
806,Santa Clara,085,06085512034,814,70,834,63,102,31,20,27,12,19,82,56,19,21,0.12530712530712532,0.03717026378896882,1,1
807,Santa Clara,085,06085512503,2335,166,2089,145,199,44,59,57,0,17,140,104,44,41,0.08522483940042827,0.02106270943034945,0,1
808,Santa Clara,085,06085512508,1872,204,2025,156,394,307,157,105,73,63,237,94,234,131,0.21047008547008547,0.15160493827160493,0,0
809,Santa Clara,085,06085500300,821,104,604,87,103,84,66,54,49,41,37,26,35,32,0.12545676004872108,0.1390728476821192,0,0
810,Santa Clara,085,06085500800,889,121,569,133,68,64,31,39,18,26,37,28,46,49,0.0764904386951631,0.11247803163444639,1,1
811,Santa Clara,085,06085501300,489,70,505,79,63,33,17,19,9,15,46,36,24,26,0.12883435582822086,0.06534653465346535,1,1
812,Santa Clara,085,06085502910,935,114,906,101,77,114,55,56,36,41,22,21,78,78,0.08235294117647059,0.12582781456953643,1,1
813,Santa Clara,085,06085503112,793,116,804,129,193,240,89,68,55,51,104,66,185,81,0.24337957124842372,0.29850746268656714,0,0
814,Santa Clara,085,06085503116,1603,185,1247,145,299,144,53,59,50,53,246,141,94,61,0.18652526512788523,0.11547714514835605,1,1
815,Santa Clara,085,06085503207,975,39,893,56,132,141,38,33,110,44,94,45,31,26,0.13538461538461538,0.15789473684210525,0,0
816,Santa Clara,085,06085503217,1008,72,985,75,292,176,114,75,79,57,178,78,97,71,0.2896825396825397,0.17868020304568527,0,0
817,Santa Clara,085,06085503323,1190,46,1017,86,97,87,19,21,47,37,78,53,40,44,0.08151260504201681,0.0855457227138643,1,1
818,Santa Clara,085,06085503324,846,49,761,53,136,83,42,25,19,19,94,43,64,37,0.1607565011820331,0.10906701708278581,0,0
819,Santa Clara,085,06085503325,1031,75,1050,78,83,178,16,25,7,12,67,51,171,84,0.08050436469447139,0.16952380952380952,1,1
820,Santa Clara,085,06085504001,1221,102,1201,96,246,174,128,71,94,44,118,66,80,55,0.20147420147420148,0.14487926727726894,0,0
821,Santa Clara,085,06085504201,1271,106,1350,117,146,125,94,69,54,55,52,40,71,59,0.11487018095987411,0.09259259259259259,0,1
822,Santa Clara,085,06085504318,1241,132,1193,101,206,105,85,54,50,42,121,66,55,35,0.16599516518936341,0.08801341156747695,0,0
823,Santa Clara,085,06085504411,1267,90,1296,68,192,188,19,32,67,53,173,81,121,66,0.1515390686661405,0.14506172839506173,1,0
824,Santa Clara,085,06085504418,1200,72,1033,113,164,235,66,44,28,29,98,59,207,90,0.13666666666666666,0.22749273959341723,0,1
825,Santa Clara,085,06085504806,651,43,572,60,26,75,6,8,15,20,20,15,60,34,0.039938556067588324,0.13111888111888112,1,1
826,Santa Clara,085,06085506401,1419,189,1137,145,245,249,0,17,95,72,245,130,154,72,0.1726568005637773,0.21899736147757257,1,0
827,Santa Clara,085,06085506501,1524,187,1937,156,202,528,17,26,175,123,185,104,353,137,0.1325459317585302,0.2725864739287558,1,0
828,Santa Clara,085,06085503321,1029,57,982,62,62,90,9,14,45,42,53,32,45,43,0.06025267249757046,0.09164969450101833,1,0
829,Santa Clara,085,06085503327,1045,110,1124,102,102,150,0,12,59,47,102,56,91,65,0.09760765550239234,0.13345195729537365,1,0
830,Solano,095,06095253107,1439,189,1557,179,407,318,28,36,57,57,379,127,261,114,0.2828353022932592,0.20423892100192678,1,0
831,Santa Clara,085,06085503510,1120,83,1239,79,266,234,75,43,43,47,191,70,191,79,0.2375,0.18886198547215496,0,1
832,Santa Clara,085,06085501200,778,97,959,113,107,146,44,49,0,12,63,49,146,87,0.13753213367609254,0.15224191866527634,1,1
833,Santa Clara,085,06085501700,916,111,972,103,252,372,120,79,167,91,132,63,205,85,0.27510917030567683,0.38271604938271603,0,0
834,Solano,095,06095253108,1204,116,989,116,166,113,15,18,79,72,151,81,34,31,0.1378737541528239,0.11425682507583418,1,0
835,Solano,095,06095253203,1076,121,905,124,276,176,34,32,42,54,242,81,134,81,0.25650557620817843,0.19447513812154696,0,1
836,Solano,095,06095252608,987,97,853,124,356,253,99,78,10,16,257,106,243,104,0.3606889564336373,0.2966002344665885,0,1
837,Solano,095,06095252107,1082,94,935,85,100,118,0,12,10,16,100,54,108,57,0.09242144177449169,0.12620320855614972,1,1
838,Solano,095,06095252605,1466,124,1302,152,436,446,84,69,185,95,352,106,261,99,0.29740791268758526,0.3425499231950845,0,0
839,Solano,095,06095252903,1120,130,1259,141,45,59,5,9,12,19,40,28,47,62,0.04017857142857143,0.04686258935663225,1,1
840,Solano,095,06095251701,785,115,637,98,253,103,102,91,6,10,151,71,97,63,0.32229299363057323,0.16169544740973313,0,1
841,Solano,095,06095252000,1321,161,1103,159,199,103,57,81,22,34,142,101,81,64,0.1506434519303558,0.09338168631006347,1,1
842,Solano,095,06095252105,921,83,858,103,137,117,36,33,32,32,101,68,85,50,0.1487513572204126,0.13636363636363635,0,0
843,Solano,095,06095252606,1169,130,1128,144,245,411,92,73,164,83,153,72,247,114,0.20958083832335328,0.36436170212765956,0,0
844,Solano,095,06095252703,1048,115,1059,97,235,299,93,94,101,93,142,92,198,110,0.22423664122137404,0.28234183191690276,1,0
845,Solano,095,06095252707,1351,110,1126,142,360,350,110,77,85,79,250,99,265,95,0.2664692820133235,0.3108348134991119,0,0
846,Solano,095,06095253201,1438,96,1310,110,118,77,48,36,34,34,70,50,43,33,0.08205841446453407,0.05877862595419847,0,0
847,Solano,095,06095250701,806,102,696,125,262,245,119,52,42,50,143,91,203,109,0.3250620347394541,0.35201149425287354,0,1
848,Solano,095,06095250900,583,132,367,113,327,108,32,39,0,12,295,125,108,81,0.5608919382504288,0.29427792915531337,1,1
849,Solano,095,06095251702,637,93,549,66,130,190,33,23,29,22,97,59,161,58,0.20408163265306123,0.3460837887067395,0,0
850,Solano,095,06095251902,1319,130,1239,118,253,289,82,54,38,40,171,99,251,95,0.19181197877179681,0.23325262308313155,0,1
851,Solano,095,06095251903,1363,122,1407,116,334,323,96,84,101,72,238,79,222,123,0.2450476889214967,0.22956645344705046,0,0
852,Solano,095,06095252104,1627,95,1607,96,178,251,81,75,100,74,97,62,151,63,0.10940381069452981,0.15619166148102054,0,0
853,Solano,095,06095252909,803,83,890,86,110,85,55,53,37,41,55,38,48,32,0.136986301369863,0.09550561797752809,0,1
854,Solano,095,06095252910,1494,115,1497,125,173,188,76,73,93,64,97,63,95,58,0.11579651941097724,0.12558450233800936,0,0
855,Solano,095,06095253300,750,86,783,101,83,92,51,38,25,32,32,31,67,57,0.11066666666666666,0.11749680715197956,0,1
856,San Francisco,075,06075015700,1195,202,904,174,65,142,18,29,33,37,47,54,109,59,0.05439330543933055,0.1570796460176991,1,1
857,San Francisco,075,06075016400,512,89,419,94,41,31,16,24,9,14,25,33,22,24,0.080078125,0.07398568019093078,1,1
858,San Francisco,075,06075016600,916,192,603,138,0,105,0,17,22,36,0,17,83,76,0.0,0.17412935323383086,1,1
859,San Francisco,075,06075017902,286,65,336,80,125,167,15,23,7,10,110,47,160,57,0.4370629370629371,0.49702380952380953,1,1
860,San Francisco,075,06075021400,798,102,629,110,63,58,21,26,18,22,42,28,40,30,0.07894736842105263,0.09220985691573927,1,1
861,Santa Clara,085,06085507401,1716,90,1693,80,49,76,20,21,27,23,29,35,49,34,0.028554778554778556,0.0448907265209687,1,0
862,Santa Clara,085,06085508602,1197,128,1192,132,99,66,70,56,31,31,29,28,35,33,0.08270676691729323,0.05536912751677853,0,0
863,Santa Clara,085,06085508703,2076,173,1743,225,246,213,57,55,160,119,189,117,53,50,0.11849710982658959,0.12220309810671257,0,0
864,Santa Clara,085,06085508800,846,124,916,112,73,150,49,51,36,43,24,34,114,69,0.08628841607565012,0.16375545851528384,1,1
865,Santa Clara,085,06085508900,1138,128,1190,131,131,174,66,45,74,63,65,52,100,71,0.11511423550087874,0.146218487394958,0,0
866,Santa Clara,085,06085509000,1817,217,1853,178,426,335,78,80,193,132,348,161,142,89,0.2344523940561365,0.18078791149487317,1,0
867,Santa Clara,085,06085509107,1188,134,1077,173,200,190,39,34,119,167,161,74,71,59,0.16835016835016836,0.1764159702878366,0,1
868,Santa Clara,085,06085509303,884,116,679,115,110,54,59,55,18,21,51,40,36,30,0.1244343891402715,0.07952871870397643,0,1
869,Santa Clara,085,06085510100,888,59,977,81,20,22,6,9,0,12,14,16,22,24,0.02252252252252252,0.022517911975435005,1,1
870,Santa Clara,085,06085511910,960,55,910,58,43,9,30,27,0,12,13,20,9,16,0.04479166666666667,0.00989010989010989,1,1
871,Santa Clara,085,06085511911,1291,116,1406,112,92,176,39,35,63,55,53,40,113,70,0.07126258714175059,0.1251778093883357,0,0
872,Santa Clara,085,06085512505,1888,134,1665,147,248,488,103,91,167,119,145,79,321,135,0.13135593220338984,0.2930930930930931,0,0
873,Santa Clara,085,06085512602,583,67,667,89,92,94,16,17,18,20,76,48,76,53,0.15780445969125215,0.1409295352323838,1,1
874,Santa Clara,085,06085507906,1212,76,1260,72,33,53,6,10,0,12,27,24,53,57,0.027227722772277228,0.04206349206349207,1,1
875,Santa Clara,085,06085506804,1067,69,1086,83,100,59,23,19,0,12,77,56,59,62,0.09372071227741331,0.05432780847145488,0,1
876,Santa Clara,085,06085507301,1862,164,1917,137,63,36,13,23,17,27,50,58,19,27,0.03383458646616541,0.018779342723004695,1,1
877,Santa Clara,085,06085507903,1408,73,1395,83,70,66,20,21,40,32,50,29,26,28,0.04971590909090909,0.047311827956989246,1,1
878,Santa Clara,085,06085508102,945,96,921,95,7,53,7,14,0,12,0,12,53,39,0.007407407407407408,0.05754614549402823,1,1
879,Santa Clara,085,06085508401,1696,169,1823,129,65,142,48,44,84,62,17,28,58,40,0.038325471698113206,0.07789358200767965,1,0
880,Santa Clara,085,06085508403,838,72,817,68,54,18,40,30,9,15,14,19,9,17,0.06443914081145585,0.022031823745410038,1,1
881,Santa Clara,085,06085508503,1894,190,1448,183,12,31,0,17,22,35,12,21,9,17,0.006335797254487857,0.021408839779005526,1,1
882,Santa Clara,085,06085508601,1090,87,1048,90,67,162,19,19,70,52,48,36,92,53,0.061467889908256884,0.15458015267175573,0,0
883,Santa Clara,085,06085509102,1282,168,1329,154,60,65,30,34,0,12,30,36,65,62,0.046801872074883,0.04890895410082769,1,1
884,Santa Clara,085,06085509105,1787,237,1713,221,121,232,0,17,82,74,121,78,150,117,0.06771124790151091,0.13543490951546994,1,0
885,Santa Clara,085,06085509201,1047,168,1023,157,117,37,0,17,0,12,117,90,37,46,0.11174785100286533,0.03616813294232649,1,1
886,Santa Clara,085,06085510002,1082,73,1005,102,38,29,11,19,19,21,27,24,10,17,0.03512014787430684,0.028855721393034824,1,1
887,Santa Clara,085,06085510500,1343,80,1208,105,61,18,0,12,11,19,61,41,7,10,0.045420699925539834,0.014900662251655629,1,1
888,Santa Clara,085,06085510900,1472,180,1486,103,234,31,47,45,16,25,187,151,15,24,0.15896739130434784,0.02086137281292059,0,1
889,Marin,041,06041115000,2026,160,1985,155,121,103,0,17,27,30,121,96,76,51,0.05972359328726555,0.05188916876574307,1,1
890,Marin,041,06041104101,2002,179,1981,173,206,200,145,117,54,61,61,57,146,95,0.1028971028971029,0.10095911155981828,0,1
891,Marin,041,06041124100,1561,165,1460,167,130,193,17,27,0,17,113,75,193,105,0.08327994875080078,0.13219178082191782,1,1
892,Marin,041,06041121200,1451,176,1415,148,147,93,13,21,29,35,134,66,64,57,0.10130944176430048,0.0657243816254417,1,1
893,Marin,041,06041129000,688,116,591,120,216,249,75,64,39,38,141,81,210,81,0.313953488372093,0.4213197969543147,0,0
894,Marin,041,06041132200,565,87,501,115,20,27,20,25,6,9,0,12,21,33,0.035398230088495575,0.05389221556886228,1,1
895,Marin,041,06041123000,600,63,588,75,25,55,11,12,10,12,14,12,45,30,0.041666666666666664,0.0935374149659864,1,1
896,Marin,041,06041107000,1893,138,1723,132,184,146,35,38,40,37,149,92,106,63,0.09720021130480719,0.08473592571096925,1,0
897,Marin,041,06041111000,977,192,1198,162,189,149,30,34,0,17,159,111,149,87,0.19344933469805528,0.12437395659432388,1,1
898,Marin,041,06041116000,962,74,781,96,102,145,46,45,30,29,56,43,115,64,0.10602910602910603,0.1856594110115237,0,0
899,Marin,041,06041124200,1868,164,1548,163,126,99,36,42,12,20,90,63,87,73,0.06745182012847965,0.06395348837209303,1,1
900,Marin,041,06041125000,1109,114,1194,125,206,176,43,37,43,35,163,80,133,66,0.18575293056807934,0.1474036850921273,0,0
901,Marin,041,06041127000,1366,132,1207,117,144,121,70,55,33,28,74,65,88,77,0.1054172767203514,0.10024855012427507,0,0
902,Marin,041,06041102100,679,65,743,68,25,70,0,12,12,18,25,19,58,31,0.036818851251840944,0.09421265141318977,1,1
903,Marin,041,06041106001,856,178,895,181,152,214,69,68,45,48,83,77,169,113,0.17757009345794392,0.23910614525139665,0,1
904,Marin,041,06041108100,2011,146,1830,142,223,124,14,24,17,28,209,100,107,68,0.11089010442565887,0.06775956284153005,1,1
905,Marin,041,06041103100,2304,157,2239,141,121,135,50,79,47,51,71,60,88,52,0.05251736111111111,0.06029477445288075,1,1
906,Marin,041,06041108200,1536,164,1750,179,150,308,55,77,48,40,95,74,260,155,0.09765625,0.176,1,0
907,Marin,041,06041110200,1554,134,1750,126,64,118,0,12,0,17,64,66,118,62,0.04118404118404118,0.06742857142857143,1,1
908,Marin,041,06041128100,1809,209,1811,166,243,221,189,114,61,64,54,48,160,100,0.13432835820895522,0.12203202650469354,0,1
909,Marin,041,06041104300,445,45,441,57,59,29,27,26,5,9,32,25,24,17,0.13258426966292136,0.06575963718820861,0,1
910,Marin,041,06041114100,1504,162,1414,164,91,265,21,35,57,51,70,57,208,134,0.06050531914893617,0.18741159830268742,1,0
911,Marin,041,06041119100,1388,117,1279,102,57,120,0,17,17,20,57,36,103,59,0.04106628242074928,0.09382329945269742,1,1
912,Marin,041,06041112100,1018,130,1149,135,188,247,62,31,41,48,126,75,206,75,0.18467583497053044,0.21496953872932986,0,1
913,Marin,041,06041114200,807,106,794,100,97,106,60,47,7,11,37,30,99,57,0.12019826517967781,0.13350125944584382,0,1
914,Marin,041,06041117000,1238,117,1146,121,146,167,37,43,96,85,109,68,71,67,0.11793214862681745,0.1457242582897033,1,0
915,Marin,041,06041120000,1601,136,1626,153,126,221,0,17,74,61,126,65,147,107,0.07870081199250469,0.13591635916359163,1,0
916,Marin,041,06041126200,1084,135,1179,151,114,82,46,44,0,12,68,53,82,67,0.10516605166051661,0.06955046649703138,0,1
917,Marin,041,06041128200,1337,125,1168,131,118,161,12,19,55,42,106,39,106,62,0.08825729244577413,0.13784246575342465,1,0
918,Marin,041,06041133000,743,99,730,129,37,56,33,35,28,30,4,8,28,35,0.04979811574697174,0.07671232876712329,1,1
919,Marin,041,06041103200,1729,188,1522,202,183,355,85,85,147,115,98,68,208,110,0.10584152689415847,0.23324572930354795,0,0
920,Santa Clara,085,06085512200,1186,139,1245,110,82,30,0,12,0,12,82,83,30,28,0.06913996627318718,0.024096385542168676,1,1
921,Santa Clara,085,06085503313,1249,72,1106,85,145,23,94,67,8,13,51,44,15,18,0.11609287429943956,0.020795660036166366,0,1
922,Santa Clara,085,06085503322,924,50,853,77,74,165,16,17,46,48,58,42,119,72,0.08008658008658008,0.19343493552168817,1,1
923,Santa Clara,085,06085506601,1256,92,1038,121,157,92,18,26,51,55,139,81,41,29,0.125,0.08863198458574181,1,1
924,Santa Clara,085,06085506701,1101,95,941,87,24,82,0,12,24,23,24,23,58,31,0.021798365122615803,0.0871413390010627,1,0
925,Santa Clara,085,06085506702,1446,167,1508,147,121,166,42,65,32,35,79,94,134,75,0.08367911479944674,0.11007957559681697,1,1
926,Santa Clara,085,06085506803,1813,175,1896,145,42,167,0,17,53,65,42,48,114,80,0.023166023166023165,0.08808016877637131,1,1
927,Alameda,001,06001440100,611,63,527,78,67,54,22,19,34,26,45,29,20,19,0.10965630114566285,0.10246679316888045,0,0
928,Alameda,001,06001441301,868,74,792,96,80,153,12,20,14,23,68,45,139,79,0.09216589861751152,0.19318181818181818,1,1
929,Alameda,001,06001421800,560,49,507,62,35,47,9,12,18,17,26,18,29,23,0.0625,0.09270216962524655,1,0
930,Alameda,001,06001423000,950,137,970,163,89,84,0,12,13,22,89,86,71,82,0.09368421052631579,0.0865979381443299,1,1
931,Alameda,001,06001428100,1285,114,1324,113,166,263,16,18,70,68,150,73,193,104,0.12918287937743192,0.1986404833836858,1,0
932,Alameda,001,06001428400,940,111,999,133,96,134,42,31,35,27,54,36,99,63,0.10212765957446808,0.13413413413413414,0,0
933,Alameda,001,06001430200,1980,136,1949,106,136,116,0,17,53,51,136,96,63,66,0.06868686868686869,0.059517701385325805,1,1
934,Alameda,001,06001432200,1106,106,962,117,144,147,14,24,8,14,130,92,139,89,0.1301989150090416,0.15280665280665282,1,1
935,Alameda,001,06001432400,1295,117,1328,144,260,261,58,53,49,39,202,98,212,109,0.20077220077220076,0.19653614457831325,0,0
936,Alameda,001,06001433800,1695,200,1749,148,316,304,15,32,61,64,301,141,243,108,0.1864306784660767,0.17381360777587193,1,1
937,Alameda,001,06001438000,906,84,787,76,87,82,37,46,42,49,50,49,40,35,0.09602649006622517,0.10419313850063533,1,1
938,Alameda,001,06001434000,1232,115,1085,141,343,358,44,45,82,59,299,123,276,107,0.2784090909090909,0.32995391705069127,1,0
939,Alameda,001,06001435102,1154,126,972,97,117,57,16,21,0,12,101,58,57,48,0.10138648180242635,0.05864197530864197,1,1
940,Alameda,001,06001435500,852,123,640,90,159,216,64,50,36,36,95,62,180,69,0.18661971830985916,0.3375,0,0
941,Alameda,001,06001440307,1158,106,1056,115,68,151,7,12,28,27,61,49,123,87,0.05872193436960276,0.14299242424242425,1,0
942,Alameda,001,06001441401,2092,153,1639,187,130,111,88,69,12,22,42,47,99,93,0.0621414913957935,0.0677242220866382,1,1
943,Alameda,001,06001441601,1260,83,1181,89,90,148,22,24,83,65,68,57,65,41,0.07142857142857142,0.12531752751905165,1,0
944,Alameda,001,06001442800,675,70,708,66,71,47,4,6,14,23,67,36,33,29,0.10518518518518519,0.06638418079096045,1,1
945,Alameda,001,06001443102,1392,55,1393,66,62,39,26,20,26,30,36,41,13,19,0.04454022988505747,0.02799712849964106,1,1
946,Alameda,001,06001443200,1148,50,1072,62,45,14,16,25,6,11,29,43,8,12,0.039198606271777,0.013059701492537313,1,1
947,Alameda,001,06001444100,2055,158,1949,167,89,197,20,30,54,51,69,50,143,107,0.04330900243309002,0.10107747562852745,1,0
948,Alameda,001,06001444500,1734,83,1390,117,264,298,85,60,21,32,179,94,277,113,0.1522491349480969,0.2143884892086331,0,1
949,Alameda,001,06001450601,1019,88,946,89,59,6,23,25,0,12,36,47,6,9,0.05789990186457311,0.006342494714587738,1,1
950,Alameda,001,06001450741,1504,151,1279,110,304,253,99,80,20,30,205,106,233,101,0.20212765957446807,0.19781078967943705,0,1
951,Alameda,001,06001451101,1955,144,1898,139,71,246,1,2,123,100,70,50,123,62,0.03631713554987212,0.12961011591148577,1,0
952,Alameda,001,06001441923,1663,220,1324,189,148,138,90,63,39,62,58,53,99,75,0.08899579073962718,0.1042296072507553,0,1
953,Alameda,001,06001442400,1624,128,1647,112,62,182,8,14,47,36,54,35,135,76,0.038177339901477834,0.11050394656952034,1,0
954,Alameda,001,06001444200,1588,107,1647,110,213,281,42,27,114,77,171,90,167,78,0.1341309823677582,0.1706132361870067,0,0
955,Alameda,001,06001450604,1619,81,1411,98,114,71,42,41,0,12,72,42,71,52,0.07041383570105003,0.050318922749822824,0,1
956,Alameda,001,06001450701,2438,190,2292,128,86,123,2,4,52,56,84,61,71,70,0.03527481542247744,0.05366492146596859,1,1
957,Alameda,001,06001435800,1365,98,1248,103,133,188,7,13,71,57,126,79,117,60,0.09743589743589744,0.15064102564102563,1,0
958,Alameda,001,06001435900,1380,92,1356,101,139,221,31,28,121,76,108,60,100,52,0.10072463768115943,0.16297935103244837,0,0
959,Alameda,001,06001436500,1102,110,1132,122,286,368,90,65,114,67,196,72,254,98,0.2595281306715064,0.3250883392226148,0,0
960,Alameda,001,06001436700,778,109,742,88,162,187,97,76,21,35,65,47,166,103,0.20822622107969152,0.25202156334231807,0,1
961,Solano,095,06095250200,1025,136,837,131,304,266,0,12,16,28,304,101,250,104,0.2965853658536585,0.31780167264038234,1,1
962,Solano,095,06095251000,594,99,552,115,292,242,123,76,78,53,169,96,164,88,0.49158249158249157,0.4384057971014493,0,0
963,Solano,095,06095251804,887,68,893,108,190,250,26,37,59,54,164,91,191,86,0.21420518602029312,0.2799552071668533,1,0
964,Solano,095,06095252106,1144,101,1178,139,86,273,10,16,92,62,76,48,181,73,0.07517482517482517,0.23174872665534804,1,0
965,Solano,095,06095250300,690,113,873,100,185,265,24,30,67,55,161,81,198,111,0.26811594202898553,0.3035509736540664,1,0
966,Solano,095,06095250502,819,102,730,84,102,113,26,40,50,61,76,52,63,71,0.12454212454212454,0.1547945205479452,1,1
967,Solano,095,06095252103,1305,122,1343,133,211,324,29,26,0,17,182,88,324,95,0.16168582375478927,0.24125093075204765,0,1
968,Solano,095,06095252402,1263,114,1243,113,387,284,146,88,7,11,241,107,277,131,0.30641330166270786,0.22847948511665325,0,1
969,Solano,095,06095252502,363,55,379,78,156,117,57,46,73,46,99,44,44,40,0.4297520661157025,0.3087071240105541,0,0
970,San Mateo,081,06081603300,1633,125,1960,132,159,238,32,35,42,38,127,77,196,100,0.09736680955296999,0.12142857142857143,1,0
971,San Mateo,081,06081604600,749,57,683,57,35,58,13,14,23,17,22,19,35,25,0.04672897196261682,0.0849194729136164,1,0
972,San Mateo,081,06081605500,1312,158,1021,161,155,164,51,60,14,22,104,59,150,82,0.11814024390243902,0.16062683643486778,1,1
973,San Mateo,081,06081605800,776,79,802,61,29,73,10,16,21,29,19,20,52,46,0.037371134020618556,0.09102244389027432,1,1
974,San Mateo,081,06081607400,1079,106,1137,111,134,88,39,38,38,30,95,52,50,46,0.12418906394810009,0.0773966578715919,0,0
975,San Mateo,081,06081607900,753,97,799,108,20,66,0,12,26,27,20,22,40,34,0.02656042496679947,0.08260325406758448,1,1
976,San Mateo,081,06081608400,1128,148,1217,184,145,114,19,32,0,17,126,86,114,106,0.12854609929078015,0.09367296631059983,1,1
977,San Mateo,081,06081608501,1243,91,1274,111,152,120,46,33,64,53,106,49,56,38,0.12228479485116653,0.09419152276295134,0,0
978,San Mateo,081,06081605300,1267,91,1096,146,85,172,8,13,64,71,77,54,108,68,0.06708760852407261,0.15693430656934307,1,1
979,San Mateo,081,06081605600,1689,110,1626,93,82,53,10,15,0,17,72,47,53,37,0.04854943753700414,0.032595325953259535,1,1
980,San Mateo,081,06081608900,1790,172,1644,198,228,154,76,48,13,22,152,79,141,79,0.12737430167597766,0.09367396593673966,0,1
981,San Mateo,081,06081606400,1247,170,1139,165,189,69,0,17,0,12,189,115,69,57,0.15156375300721733,0.06057945566286216,1,1
982,San Mateo,081,06081606800,945,77,944,96,36,73,28,28,17,19,8,12,56,57,0.0380952380952381,0.07733050847457627,1,1
983,San Mateo,081,06081608800,1870,113,1559,156,72,70,13,22,0,17,59,39,70,65,0.038502673796791446,0.04490057729313662,1,1
984,San Mateo,081,06081609100,400,42,372,56,21,80,5,8,8,10,16,15,72,43,0.0525,0.21505376344086022,1,1
985,San Mateo,081,06081610100,697,72,623,75,75,109,42,44,48,46,33,20,61,36,0.10760401721664276,0.17495987158908508,1,0
986,San Mateo,081,06081610400,1264,137,1294,105,258,351,69,69,94,65,189,71,257,100,0.20411392405063292,0.27125193199381764,0,0
987,San Mateo,081,06081611500,784,52,811,90,66,35,16,13,0,12,50,25,35,31,0.08418367346938775,0.04315659679408138,0,1
988,San Mateo,081,06081612500,1132,145,939,136,78,84,30,34,84,106,48,43,0,12,0.06890459363957598,0.08945686900958466,1,1
989,Sonoma,097,06097152904,1196,124,1427,126,109,377,41,33,205,129,68,41,172,86,0.09113712374581939,0.2641906096706377,0,0
990,Sonoma,097,06097153003,1232,145,1347,147,281,315,90,80,55,59,191,84,260,99,0.22808441558441558,0.23385300668151449,0,1
991,Sonoma,097,06097153501,1376,129,1283,131,134,105,31,27,67,64,103,64,38,29,0.09738372093023256,0.0818394388152767,0,0
992,Sonoma,097,06097153703,802,132,624,89,167,103,59,56,35,27,108,61,68,44,0.2082294264339152,0.16506410256410256,0,0
993,Sonoma,097,06097151311,1576,168,1392,173,287,329,0,17,89,68,287,122,240,136,0.18210659898477158,0.23635057471264367,1,0
994,Sonoma,097,06097151504,976,98,879,73,63,68,12,19,20,22,51,41,48,46,0.06454918032786885,0.07736063708759955,1,1
995,Sonoma,097,06097152501,1004,116,1070,119,244,165,31,41,14,17,213,82,151,73,0.24302788844621515,0.1542056074766355,1,1
996,Sonoma,097,06097152801,1236,141,1366,101,155,220,114,84,83,64,41,64,137,86,0.12540453074433658,0.16105417276720352,1,0
997,Sonoma,097,06097153404,1106,103,1186,126,100,208,9,15,54,49,91,46,154,76,0.09041591320072333,0.17537942664418213,1,0
