,county_name,county_fips,geoid,tot_fam_acs18,tot_fam_moe_acs18,tot_fam_acs13,tot_fam_moe_acs13,pop_spfam_acs18,pop_spfam_acs13,male_hh_child_acs18,male_hh_child_moe_acs18,male_hh_child_acs13,male_hh_child_moe_acs13,female_hh_child_acs18,female_hh_child_moe_acs18,female_hh_child_acs13,female_hh_child_moe_acs13,pct_spfam_acs18,pct_spfam_acs13,moe_over_est_acs18,moe_over_est_acs13
376,Sonoma,097,06097153502,1200,126,979,110,103,77,60,49,48,39,43,31,29,29,0.08583333333333333,0.07865168539325842,0,0
377,Sonoma,097,06097153704,837,148,748,165,103,207,0,12,57,57,103,79,150,92,0.12305854241338113,0.2767379679144385,1,0
378,Sonoma,097,06097153901,1373,160,1247,138,14,125,0,17,0,17,14,22,125,96,0.010196649672250545,0.10024057738572574,1,1
379,Sonoma,097,06097150902,898,84,856,97,68,121,47,42,18,16,21,22,103,78,0.0757238307349666,0.1413551401869159,1,0
380,Sonoma,097,06097151306,897,104,791,121,122,37,7,13,4,9,115,75,33,31,0.13600891861761427,0.04677623261694058,1,1
381,Sonoma,097,06097153903,1017,116,1086,102,114,201,56,61,31,37,58,34,170,83,0.11209439528023599,0.1850828729281768,1,1
382,Sonoma,097,06097154100,974,99,1013,93,64,116,23,26,48,51,41,26,68,55,0.06570841889117043,0.11451135241855874,1,1
383,Sonoma,097,06097153002,1204,144,1149,164,265,234,93,73,31,49,172,97,203,104,0.22009966777408638,0.20365535248041775,0,1
384,Marin,041,06041104102,1152,169,1240,164,195,252,68,62,132,109,127,104,120,83,0.16927083333333334,0.2032258064516129,0,0
385,Marin,041,06041104200,1668,166,1613,167,281,184,95,87,87,85,186,133,97,77,0.1684652278177458,0.11407315561066336,0,0
386,Marin,041,06041106002,1331,183,1254,133,112,141,12,23,53,47,100,77,88,57,0.08414725770097671,0.11244019138755981,1,0
387,Marin,041,06041118100,654,59,587,50,63,46,35,25,13,16,28,18,33,22,0.0963302752293578,0.07836456558773425,0,1
388,Marin,041,06041121100,1295,140,1435,132,183,135,32,36,39,45,151,94,96,62,0.14131274131274132,0.09407665505226481,1,1
389,Marin,041,06041132100,414,99,415,92,10,57,0,12,15,23,10,13,42,33,0.024154589371980676,0.13734939759036144,1,1
390,Marin,041,06041101100,759,77,822,86,42,58,19,20,37,52,23,22,21,23,0.05533596837944664,0.0705596107055961,1,1
391,Marin,041,06041101200,818,82,712,80,28,62,12,19,20,24,16,24,42,38,0.034229828850855744,0.08707865168539326,1,1
392,Alameda,001,06001423902,330,45,260,73,11,18,6,8,13,16,5,8,5,7,0.03333333333333333,0.06923076923076923,1,1
393,Alameda,001,06001427200,1053,133,1016,115,201,182,78,54,71,70,123,60,111,58,0.1908831908831909,0.17913385826771652,0,0
394,Alameda,001,06001428500,772,98,917,148,163,100,59,45,18,22,104,51,82,54,0.211139896373057,0.10905125408942203,0,1
395,Alameda,001,06001430400,614,51,615,53,12,55,6,9,24,25,6,9,31,23,0.019543973941368076,0.08943089430894309,1,1
396,Alameda,001,06001431100,779,104,763,112,118,289,10,16,69,51,108,56,220,89,0.1514762516046213,0.37876802096985585,1,0
397,Alameda,001,06001433500,1130,87,1133,73,132,153,39,31,42,44,93,48,111,59,0.1168141592920354,0.13503971756398941,0,1
398,Alameda,001,06001433900,1735,227,1516,192,725,661,180,131,93,87,545,194,568,153,0.41786743515850144,0.43601583113456466,0,0
399,Alameda,001,06001409100,446,63,490,66,152,172,26,23,42,43,126,55,130,73,0.34080717488789236,0.3510204081632653,0,1
400,Alameda,001,06001409400,919,109,790,112,244,324,52,41,99,68,192,77,225,83,0.26550598476605003,0.41012658227848103,0,0
401,Alameda,001,06001410300,803,67,693,88,299,313,94,47,104,56,205,67,209,68,0.3723536737235367,0.45165945165945165,0,0
402,Alameda,001,06001420300,1255,147,1398,129,98,303,27,43,100,72,71,67,203,112,0.07808764940239044,0.2167381974248927,1,0
403,Alameda,001,06001423200,637,112,610,115,190,62,85,63,2,5,105,74,60,39,0.29827315541601257,0.10163934426229508,0,1
404,Alameda,001,06001423300,960,130,783,125,199,116,33,39,39,32,166,68,77,53,0.20729166666666668,0.14814814814814814,1,0
405,Alameda,001,06001423601,533,94,431,78,20,42,0,12,22,26,20,21,20,22,0.0375234521575985,0.09744779582366589,1,1
406,Alameda,001,06001427700,1295,165,1110,166,220,134,24,36,35,33,196,102,99,69,0.16988416988416988,0.12072072072072072,1,0
407,Alameda,001,06001450602,2781,176,2357,170,276,227,114,112,71,48,162,88,156,83,0.09924487594390508,0.09630886720407297,0,0
408,Alameda,001,06001443001,746,43,763,43,64,139,38,26,24,36,26,18,115,69,0.08579088471849866,0.182175622542595,0,1
409,Alameda,001,06001450200,1711,142,1260,163,228,214,110,110,54,52,118,79,160,99,0.13325540619520748,0.16984126984126985,0,0
410,Alameda,001,06001427800,1092,156,1098,152,182,304,0,17,67,53,182,115,237,141,0.16666666666666666,0.2768670309653916,1,0
411,Alameda,001,06001428301,1941,171,1706,135,158,140,57,53,0,17,101,63,140,80,0.08140133951571354,0.08206330597889801,0,1
412,Alameda,001,06001433000,849,142,854,83,63,28,29,30,17,19,34,27,11,15,0.07420494699646643,0.03278688524590164,1,1
413,Alameda,001,06001433200,1718,211,1743,163,478,440,66,84,135,111,412,187,305,144,0.27823050058207216,0.25243832472748134,1,0
414,Alameda,001,06001435200,1152,76,1076,97,183,98,104,71,11,17,79,58,87,62,0.15885416666666666,0.09107806691449814,0,1
415,Alameda,001,06001436402,698,73,783,80,32,50,8,12,8,13,24,21,42,51,0.045845272206303724,0.06385696040868455,1,1
416,Alameda,001,06001437600,706,58,640,74,134,119,37,30,32,43,97,39,87,45,0.18980169971671387,0.1859375,0,1
417,Alameda,001,06001440301,1914,123,1796,163,47,274,0,17,109,95,47,50,165,114,0.024555903866248695,0.15256124721603564,1,0
418,Alameda,001,06001407700,1055,124,1027,129,182,195,52,45,45,44,130,67,150,66,0.17251184834123223,0.189873417721519,0,0
419,Alameda,001,06001420400,909,83,1101,120,137,134,9,14,44,34,128,60,90,59,0.15071507150715072,0.12170753860127158,1,0
420,Alameda,001,06001428200,1738,165,1570,154,124,131,15,25,31,35,109,70,100,60,0.0713463751438435,0.08343949044585987,1,1
421,Alameda,001,06001441100,1237,81,941,83,48,145,24,29,77,70,24,23,68,52,0.038803556992724336,0.15409139213602552,1,0
422,Alameda,001,06001441602,1898,157,1828,137,109,292,44,52,44,40,65,67,248,124,0.05742887249736565,0.15973741794310722,1,0
423,Alameda,001,06001400400,780,125,846,129,150,131,35,28,38,37,115,73,93,55,0.19230769230769232,0.15484633569739953,0,0
424,Alameda,001,06001451501,1203,97,1127,113,95,125,29,35,26,26,66,52,99,89,0.07896924355777224,0.11091393078970718,1,0
425,Alameda,001,06001403600,839,205,703,163,152,111,10,22,0,12,142,116,111,91,0.18116805721096543,0.15789473684210525,1,1
426,Alameda,001,06001405000,894,93,872,101,55,86,26,22,30,31,29,24,56,42,0.06152125279642058,0.09862385321100918,0,1
427,Alameda,001,06001403300,843,206,856,197,109,13,0,12,0,12,109,78,13,21,0.12930011862396204,0.015186915887850467,1,1
428,Alameda,001,06001401300,457,104,609,131,78,141,24,27,12,23,54,36,129,76,0.17067833698030635,0.2315270935960591,1,1
429,Alameda,001,06001408800,1375,159,1437,157,576,789,81,66,94,64,495,145,695,139,0.4189090909090909,0.5490605427974948,0,0
430,Alameda,001,06001403000,751,138,554,107,37,54,13,19,5,9,24,34,49,43,0.0492676431424767,0.09747292418772563,1,1
431,San Francisco,075,06075022803,723,109,851,122,134,173,44,42,106,68,90,61,67,48,0.18533886583679116,0.20329024676850763,0,0
432,San Francisco,075,06075026404,577,55,556,73,120,121,28,22,3,5,92,57,118,71,0.20797227036395147,0.21762589928057555,0,1
433,San Francisco,075,06075030600,667,49,584,66,43,28,6,8,0,12,37,38,28,29,0.06446776611694154,0.04794520547945205,1,1
434,San Francisco,075,06075031000,1055,90,914,89,58,82,17,27,19,21,41,32,63,44,0.054976303317535544,0.08971553610503283,1,1
435,San Francisco,075,06075033201,200,57,203,48,28,17,19,31,9,11,9,10,8,11,0.14,0.08374384236453201,1,1
436,San Francisco,075,06075011100,617,174,813,153,21,41,0,12,0,17,21,33,41,42,0.03403565640194489,0.05043050430504305,1,1
437,San Francisco,075,06075011700,324,70,193,66,22,0,6,10,0,12,16,22,0,12,0.06790123456790123,0.0,1,1
438,Contra Costa,013,06013327000,1915,210,1649,191,293,380,86,88,81,76,207,126,299,161,0.15300261096605744,0.23044269254093389,1,0
439,Contra Costa,013,06013328000,435,110,352,87,80,56,26,30,0,12,54,43,56,43,0.1839080459770115,0.1590909090909091,1,1
440,Contra Costa,013,06013329000,1549,217,1525,155,227,234,43,64,112,85,184,116,122,84,0.14654615881213687,0.15344262295081967,1,0
441,Contra Costa,013,06013332000,2234,167,2043,145,421,323,185,111,99,63,236,131,224,126,0.18845120859444942,0.15810083210964268,0,0
442,Contra Costa,013,06013340001,1462,153,1268,171,175,109,54,83,25,30,121,83,84,62,0.11969904240766074,0.0859621451104101,1,1
443,Contra Costa,013,06013343003,1171,96,1147,105,61,106,13,20,57,52,48,36,49,40,0.05209222886421862,0.09241499564080209,1,0
444,Contra Costa,013,06013345103,1368,90,1306,106,44,50,33,29,16,29,11,18,34,30,0.03216374269005848,0.03828483920367534,1,1
445,Contra Costa,013,06013345105,1756,142,1778,133,203,236,73,58,168,105,130,106,68,50,0.11560364464692482,0.1327334083239595,0,0
446,Contra Costa,013,06013345108,2091,154,1996,184,195,68,94,82,12,20,101,56,56,44,0.09325681492109039,0.03406813627254509,0,1
447,Contra Costa,013,06013346201,2190,173,2092,158,57,152,0,17,27,23,57,53,125,93,0.026027397260273973,0.07265774378585087,1,0
448,Contra Costa,013,06013348000,1406,114,1323,113,101,71,53,59,25,27,48,35,46,37,0.07183499288762446,0.05366591080876795,1,1
449,Contra Costa,013,06013355304,2317,140,2070,182,49,152,12,19,61,55,37,41,91,86,0.021148036253776436,0.07342995169082125,1,0
450,Contra Costa,013,06013356002,1522,118,1495,155,57,199,12,19,0,17,45,34,199,100,0.03745072273324573,0.1331103678929766,1,1
451,Contra Costa,013,06013359204,1240,90,1205,81,100,146,60,46,9,14,40,36,137,69,0.08064516129032258,0.12116182572614108,0,1
452,Contra Costa,013,06013365002,1171,109,1053,128,346,318,81,59,102,58,265,87,216,95,0.2954739538855679,0.301994301994302,0,0
453,Contra Costa,013,06013366002,1354,97,1404,116,418,310,130,71,111,73,288,84,199,94,0.3087149187592319,0.2207977207977208,0,0
454,Contra Costa,013,06013367200,1286,111,1207,120,325,208,75,53,90,46,250,87,118,66,0.2527216174183515,0.17232808616404308,0,0
455,Contra Costa,013,06013369001,1456,164,1481,159,508,511,174,101,180,113,334,154,331,141,0.3489010989010989,0.3450371370695476,0,0
456,Contra Costa,013,06013373000,903,107,872,96,262,244,67,48,60,70,195,73,184,81,0.2901439645625692,0.2798165137614679,0,1
457,Contra Costa,013,06013377000,1366,163,1355,158,221,421,28,47,200,113,193,107,221,127,0.1617862371888726,0.3107011070110701,1,0
458,Contra Costa,013,06013385200,364,49,369,64,30,0,0,12,0,12,30,23,0,12,0.08241758241758242,0.0,1,1
459,Contra Costa,013,06013388000,649,83,761,100,56,80,5,8,47,41,51,37,33,38,0.08628659476117104,0.10512483574244415,1,1
460,Contra Costa,013,06013391000,765,84,728,87,54,88,19,22,43,46,35,27,45,39,0.07058823529411765,0.12087912087912088,1,1
461,Contra Costa,013,06013392000,710,72,723,69,43,11,35,27,0,12,8,14,11,18,0.06056338028169014,0.015214384508990318,1,1
462,Contra Costa,013,06013374000,1043,117,1040,170,279,148,84,60,42,50,195,82,106,78,0.26749760306807285,0.1423076923076923,0,1
463,Contra Costa,013,06013379000,1423,146,1394,153,477,571,95,70,183,93,382,127,388,118,0.3352073085031623,0.4096126255380201,0,0
464,Contra Costa,013,06013381000,1297,132,1482,180,236,518,29,37,145,110,207,71,373,125,0.18195836545875096,0.349527665317139,1,0
465,Contra Costa,013,06013382000,1640,234,1612,202,732,459,172,117,49,54,560,194,410,165,0.44634146341463415,0.2847394540942928,0,1
466,Contra Costa,013,06013383000,1257,128,1214,146,194,147,81,63,38,37,113,70,109,55,0.15433571996817821,0.12108731466227347,0,0
467,Contra Costa,013,06013384000,1121,91,1171,101,46,120,9,16,47,38,37,28,73,35,0.04103479036574487,0.10247651579846286,1,0
468,Contra Costa,013,06013313101,1613,180,1830,196,456,549,175,106,126,88,281,122,423,145,0.28270303781773093,0.3,0,0
469,Contra Costa,013,06013335000,840,104,897,90,63,120,20,23,23,34,43,39,97,58,0.075,0.13377926421404682,1,1
470,Santa Clara,085,06085509700,787,107,658,90,70,49,9,14,8,18,61,52,41,37,0.08894536213468869,0.07446808510638298,1,1
471,Santa Clara,085,06085509901,530,35,541,46,50,25,0,12,0,12,50,28,25,21,0.09433962264150944,0.04621072088724584,1,1
472,Santa Clara,085,06085510300,1193,116,1195,101,79,46,0,12,17,21,79,40,29,27,0.06621961441743504,0.038493723849372385,1,1
473,Santa Clara,085,06085502909,1434,107,1475,132,245,236,43,58,151,108,202,89,85,58,0.1708507670850767,0.16,1,0
474,Santa Clara,085,06085512023,1314,123,1426,141,229,263,29,42,71,67,200,85,192,90,0.17427701674277016,0.1844319775596073,1,0
475,Santa Clara,085,06085504202,1137,98,1145,123,29,21,17,26,0,12,12,18,21,25,0.025505716798592787,0.01834061135371179,1,1
476,Santa Clara,085,06085505302,1095,113,973,103,115,60,74,67,0,12,41,27,60,52,0.1050228310502283,0.06166495375128469,0,1
477,Santa Clara,085,06085506603,1084,69,1119,91,66,94,9,14,29,26,57,34,65,56,0.06088560885608856,0.0840035746201966,1,0
478,Santa Clara,085,06085508001,2027,157,2053,172,53,157,25,37,14,22,28,30,143,93,0.026147015293537246,0.07647345348270823,1,1
479,Santa Clara,085,06085510001,1820,84,1924,90,41,151,0,17,50,44,41,38,101,64,0.022527472527472527,0.07848232848232849,1,0
480,Santa Clara,085,06085506000,1241,93,1092,121,181,98,44,54,0,12,137,73,98,78,0.14585012087026591,0.08974358974358974,1,1
481,Santa Clara,085,06085510400,1037,72,948,71,43,41,17,20,0,12,26,25,41,32,0.041465766634522665,0.043248945147679324,1,1
482,Santa Clara,085,06085508303,746,42,759,51,24,31,6,9,13,12,18,17,18,16,0.032171581769437,0.04084321475625823,1,0
483,Santa Clara,085,06085511905,899,61,867,86,71,82,0,12,28,25,71,53,54,35,0.07897664071190211,0.09457900807381776,1,0
484,Santa Clara,085,06085512308,2280,134,2026,129,202,107,90,79,19,25,112,85,88,66,0.08859649122807017,0.052813425468904246,0,1
485,Santa Clara,085,06085503211,1024,65,1030,61,85,196,0,12,92,67,85,59,104,75,0.0830078125,0.19029126213592232,1,0
486,Santa Clara,085,06085503509,805,50,807,51,94,174,17,19,55,50,77,43,119,63,0.11677018633540373,0.21561338289962825,1,0
487,Santa Clara,085,06085503326,1692,76,1654,59,89,124,7,12,75,64,82,44,49,42,0.05260047281323877,0.07496977025392987,1,0
488,Santa Clara,085,06085504417,79,27,83,31,4,14,0,12,0,12,4,7,14,23,0.05063291139240506,0.1686746987951807,1,1
489,Santa Clara,085,06085503115,1780,201,1534,140,225,119,72,61,10,16,153,119,109,70,0.12640449438202248,0.07757496740547588,0,1
490,Santa Clara,085,06085504320,727,57,704,66,8,54,8,12,8,12,0,12,46,31,0.011004126547455296,0.07670454545454546,1,1
491,Santa Clara,085,06085505500,1087,82,944,115,64,147,20,22,46,47,44,33,101,66,0.05887764489420423,0.15572033898305085,1,1
492,Santa Clara,085,06085507905,1533,174,1636,132,102,90,11,18,0,17,91,66,90,66,0.06653620352250489,0.0550122249388753,1,1
493,Santa Clara,085,06085511000,1919,146,1889,148,137,97,52,46,15,23,85,60,82,66,0.07139134966128191,0.0513499205929063,0,1
494,Santa Clara,085,06085507500,1721,122,1764,107,38,81,16,26,0,17,22,31,81,43,0.022080185938407902,0.04591836734693878,1,1
495,Santa Clara,085,06085506703,909,111,1001,102,82,157,31,39,98,81,51,30,59,35,0.09020902090209021,0.15684315684315683,1,0
496,Santa Clara,085,06085506801,1603,161,1576,118,196,168,59,63,34,37,137,73,134,77,0.1222707423580786,0.1065989847715736,1,1
497,Santa Clara,085,06085507002,774,68,927,81,34,56,17,18,0,12,17,18,56,63,0.04392764857881137,0.06040992448759439,1,1
498,Santa Clara,085,06085508202,2160,171,2111,173,108,195,50,53,35,40,58,56,160,107,0.05,0.09237328280435812,1,1
499,Santa Clara,085,06085509108,1086,119,1024,117,143,196,83,69,24,38,60,34,172,65,0.13167587476979742,0.19140625,0,1
500,Santa Clara,085,06085509109,1222,111,994,124,118,54,25,24,21,23,93,68,33,30,0.09656301145662848,0.05432595573440644,0,1
501,Santa Clara,085,06085509404,1499,211,1496,185,218,176,0,17,24,27,218,111,152,126,0.14543028685790527,0.11764705882352941,1,1
502,Santa Clara,085,06085509500,1128,202,1242,177,239,236,68,68,97,95,171,132,139,102,0.21187943262411346,0.19001610305958133,0,0
503,Santa Clara,085,06085510801,1702,112,1597,129,165,58,66,44,37,42,99,57,21,24,0.09694477085781433,0.036318096430807766,0,1
504,Santa Clara,085,06085510803,660,85,693,81,87,74,12,18,9,14,75,56,65,40,0.1318181818181818,0.10678210678210678,1,1
505,Santa Clara,085,06085511500,1930,161,1919,179,107,224,25,40,38,36,82,52,186,106,0.05544041450777202,0.1167274622199062,1,0
506,Santa Clara,085,06085503703,832,51,772,88,239,199,61,51,39,31,178,63,160,78,0.28725961538461536,0.25777202072538863,0,0
507,Santa Clara,085,06085503708,629,58,551,76,62,38,6,10,0,12,56,27,38,27,0.0985691573926868,0.06896551724137931,1,1
508,Santa Clara,085,06085504002,1105,90,1113,101,234,293,39,34,50,39,195,64,243,80,0.21176470588235294,0.2632524707996406,0,0
509,Santa Clara,085,06085502601,738,86,806,86,66,75,22,24,0,12,44,34,75,59,0.08943089430894309,0.09305210918114144,1,1
510,Santa Clara,085,06085502907,1065,62,1070,73,62,79,16,18,29,30,46,37,50,34,0.05821596244131456,0.07383177570093458,1,1
511,Santa Clara,085,06085503208,774,49,690,68,130,156,21,27,103,58,109,44,53,42,0.16795865633074936,0.22608695652173913,1,0
512,Santa Clara,085,06085503315,1756,90,1680,116,296,259,58,53,43,37,238,85,216,93,0.16856492027334852,0.15416666666666667,0,0
513,Santa Clara,085,06085505800,1053,95,985,106,99,153,29,25,12,18,70,57,141,74,0.09401709401709402,0.15532994923857868,0,1
514,Santa Clara,085,06085505006,2980,244,938,161,110,55,50,68,36,58,60,45,19,23,0.03691275167785235,0.05863539445628998,1,1
515,Santa Clara,085,06085505700,1317,190,1342,187,374,73,57,68,14,23,317,139,59,49,0.2839787395596052,0.05439642324888227,1,1
516,Santa Clara,085,06085506103,1317,92,1216,98,136,145,46,48,70,49,90,52,75,47,0.10326499620349279,0.11924342105263158,1,0
517,Santa Clara,085,06085506202,1816,143,1866,157,29,59,0,17,29,32,29,46,30,36,0.015969162995594713,0.03161843515541265,1,1
518,Santa Clara,085,06085506301,1336,180,1348,190,87,122,30,41,17,27,57,48,105,84,0.06511976047904192,0.09050445103857567,1,1
519,Santa Clara,085,06085506302,1634,167,1705,148,97,265,76,61,194,122,21,33,71,46,0.05936352509179926,0.15542521994134897,1,0
520,Santa Clara,085,06085506304,1240,225,1326,168,178,153,51,55,0,17,127,107,153,94,0.1435483870967742,0.11538461538461539,1,1
521,Santa Clara,085,06085503304,1491,107,1550,120,237,225,129,72,66,62,108,59,159,76,0.158953722334004,0.14516129032258066,0,0
522,Santa Clara,085,06085502906,1188,76,1125,122,196,208,62,48,58,48,134,57,150,71,0.16498316498316498,0.18488888888888888,0,0
523,Santa Clara,085,06085503001,1163,84,1150,84,115,61,56,46,0,12,59,34,61,37,0.09888220120378331,0.05304347826086957,0,1
524,Santa Clara,085,06085503108,2148,201,2050,179,669,286,150,89,59,74,519,166,227,129,0.31145251396648044,0.13951219512195123,0,1
525,San Francisco,075,06075015400,1253,169,1179,205,12,110,0,17,44,28,12,21,66,51,0.009577015163607342,0.09329940627650551,1,0
526,San Francisco,075,06075010400,870,176,823,221,59,24,37,43,0,17,22,35,24,40,0.067816091954023,0.02916160388821385,1,1
527,San Francisco,075,06075025500,1984,191,1700,196,302,315,10,19,85,93,292,152,230,145,0.15221774193548387,0.18529411764705883,1,1
528,San Francisco,075,06075025600,1076,117,1236,96,63,100,35,41,20,24,28,26,80,53,0.05855018587360595,0.08090614886731391,1,1
529,San Francisco,075,06075025800,405,53,463,58,52,140,29,23,30,22,23,20,110,64,0.12839506172839507,0.3023758099352052,0,0
530,San Francisco,075,06075026001,1273,105,1058,112,278,184,77,62,7,12,201,99,177,80,0.21838177533385703,0.17391304347826086,0,1
531,San Francisco,075,06075045100,1032,154,801,160,38,60,0,17,0,12,38,41,60,46,0.03682170542635659,0.0749063670411985,1,1
532,San Francisco,075,06075045200,1529,214,1544,202,124,0,20,32,0,17,104,79,0,17,0.08109875735775017,0.0,1,1
533,San Francisco,075,06075026100,1378,112,1389,132,98,185,27,30,30,24,71,48,155,106,0.07111756168359942,0.1331893448524118,1,0
534,San Francisco,075,06075023300,841,81,701,79,146,105,31,35,28,33,115,63,77,57,0.17360285374554102,0.14978601997146934,1,1
535,San Francisco,075,06075025300,1027,112,847,120,82,119,31,21,69,43,51,44,50,39,0.0798442064264849,0.14049586776859505,0,0
536,San Francisco,075,06075025401,766,115,767,122,138,163,51,61,9,14,87,61,154,85,0.1801566579634465,0.21251629726205998,1,1
537,San Francisco,075,06075030500,633,69,503,86,63,21,14,19,0,12,49,34,21,30,0.0995260663507109,0.041749502982107355,1,1
538,San Francisco,075,06075026301,1020,102,949,108,155,75,44,43,17,19,111,47,58,43,0.15196078431372548,0.07903055848261328,0,1
539,San Francisco,075,06075026302,1113,99,1057,101,155,97,24,25,32,37,131,84,65,54,0.13926325247079965,0.09176915799432356,1,1
540,San Francisco,075,06075026303,1091,97,1034,107,102,164,19,23,48,42,83,62,116,76,0.09349220898258478,0.15860735009671179,1,0
541,San Francisco,075,06075031100,1645,165,1487,173,135,50,49,56,36,43,86,70,14,24,0.08206686930091185,0.03362474781439139,1,1
542,Contra Costa,013,06013336102,1548,205,1430,216,495,421,171,105,76,73,324,138,345,151,0.31976744186046513,0.2944055944055944,0,0
543,Contra Costa,013,06013337100,995,69,917,95,72,56,20,28,12,19,52,36,44,53,0.07236180904522613,0.061068702290076333,1,1
544,Contra Costa,013,06013338301,905,83,898,72,54,77,9,14,13,19,45,31,64,49,0.05966850828729282,0.08574610244988864,1,1
545,Contra Costa,013,06013338201,987,78,963,116,61,53,14,22,8,14,47,42,45,31,0.06180344478216818,0.055036344755970926,1,1
546,Sonoma,097,06097151100,1412,98,1335,100,88,152,20,19,108,70,68,37,44,27,0.06232294617563739,0.11385767790262172,0,0
547,Sonoma,097,06097150602,1196,92,1148,100,80,97,38,30,39,32,42,33,58,58,0.06688963210702341,0.08449477351916376,0,0
548,Sonoma,097,06097150701,1101,154,864,165,166,212,50,45,29,36,116,107,183,99,0.15077202543142598,0.24537037037037038,0,1
549,Sonoma,097,06097151305,1313,177,1139,182,344,242,160,141,45,51,184,111,197,125,0.261995430312262,0.21246707638279191,0,1
550,Sonoma,097,06097151307,1442,129,1133,119,167,155,45,34,43,33,122,64,112,64,0.1158113730929265,0.13680494263018536,0,0
551,Sonoma,097,06097151310,896,126,878,110,134,148,45,49,21,25,89,61,127,69,0.14955357142857142,0.16856492027334852,1,1
552,Sonoma,097,06097151900,705,90,528,110,89,94,24,30,39,41,65,37,55,45,0.12624113475177304,0.17803030303030304,1,1
553,Sonoma,097,06097152201,808,126,759,119,117,196,42,41,103,70,75,65,93,61,0.1448019801980198,0.25823451910408435,0,0
554,Sonoma,097,06097152202,1614,190,1385,197,229,317,70,83,74,99,159,120,243,103,0.14188351920693928,0.22888086642599278,1,1
555,Alameda,001,06001430500,1370,155,1408,166,298,147,72,63,22,22,226,88,125,127,0.21751824817518248,0.10440340909090909,0,1
556,Alameda,001,06001430600,1773,146,1442,146,16,126,16,27,49,44,0,17,77,51,0.009024252679075015,0.08737864077669903,1,0
557,Alameda,001,06001430700,1150,87,982,90,116,150,46,40,19,24,70,41,131,73,0.10086956521739131,0.15274949083503056,0,1
558,Alameda,001,06001400200,468,54,482,66,34,10,6,9,3,5,28,21,7,10,0.07264957264957266,0.02074688796680498,1,1
559,Alameda,001,06001401100,616,122,684,128,91,136,26,31,51,53,65,72,85,72,0.14772727272727273,0.19883040935672514,1,1
560,Alameda,001,06001401400,623,130,766,134,79,266,47,37,62,47,32,56,204,84,0.12680577849117175,0.3472584856396867,1,0
561,Alameda,001,06001401500,432,67,407,112,117,148,44,32,39,32,73,35,109,64,0.2708333333333333,0.36363636363636365,0,0
562,Alameda,001,06001401700,588,107,420,101,192,45,57,54,0,12,135,62,45,36,0.32653061224489793,0.10714285714285714,0,1
563,Alameda,001,06001402200,454,69,505,80,112,168,19,22,51,44,93,45,117,62,0.24669603524229075,0.3326732673267327,1,0
564,Solano,095,06095252604,800,86,739,84,181,262,44,55,38,34,137,81,224,60,0.22625,0.35453315290933696,1,0
565,Solano,095,06095252702,1609,201,1692,179,250,376,93,112,73,68,157,92,303,128,0.15537600994406464,0.2222222222222222,1,0
566,Solano,095,06095251803,1127,121,1138,129,187,258,53,76,40,55,134,80,218,98,0.16592724046140195,0.22671353251318102,1,1
567,Solano,095,06095251200,773,115,675,103,220,138,72,67,32,33,148,79,106,68,0.2846054333764554,0.20444444444444446,0,1
568,San Francisco,075,06075021700,1067,118,836,131,85,106,12,18,0,12,73,47,106,68,0.07966260543580131,0.12679425837320574,1,1
569,San Francisco,075,06075022802,382,64,292,59,37,61,10,18,0,12,27,25,61,40,0.0968586387434555,0.2089041095890411,1,1
570,San Francisco,075,06075022901,953,116,727,138,208,197,49,36,62,52,159,84,135,72,0.21825813221406087,0.27097661623108665,0,0
571,San Francisco,075,06075022902,504,74,494,91,38,71,14,14,27,26,24,25,44,32,0.07539682539682539,0.1437246963562753,1,0
572,San Francisco,075,06075022903,639,117,551,98,202,128,124,89,36,31,78,50,92,66,0.3161189358372457,0.2323049001814882,0,0
573,San Francisco,075,06075023003,975,94,869,107,116,102,61,50,25,28,55,42,77,59,0.11897435897435897,0.11737629459148446,0,1
574,San Francisco,075,06075026403,811,100,768,108,130,53,98,79,9,14,32,31,44,51,0.16029593094944514,0.06901041666666667,0,1
575,San Francisco,075,06075030201,1067,132,881,123,108,30,36,25,22,27,72,53,8,14,0.10121836925960637,0.0340522133938706,0,1
576,San Francisco,075,06075030302,960,106,972,124,29,45,0,12,0,12,29,27,45,44,0.030208333333333334,0.046296296296296294,1,1
577,San Francisco,075,06075030400,1463,115,1470,103,53,109,0,17,10,15,53,52,99,75,0.036226930963773066,0.07414965986394557,1,1
578,San Francisco,075,06075010300,943,153,782,176,54,15,0,12,4,26,54,52,11,21,0.05726405090137858,0.01918158567774936,1,1
579,Alameda,001,06001451503,1731,154,1434,142,199,166,74,56,16,26,125,83,150,109,0.11496244945118429,0.11576011157601115,0,1
580,Alameda,001,06001409300,1101,124,1010,135,338,310,94,61,150,107,244,94,160,97,0.3069936421435059,0.3069306930693069,0,0
581,Alameda,001,06001409700,1090,139,1155,121,335,515,47,47,219,87,288,106,296,96,0.3073394495412844,0.4458874458874459,0,0
582,Alameda,001,06001451300,1889,120,1895,168,222,95,59,54,31,40,163,94,64,67,0.11752249867654843,0.05013192612137203,0,1
583,Alameda,001,06001402400,506,111,716,110,169,319,64,59,46,50,105,54,273,121,0.3339920948616601,0.44553072625698326,0,1
584,Alameda,001,06001404300,955,68,902,88,59,30,8,13,0,12,51,48,30,32,0.061780104712041886,0.03325942350332594,1,1
