,geoid,state,county_fips,tract,county_name,tot_pop_2050,tot_pop_pov_det_2050,tot_pop_civ_ni_2050,tot_hh_2050,pop_zvhhs_2050,tot_fam_2050,tot_pop_over5_2050,pop_hus_rent50_2050,pop_minority_2050,pop_over75_2050,pop_spfam_2050,pop_lep_2050,pop_below200_2050,pop_disability_2050,pct_minority_2050,pct_over75_2050,pct_spfam_2050,pct_lep_2050,pct_below200_2050,pct_disab_2050,pct_zvhhs_2050,pct_hus_rent50_2050,over75_halfsd_2050,minority_halfsd_2050,spfam_halfsd_2050,disab_halfsd_2050,lep_halfsd_2050,below200_halfsd_2050,zvhh_halfsd_2050,hus_rent50_halfsd_2050,pct_over75_2040,pct_minority_2040,pct_spfam_2040,pct_lep_2040,pct_below200_2040,pct_disab_2040,pct_zvhhs_2040,pct_hus_rent50_2040,coc_flag_pba2035,coc_flag_acs2016,coc_flag_pba2040,coc_flag_pba2050,gain_loss_pba2040_pba2050,coc_class,gain_loss_acs2016_pba2050
0,06055200202,06,055,200202,Napa County,2772,2580,2619,1108,150,565,2577,178,1384,135,168,336,873,392,0.4992784992784993,0.048701298701298704,0.2973451327433628,0.13038416763678695,0.3383720930232558,0.1496754486445208,0.13537906137184114,0.16064981949458484,0,0,1,1,1,1,0,1,0.035607321131447996,0.543094841930116,0.289241622574956,0.20792439113049802,0.46516939474686,0.09868173258003801,0.17583408476104598,0.302692664809656,1.0,1,1,1,0,High,0
1,06055200400,06,055,200400,Napa County,4127,4125,4127,1550,9,981,3909,32,1253,197,53,341,591,382,0.3036103707293433,0.047734431790646965,0.054026503567787966,0.08723458685085698,0.14327272727272727,0.09256118245699056,0.005806451612903225,0.02064516129032258,0,0,0,0,0,0,0,0,0.072703062583222,0.333155792276964,0.090725806451613,0.060277777777778006,0.155425219941349,0.083888149134487,0.014861995753716002,0.053918044572249996,0.0,0,0,0,0,,0
2,06055200900,06,055,200900,Napa County,722,119,119,37,33,11,722,22,326,23,4,6,103,80,0.4515235457063712,0.03185595567867036,0.3636363636363637,0.008310249307479225,0.8655462184873951,0.6722689075630253,0.8918918918918919,0.5945945945945946,0,0,1,1,0,1,1,1,0.00427807486631,0.398930481283422,,0.005347593582888,0.8993576017130621,0.796573875802998,0.44680851063829796,0.425531914893617,1.0,0,1,1,0,Highest,1
3,06085508101,06,085,508101,Santa Clara County,6918,6845,6893,2301,49,1841,6418,104,5355,294,61,277,460,263,0.7740676496097137,0.0424978317432784,0.033134166214014125,0.04315986288563416,0.06720233747260775,0.03815464964456696,0.021295089091699262,0.04519774011299435,0,1,0,0,0,0,0,0,0.053090690329373004,0.708527598135058,0.026439482961221998,0.063082923520434,0.065006075334143,0.047253574115877,0.032622879512832,0.06660823838738,0.0,0,0,0,0,,0
4,06085509202,06,085,509202,Santa Clara County,4863,4863,4863,1863,186,1095,4575,125,2912,355,93,399,776,515,0.5988073205840017,0.07300020563438207,0.08493150684931508,0.08721311475409836,0.15957228048529715,0.10590170676537117,0.0998389694041868,0.06709608158883522,0,0,0,0,0,0,0,0,0.051614273576889996,0.570305862361937,0.081726354453627,0.056449784629336,0.158241291418862,0.08517417162277,0.041031036296686,0.077711818672423,0.0,0,0,0,0,,0
5,06085509304,06,085,509304,Santa Clara County,3517,3517,3517,1407,60,751,3389,195,2188,101,109,269,651,144,0.6221211259596247,0.0287176570941143,0.14513981358189082,0.07937444673945117,0.18510093829968724,0.04094398635200455,0.042643923240938165,0.13859275053304904,0,0,0,0,0,0,0,0,0.016932595245848,0.616737219146858,0.107544141252006,0.021224773834377,0.24226636274829,0.054705307717355996,0.028324154209284,0.129541864139021,0.0,0,0,0,0,,0
6,06085509401,06,085,509401,Santa Clara County,3841,3841,3841,1714,177,911,3551,211,2572,80,83,282,455,252,0.6696172871648008,0.020827909398594115,0.0911086717892426,0.07941424950718108,0.11845873470450405,0.06560791460557147,0.10326721120186698,0.12310385064177365,0,0,0,0,0,0,0,0,0.025477707006369,0.596906278434941,0.147382920110193,0.07165913492575901,0.17720364741641298,0.045620437956204005,0.10875,0.13784135240572198,0.0,0,0,0,0,,0
7,06085509801,06,085,509801,Santa Clara County,5535,5535,5535,2236,156,1429,5202,285,2564,227,78,204,549,320,0.4632339656729901,0.041011743450767836,0.05458362491252624,0.0392156862745098,0.0991869918699187,0.05781391147244805,0.06976744186046513,0.1274597495527728,0,0,0,0,0,0,0,0,0.055652782639132,0.4492474623731189,0.10482180293500999,0.050647372429550995,0.113405670283514,0.065628281414071,0.040404040404040005,0.057384760112888004,0.0,0,0,0,0,,0
8,06085512307,06,085,512307,Santa Clara County,7005,6997,6997,2473,28,1913,6405,111,2882,620,31,82,931,724,0.4114204139900071,0.08850820842255533,0.016204913748039732,0.012802498048399688,0.1330570244390453,0.10347291696441333,0.011322280630812778,0.044884755357864944,1,0,0,0,0,0,0,0,0.066470405949799,0.388286334056399,0.086618545252637,0.016843826655765,0.11204220980757301,0.08997828110456099,0.029593639575971997,0.034252669039146,0.0,0,0,0,0,,0
9,06085503204,06,085,503204,Santa Clara County,8414,8368,8405,2211,157,1458,7874,172,7890,341,309,1668,2650,989,0.9377228428809128,0.04052769194200143,0.21193415637860086,0.21183642367284736,0.3166826003824092,0.1176680547293278,0.0710085933966531,0.0777928539122569,0,1,1,0,1,1,0,0,0.048511166253102006,0.9338709677419351,0.253164556962025,0.20736308052556301,0.36,0.109192546583851,0.100092678405931,0.122798887859129,1.0,1,1,1,0,High,0
