geoid,state,county_fip,tract,tot_pop,tot_pop_po,tot_pop_ci,tot_hh,pop_zvhhs,tot_fam,tot_pop_ov,pop_hus_re,pop_minori,pop_over75,pop_spfam,pop_lep,pop_below2,pop_disabi,pct_minori,pct_over75,pct_spfam,pct_lep,pct_below2,pct_disab,pct_zvhhs,pct_hus_re,over75_1_2,minori_1_2,spfam_1_2,disab_1_2,lep_1_2,below2_1_2,zvhh_1_2,hus_re_1_2,coc_2035,coc_2040,coc_2050,c2040_2050,coc_class
06085503401,06,085,503401,4855,4790,4855,941,18,839,4587,58,4787,171,193,968,1477,380,0.9859938208032956,0.03522142121524202,0.2300357568533969,0.21103117505995203,0.30835073068893526,0.07826982492276004,0.019128586609989374,0.061636556854410204,0,1,1,0,1,1,0,0,1,1,1,0,Highest
06085503507,06,085,503507,2467,2451,2467,370,3,340,2294,33,2431,112,71,545,563,180,0.9854073773814349,0.04539927036886907,0.2088235294117647,0.23757628596338273,0.22970216238270094,0.0729631130928253,0.008108108108108109,0.0891891891891892,0,1,1,0,1,0,0,0,1,1,0,-1,NA
06085512019,06,085,512019,5155,5038,5143,1542,82,1179,4707,117,3692,175,188,298,923,402,0.7161978661493695,0.03394762366634336,0.1594571670907549,0.06330996388357765,0.1832076220722509,0.07816449543068248,0.05317769130998703,0.07587548638132295,0,1,0,0,0,0,0,0,0,0,0,0,NA
06085512020,06,085,512020,7751,7689,7690,2564,75,1540,7058,554,5910,144,352,848,1870,480,0.7624822603535027,0.018578247968004127,0.22857142857142856,0.12014735052422783,0.24320457796852646,0.06241872561768531,0.02925117004680187,0.21606864274570983,0,1,1,0,1,0,0,1,0,0,0,0,NA
06085512024,06,085,512024,5045,5045,5045,1733,67,1246,4746,111,3031,280,84,416,1190,489,0.600792864222002,0.05550049554013875,0.06741573033707865,0.0876527602191319,0.2358771060455897,0.09692765113974232,0.03866128101557992,0.06405077899596076,0,0,0,0,0,0,0,0,0,0,0,0,NA
06085512402,06,085,512402,4966,4966,4966,1492,35,1208,4834,69,2944,284,96,388,820,404,0.5928312525171164,0.057188884414015304,0.07947019867549669,0.08026479106330162,0.16512283527990335,0.08135320177204994,0.023458445040214475,0.04624664879356569,0,0,0,0,0,0,0,0,0,0,0,0,NA
06095250501,06,095,250501,2150,2150,2150,769,27,534,2065,78,1344,132,116,111,618,260,0.6251162790697674,0.061395348837209304,0.21722846441947566,0.05375302663438257,0.2874418604651163,0.12093023255813953,0.035110533159947985,0.10143042912873862,0,0,1,1,0,1,0,0,0,0,0,0,NA
06095250601,06,095,250601,5571,5501,5559,1559,84,1228,5101,162,4475,165,128,136,1791,649,0.8032669179680488,0.029617662897145933,0.10423452768729642,0.026661438933542444,0.325577167787675,0.11674761647778377,0.05388069275176395,0.10391276459268763,0,1,0,0,0,1,0,0,1,1,1,0,Highest
06095251802,06,095,251802,2446,2446,2446,1195,325,543,2205,267,2082,249,160,261,1196,537,0.8511856091578087,0.1017988552739166,0.2946593001841621,0.11836734693877551,0.48896156991005724,0.21954210956663942,0.2719665271966527,0.22343096234309623,1,1,1,1,0,1,1,1,1,1,1,0,Highest
06095252705,06,095,252705,6379,6368,6275,1840,89,1492,6002,80,4543,227,234,261,1262,706,0.7121805925693683,0.035585514970998586,0.15683646112600536,0.04348550483172276,0.198178391959799,0.11250996015936254,0.0483695652173913,0.043478260869565216,0,1,0,0,0,0,0,0,0,0,0,0,NA
06095252108,06,095,252108,3115,3115,3089,1343,29,928,2966,134,964,223,170,138,622,316,0.3094703049759229,0.07158908507223113,0.18318965517241378,0.04652730950775455,0.1996789727126806,0.10229847847199741,0.021593447505584513,0.09977661950856292,0,0,1,0,0,0,0,0,0,0,0,0,NA
06095253106,06,095,253106,3685,3685,3593,1302,24,883,3523,84,1556,121,209,49,865,374,0.42225237449118047,0.03283582089552239,0.23669309173272934,0.013908600624467783,0.23473541383989144,0.1040912886167548,0.018433179723502304,0.06451612903225806,0,0,1,0,0,0,0,0,0,0,0,0,NA
06075015600,06,075,015600,3432,3432,3432,1450,371,715,3235,218,1847,255,51,314,862,229,0.5381701631701632,0.0743006993006993,0.07132867132867132,0.09706336939721794,0.2511655011655012,0.06672494172494173,0.2558620689655172,0.1503448275862069,0,0,0,0,0,0,1,1,0,0,0,0,NA
06075010200,06,075,010200,4299,4299,4299,2541,820,813,4214,202,935,531,24,0,481,356,0.2174924401023494,0.12351709699930216,0.02952029520295203,0.0,0.11188648522912305,0.08280995580367527,0.32270759543486816,0.07949626131444314,1,0,0,0,0,0,1,0,0,0,0,0,NA
06075010800,06,075,010800,4860,4860,4860,2466,1102,910,4626,256,2651,563,35,637,1088,622,0.5454732510288066,0.11584362139917695,0.038461538461538464,0.13769995676610464,0.22386831275720165,0.1279835390946502,0.4468775344687753,0.10381184103811841,1,0,0,1,1,0,1,0,0,0,0,0,NA
06075033100,06,075,033100,3861,3782,3840,1416,66,993,3701,96,2428,441,56,222,423,344,0.6288526288526288,0.11421911421911422,0.05639476334340383,0.059983788165360714,0.1118455843469064,0.08958333333333333,0.046610169491525424,0.06779661016949153,1,0,0,0,0,0,0,0,0,0,0,0,NA
06075040200,06,075,040200,5541,5541,5541,2319,508,1111,5238,320,2367,546,84,598,891,553,0.4271792095289659,0.09853817000541419,0.07560756075607561,0.11416571210385644,0.16080129940443963,0.09980147987727847,0.2190599396291505,0.13799051315222077,1,0,0,0,0,0,1,0,0,0,0,0,NA
06013340002,06,013,340002,7595,7568,7595,3004,62,2064,7389,67,1989,453,71,97,649,646,0.2618828176431863,0.05964450296247531,0.03439922480620155,0.013127622141020435,0.08575581395348837,0.08505595786701778,0.020639147802929428,0.02230359520639148,0,0,0,0,0,0,0,0,0,0,0,0,NA
06013343001,06,013,343001,4499,4499,4499,1970,319,1084,4386,284,1236,457,103,351,869,560,0.27472771727050455,0.101578128472994,0.09501845018450185,0.08002735978112176,0.19315403422982885,0.12447210491220272,0.1619289340101523,0.14416243654822336,1,0,0,1,0,0,1,1,0,0,0,0,NA
