Geoid,County,Geography,Eligible_Tract,Recommended_Tract_30_20_30,Contiguous_Tract,ACS 2012_2016_Tract,OZ_Possible_Tract
06017031100,El Dorado,"Census Tract 311, El Dorado County",,,Yes,Yes,Yes
06017031200,El Dorado,"Census Tract 312, El Dorado County",,,Yes,,Yes
06017031302,El Dorado,"Census Tract 313.02, El Dorado County",Yes,,,,Yes
06017031402,El Dorado,"Census Tract 314.02, El Dorado County",,,Yes,,Yes
06017031406,El Dorado,"Census Tract 314.06, El Dorado County",,,Yes,,Yes
06017031502,El Dorado,"Census Tract 315.02, El Dorado County",,,Yes,,Yes
06017031600,El Dorado,"Census Tract 316, El Dorado County",Yes,Yes,,,Yes
06017031900,El Dorado,"Census Tract 319, El Dorado County",Yes,,,,Yes
06017032000,El Dorado,"Census Tract 320, El Dorado County",Yes,,,,Yes
06019000100,Fresno,"Census Tract 1, Fresno County",Yes,Yes,,,Yes
06019000200,Fresno,"Census Tract 2, Fresno County",Yes,Yes,,,Yes
06019000300,Fresno,"Census Tract 3, Fresno County",Yes,Yes,,,Yes
06019000400,Fresno,"Census Tract 4, Fresno County",Yes,Yes,,,Yes
06019000501,Fresno,"Census Tract 5.01, Fresno County",Yes,Yes,,,Yes
06019000502,Fresno,"Census Tract 5.02, Fresno County",Yes,,,,Yes
06019000600,Fresno,"Census Tract 6, Fresno County",Yes,Yes,,,Yes
06019000700,Fresno,"Census Tract 7, Fresno County",Yes,,,,Yes
06019000800,Fresno,"Census Tract 8, Fresno County",Yes,Yes,,,Yes
06019000901,Fresno,"Census Tract 9.01, Fresno County",Yes,Yes,,,Yes
06019000902,Fresno,"Census Tract 9.02, Fresno County",Yes,Yes,,,Yes
06019001000,Fresno,"Census Tract 10, Fresno County",Yes,Yes,,,Yes
06019001100,Fresno,"Census Tract 11, Fresno County",Yes,Yes,,,Yes
06019001201,Fresno,"Census Tract 12.01, Fresno County",Yes,Yes,,,Yes
06019001202,Fresno,"Census Tract 12.02, Fresno County",Yes,,,,Yes
06019001301,Fresno,"Census Tract 13.01, Fresno County",Yes,Yes,,,Yes
06019001303,Fresno,"Census Tract 13.03, Fresno County",Yes,,,,Yes
06019001304,Fresno,"Census Tract 13.04, Fresno County",Yes,Yes,,,Yes
06019001407,Fresno,"Census Tract 14.07, Fresno County",Yes,Yes,,,Yes
06019001408,Fresno,"Census Tract 14.08, Fresno County",Yes,,,,Yes
06019001410,Fresno,"Census Tract 14.10, Fresno County",Yes,,,,Yes
06019001411,Fresno,"Census Tract 14.11, Fresno County",Yes,,,,Yes
06019001500,Fresno,"Census Tract 15, Fresno County",Yes,,,,Yes
06019001600,Fresno,"Census Tract 16, Fresno County",Yes,,,,Yes
06019001700,Fresno,"Census Tract 17, Fresno County",Yes,,,,Yes
06019001800,Fresno,"Census Tract 18, Fresno County",Yes,,,,Yes
06019001900,Fresno,"Census Tract 19, Fresno County",Yes,,,,Yes
06019002000,Fresno,"Census Tract 20, Fresno County",Yes,Yes,,,Yes
06019002100,Fresno,"Census Tract 21, Fresno County",Yes,,,,Yes
06019002200,Fresno,"Census Tract 22, Fresno County",Yes,,,,Yes
06019002300,Fresno,"Census Tract 23, Fresno County",Yes,,,,Yes
06019002400,Fresno,"Census Tract 24, Fresno County",Yes,Yes,,,Yes
06019002501,Fresno,"Census Tract 25.01, Fresno County",Yes,Yes,,,Yes
06019002502,Fresno,"Census Tract 25.02, Fresno County",Yes,Yes,,,Yes
06019002601,Fresno,"Census Tract 26.01, Fresno County",Yes,Yes,,,Yes
06019002602,Fresno,"Census Tract 26.02, Fresno County",Yes,,,,Yes
06019002701,Fresno,"Census Tract 27.01, Fresno County",Yes,,,,Yes
06019002702,Fresno,"Census Tract 27.02, Fresno County",Yes,Yes,,,Yes
06019002800,Fresno,"Census Tract 28, Fresno County",Yes,Yes,,,Yes
06019002903,Fresno,"Census Tract 29.03, Fresno County",Yes,Yes,,,Yes
06019002904,Fresno,"Census Tract 29.04, Fresno County",Yes,,,,Yes
06019002905,Fresno,"Census Tract 29.05, Fresno County",Yes,,,,Yes
06019002906,Fresno,"Census Tract 29.06, Fresno County",Yes,,,,Yes
06019003001,Fresno,"Census Tract 30.01, Fresno County",Yes,,,,Yes
06019003003,Fresno,"Census Tract 30.03, Fresno County",Yes,Yes,,,Yes
06019003004,Fresno,"Census Tract 30.04, Fresno County",Yes,,,,Yes
06019003102,Fresno,"Census Tract 31.02, Fresno County",Yes,,,,Yes
06019003103,Fresno,"Census Tract 31.03, Fresno County",Yes,,,,Yes
06019003104,Fresno,"Census Tract 31.04, Fresno County",Yes,,,,Yes
06019003201,Fresno,"Census Tract 32.01, Fresno County",Yes,,,,Yes
06019003202,Fresno,"Census Tract 32.02, Fresno County",Yes,,,,Yes
06019003301,Fresno,"Census Tract 33.01, Fresno County",Yes,,,,Yes
06019003302,Fresno,"Census Tract 33.02, Fresno County",Yes,Yes,,,Yes
06019003400,Fresno,"Census Tract 34, Fresno County",Yes,Yes,,,Yes
06019003500,Fresno,"Census Tract 35, Fresno County",Yes,,,,Yes
06019003600,Fresno,"Census Tract 36, Fresno County",Yes,,,,Yes
06019003701,Fresno,"Census Tract 37.01, Fresno County",Yes,,,,Yes
06019003702,Fresno,"Census Tract 37.02, Fresno County",Yes,,,,Yes
06019003803,Fresno,"Census Tract 38.03, Fresno County",,,Yes,,Yes
06019003804,Fresno,"Census Tract 38.04, Fresno County",Yes,,,,Yes
06019003805,Fresno,"Census Tract 38.05, Fresno County",Yes,,,,Yes
06019003807,Fresno,"Census Tract 38.07, Fresno County",Yes,,,,Yes
06019003808,Fresno,"Census Tract 38.08, Fresno County",Yes,,,,Yes
06019003809,Fresno,"Census Tract 38.09, Fresno County",Yes,,,,Yes
06019003810,Fresno,"Census Tract 38.10, Fresno County",Yes,,,,Yes
06019003900,Fresno,"Census Tract 39, Fresno County",Yes,,,,Yes
06019004001,Fresno,"Census Tract 40.01, Fresno County",Yes,,,,Yes
06019004002,Fresno,"Census Tract 40.02, Fresno County",Yes,,,,Yes
06019004100,Fresno,"Census Tract 41, Fresno County",Yes,,,,Yes
06019004205,Fresno,"Census Tract 42.05, Fresno County",Yes,,,,Yes
06019004207,Fresno,"Census Tract 42.07, Fresno County",,,Yes,Yes,Yes
06019004210,Fresno,"Census Tract 42.10, Fresno County",Yes,,,,Yes
06019004212,Fresno,"Census Tract 42.12, Fresno County",Yes,,,,Yes
06019004213,Fresno,"Census Tract 42.13, Fresno County",,,Yes,,Yes
06019004216,Fresno,"Census Tract 42.16, Fresno County",,,Yes,,Yes
06019004404,Fresno,"Census Tract 44.04, Fresno County",Yes,,,,Yes
06019004409,Fresno,"Census Tract 44.09, Fresno County",,,Yes,Yes,Yes
06019004504,Fresno,"Census Tract 45.04, Fresno County",Yes,,,,Yes
06019004505,Fresno,"Census Tract 45.05, Fresno County",Yes,,,,Yes
06019004601,Fresno,"Census Tract 46.01, Fresno County",,,Yes,,Yes
06019004701,Fresno,"Census Tract 47.01, Fresno County",Yes,,,,Yes
06019004703,Fresno,"Census Tract 47.03, Fresno County",Yes,,,,Yes
06019004704,Fresno,"Census Tract 47.04, Fresno County",Yes,Yes,,,Yes
06019004801,Fresno,"Census Tract 48.01, Fresno County",Yes,,,,Yes
06019004802,Fresno,"Census Tract 48.02, Fresno County",Yes,,,,Yes
06019004901,Fresno,"Census Tract 49.01, Fresno County",Yes,,,,Yes
06019004902,Fresno,"Census Tract 49.02, Fresno County",Yes,,,,Yes
06019005000,Fresno,"Census Tract 50, Fresno County",Yes,,,,Yes
06019005100,Fresno,"Census Tract 51, Fresno County",Yes,,,,Yes
06019005202,Fresno,"Census Tract 52.02, Fresno County",Yes,,,,Yes
06019005203,Fresno,"Census Tract 52.03, Fresno County",Yes,,,,Yes
06019005204,Fresno,"Census Tract 52.04, Fresno County",Yes,,,,Yes
06019005301,Fresno,"Census Tract 53.01, Fresno County",Yes,,,,Yes
06019005302,Fresno,"Census Tract 53.02, Fresno County",Yes,,,,Yes
06019005304,Fresno,"Census Tract 53.04, Fresno County",Yes,,,,Yes
06019005305,Fresno,"Census Tract 53.05, Fresno County",Yes,,,,Yes
06019005403,Fresno,"Census Tract 54.03, Fresno County",Yes,Yes,,,Yes
06019005408,Fresno,"Census Tract 54.08, Fresno County",Yes,Yes,,,Yes
06019005409,Fresno,"Census Tract 54.09, Fresno County",Yes,Yes,,,Yes
06019005410,Fresno,"Census Tract 54.10, Fresno County",Yes,,,,Yes
06019005602,Fresno,"Census Tract 56.02, Fresno County",Yes,,,,Yes
06019005607,Fresno,"Census Tract 56.07, Fresno County",Yes,,,,Yes
06019005608,Fresno,"Census Tract 56.08, Fresno County",Yes,,,,Yes
06019005701,Fresno,"Census Tract 57.01, Fresno County",Yes,,,,Yes
06019005704,Fresno,"Census Tract 57.04, Fresno County",Yes,,,,Yes
06019005801,Fresno,"Census Tract 58.01, Fresno County",,,Yes,Yes,Yes
06019005804,Fresno,"Census Tract 58.04, Fresno County",Yes,,,,Yes
06019006000,Fresno,"Census Tract 60, Fresno County",,,Yes,Yes,Yes
06019006100,Fresno,"Census Tract 61, Fresno County",Yes,,,,Yes
06019006201,Fresno,"Census Tract 62.01, Fresno County",Yes,,,,Yes
06019006202,Fresno,"Census Tract 62.02, Fresno County",Yes,,,,Yes
06019006300,Fresno,"Census Tract 63, Fresno County",,,Yes,,Yes
06019006501,Fresno,"Census Tract 65.01, Fresno County",Yes,Yes,,,Yes
06019006502,Fresno,"Census Tract 65.02, Fresno County",Yes,Yes,,,Yes
06019006602,Fresno,"Census Tract 66.02, Fresno County",Yes,Yes,,,Yes
06019006603,Fresno,"Census Tract 66.03, Fresno County",Yes,,,,Yes
06019006604,Fresno,"Census Tract 66.04, Fresno County",Yes,,,,Yes
06019006700,Fresno,"Census Tract 67, Fresno County",Yes,,,,Yes
06019006802,Fresno,"Census Tract 68.02, Fresno County",Yes,,,,Yes
06019006900,Fresno,"Census Tract 69, Fresno County",Yes,,,,Yes
06019007002,Fresno,"Census Tract 70.02, Fresno County",Yes,,,,Yes
06019007003,Fresno,"Census Tract 70.03, Fresno County",Yes,,,,Yes
06019007004,Fresno,"Census Tract 70.04, Fresno County",,,Yes,,Yes
06019007100,Fresno,"Census Tract 71, Fresno County",Yes,,,,Yes
06019007201,Fresno,"Census Tract 72.01, Fresno County",,,Yes,,Yes
06019007202,Fresno,"Census Tract 72.02, Fresno County",Yes,,,,Yes
06019007300,Fresno,"Census Tract 73, Fresno County",Yes,,,,Yes
06019007400,Fresno,"Census Tract 74, Fresno County",Yes,,,,Yes
06019007500,Fresno,"Census Tract 75, Fresno County",Yes,,,,Yes
06019007600,Fresno,"Census Tract 76, Fresno County",Yes,,,,Yes
06019007700,Fresno,"Census Tract 77, Fresno County",Yes,,,,Yes
06019007801,Fresno,"Census Tract 78.01, Fresno County",Yes,,,,Yes
06019007802,Fresno,"Census Tract 78.02, Fresno County",Yes,Yes,,,Yes
06019007902,Fresno,"Census Tract 79.02, Fresno County",Yes,,,,Yes
06019008000,Fresno,"Census Tract 80, Fresno County",Yes,,,,Yes
06019008100,Fresno,"Census Tract 81, Fresno County",Yes,,,,Yes
06019008200,Fresno,"Census Tract 82, Fresno County",Yes,Yes,,,Yes
06019008301,Fresno,"Census Tract 83.01, Fresno County",Yes,,,,Yes
06019008302,Fresno,"Census Tract 83.02, Fresno County",Yes,Yes,,,Yes
06019008401,Fresno,"Census Tract 84.01, Fresno County",Yes,,,,Yes
06019008402,Fresno,"Census Tract 84.02, Fresno County",Yes,,,,Yes
06019008501,Fresno,"Census Tract 85.01, Fresno County",Yes,Yes,,,Yes
06019008502,Fresno,"Census Tract 85.02, Fresno County",Yes,,,,Yes
06021010100,Glenn,"Census Tract 101, Glenn County",Yes,Yes,,,Yes
06021010200,Glenn,"Census Tract 102, Glenn County",Yes,Yes,,,Yes
06021010300,Glenn,"Census Tract 103, Glenn County",,,Yes,,Yes
06021010400,Glenn,"Census Tract 104, Glenn County",,,,Yes,Yes
06021010501,Glenn,"Census Tract 105.01, Glenn County",Yes,,,,Yes
06021010502,Glenn,"Census Tract 105.02, Glenn County",,,Yes,,Yes
06023000100,Humboldt,"Census Tract 1, Humboldt County",Yes,,,,Yes
06023000200,Humboldt,"Census Tract 2, Humboldt County",Yes,,,,Yes
06023000300,Humboldt,"Census Tract 3, Humboldt County",Yes,,,,Yes
06023000400,Humboldt,"Census Tract 4, Humboldt County",Yes,,,,Yes
06023000500,Humboldt,"Census Tract 5, Humboldt County",Yes,,,,Yes
06023000600,Humboldt,"Census Tract 6, Humboldt County",,,Yes,,Yes
06023001000,Humboldt,"Census Tract 10, Humboldt County",Yes,Yes,,,Yes
06023001101,Humboldt,"Census Tract 11.01, Humboldt County",Yes,Yes,,,Yes
06023001200,Humboldt,"Census Tract 12, Humboldt County",Yes,,,,Yes
06023001300,Humboldt,"Census Tract 13, Humboldt County",Yes,,,,Yes
06023010102,Humboldt,"Census Tract 101.02, Humboldt County",Yes,Yes,,,Yes
06023010300,Humboldt,"Census Tract 103, Humboldt County",,,Yes,,Yes
06023010400,Humboldt,"Census Tract 104, Humboldt County",,,,Yes,Yes
06023010501,Humboldt,"Census Tract 105.01, Humboldt County",Yes,,,,Yes
06023010700,Humboldt,"Census Tract 107, Humboldt County",,,Yes,,Yes
06023010800,Humboldt,"Census Tract 108, Humboldt County",Yes,,,,Yes
06023010901,Humboldt,"Census Tract 109.01, Humboldt County",Yes,,,,Yes
06023010902,Humboldt,"Census Tract 109.02, Humboldt County",,,Yes,,Yes
06023011000,Humboldt,"Census Tract 110, Humboldt County",Yes,,,,Yes
06023011100,Humboldt,"Census Tract 111, Humboldt County",Yes,,,,Yes
06023011200,Humboldt,"Census Tract 112, Humboldt County",Yes,,,,Yes
06023011500,Humboldt,"Census Tract 115, Humboldt County",Yes,,,,Yes
06023011600,Humboldt,"Census Tract 116, Humboldt County",Yes,,,,Yes
06023940000,Humboldt,"Census Tract 9400, Humboldt County",Yes,Yes,,,Yes
06025010102,Imperial,"Census Tract 101.02, Imperial County",Yes,,,,Yes
06025010200,Imperial,"Census Tract 102, Imperial County",Yes,,,,Yes
06025010300,Imperial,"Census Tract 103, Imperial County",,,Yes,,Yes
06025010400,Imperial,"Census Tract 104, Imperial County",Yes,Yes,,,Yes
06025010500,Imperial,"Census Tract 105, Imperial County",Yes,,,,Yes
06025010700,Imperial,"Census Tract 107, Imperial County",Yes,,,,Yes
06025010900,Imperial,"Census Tract 109, Imperial County",Yes,Yes,,,Yes
06025011100,Imperial,"Census Tract 111, Imperial County",Yes,,,,Yes
06025011202,Imperial,"Census Tract 112.02, Imperial County",Yes,Yes,,,Yes
06025011300,Imperial,"Census Tract 113, Imperial County",Yes,,,,Yes
06025011400,Imperial,"Census Tract 114, Imperial County",Yes,,,,Yes
06025011500,Imperial,"Census Tract 115, Imperial County",Yes,Yes,,,Yes
06025011600,Imperial,"Census Tract 116, Imperial County",Yes,,,,Yes
06025011700,Imperial,"Census Tract 117, Imperial County",Yes,,,,Yes
06025011802,Imperial,"Census Tract 118.02, Imperial County",Yes,,,,Yes
06025011900,Imperial,"Census Tract 119, Imperial County",Yes,,,,Yes
06025012001,Imperial,"Census Tract 120.01, Imperial County",Yes,Yes,,,Yes
06025012100,Imperial,"Census Tract 121, Imperial County",Yes,Yes,,,Yes
06025012200,Imperial,"Census Tract 122, Imperial County",Yes,,,,Yes
06025012301,Imperial,"Census Tract 123.01, Imperial County",Yes,,,,Yes
06025012302,Imperial,"Census Tract 123.02, Imperial County",Yes,,,,Yes
06025012400,Imperial,"Census Tract 124, Imperial County",Yes,,,,Yes
06025940000,Imperial,"Census Tract 9400, Imperial County",Yes,,,,Yes
06027000400,Inyo,"Census Tract 4, Inyo County",Yes,Yes,,,Yes
06027000800,Inyo,"Census Tract 8, Inyo County",Yes,Yes,,,Yes
06029000101,Kern,"Census Tract 1.01, Kern County",,,Yes,,Yes
06029000102,Kern,"Census Tract 1.02, Kern County",Yes,,,,Yes
06029000200,Kern,"Census Tract 2, Kern County",Yes,Yes,,,Yes
06029000300,Kern,"Census Tract 3, Kern County",Yes,Yes,,,Yes
06029000400,Kern,"Census Tract 4, Kern County",Yes,Yes,,,Yes
06029000504,Kern,"Census Tract 5.04, Kern County",Yes,,,,Yes
06029000507,Kern,"Census Tract 5.07, Kern County",,,Yes,,Yes
06029000600,Kern,"Census Tract 6, Kern County",Yes,Yes,,,Yes
06029000700,Kern,"Census Tract 7, Kern County",Yes,,,,Yes
06029000800,Kern,"Census Tract 8, Kern County",Yes,,,,Yes
06029000902,Kern,"Census Tract 9.02, Kern County",,,Yes,Yes,Yes
06029000903,Kern,"Census Tract 9.03, Kern County",Yes,,,,Yes
06029000904,Kern,"Census Tract 9.04, Kern County",Yes,,,,Yes
06029000905,Kern,"Census Tract 9.05, Kern County",Yes,,,,Yes
06029000906,Kern,"Census Tract 9.06, Kern County",,,Yes,,Yes
06029000907,Kern,"Census Tract 9.07, Kern County",Yes,,,,Yes
06029000908,Kern,"Census Tract 9.08, Kern County",,,Yes,Yes,Yes
06029000910,Kern,"Census Tract 9.10, Kern County",,,Yes,,Yes
06029001000,Kern,"Census Tract 10, Kern County",Yes,,,,Yes
06029001101,Kern,"Census Tract 11.01, Kern County",Yes,,,,Yes
06029001102,Kern,"Census Tract 11.02, Kern County",Yes,Yes,,,Yes
06029001103,Kern,"Census Tract 11.03, Kern County",Yes,Yes,,,Yes
06029001201,Kern,"Census Tract 12.01, Kern County",Yes,Yes,,,Yes
06029001202,Kern,"Census Tract 12.02, Kern County",Yes,Yes,,,Yes
06029001300,Kern,"Census Tract 13, Kern County",Yes,Yes,,,Yes
06029001400,Kern,"Census Tract 14, Kern County",Yes,Yes,,,Yes
06029001500,Kern,"Census Tract 15, Kern County",Yes,Yes,,,Yes
06029001600,Kern,"Census Tract 16, Kern County",Yes,,,,Yes
06029001700,Kern,"Census Tract 17, Kern County",Yes,,,,Yes
06029001801,Kern,"Census Tract 18.01, Kern County",Yes,,,,Yes
06029001802,Kern,"Census Tract 18.02, Kern County",,,,Yes,Yes
06029001901,Kern,"Census Tract 19.01, Kern County",Yes,,,,Yes
06029001902,Kern,"Census Tract 19.02, Kern County",Yes,Yes,,,Yes
06029002000,Kern,"Census Tract 20, Kern County",Yes,Yes,,,Yes
06029002100,Kern,"Census Tract 21, Kern County",Yes,Yes,,,Yes
06029002200,Kern,"Census Tract 22, Kern County",Yes,Yes,,,Yes
06029002301,Kern,"Census Tract 23.01, Kern County",Yes,,,,Yes
06029002302,Kern,"Census Tract 23.02, Kern County",Yes,Yes,,,Yes
06029002400,Kern,"Census Tract 24, Kern County",Yes,,,,Yes
06029002500,Kern,"Census Tract 25, Kern County",Yes,Yes,,,Yes
06029002600,Kern,"Census Tract 26, Kern County",Yes,,,,Yes
06029002700,Kern,"Census Tract 27, Kern County",Yes,,,,Yes
06029002812,Kern,"Census Tract 28.12, Kern County",Yes,Yes,,,Yes
06029002813,Kern,"Census Tract 28.13, Kern County",Yes,,,,Yes
06029002814,Kern,"Census Tract 28.14, Kern County",Yes,,,,Yes
06029002815,Kern,"Census Tract 28.15, Kern County",Yes,,,,Yes
06029002816,Kern,"Census Tract 28.16, Kern County",Yes,,,,Yes
06029002817,Kern,"Census Tract 28.17, Kern County",Yes,,,,Yes
06029002900,Kern,"Census Tract 29, Kern County",Yes,,,,Yes
06029003000,Kern,"Census Tract 30, Kern County",Yes,Yes,,,Yes
06029003103,Kern,"Census Tract 31.03, Kern County",Yes,,,,Yes
06029003112,Kern,"Census Tract 31.12, Kern County",Yes,,,,Yes
06029003113,Kern,"Census Tract 31.13, Kern County",Yes,,,,Yes
06029003114,Kern,"Census Tract 31.14, Kern County",Yes,,,,Yes
06029003115,Kern,"Census Tract 31.15, Kern County",Yes,,,,Yes
06029003121,Kern,"Census Tract 31.21, Kern County",Yes,,,,Yes
06029003122,Kern,"Census Tract 31.22, Kern County",Yes,,,,Yes
06029003202,Kern,"Census Tract 32.02, Kern County",Yes,,,,Yes
06029003303,Kern,"Census Tract 33.03, Kern County",Yes,,,,Yes
06029003304,Kern,"Census Tract 33.04, Kern County",,,Yes,,Yes
06029003305,Kern,"Census Tract 33.05, Kern County",,,,Yes,Yes
06029003306,Kern,"Census Tract 33.06, Kern County",Yes,,,,Yes
06029003400,Kern,"Census Tract 34, Kern County",Yes,Yes,,,Yes
06029003500,Kern,"Census Tract 35, Kern County",Yes,,,,Yes
06029003600,Kern,"Census Tract 36, Kern County",Yes,,,,Yes
06029003700,Kern,"Census Tract 37, Kern County",Yes,,,,Yes
06029003900,Kern,"Census Tract 39, Kern County",Yes,,,,Yes
06029004000,Kern,"Census Tract 40, Kern County",Yes,,,,Yes
06029004101,Kern,"Census Tract 41.01, Kern County",Yes,,,,Yes
06029004102,Kern,"Census Tract 41.02, Kern County",Yes,,,,Yes
06029004200,Kern,"Census Tract 42, Kern County",Yes,Yes,,,Yes
06029004301,Kern,"Census Tract 43.01, Kern County",Yes,,,,Yes
06029004401,Kern,"Census Tract 44.01, Kern County",Yes,,,,Yes
06029004402,Kern,"Census Tract 44.02, Kern County",Yes,Yes,,,Yes
06029004500,Kern,"Census Tract 45, Kern County",Yes,,,,Yes
06029004604,Kern,"Census Tract 46.04, Kern County",Yes,,,,Yes
06029004701,Kern,"Census Tract 47.01, Kern County",Yes,Yes,,,Yes
06029004702,Kern,"Census Tract 47.02, Kern County",Yes,,,,Yes
06029004800,Kern,"Census Tract 48, Kern County",Yes,Yes,,,Yes
06029004901,Kern,"Census Tract 49.01, Kern County",Yes,,,,Yes
06029004902,Kern,"Census Tract 49.02, Kern County",Yes,,,,Yes
06029005003,Kern,"Census Tract 50.03, Kern County",Yes,Yes,,,Yes
06029005004,Kern,"Census Tract 50.04, Kern County",Yes,,,,Yes
06029005103,Kern,"Census Tract 51.03, Kern County",,,Yes,,Yes
06029005201,Kern,"Census Tract 52.01, Kern County",,,Yes,Yes,Yes
06029005203,Kern,"Census Tract 52.03, Kern County",Yes,,,,Yes
06029005204,Kern,"Census Tract 52.04, Kern County",Yes,,,,Yes
