"","state","county","tract","B25064_001E","B19013_001E","B25003_001E","B25003_002E","B25003_003E","B25003A_001E","B25003A_002E","B25003A_003E","B25003B_001E","B25003B_002E","B25003B_003E","B25003C_001E","B25003C_002E","B25003C_003E","B25003D_001E","B25003D_002E","B25003D_003E","B25003E_001E","B25003E_002E","B25003E_003E","B25003F_001E","B25003F_002E","B25003F_003E","B25003G_001E","B25003G_002E","B25003G_003E","B25003H_001E","B25003H_002E","B25003H_003E","B25003I_001E","B25003I_002E","B25003I_003E"
"823","06","075","033100",3071,108018,1463,1311,152,720,631,89,0,0,0,0,0,0,731,668,63,0,0,0,0,0,0,12,12,0,659,583,76,61,48,13
"824","06","075","033201",1764,22895,640,0,640,304,0,304,33,0,33,0,0,0,215,0,215,0,0,0,53,0,53,35,0,35,256,0,256,108,0,108
"825","06","075","033203",2142,50946,1586,0,1586,888,0,888,121,0,121,0,0,0,394,0,394,0,0,0,154,0,154,29,0,29,783,0,783,253,0,253
"826","06","075","033204",1851,44922,1591,0,1591,761,0,761,123,0,123,0,0,0,551,0,551,0,0,0,94,0,94,62,0,62,605,0,605,250,0,250
"827","06","075","035100",1870,107482,2849,1733,1116,1365,784,581,18,0,18,18,18,0,1310,931,379,0,0,0,4,0,4,134,0,134,1272,745,527,209,69,140
"828","06","075","035201",1795,84817,1960,1271,689,908,479,429,7,7,0,0,0,0,966,748,218,0,0,0,11,11,0,68,26,42,837,439,398,105,60,45
"829","06","075","035202",1658,78542,1834,651,1183,1037,278,759,19,0,19,0,0,0,639,373,266,8,0,8,23,0,23,108,0,108,928,252,676,117,26,91
"830","06","075","035300",1700,80352,2594,1801,793,908,512,396,0,0,0,0,0,0,1537,1228,309,14,14,0,116,28,88,19,19,0,863,512,351,172,39,133
"831","06","075","035400",1442,87598,2514,1392,1122,1012,474,538,51,13,38,0,0,0,1256,896,360,0,0,0,149,0,149,46,9,37,1012,474,538,51,0,51
"832","06","075","040100",1659,93875,1946,536,1410,1192,337,855,8,0,8,0,0,0,637,189,448,11,0,11,31,10,21,67,0,67,1132,316,816,72,21,51
"833","06","075","040200",1554,83867,2433,761,1672,1412,506,906,79,0,79,0,0,0,777,234,543,0,0,0,96,0,96,69,21,48,1332,487,845,218,40,178
"834","06","075","042601",1692,70100,1788,420,1368,1139,150,989,33,0,33,6,6,0,516,264,252,0,0,0,62,0,62,32,0,32,1106,150,956,103,0,103
"835","06","075","042602",1880,104943,1383,404,979,869,188,681,10,0,10,0,0,0,419,216,203,0,0,0,21,0,21,64,0,64,794,177,617,98,11,87
"836","06","075","042700",1486,56765,2338,658,1680,1173,236,937,76,27,49,0,0,0,975,369,606,26,26,0,16,0,16,72,0,72,1085,236,849,140,0,140
"837","06","075","042800",2170,181125,897,678,219,740,551,189,0,0,0,0,0,0,139,114,25,0,0,0,0,0,0,18,13,5,713,541,172,27,10,17
"838","06","075","045100",1659,91206,2109,750,1359,1085,324,761,43,0,43,8,8,0,855,393,462,25,25,0,54,0,54,39,0,39,961,299,662,197,25,172
"839","06","075","045200",1713,87664,3020,994,2026,1645,605,1040,0,0,0,12,12,0,1103,369,734,29,0,29,20,0,20,211,8,203,1509,573,936,282,32,250
"840","06","075","047600",1875,84625,2211,817,1394,1119,310,809,15,15,0,0,0,0,1033,492,541,14,0,14,0,0,0,30,0,30,1044,310,734,75,0,75
"841","06","075","047701",1551,72981,1907,709,1198,952,232,720,10,0,10,0,0,0,875,447,428,10,10,0,0,0,0,60,20,40,891,220,671,61,12,49
"842","06","075","047702",1666,85769,1564,670,894,767,205,562,17,7,10,0,0,0,742,441,301,0,0,0,12,0,12,26,17,9,699,185,514,80,20,60
"843","06","075","047801",1743,92881,1590,751,839,681,227,454,28,14,14,10,10,0,770,460,310,0,0,0,29,0,29,72,40,32,644,219,425,74,27,47
"844","06","075","047802",1661,75091,1477,554,923,630,133,497,0,0,0,0,0,0,707,411,296,0,0,0,64,10,54,76,0,76,544,120,424,178,13,165
"845","06","075","047901",1380,67407,2679,1529,1150,1566,693,873,38,18,20,0,0,0,989,761,228,0,0,0,0,0,0,86,57,29,1362,670,692,218,23,195
"846","06","075","047902",1773,74500,1512,715,797,949,352,597,29,0,29,0,0,0,477,344,133,0,0,0,16,0,16,41,19,22,901,328,573,64,24,40
"847","06","075","060100",3001,175259,1306,35,1271,1177,35,1142,0,0,0,0,0,0,73,0,73,0,0,0,35,0,35,21,0,21,1079,35,1044,133,0,133
"848","06","075","060400",1645,44200,998,147,851,753,123,630,31,0,31,0,0,0,136,17,119,0,0,0,48,7,41,30,0,30,717,123,594,74,7,67
"849","06","075","060502",440,25434,951,216,735,124,14,110,278,7,271,11,0,11,262,165,97,56,0,56,193,30,163,27,0,27,42,8,34,286,36,250
"850","06","075","060700",2842,114597,5186,1734,3452,2452,677,1775,295,0,295,15,0,15,1943,954,989,0,0,0,221,50,171,260,53,207,2311,585,1726,456,142,314
"851","06","075","061000",2728,101667,1594,973,621,422,253,169,202,124,78,12,12,0,764,509,255,0,0,0,71,44,27,123,31,92,374,235,139,189,48,141
"852","06","075","061100",510,17218,2104,87,2017,128,29,99,19,0,19,18,0,18,1889,58,1831,0,0,0,26,0,26,24,0,24,122,29,93,32,0,32
"853","06","075","061200",1293,51818,1184,473,711,274,133,141,311,120,191,15,0,15,317,172,145,0,0,0,235,39,196,32,9,23,201,118,83,323,54,269
"854","06","075","061400",1537,137469,2483,1189,1294,1551,874,677,180,21,159,0,0,0,420,263,157,21,0,21,187,14,173,124,17,107,1356,756,600,385,135,250
"855","06","075","061500",2722,162690,7352,2883,4469,4063,1499,2564,101,0,101,33,0,33,2777,1280,1497,0,0,0,106,0,106,272,104,168,3863,1447,2416,506,200,306
"856","06","075","980200",2250,150000,72,31,41,54,23,31,0,0,0,0,0,0,18,8,10,0,0,0,0,0,0,0,0,0,54,23,31,0,0,0
"857","06","075","980300",1619,106944,76,0,76,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,71,0,71,0,0,0
"858","06","075","980401",-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","06","075","980501",276,16473,285,63,222,23,9,14,65,4,61,0,0,0,155,45,110,27,0,27,5,0,5,10,5,5,13,9,4,15,0,15
"860","06","075","980600",1013,-666666666,188,135,53,80,64,16,83,50,33,0,0,0,21,21,0,0,0,0,0,0,0,4,0,4,53,53,0,27,11,16
"861","06","075","980900",2000,101000,142,10,132,94,5,89,18,0,18,0,0,0,14,5,9,0,0,0,16,0,16,0,0,0,83,5,78,27,0,27
"862","06","075","990100",-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","06","081","600100",1718,89533,2092,1461,631,1236,849,387,76,36,40,0,0,0,549,396,153,0,0,0,105,105,0,126,75,51,1110,799,311,314,238,76
"864","06","081","600200",1519,67855,1155,639,516,161,81,80,72,10,62,0,0,0,641,443,198,48,26,22,221,76,145,12,3,9,118,48,70,267,112,155
"865","06","081","600300",2131,94640,1219,985,234,414,380,34,35,35,0,24,24,0,652,490,162,0,0,0,77,48,29,17,8,9,304,293,11,211,159,52
"866","06","081","600401",2242,80184,1075,892,183,355,304,51,85,66,19,0,0,0,564,451,113,0,0,0,43,43,0,28,28,0,194,173,21,214,184,30
"867","06","081","600402",1733,81063,1260,934,326,236,171,65,48,21,27,14,14,0,671,550,121,7,7,0,207,121,86,77,50,27,130,78,52,378,279,99
"868","06","081","600500",1873,104474,2040,1419,621,543,320,223,42,28,14,0,0,0,1016,821,195,0,0,0,331,189,142,108,61,47,407,207,200,498,321,177
"869","06","081","600600",1631,76932,1535,861,674,472,214,258,47,26,21,0,0,0,616,452,164,0,0,0,344,157,187,56,12,44,155,64,91,689,315,374
"870","06","081","600700",1426,68685,2145,1057,1088,621,318,303,128,40,88,0,0,0,1014,629,385,0,0,0,349,53,296,33,17,16,300,135,165,714,236,478
"871","06","081","600800",1795,51111,2720,137,2583,776,60,716,294,0,294,0,0,0,1335,54,1281,0,0,0,221,0,221,94,23,71,626,60,566,409,10,399
"872","06","081","600900",2127,99013,1387,983,404,661,496,165,10,0,10,0,0,0,616,429,187,9,9,0,48,41,7,43,8,35,590,450,140,124,87,37
"873","06","081","601000",2053,92375,1984,1718,266,618,495,123,108,99,9,0,0,0,1079,967,112,28,28,0,78,78,0,73,51,22,466,363,103,271,241,30
"874","06","081","601100",2292,97708,1902,1372,530,666,466,200,40,12,28,0,0,0,1101,835,266,49,21,28,22,22,0,24,16,8,551,425,126,145,71,74
"875","06","081","601200",1495,86731,2140,1151,989,675,428,247,17,0,17,18,18,0,1050,632,418,0,0,0,322,61,261,58,12,46,472,323,149,601,196,405
"876","06","081","601300",1411,59328,2552,649,1903,625,101,524,116,13,103,0,0,0,1035,351,684,0,0,0,741,169,572,35,15,20,416,66,350,977,213,764
"877","06","081","601400",2096,75104,2142,1302,840,451,315,136,99,18,81,0,0,0,1452,920,532,0,0,0,112,33,79,28,16,12,309,246,63,277,125,152
"878","06","081","601501",2244,95357,1354,921,433,310,264,46,0,0,0,7,7,0,921,603,318,8,8,0,72,12,60,36,27,9,237,191,46,85,85,0
"879","06","081","601502",1727,61741,1758,227,1531,384,52,332,77,8,69,0,0,0,924,150,774,57,9,48,288,8,280,28,0,28,305,28,277,391,32,359
"880","06","081","601601",1353,73611,874,599,275,409,271,138,62,13,49,10,10,0,307,235,72,0,0,0,62,56,6,24,14,10,261,194,67,236,150,86
"881","06","081","601603",2236,105000,1890,1235,655,525,284,241,64,50,14,0,0,0,1202,845,357,7,7,0,83,40,43,9,9,0,389,210,179,232,105,127
"882","06","081","601604",1892,95300,1106,732,374,511,330,181,12,12,0,0,0,0,403,305,98,8,8,0,110,28,82,62,49,13,470,309,161,154,66,88
"883","06","081","601605",2495,98793,1758,1226,532,266,237,29,73,0,73,15,0,15,1301,961,340,9,9,0,84,9,75,10,10,0,200,182,18,150,64,86
"884","06","081","601700",2250,94769,1323,1058,265,653,546,107,2,2,0,0,0,0,424,349,75,12,12,0,198,123,75,34,26,8,504,397,107,347,272,75
"885","06","081","601800",1452,102276,2094,1790,304,1224,1044,180,0,0,0,0,0,0,616,616,0,43,43,0,163,67,96,48,20,28,793,763,30,594,348,246
"886","06","081","601901",1641,77636,1392,845,547,721,460,261,8,0,8,0,0,0,486,317,169,0,0,0,155,62,93,22,6,16,430,308,122,460,220,240
"887","06","081","601902",1707,90509,2172,843,1329,850,412,438,82,31,51,0,0,0,868,299,569,30,30,0,286,47,239,56,24,32,629,298,331,546,168,378
"888","06","081","602000",1911,90395,2442,1843,599,1069,922,147,16,0,16,0,0,0,867,721,146,59,59,0,395,128,267,36,13,23,804,693,111,676,350,326
"889","06","081","602100",1533,62452,956,243,713,361,119,242,56,0,56,9,2,7,143,79,64,29,10,19,311,33,278,47,0,47,118,41,77,570,111,459
"890","06","081","602200",1422,58832,2420,303,2117,1296,207,1089,141,0,141,14,0,14,236,48,188,62,14,48,496,34,462,175,0,175,533,79,454,1253,162,1091
"891","06","081","602300",1240,83889,1118,761,357,484,273,211,19,19,0,16,16,0,336,276,60,29,29,0,174,98,76,60,50,10,259,168,91,444,238,206
"892","06","081","602400",1389,85449,2676,1606,1070,1493,987,506,57,13,44,0,0,0,670,402,268,31,31,0,301,62,239,124,111,13,1176,878,298,653,171,482
"893","06","081","602500",3387,113401,1515,1291,224,402,348,54,65,56,9,0,0,0,909,786,123,37,37,0,37,28,9,65,36,29,324,270,54,123,114,9
"894","06","081","602600",2090,95972,2702,1956,746,393,296,97,135,25,110,0,0,0,1983,1533,450,30,30,0,123,47,76,38,25,13,322,225,97,225,157,68
"895","06","081","602700",1882,101221,1944,1156,788,950,555,395,139,54,85,0,0,0,610,418,192,61,34,27,138,59,79,46,36,10,726,463,263,383,172,211
"896","06","081","602800",2336,116854,1499,1117,382,752,559,193,86,17,69,0,0,0,493,409,84,8,0,8,51,51,0,109,81,28,630,446,184,216,179,37
"897","06","081","602900",2208,100563,1574,867,707,1157,698,459,67,44,23,0,0,0,242,84,158,0,0,0,45,11,34,63,30,33,1024,634,390,189,75,114
"898","06","081","603000",1604,86429,1828,896,932,1501,742,759,30,10,20,21,0,21,160,106,54,13,0,13,68,30,38,35,8,27,1373,693,680,215,87,128
"899","06","081","603100",2070,115724,1227,977,250,992,833,159,21,21,0,8,0,8,87,87,0,0,0,0,84,20,64,35,16,19,917,772,145,180,87,93
"900","06","081","603200",1984,110524,1357,1053,304,1105,874,231,8,8,0,0,0,0,121,78,43,0,0,0,42,42,0,81,51,30,1022,818,204,160,120,40
"901","06","081","603300",2389,105000,2358,1818,540,1940,1543,397,9,9,0,0,0,0,215,206,9,0,0,0,0,0,0,194,60,134,1787,1418,369,243,173,70
"902","06","081","603400",1573,112159,2111,1578,533,1724,1391,333,0,0,0,0,0,0,276,107,169,0,0,0,59,42,17,52,38,14,1510,1275,235,289,174,115
"903","06","081","603700",2533,89836,1729,1377,352,803,725,78,57,37,20,10,0,10,541,497,44,82,0,82,159,72,87,77,46,31,698,631,67,277,160,117
"904","06","081","603801",1598,72841,1179,772,407,569,387,182,0,0,0,0,0,0,460,311,149,0,0,0,121,54,67,29,20,9,483,321,162,218,140,78
"905","06","081","603802",1898,105714,1872,1239,633,1263,838,425,38,17,21,0,0,0,374,338,36,6,0,6,125,30,95,66,16,50,1154,763,391,253,110,143
"906","06","081","603900",2094,102346,2089,1111,978,1348,811,537,53,12,41,0,0,0,395,178,217,0,0,0,202,19,183,91,91,0,1176,702,474,431,185,246
"907","06","081","604000",2483,105227,1110,886,224,775,643,132,0,0,0,0,0,0,260,201,59,0,0,0,23,19,4,52,23,29,683,594,89,144,68,76
"908","06","081","604101",1566,78750,2507,629,1878,1464,364,1100,42,0,42,0,0,0,533,189,344,152,54,98,300,22,278,16,0,16,788,270,518,950,116,834
"909","06","081","604102",1878,75149,1579,541,1038,661,206,455,110,15,95,0,0,0,633,270,363,80,0,80,70,33,37,25,17,8,497,151,346,239,123,116
"910","06","081","604200",1627,73611,1110,628,482,670,314,356,0,0,0,0,0,0,238,157,81,23,23,0,109,100,9,70,34,36,388,163,225,452,263,189
"911","06","081","604400",1603,77885,1750,665,1085,661,201,460,9,0,9,13,0,13,798,365,433,17,0,17,177,56,121,75,43,32,418,176,242,438,87,351
"912","06","081","604500",2565,119471,1299,930,369,770,561,209,13,13,0,17,0,17,440,340,100,0,0,0,9,0,9,50,16,34,684,515,169,111,62,49
"913","06","081","604600",3139,115375,954,835,119,502,444,58,0,0,0,0,0,0,427,380,47,0,0,0,6,6,0,19,5,14,445,387,58,67,63,4
"914","06","081","604700",2563,120227,954,757,197,498,430,68,0,0,0,4,0,4,418,315,103,16,0,16,6,0,6,12,12,0,459,396,63,45,34,11
"915","06","081","604800",1981,93618,1884,799,1085,1106,463,643,11,0,11,12,0,12,695,317,378,6,0,6,18,0,18,36,19,17,874,412,462,250,51,199
"916","06","081","604900",2074,103631,1217,992,225,556,439,117,0,0,0,0,0,0,643,543,100,0,0,0,10,10,0,8,0,8,513,420,93,53,29,24
"917","06","081","605000",1583,127054,2895,1738,1157,1685,1093,592,100,39,61,0,0,0,1004,595,409,0,0,0,75,0,75,31,11,20,1524,1051,473,250,42,208
"918","06","081","605100",1635,102167,1420,560,860,989,398,591,0,0,0,0,0,0,273,109,164,0,0,0,53,27,26,105,26,79,945,390,555,106,35,71
"919","06","081","605200",2013,149722,1262,1013,249,1010,836,174,12,0,12,0,0,0,201,158,43,0,0,0,15,3,12,24,16,8,910,756,154,123,83,40
"920","06","081","605300",1894,113984,1845,1012,833,1415,797,618,21,12,9,40,0,40,282,178,104,0,0,0,37,6,31,50,19,31,1337,752,585,163,51,112
"921","06","081","605400",1867,92411,2441,1104,1337,1721,946,775,32,0,32,14,0,14,375,130,245,0,0,0,204,0,204,95,28,67,1590,905,685,312,41,271
"922","06","081","605500",1785,88321,2751,652,2099,1958,592,1366,39,0,39,26,11,15,489,49,440,72,0,72,60,0,60,107,0,107,1706,580,1126,378,12,366
"923","06","081","605600",2438,211818,1934,1789,145,1336,1205,131,12,12,0,0,0,0,511,497,14,0,0,0,0,0,0,75,75,0,1321,1205,116,26,11,15
"924","06","081","605700",2531,218849,1771,1621,150,1199,1089,110,26,13,13,0,0,0,494,467,27,0,0,0,27,27,0,25,25,0,1141,1031,110,71,71,0
"925","06","081","605800",1897,184167,972,789,183,760,663,97,17,9,8,0,0,0,116,57,59,0,0,0,19,0,19,60,60,0,717,643,74,62,20,42
"926","06","081","605900",1481,81586,2585,875,1710,1688,550,1138,14,0,14,13,0,13,531,240,291,0,0,0,229,31,198,110,54,56,1319,501,818,549,80,469
"927","06","081","606000",1673,64850,2124,864,1260,1338,587,751,128,35,93,15,0,15,364,229,135,13,13,0,266,0,266,0,0,0,845,544,301,759,43,716
"928","06","081","606100",1556,68229,1310,822,488,636,521,115,60,18,42,26,14,12,286,189,97,57,29,28,187,15,172,58,36,22,517,450,67,361,118,243
"929","06","081","606200",1668,62882,2256,665,1591,1280,320,960,216,16,200,14,0,14,387,293,94,116,0,116,169,36,133,74,0,74,520,251,269,981,105,876
"930","06","081","606300",1670,81394,1831,827,1004,1297,626,671,27,17,10,0,0,0,371,184,187,0,0,0,123,0,123,13,0,13,1102,600,502,335,43,292
"931","06","081","606400",1934,95774,2530,939,1591,1915,719,1196,46,0,46,0,0,0,510,220,290,0,0,0,16,0,16,43,0,43,1655,699,956,276,20,256
"932","06","081","606500",1828,199886,1251,1175,76,1023,972,51,0,0,0,0,0,0,189,180,9,0,0,0,9,0,9,30,23,7,949,898,51,83,74,9
"933","06","081","606600",1868,102195,1452,850,602,995,627,368,0,0,0,9,0,9,250,194,56,27,0,27,147,21,126,24,8,16,924,595,329,227,53,174
"934","06","081","606700",2013,136806,955,813,142,683,584,99,0,0,0,3,3,0,238,204,34,0,0,0,9,4,5,22,18,4,635,557,78,60,34,26
"935","06","081","606800",2034,129013,1269,983,286,854,580,274,9,9,0,0,0,0,354,342,12,0,0,0,0,0,0,52,52,0,832,558,274,22,22,0
"936","06","081","606900",1947,147031,917,750,167,654,518,136,0,0,0,0,0,0,215,215,0,0,0,0,5,5,0,43,12,31,634,506,128,56,17,39
"937","06","081","607000",1886,129375,1384,854,530,960,576,384,16,0,16,14,14,0,285,244,41,0,0,0,0,0,0,109,20,89,851,538,313,122,38,84
"938","06","081","607100",3177,138482,1079,1002,77,829,765,64,0,0,0,0,0,0,240,237,3,0,0,0,10,0,10,0,0,0,829,765,64,15,5,10
"939","06","081","607200",1881,82361,1718,456,1262,951,267,684,46,17,29,0,0,0,513,162,351,0,0,0,157,0,157,51,10,41,769,231,538,365,36,329
"940","06","081","607300",2145,122383,1327,1138,189,1056,888,168,0,0,0,7,7,0,210,189,21,0,0,0,15,15,0,39,39,0,987,836,151,84,67,17
"941","06","081","607400",1689,87105,1886,864,1022,1161,599,562,33,24,9,11,0,11,500,162,338,0,0,0,73,9,64,108,70,38,982,574,408,320,76,244
"942","06","081","607500",2138,103824,1606,618,988,942,351,591,64,13,51,0,0,0,409,190,219,34,17,17,93,27,66,64,20,44,766,318,448,293,66,227
"943","06","081","607600",1630,102825,1259,844,415,915,589,326,35,7,28,0,0,0,187,181,6,0,0,0,32,14,18,90,53,37,638,504,134,358,120,238
"944","06","081","607701",1999,88508,1185,714,471,639,413,226,11,11,0,0,0,0,247,183,64,82,40,42,157,52,105,49,15,34,434,277,157,406,211,195
"945","06","081","607702",2211,103462,798,594,204,439,340,99,16,11,5,0,0,0,149,142,7,29,23,6,95,40,55,70,38,32,331,271,60,237,126,111
"946","06","081","607800",2733,104125,990,837,153,570,494,76,7,7,0,0,0,0,284,271,13,37,10,27,67,31,36,25,24,1,484,433,51,158,97,61
"947","06","081","607900",2426,111656,1658,908,750,956,634,322,24,0,24,0,0,0,587,256,331,0,0,0,10,10,0,81,8,73,930,616,314,55,28,27
"948","06","081","608001",2361,123882,1606,769,837,775,445,330,28,18,10,0,0,0,751,288,463,0,0,0,12,0,12,40,18,22,709,436,273,120,41,79
"949","06","081","608002",3419,144286,1364,1098,266,864,680,184,46,18,28,3,3,0,407,365,42,0,0,0,0,0,0,44,32,12,826,671,155,46,17,29
"950","06","081","608004",2539,120032,3141,1344,1797,1630,734,896,56,0,56,0,0,0,1380,610,770,14,0,14,0,0,0,61,0,61,1557,721,836,73,13,60
"951","06","081","608013",3076,140190,1685,941,744,925,318,607,10,10,0,9,0,9,716,596,120,0,0,0,10,10,0,15,7,8,824,299,525,101,19,82
"952","06","081","608023",3501,136111,908,783,125,418,363,55,18,5,13,6,6,0,444,398,46,0,0,0,11,11,0,11,0,11,401,346,55,23,23,0
"953","06","081","608100",2111,90846,1437,852,585,609,490,119,63,9,54,0,0,0,663,338,325,0,0,0,49,0,49,53,15,38,556,461,95,102,29,73
"954","06","081","608200",2605,152898,1349,942,407,788,531,257,7,0,7,0,0,0,485,367,118,0,0,0,0,0,0,69,44,25,744,515,229,67,28,39
"955","06","081","608300",2255,134630,1416,717,699,654,332,322,58,45,13,0,0,0,662,326,336,0,0,0,10,0,10,32,14,18,632,320,312,32,12,20
"956","06","081","608400",2493,100838,2175,694,1481,1232,463,769,0,0,0,0,0,0,672,173,499,61,0,61,132,11,121,78,47,31,1039,402,637,372,77,295
"957","06","081","608501",1900,110217,1658,1177,481,1220,855,365,12,0,12,0,0,0,267,229,38,12,0,12,53,16,37,94,77,17,1059,755,304,255,157,98
"958","06","081","608502",1974,105673,1180,622,558,742,387,355,12,0,12,17,0,17,352,203,149,0,0,0,34,22,12,23,10,13,608,324,284,177,85,92
"959","06","081","608600",1948,89940,1705,715,990,910,418,492,54,17,37,0,0,0,565,207,358,0,0,0,82,24,58,94,49,45,729,361,368,312,117,195
"960","06","081","608700",1763,129438,2607,1811,796,1779,1315,464,47,0,47,0,0,0,568,441,127,0,0,0,87,0,87,126,55,71,1707,1258,449,195,69,126
"961","06","081","608800",2129,170192,2100,1893,207,1488,1301,187,14,14,0,11,11,0,568,548,20,0,0,0,0,0,0,19,19,0,1413,1250,163,75,51,24
"962","06","081","608900",1669,107698,2944,1098,1846,1999,665,1334,56,28,28,0,0,0,687,370,317,57,0,57,77,22,55,68,13,55,1829,574,1255,296,113,183
"963","06","081","609000",1576,94219,953,702,251,748,564,184,25,16,9,5,5,0,133,104,29,0,0,0,29,0,29,13,13,0,670,525,145,107,39,68
"964","06","081","609100",1953,103977,568,427,141,437,339,98,0,0,0,0,0,0,92,70,22,0,0,0,21,4,17,18,14,4,349,269,80,120,85,35
"965","06","081","609201",1743,87378,1588,915,673,1298,824,474,18,0,18,0,0,0,214,85,129,0,0,0,30,6,24,28,0,28,1234,775,459,104,49,55
"966","06","081","609202",1713,85339,1945,534,1411,1524,471,1053,58,10,48,0,0,0,235,43,192,9,0,9,82,10,72,37,0,37,1353,402,951,260,79,181
"967","06","081","609300",1660,140556,1248,1036,212,1099,939,160,20,0,20,0,0,0,107,82,25,0,0,0,7,0,7,15,15,0,1041,905,136,85,34,51
"968","06","081","609400",3042,197798,1113,1006,107,1010,911,99,0,0,0,0,0,0,79,75,4,0,0,0,0,0,0,24,20,4,935,836,99,75,75,0
"969","06","081","609500",2091,166944,1742,1498,244,1433,1222,211,0,0,0,0,0,0,251,239,12,0,0,0,26,14,12,32,23,9,1335,1159,176,130,83,47
"970","06","081","609601",2177,150500,1168,795,373,950,657,293,26,0,26,0,0,0,153,109,44,0,0,0,7,7,0,32,22,10,917,651,266,40,13,27
"971","06","081","609602",2563,138000,678,633,45,588,548,40,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,9,4,5,575,535,40,13,13,0
"972","06","081","609603",1953,144275,1981,1798,183,1694,1548,146,0,0,0,0,0,0,218,218,0,15,0,15,0,0,0,54,32,22,1600,1477,123,94,71,23
"973","06","081","609700",3143,158500,1678,1512,166,1511,1383,128,16,8,8,0,0,0,63,43,20,0,0,0,40,40,0,48,38,10,1395,1275,120,156,148,8
"974","06","081","609800",1856,133167,1694,1288,406,1488,1158,330,11,11,0,0,0,0,140,85,55,9,0,9,21,21,0,25,13,12,1266,992,274,241,173,68
"975","06","081","609900",2482,175643,1082,938,144,966,885,81,0,0,0,0,0,0,44,17,27,0,0,0,10,10,0,62,26,36,864,793,71,120,102,18
"976","06","081","610000",1787,91725,2073,897,1176,1620,752,868,19,0,19,0,0,0,228,119,109,0,0,0,136,17,119,70,9,61,1448,644,804,322,134,188
"977","06","081","610100",1628,76394,925,462,463,726,392,334,5,0,5,18,0,18,48,36,12,0,0,0,113,27,86,15,7,8,515,331,184,334,88,246
"978","06","081","610201",1452,54250,1770,454,1316,1067,279,788,79,0,79,11,11,0,198,42,156,0,0,0,396,122,274,19,0,19,459,130,329,1027,282,745
"979","06","081","610202",1498,49573,828,36,792,542,32,510,34,4,30,8,0,8,118,0,118,0,0,0,112,0,112,14,0,14,423,10,413,247,22,225
"980","06","081","610203",1577,53611,1040,95,945,555,55,500,19,5,14,18,0,18,65,0,65,30,0,30,321,27,294,32,8,24,122,23,99,789,67,722
"981","06","081","610302",1352,60257,923,534,389,643,344,299,5,5,0,11,11,0,110,74,36,22,0,22,101,83,18,31,17,14,477,260,217,308,186,122
"982","06","081","610303",2828,159059,3253,2075,1178,1883,981,902,60,0,60,0,0,0,1133,950,183,0,0,0,88,55,33,89,89,0,1758,902,856,213,134,79
"983","06","081","610304",2257,115286,1898,1548,350,1234,1028,206,60,22,38,0,0,0,535,471,64,0,0,0,33,8,25,36,19,17,1170,975,195,126,70,56
"984","06","081","610400",1773,62594,1698,603,1095,914,358,556,123,0,123,24,0,24,75,50,25,27,12,15,475,155,320,60,28,32,442,177,265,1015,358,657
"985","06","081","610500",1569,57083,1378,766,612,891,511,380,8,8,0,3,0,3,145,75,70,22,0,22,274,172,102,35,0,35,400,279,121,803,413,390
"986","06","081","610601",1492,57480,1677,500,1177,818,328,490,18,7,11,8,0,8,169,35,134,0,0,0,629,120,509,35,10,25,315,198,117,1153,250,903
"987","06","081","610602",-666666666,116736,1215,954,261,907,736,171,0,0,0,0,0,0,102,102,0,0,0,0,197,107,90,9,9,0,774,638,136,320,195,125
"988","06","081","610700",1957,75229,2163,911,1252,1664,633,1031,5,5,0,0,0,0,233,142,91,25,0,25,211,118,93,25,13,12,1294,570,724,581,181,400
"989","06","081","610800",1720,58500,1688,164,1524,1060,127,933,24,12,12,0,0,0,168,19,149,0,0,0,390,0,390,46,6,40,592,106,486,891,27,864
"990","06","081","610900",1636,66019,2543,704,1839,1466,523,943,17,17,0,26,0,26,238,63,175,0,0,0,747,89,658,49,12,37,1086,478,608,1201,161,1040
"991","06","081","611000",1890,100204,2320,1205,1115,1867,1039,828,56,0,56,0,0,0,220,114,106,0,0,0,88,34,54,89,18,71,1399,850,549,571,223,348
"992","06","081","611100",1953,150679,2325,2064,261,2126,1899,227,0,0,0,0,0,0,159,140,19,0,0,0,0,0,0,40,25,15,1916,1739,177,210,160,50
"993","06","081","611200",2572,133203,1061,881,180,946,809,137,0,0,0,0,0,0,23,11,12,0,0,0,41,29,12,51,32,19,808,691,117,192,160,32
"994","06","081","611300",2438,121760,2019,1333,686,1672,1199,473,20,12,8,0,0,0,177,90,87,0,0,0,96,15,81,54,17,37,1569,1161,408,229,53,176
"995","06","081","611400",3202,250001,1411,1292,119,1258,1151,107,0,0,0,0,0,0,137,125,12,0,0,0,0,0,0,16,16,0,1245,1151,94,13,0,13
"996","06","081","611500",2375,250001,920,873,47,732,704,28,0,0,0,0,0,0,166,153,13,0,0,0,10,10,0,12,6,6,709,681,28,33,33,0
