"","state","county","tract","B25064_001E","B19013_001E","B25003_001E","B25003_002E","B25003_003E","B25003A_001E","B25003A_002E","B25003A_003E","B25003B_001E","B25003B_002E","B25003B_003E","B25003C_001E","B25003C_002E","B25003C_003E","B25003D_001E","B25003D_002E","B25003D_003E","B25003E_001E","B25003E_002E","B25003E_003E","B25003F_001E","B25003F_002E","B25003F_003E","B25003G_001E","B25003G_002E","B25003G_003E","B25003H_001E","B25003H_002E","B25003H_003E","B25003I_001E","B25003I_002E","B25003I_003E"
"394","06","013","310000",1263,51175,1703,727,976,658,434,224,412,170,242,0,0,0,102,59,43,21,7,14,458,39,419,52,18,34,330,242,88,829,239,590
"395","06","013","311000",1353,50538,1484,769,715,459,296,163,442,210,232,6,6,0,210,132,78,6,0,6,257,85,172,104,40,64,239,185,54,512,220,292
"396","06","013","312000",566,33693,781,262,519,211,79,132,359,86,273,0,0,0,78,26,52,0,0,0,81,54,27,52,17,35,92,29,63,225,109,116
"397","06","013","313101",1220,43717,2589,1250,1339,1087,739,348,422,141,281,32,0,32,338,137,201,55,0,55,379,153,226,276,80,196,722,464,258,824,412,412
"398","06","013","313102",1505,66076,1472,802,670,608,350,258,445,209,236,21,11,10,149,128,21,27,0,27,136,87,49,86,17,69,400,254,146,378,194,184
"399","06","013","313103",1690,87332,2640,1693,947,1240,765,475,378,175,203,13,13,0,513,381,132,27,27,0,365,289,76,104,43,61,1028,599,429,649,512,137
"400","06","013","313203",1758,78188,914,639,275,476,373,103,30,24,6,11,0,11,167,113,54,39,17,22,133,54,79,58,58,0,363,287,76,287,158,129
"401","06","013","313204",1324,66286,1708,970,738,848,504,344,254,138,116,6,6,0,210,167,43,0,0,0,313,108,205,77,47,30,639,412,227,553,219,334
"402","06","013","313205",1723,85069,506,387,119,240,184,56,59,16,43,0,0,0,114,109,5,0,0,0,78,63,15,15,15,0,153,129,24,165,118,47
"403","06","013","313206",1426,54179,1592,827,765,573,304,269,360,163,197,25,5,20,210,87,123,0,0,0,360,210,150,64,58,6,224,172,52,725,352,373
"404","06","013","314102",1530,55698,1662,1155,507,677,519,158,136,63,73,15,12,3,210,161,49,19,0,19,460,313,147,145,87,58,422,351,71,736,499,237
"405","06","013","314103",1317,43212,1753,762,991,659,351,308,351,59,292,6,6,0,231,199,32,11,0,11,394,130,264,101,17,84,252,135,117,880,352,528
"406","06","013","314104",1218,44804,2447,1166,1281,1077,734,343,370,61,309,59,17,42,170,170,0,0,0,0,539,140,399,232,44,188,614,503,111,1212,426,786
"407","06","013","314200",1433,47440,1730,1077,653,956,718,238,79,69,10,0,0,0,59,35,24,23,0,23,563,228,335,50,27,23,437,396,41,1103,556,547
"408","06","013","315000",1699,79732,1215,968,247,692,577,115,60,55,5,11,11,0,189,134,55,25,25,0,87,47,40,151,119,32,615,500,115,260,228,32
"409","06","013","316000",937,36563,465,54,411,418,54,364,20,0,20,17,0,17,0,0,0,0,0,0,4,0,4,6,0,6,366,54,312,73,0,73
"410","06","013","317000",1345,71548,1074,372,702,875,326,549,35,0,35,32,0,32,39,13,26,0,0,0,44,27,17,49,6,43,848,316,532,103,37,66
"411","06","013","318000",1231,75221,1475,772,703,1245,717,528,21,0,21,0,0,0,80,17,63,0,0,0,63,10,53,66,28,38,1154,672,482,183,55,128
"412","06","013","319000",1302,77695,3162,1933,1229,2684,1695,989,50,41,9,23,0,23,129,48,81,0,0,0,136,39,97,140,110,30,2315,1564,751,550,170,380
"413","06","013","320001",1377,75438,1254,809,445,945,655,290,32,8,24,0,0,0,21,21,0,82,15,67,114,62,52,60,48,12,729,553,176,364,198,166
"414","06","013","320003",2326,112161,1064,919,145,845,717,128,17,17,0,0,0,0,142,133,9,0,0,0,23,23,0,37,29,8,803,675,128,97,89,8
"415","06","013","320004",1691,96455,2542,1703,839,2070,1437,633,41,0,41,0,0,0,203,169,34,16,0,16,71,0,71,141,97,44,1846,1314,532,327,136,191
"416","06","013","321101",1897,98234,2579,1630,949,2204,1383,821,63,47,16,0,0,0,159,108,51,0,0,0,42,31,11,111,61,50,1979,1309,670,283,105,178
"417","06","013","321102",2500,114242,2675,2277,398,2158,1913,245,0,0,0,16,16,0,285,241,44,0,0,0,105,14,91,111,93,18,1975,1730,245,304,213,91
"418","06","013","321103",1737,112669,1783,1543,240,1609,1447,162,0,0,0,14,5,9,98,64,34,0,0,0,12,12,0,50,15,35,1533,1371,162,111,88,23
"419","06","013","321200",1597,64056,2179,866,1313,1420,734,686,104,7,97,10,10,0,480,79,401,20,0,20,95,36,59,50,0,50,1335,694,641,236,86,150
"420","06","013","322000",2274,96354,2456,1742,714,2028,1492,536,13,13,0,50,0,50,179,146,33,0,0,0,18,0,18,168,91,77,1801,1353,448,254,139,115
"421","06","013","323000",1963,101037,1714,1346,368,1489,1138,351,9,9,0,0,0,0,116,116,0,60,60,0,24,15,9,16,8,8,1362,1089,273,159,72,87
"422","06","013","324001",1447,85851,2994,550,2444,2149,386,1763,158,17,141,0,0,0,525,126,399,0,0,0,59,0,59,103,21,82,1942,369,1573,245,17,228
"423","06","013","324002",1578,88342,2420,862,1558,1785,593,1192,113,0,113,0,0,0,253,171,82,0,0,0,142,49,93,127,49,78,1544,558,986,406,107,299
"424","06","013","325000",1465,89884,2161,1436,725,1910,1326,584,0,0,0,0,0,0,141,70,71,0,0,0,44,0,44,66,40,26,1813,1247,566,182,94,88
"425","06","013","326000",1947,114844,1345,1067,278,1202,963,239,23,0,23,0,0,0,73,57,16,20,20,0,11,11,0,16,16,0,1110,879,231,103,95,8
"426","06","013","327000",1244,56217,2837,1752,1085,2325,1508,817,0,0,0,18,18,0,169,121,48,0,0,0,143,38,105,182,67,115,1727,1217,510,820,381,439
"427","06","013","328000",1252,28656,1455,80,1375,893,45,848,121,0,121,0,0,0,282,35,247,0,0,0,18,0,18,141,0,141,743,45,698,219,0,219
"428","06","013","329000",1470,81884,2162,1575,587,1598,1280,318,44,15,29,0,0,0,191,133,58,0,0,0,191,100,91,138,47,91,1337,1065,272,487,334,153
"429","06","013","330000",1796,72659,1878,1307,571,1393,1002,391,23,0,23,22,0,22,289,222,67,0,0,0,87,61,26,64,22,42,1123,825,298,394,266,128
"430","06","013","331000",1391,67695,2792,1602,1190,1929,1170,759,178,84,94,15,0,15,260,165,95,60,60,0,232,74,158,118,49,69,1704,1090,614,489,171,318
"431","06","013","332000",1421,87173,2899,2173,726,2381,1827,554,0,0,0,11,11,0,250,209,41,0,0,0,147,65,82,110,61,49,2037,1562,475,512,341,171
"432","06","013","333101",1486,80909,1512,991,521,1216,854,362,40,0,40,0,0,0,143,67,76,0,0,0,70,44,26,43,26,17,1035,768,267,273,144,129
"433","06","013","333102",1476,90222,1508,1101,407,1098,850,248,69,38,31,0,0,0,213,126,87,0,0,0,55,43,12,73,44,29,937,723,214,244,198,46
"434","06","013","333200",1973,72903,2256,1540,716,1971,1385,586,0,0,0,0,0,0,86,59,27,0,0,0,143,73,70,56,23,33,1671,1195,476,443,263,180
"435","06","013","334001",1268,80612,1549,826,723,1264,725,539,50,0,50,0,0,0,177,87,90,0,0,0,28,0,28,30,14,16,1130,621,509,162,104,58
"436","06","013","334004",1481,71250,3101,1541,1560,2229,1164,1065,178,57,121,52,42,10,360,228,132,0,0,0,70,16,54,212,34,178,1894,1066,828,405,114,291
"437","06","013","334006",2677,120735,1676,1384,292,1223,984,239,50,27,23,7,7,0,301,282,19,0,0,0,40,40,0,55,44,11,1081,853,228,189,178,11
"438","06","013","334200",2203,145783,2781,2145,636,2487,1866,621,41,41,0,0,0,0,200,200,0,0,0,0,38,38,0,15,0,15,2349,1763,586,156,121,35
"439","06","013","335000",1728,74259,1236,791,445,936,602,334,36,13,23,0,0,0,92,85,7,0,0,0,84,64,20,88,27,61,712,478,234,323,188,135
"440","06","013","336101",1341,47500,1506,212,1294,871,149,722,140,17,123,0,0,0,200,9,191,22,0,22,217,15,202,56,22,34,405,96,309,683,68,615
"441","06","013","336102",1225,37299,2629,278,2351,1178,202,976,411,0,411,45,0,45,349,33,316,0,0,0,491,16,475,155,27,128,642,155,487,1126,90,1036
"442","06","013","336201",1369,59944,1198,700,498,781,501,280,11,11,0,0,0,0,177,105,72,0,0,0,177,68,109,52,15,37,535,379,156,423,190,233
"443","06","013","336202",1148,41723,1696,217,1479,1069,148,921,33,0,33,13,0,13,112,45,67,51,0,51,339,16,323,79,8,71,415,123,292,1005,41,964
"444","06","013","337100",1702,95857,1244,967,277,928,734,194,48,40,8,0,0,0,173,138,35,0,0,0,54,14,40,41,41,0,845,714,131,157,54,103
"445","06","013","337200",1430,67138,3023,1558,1465,2307,1149,1158,54,14,40,0,0,0,435,308,127,0,0,0,84,39,45,143,48,95,1693,911,782,698,277,421
"446","06","013","337300",1670,122520,2279,1899,380,1867,1583,284,47,29,18,38,38,0,265,204,61,0,0,0,13,13,0,49,32,17,1742,1458,284,193,176,17
"447","06","013","338101",1370,54870,1755,922,833,1035,612,423,179,61,118,11,11,0,188,131,57,0,0,0,302,96,206,40,11,29,750,446,304,607,268,339
"448","06","013","338102",2198,103869,1373,1216,157,1079,945,134,0,0,0,0,0,0,91,91,0,23,23,0,21,21,0,159,136,23,910,802,108,227,189,38
"449","06","013","338201",1764,101042,1398,1200,198,1197,1031,166,14,5,9,4,4,0,183,160,23,0,0,0,0,0,0,0,0,0,1139,973,166,58,58,0
"450","06","013","338203",1783,93779,2663,1065,1598,1900,809,1091,39,0,39,0,0,0,496,204,292,0,0,0,48,0,48,180,52,128,1730,723,1007,218,86,132
"451","06","013","338204",2060,92759,2692,1464,1228,2158,1141,1017,34,12,22,12,0,12,415,255,160,0,0,0,0,0,0,73,56,17,2044,1104,940,124,47,77
"452","06","013","338301",1919,134861,1071,930,141,910,769,141,12,12,0,0,0,0,144,144,0,0,0,0,0,0,0,5,5,0,828,722,106,82,47,35
"453","06","013","338302",2297,159917,2119,1828,291,1780,1582,198,0,0,0,0,0,0,295,246,49,0,0,0,0,0,0,44,0,44,1672,1474,198,123,108,15
"454","06","013","339001",1682,72620,1821,100,1721,1305,69,1236,87,0,87,25,0,25,271,22,249,9,0,9,74,0,74,50,9,41,1129,55,1074,293,23,270
"455","06","013","339002",1685,65879,3530,778,2752,2702,596,2106,30,0,30,5,0,5,613,182,431,0,0,0,12,0,12,168,0,168,2405,564,1841,309,32,277
"456","06","013","340001",1645,68872,2389,1352,1037,2035,1183,852,55,0,55,0,0,0,272,156,116,14,0,14,13,13,0,0,0,0,1906,1100,806,142,96,46
"457","06","013","340002",2140,117332,2936,2247,689,2510,1900,610,0,0,0,10,0,10,271,256,15,0,0,0,51,32,19,94,59,35,2313,1745,568,240,179,61
"458","06","013","341000",1658,116346,2108,1324,784,1844,1257,587,0,0,0,0,0,0,191,67,124,0,0,0,20,0,20,53,0,53,1709,1158,551,155,99,56
"459","06","013","343001",1638,98167,2094,960,1134,1877,899,978,30,0,30,0,0,0,131,53,78,0,0,0,48,0,48,8,8,0,1731,863,868,194,36,158
"460","06","013","343002",1772,93528,1894,1281,613,1720,1125,595,0,0,0,0,0,0,142,124,18,0,0,0,0,0,0,32,32,0,1527,1102,425,209,39,170
"461","06","013","343003",1508,128111,1486,1244,242,1267,1058,209,11,11,0,0,0,0,156,140,16,0,0,0,17,0,17,35,35,0,1228,1031,197,68,39,29
"462","06","013","345101",1857,115897,1851,1335,516,1301,966,335,34,34,0,5,5,0,424,264,160,0,0,0,64,43,21,23,23,0,1167,850,317,221,182,39
"463","06","013","345102",2411,125801,1217,1075,142,985,866,119,0,0,0,0,0,0,175,166,9,0,0,0,22,22,0,35,21,14,886,798,88,121,90,31
"464","06","013","345103",1656,130319,1764,1453,311,1352,1066,286,26,26,0,5,5,0,309,284,25,0,0,0,10,10,0,62,62,0,1245,974,271,129,114,15
"465","06","013","345105",2173,115625,2246,1817,429,2000,1602,398,0,0,0,11,11,0,182,155,27,0,0,0,0,0,0,53,49,4,1877,1494,383,123,108,15
"466","06","013","345108",2200,120436,3132,2347,785,2041,1550,491,118,35,83,21,21,0,821,642,179,0,0,0,29,29,0,102,70,32,1990,1499,491,101,101,0
"467","06","013","345111",1903,121375,1865,1025,840,903,609,294,29,0,29,18,18,0,866,375,491,0,0,0,36,10,26,13,13,0,826,585,241,126,47,79
"468","06","013","345112",1891,101528,2078,1031,1047,1258,609,649,21,21,0,0,0,0,721,366,355,0,0,0,30,21,9,48,14,34,998,609,389,305,21,284
"469","06","013","345113",3147,157986,1447,1319,128,1097,981,116,47,47,0,0,0,0,297,285,12,0,0,0,0,0,0,6,6,0,1042,926,116,55,55,0
"470","06","013","345114",3190,150641,2556,2305,251,2324,2089,235,16,16,0,0,0,0,208,192,16,0,0,0,0,0,0,8,8,0,2250,2015,235,74,74,0
"471","06","013","345115",2421,165893,1895,1426,469,1204,958,246,5,0,5,25,0,25,577,450,127,0,0,0,11,0,11,73,18,55,1103,891,212,112,67,45
"472","06","013","345116",3222,150776,898,755,143,641,547,94,4,4,0,0,0,0,186,156,30,0,0,0,26,26,0,41,22,19,584,507,77,68,51,17
"473","06","013","345202",1938,114852,3119,1761,1358,2147,1224,923,163,97,66,11,11,0,697,378,319,0,0,0,0,0,0,101,51,50,2048,1158,890,167,121,46
"474","06","013","345203",1984,138929,2656,1920,736,2389,1748,641,65,65,0,0,0,0,165,70,95,0,0,0,0,0,0,37,37,0,2255,1672,583,164,106,58
"475","06","013","345204",3501,183333,1252,1169,83,1202,1119,83,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,7,7,0,1135,1052,83,75,75,0
"476","06","013","346101",3184,148146,1301,1156,145,1081,981,100,0,0,0,0,0,0,196,160,36,0,0,0,0,0,0,24,15,9,1024,924,100,57,57,0
"477","06","013","346102",2669,187188,1998,1827,171,1714,1590,124,9,9,0,0,0,0,201,187,14,9,9,0,33,0,33,32,32,0,1635,1511,124,112,79,33
"478","06","013","346201",2889,161891,2751,2510,241,2566,2325,241,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,21,21,0,2478,2255,223,88,70,18
"479","06","013","346203",3130,128603,1377,1303,74,1234,1160,74,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,17,17,0,1218,1144,74,16,16,0
"480","06","013","346204",2025,181523,2520,2256,264,2132,1884,248,0,0,0,0,0,0,375,359,16,0,0,0,0,0,0,13,13,0,2001,1770,231,131,114,17
"481","06","013","347000",1440,155750,2382,2036,346,1880,1697,183,46,46,0,0,0,0,356,204,152,0,0,0,29,18,11,71,71,0,1810,1678,132,107,45,62
"482","06","013","348000",2012,182143,1668,1433,235,1423,1197,226,9,9,0,0,0,0,169,160,9,0,0,0,0,0,0,67,67,0,1373,1166,207,50,31,19
"483","06","013","349000",1570,113819,2041,1168,873,1637,1050,587,53,9,44,6,0,6,206,91,115,0,0,0,35,0,35,104,18,86,1511,1008,503,208,42,166
"484","06","013","350000",1812,92734,2591,1418,1173,2122,1183,939,46,46,0,0,0,0,294,174,120,0,0,0,12,0,12,117,15,102,1939,1155,784,195,28,167
"485","06","013","351101",1031,49115,1926,1769,157,1731,1598,133,17,17,0,0,0,0,143,119,24,9,9,0,9,9,0,17,17,0,1695,1562,133,45,45,0
"486","06","013","351102",1231,44598,2697,2374,323,2475,2216,259,0,0,0,0,0,0,178,114,64,0,0,0,30,30,0,14,14,0,2364,2123,241,141,123,18
"487","06","013","351103",1379,71333,1276,1215,61,1180,1119,61,0,0,0,7,7,0,73,73,0,0,0,0,8,8,0,8,8,0,1153,1103,50,35,24,11
"488","06","013","351200",3501,200750,2132,2037,95,1811,1716,95,0,0,0,0,0,0,240,240,0,0,0,0,20,20,0,61,61,0,1737,1642,95,94,94,0
"489","06","013","352101",2331,164432,797,726,71,654,599,55,10,5,5,0,0,0,119,114,5,0,0,0,4,4,0,10,4,6,618,563,55,40,40,0
"490","06","013","352102",2433,171802,1788,1661,127,1497,1383,114,0,0,0,0,0,0,244,231,13,0,0,0,0,0,0,47,47,0,1433,1328,105,64,55,9
"491","06","013","352201",1793,122188,2342,1708,634,1864,1393,471,0,0,0,0,0,0,426,299,127,0,0,0,16,16,0,36,0,36,1744,1292,452,120,101,19
"492","06","013","352202",2246,113611,1032,811,221,839,671,168,0,0,0,0,0,0,170,131,39,8,0,8,0,0,0,15,9,6,794,636,158,45,35,10
"493","06","013","353001",-666666666,177679,1317,1221,96,1130,1054,76,21,21,0,0,0,0,143,123,20,0,0,0,0,0,0,23,23,0,1124,1048,76,6,6,0
"494","06","013","353002",2463,161780,1533,1394,139,1321,1191,130,28,19,9,0,0,0,153,153,0,0,0,0,31,31,0,0,0,0,1284,1175,109,68,47,21
"495","06","013","354001",-666666666,173021,731,677,54,617,567,50,0,0,0,5,5,0,89,89,0,4,0,4,0,0,0,16,16,0,603,553,50,14,14,0
"496","06","013","354002",-666666666,219556,2595,2088,507,2078,1750,328,32,14,18,0,0,0,374,213,161,0,0,0,58,58,0,53,53,0,1954,1675,279,154,105,49
"497","06","013","355107",2104,84107,1704,1393,311,1107,968,139,235,121,114,0,0,0,165,165,0,0,0,0,140,93,47,57,46,11,879,788,91,376,281,95
"498","06","013","355108",2225,93927,3725,2762,963,1415,1174,241,920,533,387,55,0,55,736,631,105,58,58,0,319,217,102,222,149,73,1143,944,199,591,447,144
"499","06","013","355109",1817,92167,2218,1887,331,1250,1101,149,455,386,69,0,0,0,203,203,0,11,11,0,167,62,105,132,124,8,1070,921,149,373,268,105
"500","06","013","355110",2049,81618,1112,749,363,590,404,186,206,115,91,7,7,0,182,139,43,0,0,0,58,25,33,69,59,10,354,265,89,302,172,130
"501","06","013","355111",2074,81761,1923,1421,502,806,637,169,477,221,256,0,0,0,287,265,22,0,0,0,232,192,40,121,106,15,648,523,125,469,362,107
"502","06","013","355112",-666666666,162500,2094,1901,193,1743,1606,137,6,6,0,0,0,0,284,268,16,0,0,0,21,21,0,40,0,40,1623,1486,137,120,120,0
"503","06","013","355113",3501,169250,1707,1528,179,1189,1054,135,74,65,9,0,0,0,418,383,35,0,0,0,0,0,0,26,26,0,1136,1001,135,53,53,0
"504","06","013","355114",2539,165082,3461,2860,601,1768,1378,390,57,39,18,0,0,0,1499,1345,154,0,0,0,87,48,39,50,50,0,1635,1245,390,254,215,39
"505","06","013","355115",1749,105635,2514,1073,1441,894,190,704,205,57,148,0,0,0,1196,799,397,30,0,30,52,27,25,137,0,137,762,161,601,215,63,152
"506","06","013","355116",2546,188086,2167,1768,399,657,502,155,20,20,0,5,5,0,1365,1174,191,0,0,0,14,14,0,106,53,53,561,440,121,110,76,34
"507","06","013","355117",3226,205441,1902,1647,255,382,277,105,21,21,0,7,7,0,1405,1300,105,35,0,35,10,0,10,42,42,0,356,251,105,26,26,0
"508","06","013","355200",1973,108438,2692,1545,1147,886,417,469,463,137,326,0,0,0,953,800,153,0,0,0,302,145,157,88,46,42,762,364,398,515,240,275
"509","06","013","355301",2125,114200,2870,2433,437,2216,1934,282,96,18,78,13,13,0,249,249,0,20,20,0,99,52,47,177,147,30,2032,1819,213,312,243,69
"510","06","013","355302",1992,183654,1198,1088,110,913,803,110,6,6,0,0,0,0,248,248,0,0,0,0,0,0,0,31,31,0,851,772,79,75,44,31
"511","06","013","355304",2134,130080,3165,2824,341,2691,2396,295,38,0,38,35,35,0,293,293,0,0,0,0,42,42,0,66,58,8,2551,2305,246,220,133,87
"512","06","013","355306",2054,135185,1826,1630,196,1669,1483,186,0,0,0,8,8,0,85,75,10,0,0,0,29,29,0,35,35,0,1598,1412,186,108,108,0
"513","06","013","356001",1448,83476,1240,1026,214,582,499,83,186,98,88,40,40,0,333,306,27,0,0,0,51,51,0,48,32,16,402,324,78,240,235,5
"514","06","013","356002",1655,122927,1892,1554,338,820,678,142,332,266,66,24,24,0,537,442,95,0,0,0,38,27,11,141,117,24,784,650,134,108,81,27
"515","06","013","357000",1136,88617,1482,670,812,1254,613,641,43,23,20,0,0,0,11,0,11,0,0,0,74,27,47,100,7,93,1084,561,523,250,79,171
"516","06","013","358000",1148,61250,2073,1061,1012,1178,680,498,319,127,192,8,0,8,255,147,108,0,0,0,125,67,58,188,40,148,794,568,226,499,179,320
"517","06","013","359102",1575,70886,1892,1264,628,1096,745,351,144,90,54,44,7,37,452,305,147,0,0,0,23,23,0,133,94,39,750,513,237,447,303,144
"518","06","013","359103",1225,69255,1984,1173,811,1118,792,326,280,56,224,0,0,0,361,258,103,0,0,0,51,15,36,174,52,122,886,675,211,299,132,167
"519","06","013","359104",1612,74306,889,634,255,310,237,73,186,108,78,5,5,0,299,201,98,0,0,0,37,37,0,52,46,6,265,198,67,87,81,6
"520","06","013","359105",2288,111536,1522,1259,263,465,404,61,342,249,93,5,5,0,582,497,85,7,7,0,46,34,12,75,63,12,354,302,52,178,157,21
"521","06","013","359202",1894,85118,2210,1792,418,1449,1278,171,178,89,89,8,8,0,290,241,49,0,0,0,97,18,79,188,158,30,1286,1115,171,333,242,91
"522","06","013","359203",1781,86519,2291,1795,496,827,661,166,436,263,173,0,0,0,877,783,94,0,0,0,111,80,31,40,8,32,606,509,97,332,232,100
"523","06","013","359204",1431,116607,1487,1284,203,351,305,46,256,192,64,6,6,0,696,636,60,0,0,0,35,29,6,143,116,27,277,241,36,133,117,16
"524","06","013","360101",1562,82606,1654,1308,346,930,732,198,146,146,0,0,0,0,410,323,87,0,0,0,92,40,52,76,67,9,826,677,149,198,97,101
"525","06","013","360102",2458,114599,1489,1296,193,866,727,139,108,83,25,0,0,0,340,340,0,0,0,0,55,55,0,120,91,29,693,629,64,267,174,93
"526","06","013","360200",1351,68523,1744,1011,733,993,603,390,255,154,101,9,9,0,286,186,100,0,0,0,32,13,19,169,46,123,750,536,214,350,95,255
"527","06","013","361000",1221,69792,1739,1037,702,1042,704,338,215,119,96,0,0,0,276,152,124,31,13,18,73,0,73,102,49,53,776,542,234,335,174,161
"528","06","013","362000",1401,70716,1213,945,268,826,629,197,92,80,12,0,0,0,134,134,0,7,7,0,93,58,35,61,37,24,749,573,176,161,105,56
"529","06","013","363000",1508,74456,2729,1847,882,1433,1019,414,626,343,283,0,0,0,458,394,64,0,0,0,120,69,51,92,22,70,1098,813,285,528,307,221
"530","06","013","364002",1531,64145,1810,1130,680,875,678,197,317,76,241,15,9,6,272,190,82,0,0,0,154,98,56,177,79,98,637,481,156,418,307,111
"531","06","013","365002",1135,40900,1574,548,1026,634,167,467,448,130,318,8,8,0,164,111,53,0,0,0,243,132,111,77,0,77,97,35,62,809,272,537
"532","06","013","365003",1524,61976,2248,470,1778,805,100,705,788,208,580,0,0,0,318,162,156,0,0,0,77,0,77,260,0,260,504,59,445,446,41,405
"533","06","013","366001",1407,55196,1324,779,545,622,266,356,168,128,40,19,19,0,306,261,45,0,0,0,126,74,52,83,31,52,181,112,69,582,239,343
"534","06","013","366002",1215,55841,1685,606,1079,800,331,469,277,79,198,7,0,7,295,116,179,22,10,12,208,43,165,76,27,49,143,114,29,880,260,620
"535","06","013","367100",1070,55000,1944,1077,867,544,341,203,896,514,382,0,0,0,266,139,127,0,0,0,135,67,68,103,16,87,210,110,100,483,312,171
"536","06","013","367200",1096,46130,1737,772,965,744,294,450,333,146,187,0,0,0,363,242,121,14,0,14,182,62,120,101,28,73,352,190,162,627,166,461
"537","06","013","368001",1095,44817,1320,555,765,792,220,572,113,46,67,36,36,0,73,64,9,0,0,0,285,168,117,21,21,0,81,39,42,1055,385,670
"538","06","013","368002",1142,43966,948,362,586,474,207,267,104,23,81,11,0,11,91,51,40,10,0,10,237,81,156,21,0,21,149,84,65,569,204,365
"539","06","013","369001",1077,40000,2426,662,1764,973,294,679,547,94,453,0,0,0,556,207,349,0,0,0,288,56,232,62,11,51,477,261,216,783,89,694
"540","06","013","369002",1139,54487,980,518,462,590,343,247,202,53,149,18,0,18,92,79,13,0,0,0,61,33,28,17,10,7,340,248,92,298,122,176
"541","06","013","370000",1618,88274,1112,767,345,662,500,162,165,94,71,0,0,0,228,151,77,0,0,0,25,5,20,32,17,15,587,472,115,108,41,67
"542","06","013","371000",1322,72066,1965,1013,952,903,563,340,390,182,208,5,5,0,275,199,76,5,5,0,308,59,249,79,0,79,677,443,234,537,179,358
"543","06","013","372000",1218,49041,2235,1490,745,1308,799,509,177,91,86,0,0,0,320,303,17,0,0,0,339,243,96,91,54,37,649,515,134,1014,543,471
"544","06","013","373000",1273,50238,1112,688,424,482,321,161,219,117,102,30,0,30,154,107,47,0,0,0,206,137,69,21,6,15,63,52,11,655,429,226
"545","06","013","374000",1016,43795,1702,663,1039,684,404,280,500,72,428,10,10,0,142,111,31,0,0,0,270,31,239,96,35,61,468,305,163,480,148,332
"546","06","013","375000",1185,48688,1139,393,746,494,194,300,129,28,101,13,0,13,41,35,6,0,0,0,402,113,289,60,23,37,122,78,44,745,254,491
"547","06","013","376000",970,34958,1757,534,1223,588,151,437,625,166,459,0,0,0,124,17,107,15,0,15,362,166,196,43,34,9,131,11,120,824,311,513
"548","06","013","377000",995,30388,2177,740,1437,1004,421,583,565,90,475,0,0,0,157,79,78,9,0,9,401,109,292,41,41,0,354,245,109,1064,298,766
"549","06","013","378000",1350,78625,1699,992,707,1344,780,564,76,20,56,0,0,0,115,108,7,0,0,0,26,11,15,138,73,65,1214,713,501,164,86,78
"550","06","013","379000",1171,39071,1893,661,1232,372,37,335,852,377,475,0,0,0,24,0,24,0,0,0,558,214,344,87,33,54,49,13,36,891,238,653
"551","06","013","380000",1519,80545,2878,1434,1444,1327,688,639,732,359,373,10,0,10,496,314,182,28,12,16,235,61,174,50,0,50,1148,618,530,334,131,203
"552","06","013","381000",1215,46162,2028,748,1280,566,249,317,852,346,506,0,0,0,75,31,44,0,0,0,448,97,351,87,25,62,186,86,100,831,268,563
"553","06","013","382000",1109,34107,2724,959,1765,336,120,216,1517,595,922,0,0,0,400,196,204,62,15,47,326,33,293,83,0,83,189,99,90,571,70,501
"554","06","013","383000",1487,73344,1949,1102,847,968,643,325,247,77,170,8,8,0,486,340,146,0,0,0,50,0,50,190,34,156,906,618,288,149,25,124
"555","06","013","384000",1820,95986,1626,1371,255,1068,893,175,86,48,38,10,10,0,314,314,0,12,12,0,33,0,33,103,94,9,979,838,141,122,55,67
"556","06","013","385100",2532,142566,1121,996,125,793,674,119,31,31,0,7,7,0,253,253,0,0,0,0,0,0,0,37,31,6,741,642,99,76,56,20
"557","06","013","385200",2350,104135,527,407,120,328,264,64,20,20,0,6,0,6,162,123,39,0,0,0,11,0,11,0,0,0,312,259,53,27,5,22
"558","06","013","386000",1473,62227,1475,465,1010,624,208,416,212,61,151,8,8,0,438,188,250,16,0,16,123,0,123,54,0,54,555,208,347,207,8,199
"559","06","013","387000",1648,70379,1078,522,556,671,325,346,86,33,53,14,0,14,254,132,122,0,0,0,24,24,0,29,8,21,645,325,320,59,24,35
"560","06","013","388000",1660,86582,1090,543,547,724,414,310,31,21,10,0,0,0,299,108,191,0,0,0,0,0,0,36,0,36,623,364,259,118,50,68
"561","06","013","389100",1551,81563,859,338,521,559,218,341,35,19,16,4,0,4,229,96,133,0,0,0,20,5,15,12,0,12,413,202,211,166,21,145
"562","06","013","389200",1357,54048,720,54,666,297,24,273,83,10,73,8,0,8,257,15,242,4,0,4,50,5,45,21,0,21,264,24,240,99,5,94
"563","06","013","390100",2500,121979,915,773,142,658,565,93,48,24,24,0,0,0,177,157,20,0,0,0,0,0,0,32,27,5,625,537,88,37,32,5
"564","06","013","390200",2227,102788,735,644,91,566,502,64,16,16,0,0,0,0,131,119,12,0,0,0,13,4,9,9,3,6,543,484,59,32,18,14
"565","06","013","391000",1794,137336,1121,914,207,901,729,172,21,21,0,0,0,0,163,135,28,0,0,0,11,11,0,25,18,7,879,707,172,41,41,0
