TRACT_CODE,TENURE_RENT,TENURE_TOT,TENURE_OWN,B25064_001E_2011,B25064_001E_2016,Rent_Percent_Change
84006013367100,867,1944,1077,952,1070,0.12394958
84006013367200,965,1737,772,941,1096,0.164718385
84006013368001,765,1320,555,1067,1095,0.026241799
84006013368002,586,948,362,1254,1142,-0.089314195
84006013369001,1764,2426,662,1002,1077,0.074850299
84006013369002,462,980,518,1156,1139,-0.014705882
84006013370000,345,1112,767,1211,1618,0.336085879
84006013371000,952,1965,1013,1226,1322,0.078303426
84006013372000,745,2235,1490,1283,1218,-0.05066251
84006013373000,424,1112,688,939,1273,0.355697551
84006013374000,1039,1702,663,1270,1016,-0.2
84006013375000,746,1139,393,1049,1185,0.129647283
84006013376000,1223,1757,534,773,970,0.254851229
84006013377000,1437,2177,740,997,995,-0.002006018
84006013378000,707,1699,992,1183,1350,0.141166526
84006013379000,1232,1893,661,934,1171,0.253747323
84006013380000,1444,2878,1434,1213,1519,0.252267106
84006013381000,1280,2028,748,1176,1215,0.033163265
84006013382000,1765,2724,959,1052,1109,0.05418251
84006013383000,847,1949,1102,1197,1487,0.242272348
84006013384000,255,1626,1371,2001,1820,-0.090454773
84006013385100,125,1121,996,2001,2532,0.265367316
84006013385200,120,527,407,2001,2350,0.174412794
84006013386000,1010,1475,465,1261,1473,0.168120539
84006013387000,556,1078,522,1447,1648,0.138908086
84006013388000,547,1090,543,1367,1660,0.214337966
84006013389100,521,859,338,1406,1551,0.103129445
84006013389200,666,720,54,1238,1357,0.096122779
84006013390100,142,915,773,1375,2500,0.818181818
84006013390200,91,735,644,1897,2227,0.173958882
84006013391000,207,1121,914,1972,1794,-0.090263692
84006013392000,121,1165,1044,2001,2450,0.224387806
84006013392200,1216,3205,1989,1614,1714,0.061957869
84006013392300,198,888,690,725,976,0.346206897
84006013990000,0,0,0,-666666666,-666666666,0
84006041101100,125,1064,939,1750,2328,0.330285714
84006041101200,161,1122,961,970,2494,1.571134021
84006041102100,204,985,781,2001,2000,-0.00049975
84006041102202,519,2235,1716,1792,1813,0.01171875
84006041102203,1409,2188,779,1300,1658,0.275384615
84006041103100,336,2881,2545,2001,1767,-0.116941529
84006041103200,976,2774,1798,1531,1672,0.092096669
84006041104101,948,3146,2198,1544,1998,0.294041451
84006041104102,1193,2147,954,1502,1696,0.129161119
84006041104200,874,2528,1654,1665,2084,0.251651652
84006041104300,87,684,597,2001,2786,0.392303848
84006041105000,867,2685,1818,1442,1371,-0.049237171
84006041106001,1234,2118,884,1746,2155,0.234249714
84006041106002,564,2127,1563,1895,1695,-0.105540897
84006041107000,388,2393,2005,2001,2347,0.172913543
84006041108100,411,2739,2328,2001,2563,0.28085957
84006041108200,1308,2878,1570,1322,1430,0.081694402
84006041109001,982,1726,744,1437,1443,0.004175365
84006041109002,618,1803,1185,1439,1505,0.045865184
84006041110100,929,2358,1429,1236,1409,0.139967638
84006041110200,175,2163,1988,2001,2676,0.337331334
84006041111000,1924,2743,819,1359,1575,0.158940397
84006041112100,885,1850,965,1237,1489,0.203718674
84006041112201,1566,1680,114,1395,1512,0.083870968
84006041112202,725,1267,542,1170,1684,0.439316239
84006041113000,440,1593,1153,1691,1679,-0.007096393
84006041114100,594,2211,1617,1681,1875,0.115407496
84006041114200,520,1376,856,1419,1563,0.101479915
84006041115000,355,2796,2441,1796,1813,0.009465479
84006041116000,411,1277,866,1581,1921,0.215053763
84006041117000,687,2048,1361,1396,1519,0.088108883
84006041118100,79,772,693,2001,2266,0.132433783
84006041119100,550,1987,1437,1328,1500,0.129518072
84006041119201,1320,1888,568,1719,1795,0.044211751
84006041119202,125,1221,1096,2001,3384,0.691154423
84006041120000,1175,2838,1663,1563,1823,0.166346769
84006041121100,763,2100,1337,1662,1938,0.166064982
84006041121200,1038,2445,1407,1769,2259,0.276992651
84006041122000,0,0,0,-666666666,-666666666,0
84006041123000,176,919,743,2001,2408,0.203398301
84006041124100,871,2214,1343,1750,2040,0.165714286
84006041124200,844,2550,1706,2001,2421,0.209895052
84006041125000,1127,2025,898,1680,1585,-0.056547619
84006041126100,614,2272,1658,2001,2444,0.221389305
84006041126200,817,1952,1135,1612,1738,0.078163772
84006041127000,588,2107,1519,1859,1911,0.027972028
84006041128100,713,2737,2024,2001,2657,0.327836082
84006041128200,435,1858,1423,1830,2142,0.170491803
84006041129000,890,1075,185,1343,1391,0.035740879
84006041130201,946,1944,998,1970,2474,0.255837563
84006041130202,1179,2427,1248,2001,1887,-0.056971514
84006041131100,137,407,270,1833,1775,-0.031642117
84006041132100,304,868,564,1378,1874,0.359941945
84006041132200,489,860,371,1304,1272,-0.024539877
84006041133000,605,1349,744,1303,1195,-0.082885649
84006041990100,0,0,0,-666666666,-666666666,0
84006055200201,664,1308,644,1029,1301,0.264334305
84006055200202,932,1243,311,943,1078,0.143160127
84006055200203,512,851,339,1097,1124,0.02461258
84006055200301,921,1730,809,1181,1341,0.135478408
84006055200302,245,936,691,1719,1726,0.004072135
84006055200400,653,1552,899,1261,1730,0.371927042
84006055200501,839,1651,812,1236,1391,0.125404531
84006055200503,505,678,173,1088,1234,0.134191176
84006055200504,1190,2167,977,1417,1458,0.028934368
84006055200505,814,1058,244,1396,1642,0.176217765
84006055200601,475,1596,1121,1572,2079,0.322519084
84006055200602,696,1767,1071,981,1385,0.411824669
84006055200703,81,1057,976,1767,2293,0.297679683
84006055200704,736,1643,907,1047,1333,0.273161414
84006055200705,470,962,492,1288,1485,0.152950311
84006055200706,184,1137,953,1796,2451,0.364699332
84006055200707,630,1287,657,1795,1663,-0.073537604
84006055200802,1238,2199,961,1297,1579,0.217424827
84006055200803,232,849,617,968,926,-0.04338843
84006055200804,840,1703,863,1189,1333,0.121110177
84006055200900,45,45,0,838,-666666666,-795545.9475
84006055201003,456,1440,984,1420,1218,-0.142253521
84006055201004,343,1959,1616,1000,1429,0.429
84006055201005,92,636,544,-666666666,2058,-1.000003087
84006055201006,221,912,691,1995,1693,-0.151378446
84006055201007,247,1090,843,1979,1858,-0.061141991
84006055201101,79,794,715,2001,2658,0.328335832
84006055201102,216,756,540,861,1125,0.306620209
84006055201200,334,1968,1634,1438,1253,-0.128650904
84006055201300,436,1372,936,1674,2100,0.254480287
84006055201401,197,1257,1060,1432,2762,0.92877095
84006055201402,156,1190,1034,1056,2275,1.154356061
84006055201403,74,264,190,894,1578,0.765100671
84006055201500,232,798,566,1770,1875,0.059322034
84006055201601,556,1016,460,1445,1566,0.083737024
84006055201602,503,1520,1017,1546,1420,-0.081500647
84006055201700,752,1698,946,1081,1346,0.245143386
84006055201800,144,741,597,1431,1111,-0.223619846
84006055201900,199,538,339,953,1228,0.288562434
84006055202000,825,2007,1182,1211,1153,-0.047894302
84006075010100,1845,2059,214,1392,1653,0.1875
84006075010200,1704,2547,843,1670,2249,0.346706587
84006075010300,1500,2034,534,2001,1893,-0.053973013
84006075010400,1643,2501,858,1955,2229,0.140153453
84006075010500,1278,1614,336,2001,2326,0.162418791
84006075010600,1583,1812,229,1039,995,-0.042348412
84006075010700,2286,2496,210,606,628,0.03630363
84006075010800,2003,2425,422,1447,1509,0.04284727
84006075010900,2117,2717,600,1485,2066,0.391245791
84006075011000,2136,2624,488,1166,1598,0.370497427
84006075011100,2784,3073,289,1214,1419,0.168863262
84006075011200,1340,1916,576,1495,1615,0.080267559
84006075011300,1362,1534,172,532,907,0.704887218
84006075011700,1013,1061,48,871,1043,0.197474168
84006075011800,703,708,5,659,622,-0.056145675
84006075011901,1034,1488,454,1143,1627,0.423447069
84006075011902,1725,1835,110,1302,1498,0.150537634
84006075012000,2528,2594,66,1025,1198,0.168780488
84006075012100,2001,2133,132,1151,1448,0.25803649
84006075012201,2800,2937,137,1045,1342,0.284210526
84006075012202,1492,1563,71,795,988,0.242767296
84006075012301,1332,1340,8,577,704,0.220103986
84006075012302,1896,1906,10,1024,1426,0.392578125
84006075012401,2664,2664,0,787,832,0.057179161
84006075012402,2174,2326,152,879,1019,0.1592719
84006075012501,2117,2179,62,573,592,0.033158813
84006075012502,2180,2201,21,506,350,-0.308300395
84006075012601,1261,1518,257,1747,1930,0.104751002
84006075012602,1359,1672,313,1844,2096,0.136659436
84006075012700,1603,2187,584,1625,2193,0.349538462
84006075012800,1610,2371,761,1638,2278,0.390720391
84006075012901,1148,1512,364,1832,1793,-0.02128821
84006075012902,1611,2057,446,1615,1908,0.181424149
84006075013000,1925,2562,637,1890,2102,0.112169312
84006075013101,2096,2555,459,1852,2291,0.237041037
84006075013102,1268,1641,373,1828,2377,0.300328228
84006075013200,1440,2229,789,2001,2335,0.166916542
84006075013300,1008,1892,884,1936,1912,-0.012396694
84006075013400,1364,2032,668,1614,2229,0.381040892
84006075013500,1248,1604,356,1491,1727,0.158283032
84006075015100,1066,1488,422,1726,1882,0.090382387
84006075015200,1906,2431,525,1429,1653,0.156752974
84006075015300,646,950,304,1447,2155,0.489288182
84006075015400,2085,2941,856,1518,2085,0.373517787
84006075015500,1962,2280,318,1355,1333,-0.016236162
84006075015600,1152,1462,310,1349,1674,0.240919199
84006075015700,1906,2677,771,1430,2058,0.439160839
84006075015801,1237,1727,490,1177,1109,-0.057774002
84006075015802,1229,1564,335,1554,1401,-0.098455598
84006075015900,1646,2116,470,1562,1714,0.09731114
84006075016000,1264,1737,473,1209,1270,0.050454921
84006075016100,2415,2602,187,517,758,0.46615087
84006075016200,1552,1784,232,1274,1479,0.160910518
84006075016300,1572,2037,465,1227,1663,0.355338223
84006075016400,1489,1874,385,1580,1901,0.203164557
84006075016500,1799,2383,584,1520,1681,0.105921053
84006075016600,2041,2494,453,1654,1781,0.076783555
84006075016700,1710,2422,712,1619,1861,0.149474985
84006075016801,1278,1602,324,1573,1638,0.041322314
84006075016802,1437,1794,357,1372,1348,-0.017492711
84006075016900,1112,1532,420,1474,1666,0.130257802
84006075017000,966,2165,1199,1778,2130,0.197975253
84006075017101,1087,1776,689,1753,1962,0.119224187
84006075017102,1037,1671,634,1831,2157,0.178044784
84006075017601,4096,4430,334,745,824,0.106040268
84006075017700,639,758,119,1507,1653,0.096881221
84006075017801,1844,2242,398,307,296,-0.035830619
84006075017802,1741,2286,545,1476,1141,-0.22696477
84006075017902,602,602,0,1753,1856,0.058756418
84006075018000,741,1314,573,1591,2591,0.628535512
84006075020100,2549,3115,566,831,1009,0.214199759
84006075020200,2629,3189,560,1264,1359,0.075158228
84006075020300,1273,1738,465,1664,1698,0.020432692
84006075020401,695,1595,900,2001,2149,0.073963018
84006075020402,1893,2501,608,1574,1895,0.203939009
84006075020500,868,1401,533,1624,1939,0.193965517
84006075020600,1623,2729,1106,1666,1915,0.149459784
84006075020700,1988,2656,668,1445,2093,0.448442907
84006075020800,2393,2846,453,1093,1246,0.139981702
84006075020900,1628,1894,266,1026,1358,0.323586745
84006075021000,1685,2165,480,1501,1572,0.047301799
84006075021100,1060,1919,859,1803,2262,0.254575707
84006075021200,567,1421,854,1794,2103,0.172240803
84006075021300,511,1227,716,1722,1882,0.092915215
84006075021400,789,1666,877,1695,2669,0.574631268
84006075021500,1458,2580,1122,1640,1784,0.087804878
84006075021600,811,2171,1360,1637,2522,0.540623091
84006075021700,605,1839,1234,1304,1359,0.042177914
84006075021800,730,1867,1137,1983,1879,-0.052445789
84006075022600,474,949,475,2001,3095,0.546726637
84006075022702,669,1003,334,1924,2223,0.155405405
84006075022704,700,1636,936,2001,2289,0.143928036
84006075022801,1158,1947,789,1453,1765,0.214728149
84006075022802,527,672,145,1236,1300,0.051779935
84006075022803,981,1570,589,1497,1616,0.079492318
84006075022901,1238,1540,302,1342,1641,0.222801788
84006075022902,516,832,316,1457,1938,0.330130405
84006075022903,670,1157,487,1567,1651,0.053605616
84006075023001,343,1333,990,980,1198,0.22244898
84006075023003,227,1190,963,1102,2076,0.88384755
84006075023102,1024,1567,543,570,693,0.215789474
84006075023103,924,1045,121,429,606,0.412587413
84006075023200,547,1253,706,1189,1176,-0.010933558
84006075023300,383,949,566,1615,819,-0.492879257
84006075023400,439,861,422,693,519,-0.251082251
84006075025100,396,1400,1004,2001,1706,-0.147426287
84006075025200,893,2117,1224,1476,1809,0.225609756
84006075025300,1012,1734,722,1365,1604,0.175091575
84006075025401,740,1307,567,1461,1604,0.097878166
84006075025402,279,1117,838,1403,2356,0.679258731
84006075025403,622,1447,825,1044,1323,0.267241379
84006075025500,795,2741,1946,1349,1928,0.42920682
84006075025600,481,1598,1117,2001,1152,-0.424287856
84006075025701,404,1475,1071,1488,2002,0.345430108
84006075025702,613,1217,604,1345,1647,0.224535316
84006075025800,242,619,377,1049,1358,0.294566254
84006075025900,448,1504,1056,1789,1903,0.06372275
84006075026001,761,1566,805,1353,1432,0.058388766
84006075026002,231,984,753,1639,1863,0.1366687
84006075026003,529,1395,866,1413,1784,0.262561925
84006075026004,522,1276,754,1233,1782,0.445255474
84006075026100,845,1993,1148,1229,1559,0.268510985
84006075026200,654,2003,1349,1228,1395,0.135993485
84006075026301,584,1406,822,1412,1520,0.076487252
84006075026302,602,1533,931,1424,1445,0.014747191
84006075026303,462,1216,754,1309,1816,0.387318564
84006075026401,298,1061,763,1034,1272,0.230174081
84006075026402,423,1194,771,1500,1803,0.202
84006075026403,511,1051,540,1366,1338,-0.020497804
84006075026404,365,700,335,788,1247,0.58248731
84006075030101,1474,2114,640,1723,1824,0.058618688
84006075030102,1148,2242,1094,1595,1957,0.226959248
84006075030201,1450,1907,457,1475,1741,0.180338983
84006075030202,1563,2149,586,1528,1862,0.218586387
84006075030301,1065,2361,1296,1591,1925,0.209930861
84006075030302,285,1464,1179,2001,1536,-0.232383808
84006075030400,412,1967,1555,1378,1580,0.14658926
84006075030500,288,1040,752,2001,-666666666,-333167.7496
84006075030600,125,878,753,2001,3501,0.749625187
84006075030700,475,2652,2177,1846,2853,0.545503792
84006075030800,530,2260,1730,1805,1621,-0.101939058
84006075030900,223,2343,2120,2001,2506,0.252373813
84006075031000,277,1302,1025,1145,2552,1.228820961
84006075031100,840,2488,1648,1895,1991,0.050659631
84006075031201,847,1983,1136,1092,1611,0.475274725
84006075031202,277,862,585,1652,1719,0.040556901
84006075031301,288,1314,1026,1796,1577,-0.121937639
84006075031302,663,1942,1279,1186,2011,0.695615514
84006075031400,689,1861,1172,1110,1309,0.179279279
84006075032601,1066,1828,762,1402,1772,0.263908702
84006075032602,910,1718,808,1417,1745,0.231474947
84006075032700,792,2461,1669,1469,1880,0.279782165
84006075032801,672,1460,788,1664,1917,0.152043269
84006075032802,558,1544,986,1577,2161,0.370323399
84006075032901,560,1819,1259,1799,2091,0.162312396
84006075032902,424,1385,961,2001,1858,-0.071464268
84006075033000,1115,2710,1595,1808,2100,0.161504425
84006075033100,152,1463,1311,2001,3071,0.534732634
84006075033201,640,640,0,1607,1764,0.097697573
84006075033203,1586,1586,0,1820,2142,0.176923077
84006075033204,1591,1591,0,1702,1851,0.087544066
84006075035100,1116,2849,1733,1700,1870,0.1
84006075035201,689,1960,1271,1492,1795,0.20308311
84006075035202,1183,1834,651,1396,1658,0.187679083
84006075035300,793,2594,1801,1578,1700,0.077313054
84006075035400,1122,2514,1392,1346,1442,0.071322437
84006075040100,1410,1946,536,1253,1659,0.324022346
84006075040200,1672,2433,761,1491,1554,0.042253521
84006075042601,1368,1788,420,1404,1692,0.205128205
84006075042602,979,1383,404,1562,1880,0.203585147
84006075042700,1680,2338,658,1400,1486,0.061428571
84006075042800,219,897,678,2001,2170,0.084457771
84006075045100,1359,2109,750,1565,1659,0.060063898
84006075045200,2026,3020,994,1287,1713,0.331002331
84006075047600,1394,2211,817,1651,1875,0.135675348
84006075047701,1198,1907,709,1212,1551,0.27970297
84006075047702,894,1564,670,1462,1666,0.139534884
84006075047801,839,1590,751,1666,1743,0.046218487
84006075047802,923,1477,554,1433,1661,0.159106769
84006075047901,1150,2679,1529,1336,1380,0.032934132
84006075047902,797,1512,715,1516,1773,0.169525066
84006075060100,1271,1306,35,2001,3001,0.499750125
84006075060400,851,998,147,1458,1645,0.128257888
84006075060502,735,951,216,379,440,0.160949868
84006075060700,3452,5186,1734,2001,2842,0.420289855
84006075061000,621,1594,973,1802,2728,0.513873474
84006075061100,2017,2104,87,490,510,0.040816327
84006075061200,711,1184,473,1075,1293,0.202790698
84006075061400,1294,2483,1189,1572,1537,-0.022264631
84006075061500,4469,7352,2883,2001,2722,0.36031984
84006075980200,41,72,31,1861,2250,0.209027405
84006075980300,76,76,0,896,1619,0.806919643
84006075980401,0,0,0,-666666666,-666666666,0
84006075980501,222,285,63,494,276,-0.441295547
84006075980600,53,188,135,2001,1013,-0.493753123
84006075980900,132,142,10,2001,2000,-0.00049975
84006075990100,0,0,0,-666666666,-666666666,0
84006081600100,631,2092,1461,1415,1718,0.214134276
84006081600200,516,1155,639,1228,1519,0.236970684
84006081600300,234,1219,985,1762,2131,0.209421112
84006081600401,183,1075,892,1622,2242,0.382244143
84006081600402,326,1260,934,1078,1733,0.607606679
84006081600500,621,2040,1419,1572,1873,0.191475827
84006081600600,674,1535,861,1240,1631,0.315322581
84006081600700,1088,2145,1057,1344,1426,0.061011905
84006081600800,2583,2720,137,1415,1795,0.268551237
84006081600900,404,1387,983,2001,2127,0.062968516
84006081601000,266,1984,1718,2001,2053,0.025987006
84006081601100,530,1902,1372,1992,2292,0.15060241
84006081601200,989,2140,1151,1549,1495,-0.034861201
84006081601300,1903,2552,649,1302,1411,0.083717358
84006081601400,840,2142,1302,1695,2096,0.236578171
84006081601501,433,1354,921,1804,2244,0.243902439
84006081601502,1531,1758,227,1341,1727,0.287844892
84006081601601,275,874,599,1495,1353,-0.094983278
84006081601603,655,1890,1235,1902,2236,0.175604627
84006081601604,374,1106,732,1424,1892,0.328651685
84006081601605,532,1758,1226,2001,2495,0.246876562
84006081601700,265,1323,1058,2001,2250,0.124437781
84006081601800,304,2094,1790,1834,1452,-0.208287895
84006081601901,547,1392,845,1484,1641,0.105795148
84006081601902,1329,2172,843,1494,1707,0.142570281
84006081602000,599,2442,1843,1504,1911,0.270611702
84006081602100,713,956,243,1314,1533,0.166666667
84006081602200,2117,2420,303,1320,1422,0.077272727
84006081602300,357,1118,761,1167,1240,0.062553556
84006081602400,1070,2676,1606,1180,1389,0.177118644
84006081602500,224,1515,1291,2001,3387,0.692653673
84006081602600,746,2702,1956,1799,2090,0.161756531
84006081602700,788,1944,1156,1671,1882,0.126271694
84006081602800,382,1499,1117,1966,2336,0.18819939
84006081602900,707,1574,867,1694,2208,0.303423849
84006081603000,932,1828,896,1473,1604,0.088934148
84006081603100,250,1227,977,1560,2070,0.326923077
84006081603200,304,1357,1053,1663,1984,0.193024654
84006081603300,540,2358,1818,1446,2389,0.652143845
84006081603400,533,2111,1578,1564,1573,0.005754476
84006081603700,352,1729,1377,2001,2533,0.265867066
84006081603801,407,1179,772,1295,1598,0.233976834
84006081603802,633,1872,1239,1600,1898,0.18625
84006081603900,978,2089,1111,1662,2094,0.259927798
84006081604000,224,1110,886,2001,2483,0.24087956
84006081604101,1878,2507,629,1449,1566,0.080745342
84006081604102,1038,1579,541,1324,1878,0.418429003
84006081604200,482,1110,628,1479,1627,0.100067613
84006081604400,1085,1750,665,1346,1603,0.190936107
84006081604500,369,1299,930,1780,2565,0.441011236
84006081604600,119,954,835,2001,3139,0.568715642
84006081604700,197,954,757,2001,2563,0.28085957
84006081604800,1085,1884,799,1627,1981,0.217578365
84006081604900,225,1217,992,2001,2074,0.036481759
84006081605000,1157,2895,1738,1612,1583,-0.017990074
84006081605100,860,1420,560,1353,1635,0.208425721
84006081605200,249,1262,1013,1940,2013,0.037628866
84006081605300,833,1845,1012,1510,1894,0.254304636
84006081605400,1337,2441,1104,1430,1867,0.305594406
84006081605500,2099,2751,652,1335,1785,0.337078652
84006081605600,145,1934,1789,2001,2438,0.218390805
84006081605700,150,1771,1621,2001,2531,0.264867566
84006081605800,183,972,789,1572,1897,0.206743003
84006081605900,1710,2585,875,1356,1481,0.092182891
84006081606000,1260,2124,864,1441,1673,0.160999306
84006081606100,488,1310,822,1382,1556,0.125904486
84006081606200,1591,2256,665,1603,1668,0.040548971
84006081606300,1004,1831,827,1457,1670,0.146190803
84006081606400,1591,2530,939,1441,1934,0.342123525
84006081606500,76,1251,1175,1453,1828,0.258086717
84006081606600,602,1452,850,1293,1868,0.444702243
84006081606700,142,955,813,1950,2013,0.032307692
84006081606800,286,1269,983,1478,2034,0.376184032
84006081606900,167,917,750,2001,1947,-0.026986507
84006081607000,530,1384,854,1470,1886,0.282993197
84006081607100,77,1079,1002,2001,3177,0.587706147
84006081607200,1262,1718,456,1663,1881,0.131088394
84006081607300,189,1327,1138,2001,2145,0.071964018
84006081607400,1022,1886,864,1438,1689,0.174547983
84006081607500,988,1606,618,2001,2138,0.068465767
84006081607600,415,1259,844,1378,1630,0.18287373
84006081607701,471,1185,714,1859,1999,0.075309306
84006081607702,204,798,594,2001,2211,0.104947526
84006081607800,153,990,837,1469,2733,0.860449285
84006081607900,750,1658,908,1820,2426,0.332967033
84006081608001,837,1606,769,1863,2361,0.267310789
84006081608002,266,1364,1098,2001,3419,0.708645677
84006081608004,1797,3141,1344,1880,2539,0.350531915
84006081608013,744,1685,941,2001,3076,0.537231384
84006081608023,125,908,783,2001,3501,0.749625187
84006081608100,585,1437,852,1791,2111,0.178671133
84006081608200,407,1349,942,2001,2605,0.301849075
84006081608300,699,1416,717,1749,2255,0.289308176
84006081608400,1481,2175,694,1682,2493,0.48216409
84006081608501,481,1658,1177,1626,1900,0.168511685
84006081608502,558,1180,622,1581,1974,0.24857685
84006081608600,990,1705,715,1420,1948,0.371830986
84006081608700,796,2607,1811,1253,1763,0.407023144
84006081608800,207,2100,1893,2001,2129,0.063968016
84006081608900,1846,2944,1098,1491,1669,0.119382964
84006081609000,251,953,702,1462,1576,0.077975376
84006081609100,141,568,427,1246,1953,0.56741573
84006081609201,673,1588,915,1522,1743,0.145203679
84006081609202,1411,1945,534,1389,1713,0.233261339
84006081609300,212,1248,1036,1500,1660,0.106666667
84006081609400,107,1113,1006,2001,3042,0.52023988
84006081609500,244,1742,1498,1772,2091,0.180022573
84006081609601,373,1168,795,1809,2177,0.203427308
84006081609602,45,678,633,1972,2563,0.29969574
84006081609603,183,1981,1798,1986,1953,-0.016616314
84006081609700,166,1678,1512,2001,3143,0.570714643
84006081609800,406,1694,1288,1612,1856,0.151364764
84006081609900,144,1082,938,2001,2482,0.24037981
84006081610000,1176,2073,897,1141,1787,0.566170026
84006081610100,463,925,462,1173,1628,0.387894288
84006081610201,1316,1770,454,1168,1452,0.243150685
84006081610202,792,828,36,1066,1498,0.405253283
84006081610203,945,1040,95,1211,1577,0.302229562
84006081610302,389,923,534,1063,1352,0.27187206
84006081610303,1178,3253,2075,2001,2828,0.413293353
84006081610304,350,1898,1548,1826,2257,0.236035049
84006081610400,1095,1698,603,1408,1773,0.259232955
84006081610500,612,1378,766,990,1569,0.584848485
84006081610601,1177,1677,500,1169,1492,0.276304534
84006081610602,261,1215,954,1769,-666666666,-376861.7496
84006081610700,1252,2163,911,1551,1957,0.261766602
84006081610800,1524,1688,164,1249,1720,0.377101681
84006081610900,1839,2543,704,1416,1636,0.155367232
84006081611000,1115,2320,1205,1704,1890,0.10915493
84006081611100,261,2325,2064,1974,1953,-0.010638298
84006081611200,180,1061,881,2001,2572,0.285357321
84006081611300,686,2019,1333,1588,2438,0.535264484
84006081611400,119,1411,1292,2001,3202,0.6001999
84006081611500,47,920,873,2001,2375,0.186906547
84006081611600,141,793,652,2001,2291,0.144927536
84006081611700,752,1371,619,1169,1445,0.23609923
84006081611800,318,832,514,1669,1786,0.070101857
84006081611900,1482,2637,1155,1641,1782,0.085923218
84006081612000,905,1542,637,1434,1704,0.188284519
84006081612100,2312,2744,432,1096,1392,0.270072993
84006081612500,1076,1870,794,1729,1829,0.0578369
84006081612600,1379,2018,639,1747,2105,0.204922725
84006081612700,65,733,668,2001,1964,-0.018490755
84006081612800,110,985,875,2001,2571,0.284857571
84006081612900,385,1717,1332,2001,2572,0.285357321
84006081613000,470,1419,949,2001,2635,0.316841579
84006081613200,348,2622,2274,2001,3038,0.51824088
84006081613300,58,946,888,1205,1750,0.452282158
84006081613400,197,1159,962,2001,1835,-0.082958521
84006081613501,555,1638,1083,1635,2207,0.349847095
84006081613502,457,2335,1878,1629,1945,0.193984039
84006081613600,457,2297,1840,2001,1568,-0.216391804
84006081613700,1130,3706,2576,1247,1243,-0.003207698
84006081613800,497,1381,884,989,1375,0.390293225
84006081613900,737,2069,1332,1515,1668,0.100990099
84006081614000,525,1665,1140,2001,2563,0.28085957
84006081984300,0,0,0,-666666666,-666666666,0
84006081990100,0,0,0,-666666666,-666666666,0
84006085500100,1474,2395,921,1382,1478,0.069464544
84006085500200,1560,2145,585,1499,1662,0.108739159
84006085500300,741,1464,723,1573,2175,0.382708201
84006085500400,663,997,334,1125,1434,0.274666667
84006085500500,602,2051,1449,1080,1456,0.348148148
84006085500600,1522,2364,842,1265,1431,0.131225296
84006085500800,1145,1764,619,849,1620,0.908127208
84006085500901,1723,2063,340,1202,1487,0.237104825
84006085500902,594,610,16,988,1225,0.239878543
84006085501000,1671,1997,326,1019,1133,0.111874387
84006085501101,1601,1944,343,1214,1468,0.2092257
84006085501102,445,1379,934,1334,1679,0.25862069
84006085501200,968,1373,405,1251,1381,0.103916867
84006085501300,625,1138,513,1144,1421,0.242132867
84006085501401,719,1037,318,1075,1296,0.205581395
84006085501402,618,917,299,1137,1325,0.165347405
84006085501501,754,1322,568,1184,1350,0.140202703
84006085501502,573,1181,608,1082,1383,0.27818854
84006085501600,2037,2495,458,998,1365,0.367735471
84006085501700,1084,1344,260,1183,1481,0.251901944
84006085501800,599,1737,1138,1380,1564,0.133333333
84006085501900,1875,2637,762,1144,1749,0.528846154
84006085502001,1310,2113,803,1027,1301,0.266796495
84006085502002,1281,1653,372,1118,1399,0.251341682
84006085502101,676,1935,1259,1561,1716,0.099295324
84006085502102,2156,2693,537,1203,1528,0.270157938
84006085502201,2467,3032,565,1334,1618,0.212893553
84006085502202,676,1446,770,1574,1694,0.076238882
84006085502301,630,1354,724,1459,1832,0.255654558
84006085502302,854,1275,421,1219,1589,0.303527482
84006085502400,580,2775,2195,1745,1684,-0.03495702
84006085502500,397,2461,2064,2001,1888,-0.056471764
84006085502601,340,1207,867,1750,1902,0.086857143
84006085502603,336,976,640,1440,2097,0.45625
84006085502604,1387,1990,603,1429,1842,0.289013296
84006085502701,862,1972,1110,1309,1681,0.284186402
84006085502702,928,2984,2056,1459,1899,0.301576422
84006085502800,310,1444,1134,1970,2188,0.110659898
84006085502901,954,2231,1277,1316,1452,0.103343465
84006085502902,350,2707,2357,1783,2064,0.157599551
84006085502903,309,1924,1615,1884,2672,0.418259023
84006085502906,476,1539,1063,1639,1693,0.032946919
84006085502907,179,1314,1135,2001,2597,0.297851074
84006085502908,634,2422,1788,1128,1590,0.409574468
84006085502909,1024,2077,1053,1399,1718,0.228020014
84006085502910,744,1373,629,1261,1634,0.295796987
84006085503001,273,1634,1361,2001,2599,0.298850575
84006085503002,344,1200,856,1915,1912,-0.00156658
84006085503003,254,1836,1582,2001,2281,0.139930035
84006085503105,512,765,253,904,822,-0.090707965
84006085503108,1548,2781,1233,1404,1441,0.026353276
84006085503110,878,1151,273,1158,1395,0.204663212
84006085503111,331,1127,796,1411,1710,0.211906449
84006085503112,960,1462,502,1178,1354,0.149405772
84006085503113,884,1369,485,1208,1357,0.123344371
84006085503115,392,2696,2304,1424,1761,0.236657303
84006085503116,1014,2276,1262,1714,2144,0.250875146
84006085503117,521,768,247,1312,1360,0.036585366
84006085503118,1213,1670,457,1359,1685,0.239882266
84006085503121,1029,1501,472,1042,1388,0.332053743
