"","state","county","tract","B25064_001E"
"179","06","001","430700",1314
"180","06","001","430800",1476
"181","06","001","430900",1216
"182","06","001","431000",1134
"183","06","001","431100",1203
"184","06","001","431200",1385
"185","06","001","432100",1015
"186","06","001","432200",1136
"187","06","001","432300",1001
"188","06","001","432400",1334
"189","06","001","432501",1107
"190","06","001","432502",1112
"191","06","001","432600",1135
"192","06","001","432700",1389
"193","06","001","432800",1250
"194","06","001","433000",1689
"195","06","001","433102",1242
"196","06","001","433103",1062
"197","06","001","433104",1129
"198","06","001","433200",1156
"199","06","001","433300",1623
"200","06","001","433400",1459
"201","06","001","433500",1196
"202","06","001","433600",1363
"203","06","001","433700",1109
"204","06","001","433800",1212
"205","06","001","433900",1068
"206","06","001","434000",957
"207","06","001","435102",1750
"208","06","001","435103",1899
"209","06","001","435104",1349
"210","06","001","435200",1366
"211","06","001","435300",1207
"212","06","001","435400",1132
"213","06","001","435500",1160
"214","06","001","435601",1139
"215","06","001","435602",1126
"216","06","001","435700",1391
"217","06","001","435800",1567
"218","06","001","435900",1883
"219","06","001","436000",1991
"220","06","001","436100",1040
"221","06","001","436200",1202
"222","06","001","436300",1207
"223","06","001","436401",1182
"224","06","001","436402",2001
"225","06","001","436500",1199
"226","06","001","436601",1180
"227","06","001","436602",1123
"228","06","001","436700",1411
"229","06","001","436800",1322
"230","06","001","436900",1172
"231","06","001","437000",1658
"232","06","001","437101",1679
"233","06","001","437102",1289
"234","06","001","437200",1330
"235","06","001","437300",1229
"236","06","001","437400",1517
"237","06","001","437500",1255
"238","06","001","437600",1162
"239","06","001","437701",1188
"240","06","001","437702",1157
"241","06","001","437800",1586
"242","06","001","437900",1202
"243","06","001","438000",1422
"244","06","001","438100",1314
"245","06","001","438201",1200
"246","06","001","438203",1753
"247","06","001","438204",1623
"248","06","001","438300",1971
"249","06","001","438400",1854
"250","06","001","440100",1445
"251","06","001","440200",1219
"252","06","001","440301",1055
"253","06","001","440304",1458
"254","06","001","440305",2001
"255","06","001","440306",1904
"256","06","001","440307",972
"257","06","001","440308",1128
"258","06","001","440331",1390
"259","06","001","440332",2001
"260","06","001","440333",2001
"261","06","001","440334",1592
"262","06","001","440335",1500
"263","06","001","440336",1427
"264","06","001","441100",1417
"265","06","001","441200",1273
"266","06","001","441301",1695
"267","06","001","441302",1446
"268","06","001","441401",1168
"269","06","001","441402",1620
"270","06","001","441501",2001
"271","06","001","441503",1699
"272","06","001","441521",2001
"273","06","001","441522",1791
"274","06","001","441523",1659
"275","06","001","441524",1449
"276","06","001","441601",1754
"277","06","001","441602",1323
"278","06","001","441700",1342
"279","06","001","441800",1517
"280","06","001","441921",1847
"281","06","001","441923",1333
"282","06","001","441924",1520
"283","06","001","441925",1762
"284","06","001","441926",1229
"285","06","001","441927",1488
"286","06","001","442000",2001
"287","06","001","442100",2001
"288","06","001","442200",2001
"289","06","001","442301",1321
"290","06","001","442302",1246
"291","06","001","442400",1626
"292","06","001","442500",1424
"293","06","001","442601",1708
"294","06","001","442602",1323
"295","06","001","442700",1395
"296","06","001","442800",1492
"297","06","001","442900",1607
"298","06","001","443001",1741
"299","06","001","443002",1771
"300","06","001","443102",2001
"301","06","001","443103",2001
"302","06","001","443104",1640
"303","06","001","443105",2001
"304","06","001","443200",2001
"305","06","001","443301",1341
"306","06","001","443321",1482
"307","06","001","443322",1867
"308","06","001","444100",490
"309","06","001","444200",1491
"310","06","001","444301",1179
"311","06","001","444302",1245
"312","06","001","444400",1404
"313","06","001","444500",1533
"314","06","001","444601",2001
"315","06","001","444602",1712
"316","06","001","450101",1918
"317","06","001","450102",1698
"318","06","001","450200",1636
"319","06","001","450300",1825
"320","06","001","450400",1887
"321","06","001","450501",1454
"322","06","001","450502",1823
"323","06","001","450601",1385
"324","06","001","450602",1664
"325","06","001","450603",2001
"326","06","001","450604",1385
"327","06","001","450605",1697
"328","06","001","450606",2001
"329","06","001","450607",1391
"330","06","001","450701",1660
"331","06","001","450741",1465
"332","06","001","450742",1783
"333","06","001","450743",1653
"334","06","001","450744",1447
"335","06","001","450745",1813
"336","06","001","450746",1909
"337","06","001","450750",1608
"338","06","001","450751",2001
"339","06","001","450752",1968
"340","06","001","451101",1824
"341","06","001","451102",1909
"342","06","001","451201",1371
"343","06","001","451202",1818
"344","06","001","451300",1827
"345","06","001","451401",1393
"346","06","001","451403",1208
"347","06","001","451404",1265
"348","06","001","451501",1051
"349","06","001","451503",982
"350","06","001","451504",1453
"351","06","001","451505",2001
"352","06","001","451506",1426
"353","06","001","451601",1396
"354","06","001","451602",1368
"355","06","001","451701",1879
"356","06","001","451703",1827
"357","06","001","451704",1192
"358","06","001","981900",1486
"359","06","001","982000",-666666666
"360","06","001","983200",1824
"361","06","001","990000",-666666666
"362","06","013","301000",1038
"363","06","013","302005",920
"364","06","013","302006",1619
"365","06","013","302007",1668
"366","06","013","302008",1265
"367","06","013","302009",1887
"368","06","013","302010",1732
"369","06","013","303102",1213
"370","06","013","303103",1189
"371","06","013","303201",1993
"372","06","013","303202",2001
"373","06","013","303203",1932
"374","06","013","303204",1134
"375","06","013","303205",1932
"376","06","013","304001",2001
"377","06","013","304002",1393
"378","06","013","304003",2001
"379","06","013","304004",2001
"380","06","013","304005",2001
"381","06","013","305000",1073
"382","06","013","306002",1710
"383","06","013","306003",1170
"384","06","013","306004",1274
"385","06","013","307101",1077
"386","06","013","307102",1246
"387","06","013","307201",987
"388","06","013","307202",1072
"389","06","013","307204",1755
"390","06","013","307205",1101
"391","06","013","308001",1624
"392","06","013","308002",2001
"393","06","013","309000",1037
"394","06","013","310000",1085
"395","06","013","311000",1303
"396","06","013","312000",931
"397","06","013","313101",1206
"398","06","013","313102",1461
"399","06","013","313103",1297
"400","06","013","313203",1682
"401","06","013","313204",1095
"402","06","013","313205",1713
"403","06","013","313206",1243
"404","06","013","314102",1136
"405","06","013","314103",1013
"406","06","013","314104",975
"407","06","013","314200",1533
"408","06","013","315000",1598
"409","06","013","316000",772
"410","06","013","317000",1230
"411","06","013","318000",1052
"412","06","013","319000",1219
"413","06","013","320001",1305
"414","06","013","320003",1736
"415","06","013","320004",1519
"416","06","013","321101",1333
"417","06","013","321102",1696
"418","06","013","321103",1462
"419","06","013","321200",1376
"420","06","013","322000",1675
"421","06","013","323000",1664
"422","06","013","324001",1316
"423","06","013","324002",1417
"424","06","013","325000",1182
"425","06","013","326000",1966
"426","06","013","327000",1153
"427","06","013","328000",1065
"428","06","013","329000",1413
"429","06","013","330000",1634
"430","06","013","331000",1112
"431","06","013","332000",1758
"432","06","013","333101",1240
"433","06","013","333102",1139
"434","06","013","333200",1759
"435","06","013","334001",1259
"436","06","013","334004",1155
"437","06","013","334006",2001
"438","06","013","334200",2001
"439","06","013","335000",1539
"440","06","013","336101",1045
"441","06","013","336102",1087
"442","06","013","336201",1475
"443","06","013","336202",1066
"444","06","013","337100",1313
"445","06","013","337200",1237
"446","06","013","337300",1560
"447","06","013","338101",1266
"448","06","013","338102",1876
"449","06","013","338201",1389
"450","06","013","338203",1522
"451","06","013","338204",1625
"452","06","013","338301",2001
"453","06","013","338302",1429
"454","06","013","339001",1279
"455","06","013","339002",1371
"456","06","013","340001",1316
"457","06","013","340002",1595
"458","06","013","341000",1408
"459","06","013","343001",1332
"460","06","013","343002",1670
"461","06","013","343003",1283
"462","06","013","345101",1494
"463","06","013","345102",2001
"464","06","013","345103",1654
"465","06","013","345105",2001
"466","06","013","345108",2001
"467","06","013","345111",1435
"468","06","013","345112",1459
"469","06","013","345113",2001
"470","06","013","345114",2001
"471","06","013","345115",1841
"472","06","013","345116",2001
"473","06","013","345202",1660
"474","06","013","345203",1845
"475","06","013","345204",1158
"476","06","013","346101",2001
"477","06","013","346102",2001
"478","06","013","346201",2001
"479","06","013","346203",2001
"480","06","013","346204",2001
"481","06","013","347000",1216
"482","06","013","348000",2001
"483","06","013","349000",1616
"484","06","013","350000",1381
"485","06","013","351101",1376
"486","06","013","351102",1029
"487","06","013","351103",1521
"488","06","013","351200",2001
"489","06","013","352101",2001
"490","06","013","352102",2001
"491","06","013","352201",1536
"492","06","013","352202",2001
"493","06","013","353001",1850
"494","06","013","353002",2001
"495","06","013","354001",1790
"496","06","013","354002",1440
"497","06","013","355107",1652
"498","06","013","355108",2001
"499","06","013","355109",1200
"500","06","013","355110",1897
"501","06","013","355111",2001
"502","06","013","355112",1830
"503","06","013","355113",2001
"504","06","013","355114",1958
"505","06","013","355115",1448
"506","06","013","355116",2001
"507","06","013","355117",2001
"508","06","013","355200",1429
"509","06","013","355301",1596
"510","06","013","355302",2001
"511","06","013","355304",1465
"512","06","013","355306",1481
"513","06","013","356001",1568
"514","06","013","356002",1771
"515","06","013","357000",911
"516","06","013","358000",963
"517","06","013","359102",1304
"518","06","013","359103",1065
"519","06","013","359104",1665
"520","06","013","359105",1767
"521","06","013","359202",2001
"522","06","013","359203",1818
"523","06","013","359204",1204
"524","06","013","360101",1820
"525","06","013","360102",2001
"526","06","013","360200",1104
"527","06","013","361000",1084
"528","06","013","362000",1675
"529","06","013","363000",1327
"530","06","013","364002",1121
"531","06","013","365002",974
"532","06","013","365003",1388
"533","06","013","366001",1257
"534","06","013","366002",1163
"535","06","013","367100",952
"536","06","013","367200",941
"537","06","013","368001",1067
"538","06","013","368002",1254
"539","06","013","369001",1002
"540","06","013","369002",1156
"541","06","013","370000",1211
"542","06","013","371000",1226
"543","06","013","372000",1283
"544","06","013","373000",939
"545","06","013","374000",1270
"546","06","013","375000",1049
"547","06","013","376000",773
"548","06","013","377000",997
"549","06","013","378000",1183
"550","06","013","379000",934
"551","06","013","380000",1213
"552","06","013","381000",1176
"553","06","013","382000",1052
"554","06","013","383000",1197
"555","06","013","384000",2001
"556","06","013","385100",2001
"557","06","013","385200",2001
"558","06","013","386000",1261
"559","06","013","387000",1447
"560","06","013","388000",1367
"561","06","013","389100",1406
"562","06","013","389200",1238
"563","06","013","390100",1375
"564","06","013","390200",1897
"565","06","013","391000",1972
"566","06","013","392000",2001
"567","06","013","392200",1614
"568","06","013","392300",725
"569","06","013","990000",-666666666
"570","06","041","101100",1750
"571","06","041","101200",970
"572","06","041","102100",2001
"573","06","041","102202",1792
"574","06","041","102203",1300
"575","06","041","103100",2001
"576","06","041","103200",1531
"577","06","041","104101",1544
"578","06","041","104102",1502
"579","06","041","104200",1665
"580","06","041","104300",2001
"581","06","041","105000",1442
"582","06","041","106001",1746
"583","06","041","106002",1895
"584","06","041","107000",2001
"585","06","041","108100",2001
"586","06","041","108200",1322
"587","06","041","109001",1437
"588","06","041","109002",1439
"589","06","041","110100",1236
"590","06","041","110200",2001
"591","06","041","111000",1359
"592","06","041","112100",1237
"593","06","041","112201",1395
"594","06","041","112202",1170
"595","06","041","113000",1691
"596","06","041","114100",1681
"597","06","041","114200",1419
"598","06","041","115000",1796
"599","06","041","116000",1581
"600","06","041","117000",1396
"601","06","041","118100",2001
"602","06","041","119100",1328
"603","06","041","119201",1719
"604","06","041","119202",2001
"605","06","041","120000",1563
"606","06","041","121100",1662
"607","06","041","121200",1769
"608","06","041","122000",-666666666
"609","06","041","123000",2001
"610","06","041","124100",1750
"611","06","041","124200",2001
"612","06","041","125000",1680
"613","06","041","126100",2001
"614","06","041","126200",1612
"615","06","041","127000",1859
"616","06","041","128100",2001
"617","06","041","128200",1830
"618","06","041","129000",1343
"619","06","041","130201",1970
"620","06","041","130202",2001
"621","06","041","131100",1833
"622","06","041","132100",1378
"623","06","041","132200",1304
"624","06","041","133000",1303
"625","06","041","990100",-666666666
"626","06","055","200201",1029
"627","06","055","200202",943
"628","06","055","200203",1097
"629","06","055","200301",1181
"630","06","055","200302",1719
"631","06","055","200400",1261
"632","06","055","200501",1236
"633","06","055","200503",1088
"634","06","055","200504",1417
"635","06","055","200505",1396
"636","06","055","200601",1572
"637","06","055","200602",981
"638","06","055","200703",1767
"639","06","055","200704",1047
"640","06","055","200705",1288
"641","06","055","200706",1796
"642","06","055","200707",1795
"643","06","055","200802",1297
"644","06","055","200803",968
"645","06","055","200804",1189
"646","06","055","200900",838
"647","06","055","201003",1420
"648","06","055","201004",1000
"649","06","055","201005",-666666666
"650","06","055","201006",1995
"651","06","055","201007",1979
"652","06","055","201101",2001
"653","06","055","201102",861
"654","06","055","201200",1438
"655","06","055","201300",1674
"656","06","055","201401",1432
"657","06","055","201402",1056
"658","06","055","201403",894
"659","06","055","201500",1770
"660","06","055","201601",1445
"661","06","055","201602",1546
"662","06","055","201700",1081
"663","06","055","201800",1431
"664","06","055","201900",953
"665","06","055","202000",1211
"666","06","075","010100",1392
"667","06","075","010200",1670
"668","06","075","010300",2001
"669","06","075","010400",1955
"670","06","075","010500",2001
"671","06","075","010600",1039
"672","06","075","010700",606
"673","06","075","010800",1447
"674","06","075","010900",1485
"675","06","075","011000",1166
"676","06","075","011100",1214
"677","06","075","011200",1495
"678","06","075","011300",532
"679","06","075","011700",871
"680","06","075","011800",659
"681","06","075","011901",1143
"682","06","075","011902",1302
"683","06","075","012000",1025
"684","06","075","012100",1151
"685","06","075","012201",1045
"686","06","075","012202",795
"687","06","075","012301",577
"688","06","075","012302",1024
"689","06","075","012401",787
"690","06","075","012402",879
"691","06","075","012501",573
"692","06","075","012502",506
"693","06","075","012601",1747
"694","06","075","012602",1844
"695","06","075","012700",1625
"696","06","075","012800",1638
"697","06","075","012901",1832
"698","06","075","012902",1615
"699","06","075","013000",1890
"700","06","075","013101",1852
"701","06","075","013102",1828
"702","06","075","013200",2001
"703","06","075","013300",1936
"704","06","075","013400",1614
"705","06","075","013500",1491
"706","06","075","015100",1726
"707","06","075","015200",1429
"708","06","075","015300",1447
"709","06","075","015400",1518
"710","06","075","015500",1355
"711","06","075","015600",1349
"712","06","075","015700",1430
"713","06","075","015801",1177
"714","06","075","015802",1554
"715","06","075","015900",1562
"716","06","075","016000",1209
"717","06","075","016100",517
"718","06","075","016200",1274
"719","06","075","016300",1227
"720","06","075","016400",1580
"721","06","075","016500",1520
"722","06","075","016600",1654
"723","06","075","016700",1619
"724","06","075","016801",1573
"725","06","075","016802",1372
"726","06","075","016900",1474
"727","06","075","017000",1778
"728","06","075","017101",1753
"729","06","075","017102",1831
"730","06","075","017601",745
"731","06","075","017700",1507
"732","06","075","017801",307
"733","06","075","017802",1476
"734","06","075","017902",1753
"735","06","075","018000",1591
"736","06","075","020100",831
"737","06","075","020200",1264
"738","06","075","020300",1664
"739","06","075","020401",2001
"740","06","075","020402",1574
"741","06","075","020500",1624
"742","06","075","020600",1666
"743","06","075","020700",1445
"744","06","075","020800",1093
"745","06","075","020900",1026
"746","06","075","021000",1501
"747","06","075","021100",1803
"748","06","075","021200",1794
"749","06","075","021300",1722
"750","06","075","021400",1695
"751","06","075","021500",1640
"752","06","075","021600",1637
"753","06","075","021700",1304
"754","06","075","021800",1983
"755","06","075","022600",2001
"756","06","075","022702",1924
"757","06","075","022704",2001
"758","06","075","022801",1453
"759","06","075","022802",1236
"760","06","075","022803",1497
"761","06","075","022901",1342
"762","06","075","022902",1457
"763","06","075","022903",1567
"764","06","075","023001",980
"765","06","075","023003",1102
"766","06","075","023102",570
"767","06","075","023103",429
"768","06","075","023200",1189
"769","06","075","023300",1615
"770","06","075","023400",693
"771","06","075","025100",2001
"772","06","075","025200",1476
"773","06","075","025300",1365
"774","06","075","025401",1461
"775","06","075","025402",1403
"776","06","075","025403",1044
"777","06","075","025500",1349
"778","06","075","025600",2001
"779","06","075","025701",1488
"780","06","075","025702",1345
"781","06","075","025800",1049
"782","06","075","025900",1789
"783","06","075","026001",1353
"784","06","075","026002",1639
"785","06","075","026003",1413
"786","06","075","026004",1233
"787","06","075","026100",1229
"788","06","075","026200",1228
"789","06","075","026301",1412
"790","06","075","026302",1424
"791","06","075","026303",1309
"792","06","075","026401",1034
"793","06","075","026402",1500
"794","06","075","026403",1366
"795","06","075","026404",788
"796","06","075","030101",1723
"797","06","075","030102",1595
"798","06","075","030201",1475
"799","06","075","030202",1528
"800","06","075","030301",1591
"801","06","075","030302",2001
"802","06","075","030400",1378
"803","06","075","030500",2001
"804","06","075","030600",2001
"805","06","075","030700",1846
"806","06","075","030800",1805
"807","06","075","030900",2001
"808","06","075","031000",1145
"809","06","075","031100",1895
"810","06","075","031201",1092
"811","06","075","031202",1652
"812","06","075","031301",1796
"813","06","075","031302",1186
"814","06","075","031400",1110
"815","06","075","032601",1402
"816","06","075","032602",1417
"817","06","075","032700",1469
"818","06","075","032801",1664
"819","06","075","032802",1577
"820","06","075","032901",1799
"821","06","075","032902",2001
"822","06","075","033000",1808
"823","06","075","033100",2001
"824","06","075","033201",1607
"825","06","075","033203",1820
"826","06","075","033204",1702
"827","06","075","035100",1700
"828","06","075","035201",1492
"829","06","075","035202",1396
"830","06","075","035300",1578
"831","06","075","035400",1346
"832","06","075","040100",1253
"833","06","075","040200",1491
"834","06","075","042601",1404
"835","06","075","042602",1562
"836","06","075","042700",1400
"837","06","075","042800",2001
"838","06","075","045100",1565
"839","06","075","045200",1287
"840","06","075","047600",1651
"841","06","075","047701",1212
"842","06","075","047702",1462
"843","06","075","047801",1666
"844","06","075","047802",1433
"845","06","075","047901",1336
"846","06","075","047902",1516
"847","06","075","060100",2001
"848","06","075","060400",1458
"849","06","075","060502",379
"850","06","075","060700",2001
"851","06","075","061000",1802
"852","06","075","061100",490
"853","06","075","061200",1075
"854","06","075","061400",1572
"855","06","075","061500",2001
"856","06","075","980200",1861
"857","06","075","980300",896
"858","06","075","980401",-666666666
"859","06","075","980501",494
"860","06","075","980600",2001
"861","06","075","980900",2001
"862","06","075","990100",-666666666
"863","06","081","600100",1415
"864","06","081","600200",1228
"865","06","081","600300",1762
"866","06","081","600401",1622
"867","06","081","600402",1078
"868","06","081","600500",1572
"869","06","081","600600",1240
"870","06","081","600700",1344
"871","06","081","600800",1415
"872","06","081","600900",2001
"873","06","081","601000",2001
"874","06","081","601100",1992
"875","06","081","601200",1549
"876","06","081","601300",1302
"877","06","081","601400",1695
"878","06","081","601501",1804
"879","06","081","601502",1341
"880","06","081","601601",1495
"881","06","081","601603",1902
"882","06","081","601604",1424
"883","06","081","601605",2001
"884","06","081","601700",2001
"885","06","081","601800",1834
"886","06","081","601901",1484
"887","06","081","601902",1494
"888","06","081","602000",1504
"889","06","081","602100",1314
"890","06","081","602200",1320
"891","06","081","602300",1167
"892","06","081","602400",1180
"893","06","081","602500",2001
"894","06","081","602600",1799
"895","06","081","602700",1671
"896","06","081","602800",1966
"897","06","081","602900",1694
"898","06","081","603000",1473
"899","06","081","603100",1560
"900","06","081","603200",1663
"901","06","081","603300",1446
"902","06","081","603400",1564
"903","06","081","603700",2001
"904","06","081","603801",1295
"905","06","081","603802",1600
"906","06","081","603900",1662
"907","06","081","604000",2001
"908","06","081","604101",1449
"909","06","081","604102",1324
"910","06","081","604200",1479
"911","06","081","604400",1346
"912","06","081","604500",1780
"913","06","081","604600",2001
"914","06","081","604700",2001
"915","06","081","604800",1627
"916","06","081","604900",2001
"917","06","081","605000",1612
"918","06","081","605100",1353
"919","06","081","605200",1940
"920","06","081","605300",1510
"921","06","081","605400",1430
"922","06","081","605500",1335
"923","06","081","605600",2001
"924","06","081","605700",2001
"925","06","081","605800",1572
"926","06","081","605900",1356
"927","06","081","606000",1441
"928","06","081","606100",1382
"929","06","081","606200",1603
"930","06","081","606300",1457
"931","06","081","606400",1441
"932","06","081","606500",1453
"933","06","081","606600",1293
"934","06","081","606700",1950
"935","06","081","606800",1478
"936","06","081","606900",2001
"937","06","081","607000",1470
"938","06","081","607100",2001
"939","06","081","607200",1663
"940","06","081","607300",2001
"941","06","081","607400",1438
"942","06","081","607500",2001
"943","06","081","607600",1378
"944","06","081","607701",1859
"945","06","081","607702",2001
"946","06","081","607800",1469
"947","06","081","607900",1820
"948","06","081","608001",1863
"949","06","081","608002",2001
"950","06","081","608004",1880
"951","06","081","608013",2001
"952","06","081","608023",2001
"953","06","081","608100",1791
"954","06","081","608200",2001
"955","06","081","608300",1749
"956","06","081","608400",1682
"957","06","081","608501",1626
"958","06","081","608502",1581
"959","06","081","608600",1420
"960","06","081","608700",1253
"961","06","081","608800",2001
"962","06","081","608900",1491
"963","06","081","609000",1462
"964","06","081","609100",1246
"965","06","081","609201",1522
"966","06","081","609202",1389
"967","06","081","609300",1500
"968","06","081","609400",2001
"969","06","081","609500",1772
"970","06","081","609601",1809
"971","06","081","609602",1972
"972","06","081","609603",1986
"973","06","081","609700",2001
"974","06","081","609800",1612
"975","06","081","609900",2001
"976","06","081","610000",1141
"977","06","081","610100",1173
"978","06","081","610201",1168
"979","06","081","610202",1066
"980","06","081","610203",1211
"981","06","081","610302",1063
"982","06","081","610303",2001
"983","06","081","610304",1826
"984","06","081","610400",1408
"985","06","081","610500",990
"986","06","081","610601",1169
"987","06","081","610602",1769
"988","06","081","610700",1551
"989","06","081","610800",1249
"990","06","081","610900",1416
"991","06","081","611000",1704
"992","06","081","611100",1974
"993","06","081","611200",2001
"994","06","081","611300",1588
"995","06","081","611400",2001
"996","06","081","611500",2001
"997","06","081","611600",2001
"998","06","081","611700",1169
"999","06","081","611800",1669
"1000","06","081","611900",1641
"1001","06","081","612000",1434
"1002","06","081","612100",1096
"1003","06","081","612500",1729
"1004","06","081","612600",1747
"1005","06","081","612700",2001
"1006","06","081","612800",2001
"1007","06","081","612900",2001
"1008","06","081","613000",2001
"1009","06","081","613200",2001
"1010","06","081","613300",1205
"1011","06","081","613400",2001
"1012","06","081","613501",1635
"1013","06","081","613502",1629
"1014","06","081","613600",2001
"1015","06","081","613700",1247
"1016","06","081","613800",989
"1017","06","081","613900",1515
"1018","06","081","614000",2001
"1019","06","081","984300",-666666666
"1020","06","081","990100",-666666666
"1021","06","085","500100",1382
"1022","06","085","500200",1499
"1023","06","085","500300",1573
"1024","06","085","500400",1125
"1025","06","085","500500",1080
"1026","06","085","500600",1265
"1027","06","085","500800",849
"1028","06","085","500901",1202
"1029","06","085","500902",988
"1030","06","085","501000",1019
"1031","06","085","501101",1214
"1032","06","085","501102",1334
"1033","06","085","501200",1251
"1034","06","085","501300",1144
"1035","06","085","501401",1075
"1036","06","085","501402",1137
"1037","06","085","501501",1184
"1038","06","085","501502",1082
"1039","06","085","501600",998
"1040","06","085","501700",1183
"1041","06","085","501800",1380
"1042","06","085","501900",1144
"1043","06","085","502001",1027
"1044","06","085","502002",1118
"1045","06","085","502101",1561
"1046","06","085","502102",1203
"1047","06","085","502201",1334
"1048","06","085","502202",1574
"1049","06","085","502301",1459
"1050","06","085","502302",1219
"1051","06","085","502400",1745
"1052","06","085","502500",2001
"1053","06","085","502601",1750
"1054","06","085","502603",1440
"1055","06","085","502604",1429
"1056","06","085","502701",1309
"1057","06","085","502702",1459
"1058","06","085","502800",1970
"1059","06","085","502901",1316
"1060","06","085","502902",1783
"1061","06","085","502903",1884
"1062","06","085","502906",1639
"1063","06","085","502907",2001
"1064","06","085","502908",1128
"1065","06","085","502909",1399
"1066","06","085","502910",1261
"1067","06","085","503001",2001
"1068","06","085","503002",1915
"1069","06","085","503003",2001
"1070","06","085","503105",904
"1071","06","085","503108",1404
"1072","06","085","503110",1158
"1073","06","085","503111",1411
"1074","06","085","503112",1178
