GEOID,total_population,total_pop_pov,pop_200_pct_and_over_fpl,pop_below_200_pct_fpl,share_below_200_pct_fpl,pop_5_years_over,pop_english_only,spanish_english_vw,spanish_english_lvw,french_english_vw,french_english_lvw,german_english_vw,german_english_lvw,russian_english_vw,russian_english_lvw,other_indo_english_vw,other_indo_english_lvw,korean_english_vw,korean_english_lvw,chinese_english_vw,chinese_english_lvw,vietnamese_english_vw,vietnamese_english_lvw,tagalog_english_vw,tagalog_english_lvw,other_asian_english_vw,other_asian_english_lvw,arabic_english_vw,arabic_english_lvw,other_unspec_english_vw,other_unspec_english_lvw,pct_spanish_english_lvw,pct_french_english_lvw,pct_german_english_lvw,pct_russian_english_lvw,pct_other_indo_english_lvw,pct_korean_english_lvw,pct_chinese_english_lvw,pct_vietnamese_english_lvw,pct_tagalog_english_lvw,pct_other_asian_english_lvw,pct_arabic_english_lvw,pct_other_unspec_english_lvw,top_non_english_language,low_income,over_5_pct_thres
6001406700,4992,4970,4001,969,0.194969819,4675,3571,166,0,64,0,44,0,0,0,39,12,24,19,119,477,13,17,0,0,34,0,0,0,62,14,0,0,0,0,0.002566845,0.004064171,0.102032086,0.003636364,0,0,0,0.002994652,Chinese,0,1
6001406800,3510,3504,2907,597,0.170376712,3203,2227,201,73,50,7,6,0,0,0,99,8,0,0,208,224,22,33,5,0,6,15,0,8,11,0,0.022791133,0.002185451,0,0,0.002497658,0,0.069934436,0.010302841,0,0.00468311,0.002497658,0,Chinese,0,1
6001407000,5924,5795,3241,2554,0.440724763,5639,2499,718,903,0,0,5,0,0,0,0,0,0,0,270,627,7,202,18,34,75,128,0,118,20,15,0.160134776,0,0,0,0,0,0.111189927,0.035821954,0.006029438,0.02269906,0.020925696,0.002660046,Spanish,1,1
6001407200,6894,6846,2975,3871,0.565439673,6493,1521,1526,2411,0,5,3,0,0,0,20,28,22,0,69,374,42,152,109,36,35,17,24,73,18,8,0.371322963,0.00077006,0,0,0.004312336,0,0.057600493,0.023409826,0.005544432,0.002618204,0.011242877,0.001232096,Spanish,1,1
6001407900,3074,3068,2621,447,0.145697523,2850,2001,197,104,0,0,24,0,0,0,132,24,17,24,71,82,26,0,46,17,27,45,13,0,0,0,0.036491228,0,0,0,0.008421053,0.008421053,0.02877193,0,0.005964912,0.015789474,0,0,Spanish,0,0
6001408200,4455,4428,2972,1456,0.328816621,4166,3392,265,184,27,0,2,0,4,9,24,0,0,0,19,47,7,0,34,0,19,40,31,56,6,0,0.044167067,0,0,0.002160346,0,0,0.011281805,0,0,0.009601536,0.013442151,0,Spanish,1,0
6001406900,3708,3684,2962,722,0.195982628,3466,2380,173,101,16,3,53,0,0,0,39,0,0,0,225,288,3,0,36,0,29,28,8,72,12,0,0.029140219,0.000865551,0,0,0,0,0.083092902,0,0,0.008078477,0.020773226,0,Chinese,0,1
6001407101,3737,3737,1726,2011,0.538132192,3428,1105,803,668,10,0,6,0,0,0,0,0,10,13,131,438,0,60,22,46,0,15,0,0,58,43,0.194865811,0,0,0,0,0.003792299,0.127771295,0.017502917,0.013418903,0.004375729,0,0.012543757,Spanish,1,1
6001407102,4416,4308,2590,1718,0.398792943,3988,1866,813,752,30,0,0,0,0,0,18,18,8,0,36,108,0,114,55,32,66,72,0,0,0,0,0.188565697,0,0,0,0.004513541,0,0.027081244,0.028585757,0.008024072,0.018054162,0,0,Spanish,1,1
6001407300,2440,2420,1043,1377,0.569008264,2346,731,536,707,4,0,0,0,0,0,4,0,0,0,0,63,79,138,5,0,11,19,0,32,8,9,0.301364024,0,0,0,0,0,0.02685422,0.058823529,0,0.008098892,0.013640239,0.003836317,Spanish,1,1
6001408000,2718,2280,2062,218,0.095614035,2655,1977,203,0,17,6,30,0,16,7,77,13,6,0,140,79,13,6,29,0,0,0,0,0,36,0,0,0.002259887,0,0.002636535,0.004896422,0,0.029755179,0.002259887,0,0,0,0,Chinese,0,0
6001408500,5997,5943,3054,2889,0.486118122,5313,2402,1316,1313,0,0,0,0,0,0,36,41,0,0,0,0,8,24,4,0,64,0,0,105,0,0,0.247129682,0,0,0,0.007716921,0,0,0.004517222,0,0,0.019762846,0,Spanish,1,1
6001409000,3904,3894,2273,1621,0.416281459,3473,1616,847,773,15,0,0,0,0,0,0,0,0,0,0,29,40,32,0,0,91,20,0,10,0,0,0.222574143,0,0,0,0,0,0.00835013,0.009213936,0,0.00575871,0.002879355,0,Spanish,1,1
6001407400,4399,4399,2074,2325,0.528529211,4032,1125,899,1544,0,0,0,0,0,0,0,0,0,0,52,28,10,13,68,7,170,116,0,0,0,0,0.382936508,0,0,0,0,0,0.006944444,0.003224206,0.001736111,0.028769841,0,0,Spanish,1,1
6001407800,2734,1895,1471,424,0.223746702,2642,1811,233,57,7,0,12,0,5,0,64,0,21,0,129,78,5,10,59,0,21,23,11,0,50,46,0.021574565,0,0,0,0,0,0.029523089,0.003785011,0,0.008705526,0,0.017411052,Chinese,0,0
6001408800,7054,6995,2337,4658,0.665904217,6208,2445,1379,1750,13,0,0,0,9,0,231,0,0,5,44,79,0,28,0,0,0,42,93,90,0,0,0.28189433,0,0,0,0,0.000805412,0.012725515,0.004510309,0,0.006765464,0.014497423,0,Spanish,1,1
6001408300,5323,5296,3943,1353,0.255475831,5012,3400,548,523,15,0,14,0,31,0,8,15,0,0,84,197,15,58,40,7,57,0,0,0,0,0,0.104349561,0,0,0,0.002992817,0,0.039305666,0.011572227,0.001396648,0,0,0,Spanish,0,1
6001408600,6947,6919,3160,3759,0.543286602,6189,2815,1353,1644,0,0,0,0,0,0,28,0,0,0,8,30,38,144,0,0,0,13,0,0,97,19,0.265632574,0,0,0,0,0,0.00484731,0.023267087,0,0.002100501,0,0.003069963,Spanish,1,1
6001408900,3115,3115,1348,1767,0.567255217,2792,1190,815,668,0,0,0,0,0,0,0,0,0,0,0,0,16,71,6,8,11,0,0,0,0,7,0.239255014,0,0,0,0,0,0,0.025429799,0.00286533,0,0,0.002507163,Spanish,1,1
6001409100,2327,2306,1352,954,0.413703382,2157,988,552,520,0,0,0,6,0,0,0,0,0,0,0,0,2,7,0,0,71,11,0,0,0,0,0.241075568,0,0.002781641,0,0,0,0,0.003245248,0,0.005099675,0,0,Spanish,1,1
6001409400,5022,4966,2172,2794,0.562625856,4543,1178,1375,1450,12,0,0,0,0,0,24,0,0,0,54,225,0,73,12,0,4,4,0,0,96,36,0.319172353,0,0,0,0,0,0.049526744,0.016068677,0,0.000880475,0,0.007924279,Spanish,1,1
6001410100,2674,2674,1768,906,0.33881825,2524,2094,170,129,11,0,42,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,15,11,0,0,0.05110935,0,0,0,0,0,0.012678288,0,0,0,0.004358162,0,Spanish,1,1
6001410200,3399,3399,1900,1499,0.441012062,3065,2070,546,378,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,22,0,0,1,0,0.123327896,0,0,0,0,0,0,0,0.015008157,0.007177814,0,0,Spanish,1,1
6001423300,3764,3764,2691,1073,0.285069075,3504,2919,161,220,18,0,13,0,0,0,53,0,0,0,27,0,0,0,0,0,37,48,0,0,0,8,0.062785388,0,0,0,0,0,0,0,0,0.01369863,0,0.002283105,Spanish,1,1
6001409600,5188,5183,2134,3049,0.588269342,4916,1565,1578,1537,14,0,0,0,9,0,3,0,0,0,0,0,21,134,0,0,13,18,0,0,0,24,0.312652563,0,0,0,0,0,0,0.027257933,0,0.003661513,0,0.004882018,Spanish,1,1
