OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_10_14,Tot_Population_ACSMOE_10_14,Med_HHD_Inc_ACS_10_14,Med_HHD_Inc_ACSMOE_10_14,pct_Pop_under_5_ACS_10_14,pct_Pop_under_5_ACSMOE_10_14,pct_Pop_18_24_ACS_10_14,pct_Pop_18_24_ACSMOE_10_14,pct_Pop_65plus_ACS_10_14,pct_Pop_65plus_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Not_HS_Grad_ACS_10_14,pct_Not_HS_Grad_ACSMOE_10_14,pct_NH_Blk_alone_ACS_10_14,pct_NH_Blk_alone_ACSMOE_10_14,pct_NH_White_alone_ACS_10_14,pct_NH_White_alone_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_NH_AIAN_alone_ACS_10_14,pct_NH_AIAN_alone_ACSMOE_10_14,pct_NH_Asian_alone_ACS_10_14,pct_NH_Asian_alone_ACSMOE_10_14,pct_NH_NHOPI_alone_ACS_10_14,pct_NH_NHOPI_alone_ACSMOE_10_14,pct_NH_SOR_alone_ACS_10_14,pct_NH_SOR_alone_ACSMOE_10_14,pct_Born_foreign_ACS_10_14,pct_Born_foreign_ACSMOE_10_14,pct_ENG_VW_ACS_10_14,pct_ENG_VW_ACSMOE_10_14,pct_Age5p_Spanish_ACS_10_14,pct_Age5p_Spanish_ACSMOE_10_14,pct_Age5p_Russian_ACS_10_14,pct_Age5p_Russian_ACSMOE_10_14,pct_Age5p_Chinese_ACS_10_14,pct_Age5p_Chinese_ACSMOE_10_14,pct_Age5p_Korean_ACS_10_14,pct_Age5p_Korean_ACSMOE_10_14,pct_Age5p_Vietnames_ACS_10_14,pct_Age5p_Vietnames_ACSMOE_10_14,pct_Age5p_Tagalog_ACS_10_14,pct_Age5p_Tagalog_ACSMOE_10_14,pct_Age5p_Arabic_ACS_10_14,pct_Age5p_Arabic_ACSMOE_10_14,Tot_Housing_Units_ACS_10_14,Tot_Housing_Units_ACSMOE_10_14,Tot_Occp_Units_ACS_10_14,Tot_Occp_Units_ACSMOE_10_14,pct_Renter_Occp_HU_ACS_10_14,pct_Renter_Occp_HU_ACSMOE_10_14,pct_Rel_Under_6_ACS_10_14,pct_Rel_Under_6_ACSMOE_10_14,pct_Diff_HU_1yr_Ago_ACS_10_14,pct_Diff_HU_1yr_Ago_ACSMOE_10_14,pct_Vacant_Units_ACS_10_14,pct_Vacant_Units_ACSMOE_10_14,pct_MLT_U10p_ACS_10_14,pct_MLT_U10p_ACSMOE_10_14
1349,2,170,1100,2170001100,Census Tract 11,2170,"Census Tract 11, Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",19.4,72.9,5412,293,93155,6413,6.45,1.38,7.13,1.81,8.48,1.9,6.47,2.36,4.9,1.71,2.07,1.77,84.29,2.36,3.18,1.32,4.58,2.09,0.79,0.68,0,0.24,0.06,0.09,3.05,1.02,0.17,0.78,0.49,0.51,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,1911,63,1796,77,17.65,3.54,16.48,3.82,14.47,3.75,6.02,2.5,0,0.68
1350,2,170,200,2170000200,Census Tract 2,2170,"Census Tract 2, Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",24.3,68.6,1944,226,45074,8835,4.27,1.68,12.09,3.26,11.06,2.52,21.79,6.42,17.22,5.66,1.18,0.71,74.85,6.49,3.14,1.71,11.68,3.94,1.54,2.1,0,0.46,0,0.46,2.78,1.61,0.8,1.99,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,1554,55,501,57,21.76,5.89,16.28,7.42,27.22,5.86,67.76,3.51,0,0.58
1351,2,170,800,2170000800,Census Tract 8,2170,"Census Tract 8, Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",24.3,76.6,5026,292,55744,6096,6.63,2.07,11.48,2.81,8.75,1.61,14.59,3.88,9.96,3.15,1.79,1.27,79.19,4.23,2.25,1.75,6.61,2.42,2.11,1.41,0.28,0.36,0,0.18,5.25,2.45,3.51,2.9,0.6,0.92,1.21,0.91,0,0.19,0.3,0.47,0,0.19,0,0.19,0,0.19,2057,119,1825,111,53.26,5.34,21.14,6.86,24.07,5.85,11.28,3.64,6.17,2.8
1352,2,220,200,2220000200,Census Tract 2,2220,"Census Tract 2, Sitka City and Borough, AK",Sitka City and Borough,Alaska,"Sitka City and Borough, Alaska",22.6,73.7,5297,307,64423,6272,6.25,1.35,6.74,1.81,14.65,1.13,8.25,2.47,8.25,2.27,0.4,0.36,62.87,2.5,6.49,1.4,11.91,2.41,9.01,1.46,0.08,0.13,0,0.25,10.23,1.95,2.11,1.24,1.49,0.78,0.1,0.12,0.08,0.18,0.12,0.2,0,0.26,3.4,1.37,0,0.26,2435,94,2084,143,44.91,4.11,20.11,4.57,16.41,2.69,14.41,3.86,6.78,2.04
1353,2,220,100,2220000100,Census Tract 1,2220,"Census Tract 1, Sitka City and Borough, AK",Sitka City and Borough,Alaska,"Sitka City and Borough, Alaska",25.9,72.5,3660,307,79243,9501,6.97,1.82,10.14,3.02,8.22,1.58,7.64,4.03,7.55,3.98,1.86,0.86,64.4,3.42,4.34,2.07,19.37,3.43,1.45,1.31,0.19,0.55,0,0.25,6.04,2.82,1.26,1.47,0,0.26,0.65,0.88,0,0.26,0.91,1.32,0,0.26,0,0.26,0,0.26,1670,87,1429,95,38.63,8.14,22.65,7.88,16.32,4.99,14.43,5.64,0.6,1.08
1354,2,170,1300,2170001300,Census Tract 13,2170,"Census Tract 13, Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",19.3,73.7,5863,339,80350,5119,7.57,1.49,9.04,2,10.88,1.07,8.03,2.02,6.37,1.51,1.76,1.12,84.67,1.09,4.11,1.46,3.02,1.15,0.85,0.65,0,0.22,0,0.22,2.23,0.79,0.27,0.74,0.41,0.33,0.15,0.2,0,0.24,0,0.24,0,0.24,0.07,0.11,0,0.24,2140,53,1883,80,16.94,2.56,20.47,3.38,12.19,2.52,12.01,2.6,0.19,0.65
1355,2,230,100,2230000100,Census Tract 1,2230,"Census Tract 1, Skagway Municipality, AK",Skagway Municipality,Alaska,"Skagway Municipality, Alaska",23.5,63.2,996,140,72868,9017,9.54,2.92,7.03,4.31,7.93,3.65,4.53,1.91,3.28,1.39,0,0.9,76.91,14.03,3.11,2.78,2.81,2.99,11.65,17.8,0,0.9,0.2,0.3,8.94,8.85,0.52,2.32,0,1,0,1,0,1,0,1,0,1,4.99,10.63,0,1,636,44,387,48,43.15,6.97,21.15,9.37,21.16,5.99,39.15,3.67,4.09,3.29
1356,2,105,300,2105000300,Census Tract 3,2105,"Census Tract 3, Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,Alaska,"Hoonah-Angoon Census Area, Alaska",,,2060,22,50335,3916,5.44,1.6,6.12,1.75,14.56,2.52,15.16,3.11,9.76,1.93,0.58,0.83,50.49,3.85,1.84,1.02,35.15,3.77,2.04,2.52,0.19,0.44,0.19,0.29,2.67,2.57,0.8,1.25,0,0.46,0,0.46,0,0.46,0,0.46,0,0.46,0.98,1.85,0,0.46,1605,69,877,64,38.2,4.84,15.93,4.44,15.87,4.42,45.36,2.27,1.87,1.06
1357,2,170,300,2170000300,Census Tract 3,2170,"Census Tract 3, Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",19,74,6094,427,80984,5486,8.94,2.16,9.17,1.84,8.99,1.93,4.73,1.66,4.13,1.35,0.38,0.39,85.72,2.65,5.81,3.44,2.61,1.6,1.07,0.78,0.03,0.08,0,0.21,2.9,1.78,0,0.68,0.52,0.54,0,0.23,0,0.23,0,0.23,0,0.23,0,0.23,0,0.23,2168,62,1913,85,9.04,1.95,19.33,5.07,10.38,2.88,11.76,2.89,0.09,0.65
1358,2,170,900,2170000900,Census Tract 9,2170,"Census Tract 9, Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",19.6,81.6,2789,262,72778,12237,7.35,4.07,8.89,2.52,11.98,2.6,5.87,3.88,6.58,2.81,3.19,3.47,74.15,4.68,4.2,2.88,3.69,2.01,2.55,2.89,0,0.32,0,0.32,3.73,2.12,1.43,1.69,0,0.35,0.62,0.66,1.43,2.12,0,0.35,0,0.35,0,0.35,0,0.35,1207,95,1122,102,39.48,6.06,15.71,7.34,17.27,6.99,7.04,3.35,13.59,4
1359,2,150,100,2150000100,Census Tract 1,2150,"Census Tract 1, Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,"Kodiak Island Borough, Alaska",25.8,80.5,1954,291,60536,11785,8.14,2.82,13.66,7.4,9.42,2.38,20.41,6.39,17.25,3.42,3.94,3.48,43.24,3.89,6.24,5.4,42.37,5.99,1.07,1.06,0.41,0.77,0,0.46,5.17,4.44,1.2,2.24,0.06,0.17,2.12,2.99,0,0.5,0,0.5,0,0.5,0.67,1.05,0,0.5,1101,106,667,102,20.24,6.33,24.95,8.07,17.78,9.34,39.42,3.65,0,0.82
1360,2,150,400,2150000400,Census Tract 4,2150,"Census Tract 4, Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,"Kodiak Island Borough, Alaska",24.2,74.6,976,171,50833,16493,1.74,1.82,8.71,4.68,25.92,7.43,8.04,4.3,9.34,6.02,0.2,0.61,52.46,10.34,3.59,3.95,6.86,4.34,34.84,12.87,0,0.92,0,0.92,29.3,13.61,5.95,5.36,1.15,1.02,0,0.94,0,0.94,0,0.94,0,0.94,11.68,7.64,0,0.94,494,74,420,78,59.76,12.11,9.2,8.04,16.49,7.16,14.98,9.66,38.46,14.7
1361,2,150,300,2150000300,Census Tract 3,2150,"Census Tract 3, Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,"Kodiak Island Borough, Alaska",25,70.4,2942,277,71271,9037,7.24,2.35,8.74,3.19,8.87,1.67,8.51,4.42,16.23,6.4,0,0.31,22.64,4.22,10.74,5.9,5.74,2.6,59.18,5.63,0,0.31,0,0.31,39.06,4.59,11.55,6.8,1.43,1.75,0.26,0.44,0.37,0.55,0,0.33,0,0.33,9.89,3.38,0,0.33,740,98,701,98,36.8,7.54,25.33,10.06,16.18,5.46,5.27,4.27,5.54,3.85
1362,2,150,500,2150000500,Census Tract 5,2150,"Census Tract 5, Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,"Kodiak Island Borough, Alaska",28.3,83.4,1397,204,61447,17510,11.81,4.48,13.89,5.36,0,0.64,7.27,5.85,2.65,3.18,2.43,2.84,75.73,7.67,13.96,8.57,0.21,0.5,3.22,3.69,0.14,0.29,0,0.64,3.79,2.3,0,2.3,0,0.73,0,0.73,0,0.73,0,0.73,0,0.73,0.73,0.97,0,0.73,407,67,392,69,96.94,0.99,48.98,15.93,25.49,7.55,3.69,4.13,1.23,2.7
1363,2,150,200,2150000200,Census Tract 2,2150,"Census Tract 2, Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,"Kodiak Island Borough, Alaska",24.2,74.7,6655,399,85423,14821,9.54,1.74,12.05,2.5,5.03,1.32,11.33,4.37,3.57,2.17,0,0.2,61.98,1.94,6.91,3.05,13.22,2.98,11.51,3.97,1.64,0.19,0,0.2,5.91,3.01,2.35,1.84,0.27,0.7,0,0.22,0,0.22,0,0.22,0,0.22,2.09,1.74,0,0.22,2555,134,2380,167,34.12,5.78,20.5,7.28,15.13,4.6,6.85,4.57,6.93,3.27
1364,2,60,100,2060000100,Census Tract 1,2060,"Census Tract 1, Bristol Bay Borough, AK",Bristol Bay Borough,Alaska,"Bristol Bay Borough, Alaska",,,995,94,82500,6409,6.33,1.81,6.33,2.02,6.73,1.48,7.2,2.13,8.83,2.55,0.3,0.6,53.47,4.9,5.63,3.58,31.86,4.52,0.7,0.9,0.1,0.2,0,0.9,1.01,1.2,0.5,2.51,0,0.97,0,0.97,0,0.97,0,0.97,0,0.97,0,0.97,0,0.97,921,48,398,46,45.73,5.37,22.69,7.4,18.93,3.86,56.79,1.08,2.28,1.41
1365,2,188,100,2188000100,Census Tract 1,2188,"Census Tract 1, Northwest Arctic Borough, AK",Northwest Arctic Borough,Alaska,"Northwest Arctic Borough, Alaska",,,4399,29,45104,8617,12.55,0.79,13.25,0.97,6.18,0.68,28.71,3.12,23.93,2.39,0.02,0.07,4.86,2.86,0.48,0.39,91.48,3.66,0.14,0.16,0.05,0.05,0,0.2,0.23,0.2,3.52,1.53,0,0.23,0,0.23,0,0.23,0,0.23,0,0.23,0,0.23,0,0.23,1589,63,967,68,37.33,4.21,55.74,4.16,7.56,1.66,39.14,1.74,0.94,0.75
1366,2,188,200,2188000200,Census Tract 2,2188,"Census Tract 2, Northwest Arctic Borough, AK",Northwest Arctic Borough,Alaska,"Northwest Arctic Borough, Alaska",30.6,63.1,3273,29,91806,12558,8.95,1.22,12.31,1.65,6.63,1.1,14.79,4.1,16.88,2.91,0.7,0.52,20.78,3.85,2.78,0.52,66.58,4.17,1.5,0.52,0,0.27,0,0.27,2.02,0.73,0.33,1.09,0.27,0.4,0,0.3,0,0.3,0.1,0.2,0,0.3,0.1,0.13,0,0.3,1111,50,919,48,53.97,4.53,37.1,6.17,23.85,3.99,17.28,2.87,11.7,2.37
1367,2,20,2302,2020002302,Census Tract 23.02,2020,"Census Tract 23.02, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",23.2,78.3,5061,448,83174,10804,8.3,3.26,11.01,3.17,8.02,1.74,6.9,4.2,3.96,3.41,0.43,0.49,71.29,7.78,4.66,2.66,9.8,5.3,3.28,1.73,3.02,2.48,0,0.26,6.26,3.13,1.6,1.93,1.92,2.34,0,0.28,0,0.28,0.22,0.37,0.17,0.28,0.71,0.8,0,0.28,1886,49,1809,82,40.08,6.72,30.99,11.5,21.62,9.85,4.08,3.71,7.9,4.45
1368,2,20,1601,2020001601,Census Tract 16.01,2020,"Census Tract 16.01, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",19.8,78.6,4195,443,79167,6510,8.3,3.44,9.63,3.92,11.06,1.8,2.37,1.02,2.98,2.13,9.13,5.91,48.49,2.44,10.25,4.77,8.22,4.98,6.03,2.81,2.55,3.18,0,0.21,7.77,4.36,3.09,2.66,1.53,1.68,0,0.23,0,0.23,0,0.23,0,0.23,2.89,2.16,0,0.23,1549,62,1424,108,25.56,6.46,29.83,11,18.64,8.28,8.07,5.54,3.16,3.61
1369,2,20,2303,2020002303,Census Tract 23.03,2020,"Census Tract 23.03, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",24.2,69.6,8608,576,75724,7559,11.19,2.75,10.42,2.91,6.44,1.65,11.25,3.94,8.65,4.82,3.62,1.77,58.47,3.89,9.44,3.19,7.77,3.46,7.48,3.57,1.48,1.48,0,0.15,8.65,3.4,2.24,2.46,0.86,0.86,0.21,0.34,0,0.17,0,0.17,0,0.17,2.43,2.03,0,0.17,3356,120,3127,181,46.85,6.18,39.23,9.16,16.74,5.38,6.82,4.34,12.72,4.36
1370,2,20,2502,2020002502,Census Tract 25.02,2020,"Census Tract 25.02, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",24.8,75.7,5428,576,77500,13703,5.32,2.71,11.37,3.03,7.96,2.36,5.63,3.31,5.88,3.86,3.15,3.34,59.76,9.17,10.26,4.7,5.53,3.32,6.17,4.47,5.78,7.53,0,0.24,11.07,3.99,2.39,2.34,0.62,0.91,0,0.25,0,0.25,0,0.25,0,0.25,1.65,1.68,0,0.25,2452,97,2172,160,39.55,7.81,29.76,13.97,21.28,6.66,11.42,5.9,7.79,3.7
1371,2,20,1802,2020001802,Census Tract 18.02,2020,"Census Tract 18.02, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",26.4,73.4,5513,563,49716,4947,5.71,2.27,16.09,5.38,4.73,2.2,14.8,6.29,13.25,4.77,4.37,3.31,49.27,8.8,10.74,6.2,5.77,3.73,20.35,7.93,3.81,2.58,0,0.24,19.59,7.03,9.93,4.98,3.27,2.67,0,0.25,0.1,0.31,1.02,1.48,0,0.25,2.15,2.18,0,0.25,2242,91,2114,123,48.34,5.94,34.44,11.18,20.04,5.23,5.71,3.87,27.65,7.81
1372,2,20,1900,2020001900,Census Tract 19,2020,"Census Tract 19, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",28,68,4406,515,45654,4457,8.69,2.65,12.07,3.27,9.4,2.76,18.25,5.81,14.05,3.7,3.47,1.86,32.66,6.71,7.22,3.3,16.09,6.31,25.85,10.16,5.49,4.45,0,0.2,24.13,8.7,8.95,4.47,3.48,2.07,0,0.22,6.29,7.42,1.72,1.4,0,0.22,2.29,1.82,0,0.22,1764,70,1597,106,75.14,6.27,36,11.68,23.71,5.42,9.47,4.92,39.97,8.3
1373,2,20,2601,2020002601,Census Tract 26.01,2020,"Census Tract 26.01, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",25.1,70.8,5241,415,75332,7577,7.8,2.42,12.02,3.4,6.51,2.37,8,4.06,12.11,4.85,4.77,3.05,54.89,7.52,9.04,3.98,12.75,5.42,9.98,4.34,0,0.25,0,0.25,11.98,3.64,3.79,2.9,1.74,1.36,0,0.27,0,0.27,0.89,0.78,2.15,3.27,0.54,0.81,0,0.27,1737,86,1611,122,40.22,7.14,27.72,9.48,29.08,9.09,7.25,5,8.52,4.3
1374,2,20,1602,2020001602,Census Tract 16.02,2020,"Census Tract 16.02, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",23,80.9,4396,416,68448,12468,5.25,2.31,23.25,5.27,8.85,2.12,8.14,5.46,3.98,2.09,2.96,1.75,65.38,5.15,7.35,4.13,12.81,5.21,1.98,1.05,0.8,0.91,0,0.2,4.34,1.75,3.41,3.4,0.48,0.55,0,0.22,0,0.22,0,0.22,0,0.22,0.22,0.34,0,0.22,1519,61,1378,100,49.35,6.4,27.36,11.4,29.68,6.57,9.28,5.52,17.31,5.88
1375,2,20,1701,2020001701,Census Tract 17.01,2020,"Census Tract 17.01, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",20.5,77.3,7362,671,89693,14305,6.71,3.59,13.35,4.29,8.2,1.9,8.03,4.79,3.27,1.74,17.47,5.97,50.96,4.65,4.21,2.26,8.73,6.17,8.98,4.83,0,0.18,0,0.18,10.27,4.23,1.83,2.13,0.8,0.62,0,0.19,0.55,0.92,0.71,0.72,0,0.19,0,0.19,0,0.19,2898,101,2625,175,25.3,7.55,20.22,9.71,16.98,7.6,9.42,5.27,1.48,1.52
1376,2,20,2000,2020002000,Census Tract 20,2020,"Census Tract 20, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",28.2,68.1,3622,484,39688,4686,9.06,4.33,17.06,5.33,10.02,3.66,14.77,5.3,27.97,8.47,7.59,5.32,39.84,4.77,17.7,6.19,3.67,1.58,18.44,6.39,4.72,6.96,0,0.25,25.43,7.58,6.63,3.67,4.95,2.56,0.55,0.88,0.21,0.36,0,0.27,0.27,0.42,6.31,4.6,0.67,1.06,1589,61,1433,91,70.76,5.7,32.12,14.29,29.33,8.8,9.82,5.21,17.56,6.19
1377,2,20,2100,2020002100,Census Tract 21,2020,"Census Tract 21, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",25.2,70.2,4090,497,60250,12672,5.23,2.86,13.86,4.07,7.36,2.9,4.31,2.84,7.46,3.18,3.81,2.3,56.92,6.98,3.15,1.84,5.94,4.66,7.92,3.94,12.2,9.89,0,0.22,14.99,5.81,6.85,5.07,1.14,1.31,0,0.23,0.67,0.82,2.35,3.14,0,0.23,1.86,1.72,0,0.23,1891,86,1766,127,63.19,8.93,22.73,13.04,17.82,6.57,6.61,4.96,14.12,6.26
1378,2,20,2400,2020002400,Census Tract 24,2020,"Census Tract 24, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",22.2,79.4,3192,420,73679,12591,3.04,2.19,12.44,5.07,6.7,2.21,9.8,3.68,7.97,6.29,4.79,3.61,65.35,5.15,9.71,8.11,5.2,4.01,3.92,4.1,0.91,1.03,0,0.28,11.84,9.93,2.16,2.71,0.74,0.96,0,0.29,0,0.29,0,0.29,0,0.29,2.1,2.73,0,0.29,1322,60,1251,90,40.85,7.69,18.84,11.25,17.18,6.41,5.37,4.91,20.27,9.94
1379,2,20,1702,2020001702,Census Tract 17.02,2020,"Census Tract 17.02, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",18.9,80.3,5279,425,87757,6855,6.84,2.46,11.73,4.49,11.1,2.56,6.67,3.36,5.81,3.33,6.9,3.08,63.93,5.22,7.26,2.51,5.46,2.65,2.52,1.88,5.38,3.86,0,0.25,5.83,2.8,0,0.71,1.14,1.09,0,0.26,0,0.26,0.49,0.83,0,0.26,0,0.26,0,0.26,2008,85,1819,115,21.22,7.02,22.38,8.55,8.49,2.95,9.41,4.61,1.69,2.74
1380,2,20,1731,2020001731,Census Tract 17.31,2020,"Census Tract 17.31, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",21.5,80.1,5568,501,84339,10615,5.73,3.55,9.68,3.61,11.69,2.52,8.32,6.29,6.87,3.34,4.53,2.75,59.12,8.66,5.5,3.27,8.58,2.6,5.55,4.25,0,0.23,0.31,0.5,8.12,3.88,2.51,4,0.55,0.63,0.99,1.56,0.7,0.76,0,0.25,0,0.25,0.17,0.59,0,0.25,2119,128,2075,143,26.46,8.78,19.36,9.85,19.03,8.45,2.08,3.21,5.8,3.81
1381,2,20,2201,2020002201,Census Tract 22.01,2020,"Census Tract 22.01, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",20.9,76.1,5118,422,81020,7297,6.84,2.54,10.39,3.13,7.37,1.88,6.98,3.31,5.6,3.09,2.77,2.57,59.75,2.47,6.41,3.24,4.28,2.26,17.62,6.02,0.1,0.16,0.23,0.39,17.98,5.06,1.1,1,1.03,0.67,0.25,0.38,0,0.19,0.73,0.77,0,0.19,4.11,2.48,0,0.19,1971,55,1907,74,33.25,7.76,22.03,7.78,17.45,5.97,3.25,2.89,3.65,3.19
1382,2,20,1500,2020001500,Census Tract 15,2020,"Census Tract 15, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",18,80,4967,307,88081,8041,4.31,2.54,9.38,3.58,14.33,1.9,8.17,7.56,7.82,3.53,3.42,2.29,68.57,5.14,6.62,4.21,1.71,1.45,8.01,6.63,3.6,2.2,0,0.18,7.53,2.88,0.49,1.08,1.3,1.58,0,0.19,0,0.19,0.46,0.82,0,0.19,0,0.19,0,0.19,2121,65,2029,97,28.09,6.01,13.99,8.41,15.01,7.48,4.34,3.91,5.19,3.53
1383,2,20,2202,2020002202,Census Tract 22.02,2020,"Census Tract 22.02, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",25.6,73.2,3095,423,66969,10007,6.53,4.1,9.63,4.4,12.34,2.87,16.69,10.39,4.5,3.09,4.52,3.6,54.44,8.04,14.67,10.8,9.56,4.63,9.98,4.95,0.58,0.74,0,0.29,10.34,3.82,0.47,1.01,0.55,0.86,0,0.31,0,0.31,0.31,0.48,0,0.31,2.21,2.37,0,0.31,1458,75,1287,114,65.5,7.89,22.36,12.02,29.02,7.21,11.73,6.14,21.47,6.14
1384,2,20,2501,2020002501,Census Tract 25.01,2020,"Census Tract 25.01, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",21.6,74.9,4893,399,81000,7777,5.97,1.9,10.36,3.52,8.17,1.15,5.8,2.83,6.04,2.39,3.19,2.71,61.15,2.81,10.36,3.73,4.74,2.71,14.35,7.57,1,1.1,0.08,0.16,15.29,5.06,4.5,3.17,1.39,0.99,0,0.28,0.28,0.43,0,0.28,0,0.28,1.37,1.1,0,0.28,2018,41,1890,87,32.22,5.96,21.51,7.1,11.85,3.5,6.34,4.21,4.86,1.48
1385,2,20,1801,2020001801,Census Tract 18.01,2020,"Census Tract 18.01, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",24.6,71.2,4817,455,67942,8705,8.28,4.29,19.51,5.47,4.98,1.42,5.69,3.11,6.98,5.09,6.12,4.38,69.55,6.73,7.58,5.41,6.19,3.4,5.94,3.4,0,0.19,0,0.19,6.87,4,1.09,1.33,1.9,2.91,0,0.2,0,0.2,0,0.2,0,0.2,1.06,1.35,0,0.2,2335,102,2105,175,66.13,7.16,19.98,7.77,36.23,6.78,9.85,6.15,47.92,10.24
1386,2,105,200,2105000200,Census Tract 2,2105,"Census Tract 2, Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,Alaska,"Hoonah-Angoon Census Area, Alaska",26.3,61,66,22,46250,22295,1.52,2.99,7.58,7.14,30.3,13.26,10.61,8.38,18.52,7.7,0,13.64,18.18,8.7,0,13.64,59.09,7.87,0,13.64,0,13.64,0,13.64,6.06,4.07,0,28.13,0,13.85,0,13.85,0,13.85,0,13.85,0,13.85,0,13.85,0,13.85,63,10,32,10,31.25,19.57,5.88,52.87,6.06,15.02,49.21,7.9,0,14.29
1387,2,20,2821,2020002821,Census Tract 28.21,2020,"Census Tract 28.21, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",12.9,87.4,5273,399,162684,14156,3.68,1.41,12.14,3.5,9.18,2.33,2.49,1.87,2.66,1.69,3.47,2.95,78.82,8.26,5.69,2.85,1.63,1.05,3.74,2.28,1.88,2.14,0,0.25,6.88,2.89,0.25,1,0.12,0.22,0.61,0.67,0,0.26,0.2,0.39,0,0.26,0,0.26,0,0.26,1704,48,1603,102,6.36,4.35,9.15,3.73,9.14,3.81,5.93,4.87,0,0.76
1388,2,20,500,2020000500,Census Tract 5,2020,"Census Tract 5, Anchorage Municipality, AK",Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",27.4,69.9,2057,272,53884,9468,8.36,3.06,17.36,5.63,9.87,2.55,6.27,3.25,11.37,3.46,6.61,3.19,41.81,4.45,12.2,9.93,13.76,6.31,10.31,4.67,2.43,3.09,0,0.44,13.27,4.06,9.27,4.13,3.5,3.36,0,0.48,0,0.48,4.08,2.7,0,0.48,2.23,2.79,0,0.48,995,45,885,64,80.56,5.18,29.69,12.6,25.2,6.49,11.06,5.3,56.38,9.62
1389,2,130,100,2130000100,Census Tract 1,2130,"Census Tract 1, Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,"Ketchikan Gateway Borough, Alaska",22,77,3472,197,82286,6862,4.69,1.33,5.21,2.26,11.41,2.12,4.05,2.13,4.97,1.93,0,0.26,83.81,3.3,3,1.92,8.15,3.74,1.01,1.09,0,0.26,0,0.26,0.95,0.69,0,0.7,0.18,0.36,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,1643,77,1284,82,25.39,7.22,15.98,5.77,17.26,5.92,21.85,4.88,0.3,0.73
