geoid,state,county_fip,tract,tot_pop,tot_pop_po,tot_pop_ci,tot_hh,pop_zvhhs,tot_fam,tot_pop_ov,pop_hus_re,pop_poc,pop_over75,pop_spfam,pop_lep,pop_below2,pop_disabi,pct_poc,pct_over75,pct_spfam,pct_lep,pct_below2,pct_disab,pct_zvhhs,pct_hus_re,over75_1_2,poc_1_2,spfam_1_2,disab_1_2,lep_1_2,below2_1_2,zvhh_1_2,hus_re_1_2,coc_2035,coc_2040,epc_2050,e2040_2050,epc_class
6081612800,6,81,612800,3606,3604,3606,1069,0,931,3351,0,744,223,34,35,217,226,0.206322795,0.061841375,0.036519871,0.010444643,0.060210877,0.062673322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081601800,6,81,601800,7169,7151,7169,2078,97,1847,6553,91,5289,674,141,371,1046,900,0.737759799,0.094015902,0.076340011,0.056615291,0.146273248,0.125540522,0.0466795,0.043792108,1,1,0,1,0,0,0,0,0,0,0,0,NA
6081600800,6,81,600800,7410,7398,7410,2761,815,1509,7117,974,6429,353,286,588,2921,528,0.867611336,0.047638327,0.18952949,0.082619081,0.394836442,0.071255061,0.295182905,0.352770735,0,1,1,0,0,1,1,1,1,1,1,0,Higher
6081601200,6,81,601200,7126,7076,7062,2153,143,1607,6836,204,5836,419,73,563,1175,597,0.818972776,0.058798765,0.04542626,0.082358104,0.166054268,0.084536958,0.06641895,0.09475151,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081602600,6,81,602600,8195,8181,8195,2725,52,2128,7958,127,7210,545,197,666,690,576,0.879804759,0.066503966,0.092575188,0.083689369,0.084341768,0.07028676,0.019082569,0.046605505,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081603100,6,81,603100,3482,3470,3477,1223,29,924,3212,54,1410,197,99,63,342,177,0.40493969,0.05657668,0.107142857,0.019613948,0.098559078,0.050905953,0.023712183,0.04415372,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081604500,6,81,604500,3886,3870,3870,1315,145,988,3705,177,2318,360,42,288,523,323,0.596500257,0.092640247,0.042510121,0.077732794,0.135142119,0.083462532,0.11026616,0.13460076,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081606000,6,81,606000,5284,5284,5284,2141,70,1136,4879,343,3162,226,219,679,1679,534,0.598410295,0.042770628,0.19278169,0.139167862,0.317751703,0.101059803,0.032695002,0.160205511,0,0,1,0,1,1,0,1,0,0,1,1,High
6081606700,6,81,606700,2520,2520,2520,982,34,700,2336,18,995,306,28,29,173,208,0.39484127,0.121428571,0.04,0.012414384,0.068650794,0.082539683,0.034623218,0.018329939,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081607000,6,81,607000,3533,3533,3533,1404,59,1053,3297,51,1552,318,59,43,235,174,0.439286725,0.090008491,0.056030389,0.01304216,0.066515709,0.049249929,0.042022792,0.036324786,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081607100,6,81,607100,3160,3153,3160,1107,11,884,2891,20,1231,251,83,47,307,273,0.389556962,0.07943038,0.093891403,0.01625735,0.097367586,0.086392405,0.009936766,0.018066847,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081607500,6,81,607500,5373,5373,5373,2009,97,1533,4950,257,3567,113,190,182,906,301,0.66387493,0.021031081,0.123939987,0.036767677,0.168620882,0.056020845,0.048282728,0.12792434,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001441501,6,1,441501,6570,6546,6570,1796,7,1657,6258,33,5893,275,86,397,599,428,0.89695586,0.041856925,0.051901026,0.063438798,0.091506263,0.065144597,0.00389755,0.018374165,0,1,0,0,0,0,0,0,0,0,0,0,NA
6001404700,6,1,404700,2079,2079,2079,790,6,591,1888,22,564,165,21,15,84,146,0.271284271,0.079365079,0.035532995,0.007944915,0.04040404,0.07022607,0.007594937,0.027848101,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001442500,6,1,442500,7748,7487,7536,2264,108,1923,7142,117,6318,462,252,806,938,721,0.815436242,0.059628291,0.131045242,0.112853542,0.125283825,0.095674098,0.04770318,0.051678445,0,1,0,0,0,0,0,0,0,0,0,0,NA
6001450300,6,1,450300,5301,5301,5267,1814,49,1409,4917,93,2704,154,183,105,548,312,0.510092435,0.029051122,0.129879347,0.021354484,0.103376721,0.059236757,0.027012128,0.051267916,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001450607,6,1,450607,5971,5971,5971,2445,301,1541,5647,544,3139,387,147,343,1390,649,0.525707587,0.064813264,0.095392602,0.060740216,0.232791827,0.108692011,0.123108384,0.222494888,0,0,0,0,0,0,0,1,0,0,0,0,NA
6001404900,6,1,404900,3973,3973,3973,1874,168,1002,3664,139,1590,217,159,115,532,454,0.400201359,0.054618676,0.158682635,0.031386463,0.133903851,0.114271331,0.089647812,0.074172892,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001405200,6,1,405200,5188,5188,5188,2427,174,958,5002,316,3317,239,18,390,1413,513,0.639360062,0.046067849,0.018789144,0.077968812,0.272359291,0.098882035,0.071693449,0.130201895,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001406300,6,1,406300,4425,4425,4425,1239,219,948,4166,165,3852,173,277,838,1966,618,0.870508475,0.039096045,0.292194093,0.201152184,0.444293785,0.139661017,0.176755448,0.133171913,0,1,1,1,1,1,1,0,1,1,1,0,Higher
6001400100,6,1,400100,3115,3105,3115,1297,28,917,2920,30,1060,288,70,55,312,313,0.340288925,0.092455859,0.076335878,0.018835616,0.100483092,0.100481541,0.021588281,0.023130301,1,0,0,0,0,0,0,0,0,0,0,0,NA
6001400800,6,1,400800,3792,3792,3792,1626,218,697,3585,233,2115,127,143,189,1474,336,0.557753165,0.033491561,0.205164993,0.052719665,0.38871308,0.088607595,0.134071341,0.143296433,0,0,1,0,0,1,0,1,0,0,0,0,NA
6001401000,6,1,401000,6024,6016,6016,2439,645,1159,5790,548,4118,238,366,214,1780,916,0.683598938,0.039508632,0.315789474,0.036960276,0.29587766,0.152260638,0.264452645,0.224682247,0,0,1,1,0,1,1,1,1,1,1,0,High
6085503312,6,85,503312,3974,3958,3974,1078,39,903,3772,90,3182,132,90,625,710,319,0.80070458,0.033215903,0.099667774,0.165694592,0.179383527,0.080271766,0.036178108,0.083487941,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085503402,6,85,503402,5626,5582,5626,1197,148,1071,5175,160,5521,188,282,1536,2696,631,0.981336651,0.033416282,0.263305322,0.296811594,0.48298101,0.112157839,0.123642439,0.133667502,0,1,1,0,1,1,0,0,1,1,1,0,Highest
6085503506,6,85,503506,6735,6612,6735,1279,44,1176,6301,229,6517,214,294,1126,2363,562,0.967631774,0.031774313,0.25,0.178701793,0.35738052,0.083444692,0.034401876,0.17904613,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6055201200,6,55,201200,4897,4887,4897,2059,120,1321,4740,100,1763,729,28,393,1205,732,0.360016337,0.148866653,0.021196064,0.082911392,0.246572539,0.149479273,0.058280719,0.048567266,1,0,0,1,0,0,0,0,0,0,0,0,NA
6075042800,6,75,42800,2490,2490,2490,923,26,703,2327,63,693,225,47,45,170,150,0.278313253,0.090361446,0.06685633,0.019338204,0.068273092,0.060240964,0.028169014,0.068255688,1,0,0,0,0,0,0,0,0,0,0,0,NA
6075023400,6,75,23400,3663,3620,3663,968,234,752,3453,36,3529,220,233,683,1602,283,0.963417963,0.06006006,0.309840426,0.197799015,0.442541436,0.077259077,0.241735537,0.037190083,0,1,1,0,1,1,1,0,1,1,1,0,Highest
6075016500,6,75,16500,5487,5279,5313,2252,695,838,5240,206,1840,361,33,206,966,486,0.335338072,0.065791872,0.039379475,0.039312977,0.182989203,0.091473744,0.308614565,0.091474245,0,0,0,0,0,0,1,0,0,0,0,0,NA
6075030700,6,75,30700,7022,7022,7022,2684,85,2110,6511,131,3436,772,150,127,1107,687,0.489319282,0.109940188,0.071090047,0.019505452,0.157647394,0.097835375,0.031669151,0.04880775,1,0,0,0,0,0,0,0,0,0,0,0,NA
6075035100,6,75,35100,9053,9033,9031,2855,413,2040,8518,125,6163,568,232,1390,1312,622,0.680768806,0.062741633,0.11372549,0.163183846,0.145245212,0.068873879,0.144658494,0.043782837,0,0,0,0,1,0,0,0,0,0,0,0,NA
6075013000,6,75,13000,4863,4849,4863,2535,732,656,4670,167,789,153,17,16,637,232,0.162245527,0.03146206,0.025914634,0.003426124,0.131367292,0.047707177,0.288757396,0.065877712,0,0,0,0,0,0,1,0,0,0,0,0,NA
