geoid,state,county_fip,tract,tot_pop,tot_pop_po,tot_pop_ci,tot_hh,pop_zvhhs,tot_fam,tot_pop_ov,pop_hus_re,pop_poc,pop_over75,pop_spfam,pop_lep,pop_below2,pop_disabi,pct_poc,pct_over75,pct_spfam,pct_lep,pct_below2,pct_disab,pct_zvhhs,pct_hus_re,over75_1_2,poc_1_2,spfam_1_2,disab_1_2,lep_1_2,below2_1_2,zvhh_1_2,hus_re_1_2,coc_2035,coc_2040,epc_2050,e2040_2050,epc_class
6085504314,6,85,504314,5198,5198,5198,1322,37,1151,4811,80,4630,255,172,663,1137,327,0.890727203,0.04905733,0.149435274,0.137809187,0.218737976,0.062908811,0.027987897,0.060514372,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085504317,6,85,504317,4834,4834,4834,1207,66,1040,4612,19,4231,235,91,641,399,343,0.875258585,0.048613984,0.0875,0.138985256,0.082540339,0.07095573,0.054681027,0.015741508,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085504410,6,85,504410,4821,4815,4821,1226,50,981,4519,123,4335,424,68,834,925,560,0.899191039,0.087948558,0.069317023,0.184554105,0.192107996,0.116158473,0.040783034,0.100326264,1,1,0,0,1,0,0,0,0,0,0,0,NA
6085504412,6,85,504412,4951,4918,4923,1286,38,1066,4673,117,4352,207,121,654,989,395,0.879014341,0.041809735,0.113508443,0.139952921,0.201098007,0.080235629,0.029548989,0.090979782,0,1,0,0,1,0,0,0,0,0,0,0,NA
6085511400,6,85,511400,3506,3506,3506,1329,47,966,3418,72,1346,298,54,38,276,165,0.383913292,0.084997148,0.055900621,0.011117613,0.078722191,0.047062179,0.035364936,0.054176072,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085509902,6,85,509902,5195,5101,5101,1923,235,1361,4940,111,2414,679,83,344,849,482,0.464677575,0.130702599,0.06098457,0.069635628,0.166437953,0.094491276,0.122204888,0.057722309,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085510700,6,85,510700,5161,5140,5161,2059,129,1293,5039,274,2875,259,105,422,908,199,0.557062585,0.050184073,0.081206497,0.083746775,0.176653696,0.038558419,0.062651773,0.133074308,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085512032,6,85,512032,3308,3303,3303,1052,10,856,3098,20,2012,173,88,102,511,321,0.608222491,0.052297461,0.102803738,0.032924467,0.154707841,0.097184378,0.009505703,0.019011407,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085511702,6,85,511702,2665,2665,2665,925,9,808,2592,7,899,227,55,26,73,104,0.337335835,0.085178236,0.068069307,0.010030864,0.02739212,0.03902439,0.00972973,0.007567568,1,0,0,0,0,0,0,0,0,0,0,0,NA
6085512022,6,85,512022,5746,5738,5746,1844,115,1254,5359,154,4160,303,156,439,1447,798,0.7239819,0.052732336,0.124401914,0.081918268,0.252178459,0.13887922,0.062364425,0.0835141,0,1,0,1,0,0,0,0,1,1,0,-1,NA
6085512027,6,85,512027,4813,4782,4782,1636,180,1085,4373,263,3088,454,94,501,825,652,0.641595678,0.094327862,0.086635945,0.114566659,0.172521957,0.136344626,0.11002445,0.160757946,1,0,0,1,0,0,0,1,0,0,0,0,NA
6085512033,6,85,512033,8782,8743,8769,2933,131,2111,8130,380,5650,244,324,249,1465,581,0.643361421,0.027784104,0.153481762,0.030627306,0.167562622,0.06625613,0.044664166,0.129560177,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085512035,6,85,512035,4818,4818,4818,1402,33,1182,4509,57,2789,238,51,278,312,414,0.578870901,0.04939809,0.043147208,0.061654469,0.064757161,0.085927771,0.023537803,0.040656205,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081604000,6,81,604000,3371,3371,3371,1130,45,864,3125,19,1815,221,114,216,462,321,0.5384159,0.065559181,0.131944444,0.06912,0.13705132,0.095223969,0.039823009,0.016814159,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081607300,6,81,607300,3760,3760,3760,1346,35,1015,3604,68,1511,324,61,170,339,298,0.401861702,0.086170213,0.060098522,0.047169811,0.090159574,0.079255319,0.026002972,0.050520059,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081608001,6,81,608001,3599,3599,3599,1477,61,993,3387,165,2261,267,69,262,380,224,0.628230064,0.074187274,0.069486405,0.077354591,0.105584885,0.062239511,0.041299932,0.111712932,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081608200,6,81,608200,3951,3886,3886,1364,7,951,3808,64,2164,275,28,111,367,292,0.547709441,0.069602632,0.029442692,0.02914916,0.094441585,0.075141534,0.005131965,0.046920821,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081608600,6,81,608600,4373,4361,4361,1787,143,1106,3988,262,2790,176,123,168,563,380,0.638005946,0.04024697,0.111211573,0.042126379,0.129098831,0.087135978,0.080022384,0.146614438,0,0,0,0,0,0,0,1,0,0,0,0,NA
6081609000,6,81,609000,2572,2508,2508,945,81,634,2457,73,869,314,49,88,259,250,0.337869362,0.122083981,0.077287066,0.035816036,0.103269537,0.099681021,0.085714286,0.077248677,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081609900,6,81,609900,3012,3012,3012,1062,54,829,2852,11,730,216,31,52,320,166,0.242363878,0.071713147,0.037394451,0.018232819,0.1062417,0.055112882,0.050847458,0.010357815,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081610302,6,81,610302,3257,2991,3023,1023,20,626,3057,97,2159,51,138,219,1101,216,0.662879951,0.015658582,0.220447284,0.071638862,0.368104313,0.0714522,0.019550342,0.094819159,0,0,1,0,0,1,0,0,0,0,0,0,NA
6081611400,6,81,611400,4316,3845,4316,1301,25,1076,4164,0,1213,457,57,71,334,342,0.281047266,0.105885079,0.052973978,0.017050913,0.08686606,0.079240037,0.019215988,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081612000,6,81,612000,7075,7021,7070,1525,25,1300,6779,253,6750,240,309,852,2495,661,0.954063604,0.033922261,0.237692308,0.125682254,0.355362484,0.093493635,0.016393443,0.165901639,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6081613502,6,81,613502,6585,6555,6585,2389,42,1773,6334,183,2129,161,90,68,982,225,0.323310554,0.024449506,0.050761421,0.010735712,0.149809306,0.034168565,0.017580578,0.076601088,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081613800,6,81,613800,3952,3939,3939,1446,28,877,3910,113,805,173,13,229,830,479,0.203694332,0.043775304,0.014823261,0.058567775,0.210713379,0.121604468,0.019363762,0.078146611,0,0,0,1,0,0,0,0,0,0,0,0,NA
6081602500,6,81,602500,5407,5323,5367,1585,33,1379,5210,34,4481,495,53,365,517,560,0.828740522,0.091547993,0.038433648,0.070057582,0.097125681,0.104341345,0.020820189,0.021451104,1,1,0,0,0,0,0,0,0,0,0,0,NA
6081600900,6,81,600900,4083,4083,4083,1365,105,1004,3921,118,2569,410,79,409,647,417,0.62919422,0.100416361,0.078685259,0.104310125,0.158461915,0.102130786,0.076923077,0.086446886,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081601605,6,81,601605,6300,6276,6292,1662,61,1390,6078,47,5767,323,121,606,854,483,0.915396825,0.051269841,0.08705036,0.09970385,0.136073932,0.076764145,0.036702768,0.028279182,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081602700,6,81,602700,6218,6208,6218,1937,35,1509,5796,133,4691,278,146,181,673,566,0.754422644,0.04470891,0.096752816,0.031228433,0.108408505,0.091026053,0.018069179,0.068662881,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081602900,6,81,602900,3908,3845,3845,1578,113,939,3698,135,1926,177,155,67,522,358,0.49283521,0.045291709,0.165069223,0.018117902,0.135760728,0.093107932,0.071609632,0.085551331,0,0,0,0,0,0,0,0,0,0,0,0,NA
6085511701,6,85,511701,4333,4333,4333,1524,10,1243,4250,48,1737,518,52,64,322,252,0.400876991,0.119547658,0.041834272,0.015058824,0.074313409,0.05815832,0.00656168,0.031496063,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081607701,6,81,607701,4269,4219,4235,1205,6,776,4094,134,3189,153,85,498,1451,326,0.747013352,0.035839775,0.109536082,0.121641426,0.34392036,0.076977568,0.004979253,0.11120332,0,1,0,0,1,1,0,0,1,1,1,0,High
6081607800,6,81,607800,3527,3482,3482,1025,19,818,3300,58,2052,315,74,225,562,303,0.581797562,0.089311029,0.090464548,0.068181818,0.161401493,0.087018955,0.018536585,0.056585366,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081608002,6,81,608002,3654,3654,3654,1390,19,1073,3426,60,2041,288,51,140,200,228,0.558565955,0.078817734,0.047530289,0.040863981,0.054734537,0.062397373,0.013669065,0.043165468,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081608013,6,81,608013,3985,3985,3985,1570,19,1134,3705,108,2407,205,88,142,161,217,0.604015056,0.051442911,0.077601411,0.038326586,0.040401506,0.054454203,0.012101911,0.068789809,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081609602,6,81,609602,1783,1783,1783,672,25,472,1674,18,520,182,23,23,97,177,0.291643298,0.102075154,0.048728814,0.013739546,0.054402692,0.099270892,0.037202381,0.026785714,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081610000,6,81,610000,4894,4847,4873,2034,99,1219,4614,170,1865,291,93,200,655,435,0.381078872,0.059460564,0.076292043,0.043346337,0.135135135,0.089267392,0.048672566,0.083579154,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081610500,6,81,610500,4905,4900,4905,1325,31,1030,4482,243,4135,177,165,728,1871,362,0.843017329,0.036085627,0.160194175,0.162427488,0.381836735,0.073802243,0.023396226,0.183396226,0,1,0,0,1,1,0,1,1,1,1,0,Higher
6081610601,6,81,610601,6051,5926,6051,1645,114,1199,5436,544,5494,116,288,1201,2816,342,0.907949099,0.019170385,0.240200167,0.220934511,0.47519406,0.056519584,0.069300912,0.330699088,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6081611000,6,81,611000,6663,6628,6646,2300,14,1535,6018,123,3631,316,123,248,941,599,0.544949722,0.047426084,0.080130293,0.041209704,0.141973446,0.090129401,0.006086957,0.053478261,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081611200,6,81,611200,2855,2855,2855,1048,8,661,2668,17,817,165,53,42,293,234,0.286164623,0.057793345,0.080181543,0.015742129,0.10262697,0.081961471,0.007633588,0.016221374,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081611300,6,81,611300,5404,5396,5396,2003,13,1417,4942,156,1862,417,112,197,715,482,0.344559585,0.077165063,0.079040226,0.039862404,0.13250556,0.089325426,0.006490265,0.077883175,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081612100,6,81,612100,8658,8658,8638,2770,260,1796,7739,589,7244,158,571,1338,4328,693,0.836682837,0.018249018,0.317928731,0.172890554,0.4998845,0.080226904,0.093862816,0.212635379,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6081600600,6,81,600600,5864,5849,5864,1525,115,1235,5608,206,5586,418,218,1024,1376,390,0.952592087,0.071282401,0.176518219,0.182596291,0.23525389,0.066507503,0.075409836,0.135081967,0,1,0,0,1,0,0,0,0,0,0,0,NA
6081601601,6,81,601601,2812,2812,2812,886,39,653,2670,70,2139,201,65,207,396,305,0.760668563,0.071479374,0.099540582,0.07752809,0.140825036,0.108463727,0.044018059,0.079006772,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081603200,6,81,603200,3974,3929,3929,1410,22,1032,3744,48,1300,222,63,0,395,414,0.327126321,0.05586311,0.061046512,0,0.100534487,0.105370323,0.015602837,0.034042553,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081604102,6,81,604102,2917,2917,2917,1578,160,620,2824,329,1990,210,23,139,562,167,0.682207748,0.071991772,0.037096774,0.049220963,0.192663696,0.0572506,0.10139417,0.208491762,0,0,0,0,0,0,0,1,0,0,0,0,NA
6081604900,6,81,604900,3035,3035,3035,1172,43,899,2893,76,2211,444,43,274,436,253,0.728500824,0.146293245,0.047830923,0.094711372,0.143657331,0.083360791,0.03668942,0.064846416,1,1,0,0,0,0,0,0,0,0,0,0,NA
6081605000,6,81,605000,8447,8121,8100,2858,139,2192,7888,171,4723,878,250,516,908,598,0.55913342,0.103942228,0.114051095,0.065415822,0.111808891,0.07382716,0.048635409,0.05983205,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081605100,6,81,605100,3171,3171,3171,1328,108,769,2906,164,1445,150,74,234,462,219,0.455692211,0.04730369,0.096228869,0.080523056,0.145695364,0.069063387,0.081325301,0.123493976,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081605200,6,81,605200,3644,3644,3644,1251,30,974,3337,34,1226,245,82,43,321,203,0.336443469,0.067233809,0.084188912,0.012885826,0.088090011,0.055708013,0.023980815,0.027178257,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081606200,6,81,606200,7947,7855,7947,2230,174,1635,7290,340,6898,338,284,1880,3432,856,0.868000503,0.042531773,0.173700306,0.257887517,0.43691916,0.107713603,0.078026906,0.152466368,0,1,0,0,1,1,0,1,1,1,1,0,Higher
6081606500,6,81,606500,3591,3591,3591,1288,20,1019,3268,20,1066,330,27,10,120,210,0.296853244,0.091896408,0.026496565,0.003059976,0.033416876,0.058479532,0.01552795,0.01552795,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081606600,6,81,606600,3703,3703,3703,1442,65,980,3501,209,1679,197,122,177,682,264,0.453416149,0.053200108,0.124489796,0.050556984,0.184174993,0.071293546,0.045076283,0.144937587,0,0,0,0,0,0,0,1,0,0,0,0,NA
6081602100,6,81,602100,3279,3271,3267,967,66,736,3041,259,2895,99,148,596,1545,305,0.882891125,0.030192132,0.201086957,0.195988162,0.47233262,0.093357821,0.068252327,0.267838676,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6081606900,6,81,606900,2731,2570,2577,931,12,705,2599,15,1288,314,42,8,124,170,0.471622116,0.114976199,0.059574468,0.003078107,0.048249027,0.06596818,0.012889366,0.016111708,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081607600,6,81,607600,3801,3778,3778,1286,35,983,3459,145,2145,193,111,335,740,281,0.564325178,0.050776112,0.112919634,0.0968488,0.195870831,0.074377978,0.027216174,0.112752722,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081601603,6,81,601603,5712,5705,5705,1871,128,1261,5458,228,4709,634,98,474,1001,642,0.824404762,0.110994398,0.077716098,0.086844998,0.175460123,0.112532866,0.068412614,0.121859968,1,1,0,0,0,0,0,0,0,0,0,0,NA
6081603400,6,81,603400,5785,5692,5785,2074,120,1424,5479,91,2302,425,118,118,557,616,0.39792567,0.07346586,0.082865169,0.021536777,0.097856641,0.106482282,0.057859209,0.043876567,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081604101,6,81,604101,8125,8072,8072,2461,170,1576,7809,630,6858,305,215,988,2571,664,0.844061538,0.037538462,0.13642132,0.126520681,0.318508424,0.082259663,0.069077611,0.255993499,0,1,0,0,1,1,0,1,0,0,1,1,High
6081604200,6,81,604200,4445,4428,4436,1124,57,936,4017,77,3498,184,121,363,525,328,0.786951631,0.041394826,0.129273504,0.090365945,0.118563686,0.073940487,0.050711744,0.068505338,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081604400,6,81,604400,5196,5012,5013,1800,61,1130,4880,246,3820,347,152,378,655,467,0.735180908,0.06678214,0.134513274,0.077459016,0.130686353,0.09315779,0.033888889,0.136666667,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081604700,6,81,604700,2694,2694,2694,944,20,748,2606,0,1608,341,5,145,292,149,0.59688196,0.12657758,0.006684492,0.055640829,0.108389013,0.055308092,0.021186441,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081604800,6,81,604800,5035,5026,5026,1879,173,1377,4782,276,3302,480,136,371,472,728,0.655809335,0.095332671,0.098765432,0.077582601,0.093911659,0.144846797,0.09207025,0.146886642,1,0,0,1,0,0,0,1,0,0,0,0,NA
6081605400,6,81,605400,5805,5805,5805,2478,209,1421,5517,213,1996,291,91,71,370,492,0.343841516,0.050129199,0.064039409,0.012869313,0.063738157,0.084754522,0.084342211,0.085956416,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081605900,6,81,605900,5556,5523,5548,2535,150,1170,5114,316,2878,391,71,379,881,631,0.51799856,0.07037437,0.060683761,0.074110285,0.159514756,0.113734679,0.059171598,0.124654832,0,0,0,0,0,0,0,0,1,1,0,-1,NA
6081606100,6,81,606100,5010,5005,5010,1364,68,1129,4229,226,3749,264,138,799,2025,337,0.748303393,0.052694611,0.122232064,0.188933554,0.404595405,0.067265469,0.049853372,0.16568915,0,1,0,0,1,1,0,1,0,0,1,1,High
6081609400,6,81,609400,3325,3325,3325,1093,0,884,3138,46,634,109,65,23,97,144,0.190676692,0.032781955,0.073529412,0.007329509,0.029172932,0.043308271,0,0.042086002,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081609500,6,81,609500,4908,4908,4908,1682,29,1484,4579,12,1767,297,55,140,191,200,0.36002445,0.060513447,0.037061995,0.030574361,0.038916055,0.040749796,0.017241379,0.007134364,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081609700,6,81,609700,4692,4681,4692,1654,57,1254,4474,7,950,431,52,42,256,358,0.202472293,0.091858483,0.041467305,0.009387573,0.054689169,0.076300085,0.034461911,0.004232164,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081611100,6,81,611100,6768,6716,6734,2362,97,1826,6363,37,1727,679,127,40,247,790,0.255171395,0.100325059,0.069550931,0.006286343,0.036777844,0.117315117,0.041066892,0.015664691,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081611700,6,81,611700,5405,5397,5405,1429,171,1013,4956,331,4875,191,225,647,1898,350,0.901942646,0.03533765,0.222112537,0.13054883,0.351676858,0.064754857,0.119664101,0.231630511,0,1,1,0,1,1,0,1,1,1,1,0,Higher
6081613000,6,81,613000,3981,3981,3981,1430,68,998,3741,142,1359,350,78,114,641,322,0.341371515,0.087917609,0.078156313,0.030473136,0.16101482,0.0808842,0.047552448,0.099300699,1,0,0,0,0,0,0,0,0,0,0,0,NA
6081600500,6,81,600500,8477,8477,8477,2164,55,1728,8200,118,7864,421,194,851,1888,668,0.927686682,0.049663796,0.112268519,0.103780488,0.222720302,0.078801463,0.025415896,0.054528651,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081601604,6,81,601604,2693,2693,2693,1100,50,684,2615,91,1869,164,72,153,364,206,0.694021537,0.060898626,0.105263158,0.058508604,0.135165243,0.076494616,0.045454545,0.082727273,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081601400,6,81,601400,7164,7102,7102,2171,197,1586,6909,255,6044,681,32,923,1840,957,0.843662758,0.095058626,0.020176545,0.133593863,0.259081949,0.134750774,0.090741594,0.117457393,1,1,0,1,1,0,0,0,0,0,0,0,NA
6081602800,6,81,602800,4855,4846,4842,1503,27,1100,4482,79,3159,231,92,183,588,402,0.650669413,0.047579815,0.083636364,0.040829987,0.121337185,0.083023544,0.017964072,0.052561544,0,0,0,0,0,0,0,0,0,0,0,0,NA
6081610203,6,81,610203,4079,4041,4079,1067,132,794,3715,329,3858,51,277,1074,2091,240,0.945820054,0.012503064,0.348866499,0.28909825,0.517446177,0.05883795,0.12371134,0.308341143,0,1,1,0,1,1,0,1,1,1,1,0,Highest
6081601000,6,81,601000,7025,6997,7025,2036,49,1539,6730,31,5973,432,117,635,957,547,0.85024911,0.061494662,0.076023392,0.09435364,0.136772903,0.077864769,0.024066798,0.015225933,0,1,0,0,0,0,0,0,0,0,0,0,NA
6081610602,6,81,610602,3591,3561,3591,1177,9,855,3217,137,2173,185,76,534,1166,330,0.605123921,0.051517683,0.088888889,0.165993161,0.327436113,0.091896408,0.007646559,0.116397621,0,0,0,0,1,1,0,0,0,0,0,0,NA
6081607702,6,81,607702,3106,3095,3095,806,15,690,2893,73,2225,213,97,223,672,507,0.716355441,0.068576948,0.14057971,0.077082613,0.217124394,0.163812601,0.018610422,0.09057072,0,1,0,1,0,0,0,0,0,0,0,0,NA
6097153403,6,97,153403,3825,3702,3702,1574,31,967,3624,210,787,356,177,126,686,434,0.205751634,0.093071895,0.183040331,0.034768212,0.18530524,0.117233928,0.019695044,0.133418043,1,0,1,0,0,0,0,0,0,0,0,0,NA
6097153801,6,97,153801,10481,10450,10462,3161,30,2703,10035,147,4807,505,243,532,1871,1024,0.458639443,0.048182425,0.089900111,0.053014449,0.179043062,0.097878035,0.009490668,0.046504271,0,0,0,0,0,0,0,0,0,0,0,0,NA
6097150100,6,97,150100,2456,2456,2456,1019,76,675,2362,64,396,375,41,89,261,249,0.161237785,0.152687296,0.060740741,0.037679932,0.106270358,0.101384365,0.074582924,0.062806673,1,0,0,0,0,0,0,0,0,0,0,0,NA
6097150603,6,97,150603,7481,7392,7392,2799,238,1798,7105,196,2556,676,264,422,1137,781,0.341665553,0.090362251,0.146829811,0.059394792,0.153814935,0.105654762,0.085030368,0.070025009,1,0,0,0,0,0,0,0,0,0,0,0,NA
6097150702,6,97,150702,5021,5021,5006,1902,36,1350,4711,91,962,259,115,169,695,263,0.1915953,0.05158335,0.085185185,0.035873488,0.138418642,0.052536956,0.018927445,0.047844374,0,0,0,0,0,0,0,0,0,0,0,0,NA
6097151000,6,97,151000,4209,4174,4184,1512,54,986,4149,121,868,263,112,76,1097,411,0.206224756,0.062485151,0.113590264,0.018317667,0.262817441,0.098231358,0.035714286,0.080026455,0,0,0,0,0,0,0,0,0,0,0,0,NA
6097151301,6,97,151301,4874,4874,4870,1593,129,994,4432,129,2789,177,159,517,1435,433,0.572219943,0.036315142,0.159959759,0.116651625,0.294419368,0.088911704,0.080979284,0.080979284,0,0,0,0,0,1,0,0,0,0,0,0,NA
6097152203,6,97,152203,3501,3487,3501,1795,187,688,3406,399,911,292,128,7,1070,466,0.260211368,0.083404742,0.186046512,0.002055197,0.306854029,0.133104827,0.104178273,0.222284123,1,0,1,1,0,1,0,1,0,0,1,1,High
6097153005,6,97,153005,7024,6925,6993,2491,70,1822,6781,284,2795,347,162,567,1368,566,0.397921412,0.04940205,0.088913282,0.083615986,0.197545126,0.080938081,0.028101164,0.114010438,0,0,0,0,0,0,0,0,0,0,0,0,NA
6097153200,6,97,153200,8621,8614,8614,2602,88,1902,7758,492,5875,174,363,970,3479,930,0.681475467,0.020183273,0.190851735,0.125032225,0.403877409,0.10796378,0.033820138,0.189085319,0,0,1,0,1,1,0,1,0,0,1,1,High
6097153502,6,97,153502,4591,4579,4591,1755,32,1200,4426,154,985,286,103,182,1281,452,0.214550207,0.062295796,0.085833333,0.041120651,0.279755405,0.098453496,0.018233618,0.087749288,0,0,0,0,0,0,0,0,0,0,0,0,NA
6097153704,6,97,153704,3950,3907,3950,1839,124,837,3869,279,738,276,103,0,913,655,0.186835443,0.069873418,0.123058542,0,0.233683133,0.165822785,0.06742795,0.151712887,0,0,0,1,0,0,0,1,0,0,0,0,NA
6097153901,6,97,153901,5144,5144,5144,2213,115,1373,5053,199,1746,501,14,65,693,888,0.339424572,0.097395023,0.01019665,0.012863645,0.134720062,0.172628305,0.051965657,0.089923181,1,0,0,1,0,0,0,0,0,0,0,0,NA
6097150902,6,97,150902,3247,3239,3247,1407,40,898,3031,146,408,195,68,66,556,306,0.12565445,0.060055436,0.075723831,0.021774992,0.171657919,0.094240838,0.028429282,0.10376688,0,0,0,0,0,0,0,0,0,0,0,0,NA
6097151306,6,97,151306,3599,3599,3599,1601,75,897,3345,155,1321,213,122,96,957,465,0.367046402,0.059183106,0.136008919,0.028699552,0.265907196,0.129202556,0.046845721,0.096814491,0,0,0,1,0,0,0,0,0,0,0,0,NA
6097153903,6,97,153903,4048,4048,4048,1612,32,1017,3930,28,650,316,114,240,748,522,0.160573123,0.078063241,0.112094395,0.061068702,0.184782609,0.128952569,0.019851117,0.017369727,0,0,0,1,0,0,0,0,0,0,0,0,NA
6097154100,6,97,154100,3845,3828,3845,1398,2,974,3666,165,1302,396,64,376,940,378,0.338621586,0.102990897,0.065708419,0.102564103,0.245559039,0.098309493,0.001430615,0.118025751,1,0,0,0,0,0,0,0,0,0,0,0,NA
6097153002,6,97,153002,6874,6753,6874,1927,14,1204,6302,180,4493,194,265,627,2424,638,0.653622345,0.028222287,0.220099668,0.099492225,0.358951577,0.0928135,0.007265179,0.093409445,0,0,1,0,0,1,0,0,1,1,0,-1,NA
6041104102,6,41,104102,5861,5858,5844,2163,71,1152,5392,389,3432,289,195,179,2197,667,0.585565603,0.049308992,0.169270833,0.033197329,0.375042677,0.114134155,0.03282478,0.179842811,0,0,0,0,0,1,0,1,0,0,0,0,NA
6041104200,6,41,104200,5842,5842,5842,2583,62,1668,5574,233,1770,630,281,75,1041,382,0.302978432,0.107839781,0.168465228,0.013455328,0.1781924,0.065388566,0.024003097,0.090205188,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041106002,6,41,106002,5920,5489,5489,2217,151,1331,5534,52,1762,487,112,21,604,615,0.297635135,0.082263514,0.084147258,0.003794724,0.110038258,0.112042266,0.068110059,0.02345512,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041118100,6,41,118100,2309,2293,2309,807,20,654,2259,11,205,271,63,20,251,165,0.088783023,0.117366825,0.096330275,0.008853475,0.109463585,0.071459506,0.024783147,0.013630731,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041121100,6,41,121100,5497,5497,5497,2253,77,1295,5211,152,1442,244,183,0,675,335,0.262324904,0.044387848,0.141312741,0,0.122794251,0.060942332,0.034176653,0.067465601,0,0,0,0,0,0,0,0,0,0,0,0,NA
6041132100,6,41,132100,1823,1812,1823,922,9,414,1781,76,239,155,10,27,459,112,0.131102578,0.085024685,0.024154589,0.015160022,0.253311258,0.061437191,0.009761388,0.082429501,1,0,0,0,0,0,0,0,0,0,0,0,NA
6041101100,6,41,101100,2648,2648,2648,1106,0,759,2546,90,332,220,42,12,277,382,0.125377644,0.083081571,0.055335968,0.004713276,0.104607251,0.144259819,0,0.081374322,1,0,0,1,0,0,0,0,0,0,0,0,NA
6041101200,6,41,101200,2986,2986,2968,1137,33,818,2817,30,919,195,28,148,421,326,0.307769591,0.065304756,0.034229829,0.052538161,0.140991293,0.109838275,0.029023747,0.026385224,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001423902,6,1,423902,1593,1567,1567,726,106,330,1535,51,420,114,11,18,195,124,0.263653484,0.071563089,0.033333333,0.011726384,0.124441608,0.0791321,0.14600551,0.070247934,0,0,0,0,0,0,0,0,0,0,0,0,NA
6001427200,6,1,427200,4195,4112,4118,1598,116,1053,4041,232,2592,211,201,281,1255,492,0.617878427,0.050297974,0.190883191,0.069537243,0.30520428,0.119475474,0.072590738,0.145181477,0,0,1,0,0,1,0,1,0,0,0,0,NA
6001428500,6,1,428500,3152,3080,3071,1422,172,772,2927,127,1859,250,163,185,619,282,0.589784264,0.079314721,0.211139896,0.063204646,0.200974026,0.091826767,0.120956399,0.08931083,0,0,1,0,0,0,0,0,0,0,0,0,NA
6001430400,6,1,430400,2167,2167,2167,728,7,614,2110,0,925,180,12,140,370,212,0.426857407,0.083064144,0.019543974,0.066350711,0.170742963,0.097831103,0.009615385,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
6001431100,6,1,431100,3587,3587,3587,1410,193,779,3294,219,2365,113,118,173,765,467,0.659325342,0.031502648,0.151476252,0.052519733,0.213270142,0.130192361,0.136879433,0.155319149,0,0,0,1,0,0,0,1,0,0,0,0,NA
6001433500,6,1,433500,4723,4723,4723,1410,96,1130,4367,5,3542,397,132,680,836,620,0.749947068,0.084056744,0.116814159,0.155713304,0.17700614,0.131272496,0.068085106,0.003546099,1,1,0,1,1,0,0,0,0,0,0,0,NA
