GEOID,STATE,COUNTY_FIPS,TRACT,TOT_POP_MIN,TOT_POP_SEN,TOT_POP_POV,TOT_POP_CIV_NI,TOT_HH,TOT_FAM,TOT_POP_OVER5,POP_MINORITY,POP_OVER75,POP_SPFAM,POP_LEP,POP_BELOW200,POP_DISABILITY,POP_HUS_RENT50,POP_ZVHHS,PCT_OVER75,PCT_MINORITY,PCT_SPFAM,PCT_LEP,PCT_BELOW200,PCT_DISAB,PCT_ZVHHS,PCT_HUS_RENT50,OVER75_HALFSD,MINORITY_HALFSD,SPFAM_HALFSD,DISAB_HALFSD,LEP_HALFSD,BELOW200_HALFSD,ZVHH_HALFSD,HUS_RENT50_HALFSD,Count_DisadFact_HALFSD,COC_FLAG_2018,COC_CLASS
6013331000,6,13,331000,7576,7576,7486,7486,2792,1793,6944,3716,469,288,282,2891,841,347,234,0.061906019,0.490496304,0.160624651,0.040610599,0.38618755,0.11234304,0.083810888,0.124283668,0,0,0,0,0,1,0,0,0,0,NA
6013332000,6,13,332000,8343,8343,8200,8250,2899,2226,7741,3385,544,381,470,1648,1506,122,126,0.065204363,0.405729354,0.17115903,0.06071567,0.20097561,0.182545455,0.043463263,0.042083477,0,0,0,1,0,0,0,0,1,0,NA
6013333101,6,13,333101,4360,4360,4351,4321,1512,1120,4141,1877,435,164,129,1240,744,217,53,0.099770642,0.430504587,0.146428571,0.031151896,0.284991956,0.172182365,0.03505291,0.143518519,0,0,0,1,0,0,0,0,1,0,NA
6013333102,6,13,333102,3967,3967,3954,3955,1508,1036,3724,1521,270,60,76,609,436,28,32,0.068061507,0.383413159,0.057915058,0.020408163,0.154021244,0.110240202,0.021220159,0.018567639,0,0,0,0,0,0,0,0,0,0,NA
6013333200,6,13,333200,5382,5382,5352,5290,2256,1335,4999,1711,343,127,152,1048,521,247,80,0.063730955,0.317911557,0.095131086,0.030406081,0.195814649,0.098487713,0.035460993,0.109485816,0,0,0,0,0,0,0,0,0,0,NA
6013334001,6,13,334001,3850,3850,3850,3850,1549,1086,3695,1394,332,176,160,756,479,131,179,0.086233766,0.362077922,0.162062615,0.043301759,0.196363636,0.124415584,0.115558425,0.084570691,0,0,0,1,0,0,1,0,2,0,NA
6013334004,6,13,334004,7496,7496,7482,7481,3101,1660,7128,3346,556,263,359,2179,1151,396,249,0.074172892,0.446371398,0.158433735,0.050364759,0.291232291,0.153856436,0.080296678,0.127700742,0,0,0,1,0,0,0,0,1,0,NA
6013334006,6,13,334006,4815,4815,4815,4815,1676,1424,4543,2029,223,42,115,290,328,39,0,0.046313603,0.421391485,0.029494382,0.025313669,0.060228453,0.068120457,0,0.02326969,0,0,0,0,0,0,0,0,0,0,NA
6013334200,6,13,334200,8012,8012,7650,7650,2781,2121,7374,2211,890,59,141,517,527,152,176,0.111083375,0.275961058,0.027817067,0.019121237,0.067581699,0.068888889,0.063286588,0.054656598,1,0,0,0,0,0,0,0,1,0,NA
6013335000,6,13,335000,3442,3442,3442,3429,1236,852,3136,1794,297,104,158,953,421,111,50,0.086287042,0.5212086,0.122065728,0.050382653,0.276873911,0.12277632,0.040453074,0.089805825,0,0,0,1,0,0,0,0,1,0,NA
6013336101,6,13,336101,5324,5324,5306,5312,1506,1070,4865,4456,71,290,794,2949,367,391,186,0.013335838,0.836964688,0.271028037,0.163206578,0.555785903,0.069088855,0.123505976,0.259628154,0,1,1,0,1,1,1,1,4,1,High
6013336102,6,13,336102,7651,7651,7651,7651,2629,1588,6904,6392,84,560,1711,4800,1088,728,377,0.010978957,0.835446347,0.352644836,0.247827346,0.627368971,0.142203634,0.143400533,0.276911373,0,1,1,1,1,1,1,1,5,1,Highest
6013336201,6,13,336201,3927,3927,3927,3918,1198,868,3654,2981,174,134,704,1634,711,132,41,0.044308633,0.759103641,0.15437788,0.192665572,0.41609371,0.181470138,0.034223706,0.110183639,0,1,0,1,1,1,0,0,2,1,High
6013336202,6,13,336202,6054,6054,6010,6054,1696,1312,5289,5001,25,355,1657,4238,413,450,253,0.004129501,0.826065411,0.270579268,0.313291738,0.70515807,0.068219359,0.149174528,0.265330189,0,1,1,0,1,1,1,1,4,1,Highest
6013337100,6,13,337100,3551,3551,3523,3523,1244,1011,3354,1397,255,103,67,588,496,78,15,0.071810758,0.393410307,0.101879327,0.019976148,0.166903207,0.1407891,0.012057878,0.062700965,0,0,0,1,0,0,0,0,1,0,NA
6013337200,6,13,337200,8106,8106,7855,7878,3023,2163,7612,4106,475,302,675,1933,958,326,139,0.058598569,0.506538367,0.139620897,0.088675775,0.246085296,0.121604468,0.045980814,0.107839894,0,0,0,1,0,0,0,0,1,0,NA
6013337300,6,13,337300,5904,5904,5868,5870,2279,1811,5695,1536,576,89,73,580,829,13,85,0.097560976,0.260162602,0.049144119,0.012818262,0.098841172,0.141226576,0.03729706,0.005704256,0,0,0,1,0,0,0,0,1,0,NA
6013338101,6,13,338101,4782,4782,4745,4769,1755,1166,4526,3122,316,139,517,1855,743,388,160,0.066081138,0.65286491,0.119210978,0.1142289,0.390937829,0.155797861,0.091168091,0.221082621,0,0,0,1,0,1,0,1,2,0,NA
6013338102,6,13,338102,3616,3616,3603,3603,1373,1036,3424,1294,235,41,155,568,311,24,38,0.064988938,0.357853982,0.03957529,0.045268692,0.157646406,0.086316958,0.027676621,0.017479971,0,0,0,0,0,0,0,0,0,0,NA
6013338201,6,13,338201,3700,3700,3596,3596,1398,1025,3581,1058,459,78,104,414,494,49,48,0.124054054,0.285945946,0.076097561,0.029042167,0.11512792,0.137374861,0.034334764,0.035050072,1,0,0,1,0,0,0,0,2,0,NA
6013338203,6,13,338203,5189,5189,5189,5189,2663,1238,4854,1801,126,109,43,656,398,335,256,0.024282135,0.347080362,0.088045234,0.008858673,0.126421276,0.076700713,0.096132182,0.125797972,0,0,0,0,0,0,0,0,0,0,NA
6013338204,6,13,338204,6213,6213,6199,6213,2692,1474,5945,1773,507,170,170,580,514,194,31,0.08160309,0.285369387,0.115332429,0.028595458,0.093563478,0.08272976,0.011515602,0.072065379,0,0,0,0,0,0,0,0,0,0,NA
6013338301,6,13,338301,2904,2904,2862,2863,1071,732,2799,870,597,26,64,395,400,39,98,0.205578512,0.299586777,0.035519126,0.022865309,0.138015374,0.139713587,0.091503268,0.036414566,1,0,0,1,0,0,0,0,2,0,NA
6013338302,6,13,338302,6212,6212,6168,6168,2119,1876,5824,1697,643,99,81,503,526,45,56,0.103509337,0.27318094,0.052771855,0.013907967,0.081549935,0.085278859,0.02642756,0.021236432,1,0,0,0,0,0,0,0,1,0,NA
6013339001,6,13,339001,3243,3243,3243,3228,1821,643,3115,1336,162,68,139,798,333,402,197,0.049953747,0.411964231,0.105754277,0.044622793,0.246068455,0.103159851,0.108182317,0.220757825,0,0,0,0,0,0,1,1,2,0,NA
6013339002,6,13,339002,6966,6966,6966,6951,3530,1541,6551,2991,690,158,465,2005,1076,774,341,0.099052541,0.429371232,0.102530824,0.07098153,0.287826586,0.154797871,0.096600567,0.219263456,0,0,0,1,0,0,0,1,2,0,NA
6013340001,6,13,340001,5916,5916,5860,5872,2389,1415,5482,1405,303,149,125,1596,727,440,271,0.051217039,0.237491548,0.105300353,0.022801897,0.272354949,0.123807902,0.113436584,0.18417748,0,0,0,1,0,0,1,1,3,0,NA
6013340002,6,13,340002,7478,7478,7449,7476,2936,2026,7287,1933,449,139,165,805,447,138,67,0.060042792,0.258491575,0.068608095,0.022643063,0.108068197,0.059791332,0.022820163,0.047002725,0,0,0,0,0,0,0,0,0,0,NA
6013341000,6,13,341000,5543,5543,5531,5531,2108,1381,5333,1220,219,49,20,606,228,65,61,0.039509291,0.22009742,0.035481535,0.003750234,0.109564274,0.041222202,0.028937381,0.030834915,0,0,0,0,0,0,0,0,0,0,NA
6013343001,6,13,343001,4803,4803,4802,4803,2094,1218,4635,1090,547,144,345,840,671,182,311,0.113887154,0.226941495,0.118226601,0.074433657,0.174927114,0.139704351,0.14851958,0.086914995,1,0,0,1,0,0,1,0,3,0,NA
6013343002,6,13,343002,4812,4812,4647,4647,1894,1305,4478,1428,558,131,61,427,385,108,141,0.1159601,0.296758105,0.100383142,0.013622153,0.091887239,0.08284915,0.074445618,0.057022175,1,0,0,0,0,0,0,0,1,0,NA
6013343003,6,13,343003,3906,3906,3905,3906,1486,1152,3647,797,197,140,52,366,285,61,69,0.050435228,0.204045059,0.121527778,0.014258294,0.093725992,0.07296467,0.046433378,0.041049798,0,0,0,0,0,0,0,0,0,0,NA
6013345101,6,13,345101,5794,5794,5785,5785,1851,1509,5286,2508,316,234,181,483,480,95,64,0.054539178,0.432861581,0.155069583,0.034241392,0.083491789,0.082973207,0.034575905,0.051323609,0,0,0,0,0,0,0,0,0,0,NA
6013345102,6,13,345102,3698,3698,3698,3698,1217,1003,3371,1362,119,85,57,458,286,25,18,0.032179557,0.368307193,0.084745763,0.016908929,0.12385073,0.077339102,0.014790468,0.020542317,0,0,0,0,0,0,0,0,0,0,NA
6013345103,6,13,345103,4828,4828,4825,4825,1764,1317,4640,1883,404,31,50,531,451,84,179,0.083678542,0.39001657,0.023538345,0.010775862,0.110051813,0.093471503,0.101473923,0.047619048,0,0,0,0,0,0,1,0,1,0,NA
6013345105,6,13,345105,6625,6625,6620,6620,2246,1821,6241,1640,726,254,125,548,703,98,122,0.109584906,0.24754717,0.1394838,0.020028842,0.082779456,0.106193353,0.054318789,0.043633126,1,0,0,0,0,0,0,0,1,0,NA
6013345108,6,13,345108,7480,7480,7480,7480,3132,2051,7082,3497,345,137,197,348,379,150,30,0.046122995,0.467513369,0.066796685,0.027817001,0.046524064,0.050668449,0.009578544,0.04789272,0,0,0,0,0,0,0,0,0,0,NA
6013345111,6,13,345111,5083,5083,5083,5083,1865,1446,4782,2966,165,118,132,466,216,101,83,0.032461145,0.583513673,0.081604426,0.027603513,0.091678143,0.04249459,0.044504021,0.054155496,0,0,0,0,0,0,0,0,0,0,NA
6013345112,6,13,345112,5945,5945,5896,5945,2078,1538,5659,3450,98,170,172,205,216,120,21,0.016484441,0.580319596,0.11053316,0.030394063,0.034769335,0.036333053,0.010105871,0.057747834,0,0,0,0,0,0,0,0,0,0,NA
6013345113,6,13,345113,4306,4306,4298,4306,1447,1232,4145,1513,177,41,18,116,205,0,9,0.041105434,0.351370181,0.033279221,0.004342581,0.026989297,0.047607989,0.006219765,0,0,0,0,0,0,0,0,0,0,0,NA
6013345114,6,13,345114,6518,6518,6518,6518,2556,1944,6256,880,823,45,33,364,506,73,86,0.126265726,0.135010739,0.023148148,0.005274936,0.055845351,0.077631175,0.033646322,0.02856025,1,0,0,0,0,0,0,0,1,0,NA
6013345115,6,13,345115,5990,5990,5990,5990,1895,1579,5706,2862,293,37,236,316,319,126,77,0.048914858,0.477796327,0.023432552,0.041359972,0.052754591,0.053255426,0.040633245,0.066490765,0,0,0,0,0,0,0,0,0,0,NA
6013345116,6,13,345116,2852,2852,2841,2836,898,791,2732,1305,110,75,30,177,211,13,13,0.038569425,0.457573633,0.094816688,0.010980966,0.062302006,0.074400564,0.014476615,0.014476615,0,0,0,0,0,0,0,0,0,0,NA
6013345202,6,13,345202,7880,7880,7835,7880,3119,2018,7390,3155,324,132,180,500,495,197,152,0.041116751,0.400380711,0.065411298,0.02435724,0.063816209,0.062817259,0.048733568,0.06316127,0,0,0,0,0,0,0,0,0,0,NA
6013345203,6,13,345203,6821,6821,6761,6800,2656,1878,6314,1412,685,224,81,386,684,115,159,0.100425158,0.20700777,0.119275825,0.012828635,0.057092146,0.100588235,0.059864458,0.043298193,1,0,0,0,0,0,0,0,1,0,NA
6013345204,6,13,345204,3933,3933,3933,3933,1252,1073,3811,345,332,32,0,191,233,19,26,0.084413933,0.087719298,0.029822926,0,0.048563438,0.059242309,0.020766773,0.015175719,0,0,0,0,0,0,0,0,0,0,NA
6013346101,6,13,346101,3446,3446,3444,3446,1301,1055,3203,726,268,18,15,149,239,43,0,0.077771329,0.210679048,0.017061611,0.00468311,0.043263647,0.069355775,0,0.033051499,0,0,0,0,0,0,0,0,0,0,NA
6013346102,6,13,346102,5793,5793,5774,5774,1998,1695,5597,1174,489,116,27,330,379,61,83,0.084412222,0.202658381,0.068436578,0.004824013,0.057152754,0.065639072,0.041541542,0.030530531,0,0,0,0,0,0,0,0,0,0,NA
6013346201,6,13,346201,7288,7288,7283,7288,2751,2177,7035,819,642,37,1,655,695,50,57,0.088090011,0.112376509,0.016995866,0.000142146,0.089935466,0.095362239,0.020719738,0.018175209,0,0,0,0,0,0,0,0,0,0,NA
6013346203,6,13,346203,3846,3846,3822,3846,1377,1166,3643,614,295,85,36,323,301,8,25,0.076703068,0.159646386,0.072898799,0.009881965,0.084510727,0.078263131,0.01815541,0.005809731,0,0,0,0,0,0,0,0,0,0,NA
6013346204,6,13,346204,7411,7411,7411,7398,2520,2039,6943,1948,263,121,27,181,318,28,57,0.035487788,0.262852517,0.059342815,0.003888809,0.024423155,0.04298459,0.022619048,0.011111111,0,0,0,0,0,0,0,0,0,0,NA
6013347000,6,13,347000,6200,6200,6152,6200,2382,1753,5985,1490,417,103,48,374,505,42,0,0.067258065,0.240322581,0.058756418,0.00802005,0.060793238,0.081451613,0,0.017632242,0,0,0,0,0,0,0,0,0,0,NA
6013348000,6,13,348000,4862,4862,4846,4862,1668,1416,4661,1296,410,105,23,226,364,21,29,0.084327437,0.266556972,0.074152542,0.004934563,0.046636401,0.07486631,0.017386091,0.012589928,0,0,0,0,0,0,0,0,0,0,NA
6013349000,6,13,349000,5518,5518,5465,5474,2041,1263,5200,1326,534,63,190,1237,384,229,193,0.096774194,0.240304458,0.049881235,0.036538462,0.226349497,0.070149799,0.094561489,0.112199902,0,0,0,0,0,0,0,0,0,0,NA
6013350000,6,13,350000,6475,6475,6459,6459,2591,1709,6140,2027,310,232,120,1095,363,363,97,0.047876448,0.313050193,0.135751902,0.019543974,0.169530887,0.05620065,0.037437283,0.140100347,0,0,0,0,0,0,0,0,0,0,NA
6013351101,6,13,351101,2600,2600,2600,2600,1926,604,2600,322,1513,0,8,484,631,18,202,0.581923077,0.123846154,0,0.003076923,0.186153846,0.242692308,0.104880582,0.009345794,1,0,0,1,0,0,1,0,3,0,NA
6013351102,6,13,351102,3667,3667,3568,3568,2697,730,3650,595,1956,14,101,790,1165,141,419,0.533406054,0.162257977,0.019178082,0.027671233,0.221412556,0.326513453,0.155357805,0.052280311,1,0,0,1,0,0,1,0,3,0,NA
6013351103,6,13,351103,1884,1884,1875,1875,1276,477,1884,203,1243,0,35,367,608,9,75,0.659766454,0.107749469,0,0.018577495,0.195733333,0.324266667,0.058777429,0.007053292,1,0,0,1,0,0,0,0,2,0,NA
6013351200,6,13,351200,6003,6003,5959,5986,2132,1801,5607,1204,433,94,23,308,264,31,48,0.072130601,0.200566383,0.052193226,0.004102015,0.051686525,0.044102907,0.022514071,0.014540338,0,0,0,0,0,0,0,0,0,0,NA
6013352101,6,13,352101,3220,3220,2082,3220,797,636,3141,1089,210,27,60,166,243,29,5,0.065217391,0.338198758,0.04245283,0.019102197,0.079731028,0.075465839,0.006273526,0.036386449,0,0,0,0,0,0,0,0,0,0,NA
6013352102,6,13,352102,5741,5741,5071,5741,1788,1587,5571,1537,417,84,124,245,471,0,19,0.072635429,0.267723393,0.052930057,0.022258122,0.048313942,0.082041456,0.010626398,0,0,0,0,0,0,0,0,0,0,0,NA
6013352201,6,13,352201,6260,6260,6224,6224,2342,1591,6029,2040,491,131,119,832,321,205,59,0.078434505,0.325878594,0.082338152,0.019737933,0.133676093,0.05157455,0.025192143,0.087532024,0,0,0,0,0,0,0,0,0,0,NA
6013352202,6,13,352202,2542,2542,2466,2466,1032,727,2497,732,367,98,66,169,175,39,23,0.144374508,0.287962234,0.13480055,0.026431718,0.068532036,0.070965126,0.022286822,0.037790698,1,0,0,0,0,0,0,0,1,0,NA
6013353001,6,13,353001,3697,3697,3697,3697,1317,1107,3601,846,239,40,79,236,425,0,22,0.064647011,0.22883419,0.036133695,0.02193835,0.063835542,0.114958074,0.016704632,0,0,0,0,0,0,0,0,0,0,0,NA
6013353002,6,13,353002,4429,4429,4416,4416,1533,1271,4198,1192,417,44,88,227,262,20,84,0.094152179,0.269135245,0.034618411,0.020962363,0.051403986,0.05932971,0.054794521,0.013046314,0,0,0,0,0,0,0,0,0,0,NA
6013354001,6,13,354001,2064,2064,2064,2064,731,603,1966,454,123,30,16,96,138,11,0,0.059593023,0.21996124,0.049751244,0.008138352,0.046511628,0.066860465,0,0.01504788,0,0,0,0,0,0,0,0,0,0,NA
6013354002,6,13,354002,6581,6581,6537,6543,2595,1967,6311,1875,929,0,147,337,549,32,178,0.141163957,0.284911108,0,0.023292664,0.0515527,0.083906465,0.068593449,0.012331407,1,0,0,0,0,0,0,0,1,0,NA
6013355107,6,13,355107,5001,5001,4994,4994,1704,1318,4708,2946,134,139,179,769,563,73,0,0.026794641,0.589082184,0.105462822,0.038020391,0.153984782,0.112735282,0,0.042840376,0,0,0,0,0,0,0,0,0,0,NA
6013355108,6,13,355108,13947,13947,13856,13905,3725,3274,13393,10847,585,577,498,3103,1783,293,78,0.041944504,0.777729978,0.176237019,0.037183603,0.223946305,0.128227256,0.020939597,0.078657718,0,1,0,1,0,0,0,0,1,0,NA
6013355109,6,13,355109,7281,7281,7186,7186,2218,1726,6963,4322,364,88,311,1449,995,190,157,0.049993133,0.59359978,0.050984936,0.044664656,0.201642082,0.138463679,0.070784491,0.085662759,0,0,0,1,0,0,0,0,1,0,NA
6013355110,6,13,355110,4091,4091,4081,4091,1112,944,3819,3076,67,178,130,842,531,65,11,0.016377414,0.751894402,0.188559322,0.034040325,0.20632198,0.129797116,0.009892086,0.058453237,0,1,0,1,0,0,0,0,1,0,NA
6013355111,6,13,355111,6399,6399,6399,6399,1923,1608,5955,4630,117,360,225,1269,534,181,75,0.018284107,0.723550555,0.223880597,0.037783375,0.198312236,0.083450539,0.03900156,0.094123765,0,1,1,0,0,0,0,0,1,0,NA
6013355112,6,13,355112,5289,5289,5217,5217,2094,1582,5156,1410,437,56,89,794,561,57,111,0.082624315,0.266591038,0.03539823,0.017261443,0.152194748,0.107533065,0.053008596,0.02722063,0,0,0,0,0,0,0,0,0,0,NA
6013355113,6,13,355113,4980,4980,4980,4980,1707,1534,4715,1950,214,92,88,324,235,12,0,0.042971888,0.391566265,0.059973924,0.018663839,0.065060241,0.047188755,0,0.007029877,0,0,0,0,0,0,0,0,0,0,NA
6013355114,6,13,355114,11402,11402,11316,11325,3461,2845,10707,6729,498,205,481,1038,614,200,250,0.043676548,0.590159621,0.072056239,0.044923882,0.091728526,0.054216336,0.072233459,0.057786767,0,0,0,0,0,0,0,0,0,0,NA
6013355115,6,13,355115,7330,7330,7330,7330,2514,1830,6743,5601,136,233,288,1153,333,329,57,0.018553888,0.764120055,0.127322404,0.04271096,0.157298772,0.045429741,0.022673031,0.130867144,0,1,0,0,0,0,0,0,0,0,NA
6013355116,6,13,355116,7865,7865,7865,7843,2167,2095,7385,6336,163,164,283,355,66,172,27,0.02072473,0.805594406,0.078281623,0.038320921,0.045136682,0.008415147,0.012459622,0.079372404,0,1,0,0,0,0,0,0,0,0,NA
6013355117,6,13,355117,7278,7278,7278,7278,1902,1804,6721,5865,45,84,300,344,73,0,8,0.006183017,0.805853256,0.046563193,0.044636215,0.047265732,0.010030228,0.004206099,0,0,1,0,0,0,0,0,0,0,0,NA
6013355200,6,13,355200,10235,10235,10116,10235,2692,2285,9517,8169,199,291,465,958,1045,169,45,0.019443087,0.798143625,0.127352298,0.048859935,0.094701463,0.102100635,0.016716196,0.062778603,0,1,0,0,0,0,0,0,0,0,NA
6013355301,6,13,355301,8146,8146,8070,8146,2870,2149,7648,3105,290,219,115,1024,581,66,28,0.035600295,0.381168672,0.101907864,0.015036611,0.126889715,0.071323349,0.009756098,0.022996516,0,0,0,0,0,0,0,0,0,0,NA
6013355302,6,13,355302,3469,3469,3464,3464,1198,1038,3363,1077,303,62,53,189,299,0,8,0.087345056,0.310464111,0.05973025,0.015759738,0.054561201,0.086316397,0.006677796,0,0,0,0,0,0,0,0,0,0,0,NA
6013355304,6,13,355304,8230,8230,8216,8230,3165,2275,7852,1954,600,136,84,718,832,126,233,0.07290401,0.237424058,0.05978022,0.010697911,0.087390458,0.10109356,0.073617694,0.039810427,0,0,0,0,0,0,0,0,0,0,NA
6013355306,6,13,355306,5229,5229,5228,5229,1826,1511,4993,892,267,39,8,351,388,28,31,0.051061388,0.17058711,0.025810721,0.001602243,0.067138485,0.074201568,0.016976999,0.015334064,0,0,0,0,0,0,0,0,0,0,NA
6013356001,6,13,356001,4375,4375,4375,4375,1240,1054,4128,3332,208,179,63,1183,506,57,60,0.047542857,0.7616,0.169829222,0.015261628,0.2704,0.115657143,0.048387097,0.045967742,0,1,0,0,0,0,0,0,0,0,NA
6013356002,6,13,356002,5257,5257,5241,5257,1892,1342,5051,3510,187,104,103,437,422,57,29,0.035571619,0.667681187,0.077496274,0.020392002,0.083381034,0.08027392,0.015327696,0.03012685,0,0,0,0,0,0,0,0,0,0,NA
6013357000,6,13,357000,3165,3165,3149,3136,1482,870,2987,958,147,113,28,556,277,106,53,0.046445498,0.302685624,0.129885057,0.009373954,0.176563989,0.088329082,0.035762483,0.071524966,0,0,0,0,0,0,0,0,0,0,NA
6013358000,6,13,358000,5885,5885,5874,5885,2073,1518,5405,4131,334,359,410,1780,708,309,242,0.05675446,0.701954121,0.236495389,0.075855689,0.303030303,0.120305862,0.116739026,0.149059334,0,1,1,1,0,1,1,0,3,1,High
6013359102,6,13,359102,5834,5834,5809,5828,1892,1393,5556,4250,417,244,379,1281,850,166,89,0.071477545,0.728488173,0.175161522,0.068214543,0.220519883,0.145847632,0.047040169,0.087737844,0,1,0,1,0,0,0,0,1,0,NA
6013359103,6,13,359103,4907,4907,4907,4907,1984,1336,4686,3021,299,239,238,1141,649,213,77,0.060933361,0.615651111,0.178892216,0.050789586,0.232524964,0.132260037,0.038810484,0.107358871,0,0,0,1,0,0,0,0,1,0,NA
6013359104,6,13,359104,1974,1974,1974,1974,889,559,1897,1518,80,129,80,256,151,37,19,0.040526849,0.76899696,0.230769231,0.04217185,0.129685917,0.076494428,0.021372328,0.041619798,0,1,1,0,0,0,0,0,1,0,NA
6013359105,6,13,359105,4733,4733,4726,4726,1522,1195,4436,4042,170,145,296,531,407,61,5,0.035918022,0.854003803,0.121338912,0.066726781,0.112357173,0.08611934,0.003285151,0.040078844,0,1,0,0,0,0,0,0,0,0,NA
6013359202,6,13,359202,5997,5997,5958,5984,2210,1707,5909,3348,649,110,199,813,1019,98,157,0.108220777,0.55827914,0.064440539,0.033677441,0.136455186,0.170287433,0.071040724,0.044343891,1,0,0,1,0,0,0,0,2,0,NA
6013359203,6,13,359203,7052,7052,7025,7025,2291,1696,6811,5822,409,247,395,957,650,91,103,0.057997731,0.825581395,0.145636792,0.057994421,0.136227758,0.09252669,0.044958533,0.039720646,0,1,0,0,0,0,0,0,0,0,NA
6013359204,6,13,359204,4847,4847,4814,4842,1487,1260,4580,4178,246,99,312,428,375,90,99,0.050753043,0.86197648,0.078571429,0.068122271,0.088907354,0.077447336,0.066577001,0.060524546,0,1,0,0,0,0,0,0,0,0,NA
6013360101,6,13,360101,4898,4898,4898,4898,1654,1149,4608,2990,372,141,170,1540,569,141,80,0.075949367,0.610453246,0.122715405,0.036892361,0.314414047,0.116169865,0.048367594,0.085247884,0,0,0,0,0,1,0,0,0,0,NA
6013360102,6,13,360102,4139,4139,4103,4125,1489,1150,4013,2776,252,52,94,325,515,19,0,0.060884272,0.670693404,0.045217391,0.023423872,0.079210334,0.124848485,0,0.012760242,0,0,0,1,0,0,0,0,1,0,NA
6013360200,6,13,360200,4714,4714,4714,4714,1744,1215,4582,3069,300,190,207,1164,779,114,136,0.063640221,0.651039457,0.156378601,0.045176779,0.246924056,0.16525244,0.077981651,0.065366972,0,0,0,1,0,0,0,0,1,0,NA
6013361000,6,13,361000,4719,4719,4667,4655,1739,1118,4492,3301,263,123,292,1273,609,192,104,0.055732147,0.699512609,0.110017889,0.065004452,0.272766231,0.130827068,0.059804485,0.110408281,0,0,0,1,0,0,0,0,1,0,NA
6013362000,6,13,362000,2977,2977,2957,2972,1213,801,2817,1263,232,94,216,779,302,36,50,0.077930803,0.424252603,0.117353308,0.076677316,0.263442678,0.101615074,0.041220115,0.029678483,0,0,0,0,0,0,0,0,0,0,NA
6013363000,6,13,363000,7326,7326,7326,7326,2729,1926,7074,5063,368,197,442,1771,1266,91,107,0.05023205,0.691100191,0.102284528,0.06248233,0.241741742,0.172809173,0.039208501,0.033345548,0,0,0,1,0,0,0,0,1,0,NA
6013364002,6,13,364002,5490,5490,5490,5490,1810,1379,5275,4123,223,200,512,1825,945,269,169,0.040619308,0.751001821,0.145032632,0.097061611,0.332422587,0.172131148,0.093370166,0.148618785,0,1,0,1,0,1,0,0,1,1,High
6013365002,6,13,365002,6262,6262,6200,6262,1574,1266,5707,5976,180,496,1056,3587,822,371,164,0.02874481,0.954327691,0.39178515,0.185035921,0.578548387,0.131267966,0.104193139,0.23570521,0,1,1,1,1,1,1,1,5,1,Highest
6013365003,6,13,365003,5001,5001,5001,4961,2248,1041,4870,3902,271,293,514,932,847,306,128,0.054189162,0.780243951,0.281460134,0.105544148,0.186362727,0.170731707,0.056939502,0.136120996,0,1,1,1,0,0,0,0,2,0,NA
6013366001,6,13,366001,4470,4470,4470,4470,1324,1133,4306,4086,206,325,931,1883,371,137,31,0.046085011,0.91409396,0.286849073,0.21620994,0.421252796,0.082997763,0.023413897,0.10347432,0,1,1,0,1,1,0,0,2,1,Higher
6013366002,6,13,366002,6319,6319,6319,6319,1685,1344,5777,5874,314,344,1154,2753,724,175,101,0.049691407,0.929577465,0.255952381,0.19975766,0.435670201,0.114575091,0.059940653,0.103857567,0,1,1,0,1,1,0,0,2,1,Higher
6013367100,6,13,367100,5001,5001,4949,4986,1944,1256,4594,4586,392,365,450,1413,452,229,223,0.078384323,0.917016597,0.290605096,0.097953853,0.285512225,0.090653831,0.114711934,0.117798354,0,1,1,0,0,0,1,0,2,0,NA
6013367200,6,13,367200,5365,5365,5352,5330,1737,1185,5096,4629,251,215,1139,2450,875,257,147,0.046784716,0.862814539,0.181434599,0.223508634,0.457772795,0.164165103,0.08462867,0.147956246,0,1,0,1,1,1,0,0,2,1,Higher
6013368001,6,13,368001,5143,5143,5143,5143,1320,1104,4833,4962,108,168,1598,3011,643,319,124,0.020999417,0.964806533,0.152173913,0.330643493,0.58545596,0.125024305,0.093939394,0.241666667,0,1,0,1,1,1,0,1,3,1,Highest
6013368002,6,13,368002,3380,3380,3362,3380,948,750,3107,3113,74,179,698,1800,458,180,110,0.021893491,0.921005917,0.238666667,0.224654007,0.535395598,0.135502959,0.116033755,0.189873418,0,1,1,1,1,1,1,1,5,1,High
6013369001,6,13,369001,7425,7425,7043,7043,2426,1620,6884,6500,540,509,1676,4118,862,563,394,0.072727273,0.875420875,0.314197531,0.243463103,0.584694022,0.122391027,0.162407255,0.23206925,0,1,1,1,1,1,1,1,5,1,Highest
6013369002,6,13,369002,2356,2356,2332,2356,980,486,2255,1679,110,136,249,921,371,146,90,0.046689304,0.712648557,0.279835391,0.110421286,0.394939966,0.157470289,0.091836735,0.148979592,0,1,1,1,0,1,0,0,2,1,High
6013370000,6,13,370000,2859,2859,2850,2859,1112,746,2758,1532,192,85,223,441,245,104,67,0.067156348,0.535851696,0.113941019,0.080855693,0.154736842,0.085694299,0.060251799,0.09352518,0,0,0,0,0,0,0,0,0,0,NA
