tract_geoid,county_fip,tot_pop_poc,tot_pop_se,tot_pop_po,tot_pop_ci,tot_pop_ov,tot_hh,tot_fam,pop_poc,pop_over75,pop_spfam,pop_lep,pop_below2,pop_disabi,pop_hus_re,pop_zvhhs,pct_poc,pct_over75,pct_spfam,pct_lep,pct_below2,pct_disab,pct_hus_re,pct_zvhhs,poc_1_2,over75_1_2,spfam_1_2,lep_1_2,disab_1_2,below2_1_2,hus_re_1_2,zvhh_1_2,epc_2050p,epc_class
06001402700,001,2039,2039,2039,2039,1993,735,284,1516,66,94,95,588,301,80,190,0.7435017165277097,0.032368808239333004,0.33098591549295775,0.047666833918715505,0.2883766552231486,0.1476213830308975,0.10884353741496598,0.2585034013605442,1,0,1,0,1,1,0,1,1,High
06001402801,001,3254,3254,3254,3254,3090,1707,780,2385,278,297,162,1148,552,314,735,0.7329440688383528,0.08543331284572833,0.38076923076923075,0.05242718446601942,0.35279655808236016,0.16963736939151813,0.18394844756883422,0.4305799648506151,1,0,1,0,1,1,1,1,1,Higher
06001402802,001,1430,1430,1430,1430,1420,717,185,1101,98,30,43,824,377,200,446,0.76993006993007,0.06853146853146853,0.16216216216216217,0.03028169014084507,0.5762237762237762,0.2636363636363636,0.2789400278940028,0.6220362622036262,1,0,1,0,1,1,1,1,1,Highest
06001402900,001,1828,1828,1776,1828,1821,1236,251,1463,284,32,476,858,383,249,727,0.800328227571116,0.15536105032822758,0.12749003984063745,0.2613948380010983,0.4831081081081081,0.20951859956236324,0.20145631067961164,0.5881877022653722,1,1,0,1,1,1,1,1,1,Highest
06001403000,001,2897,2897,2897,2897,2844,1566,723,2647,730,37,1001,1539,724,239,868,0.9137038315498792,0.2519848118743528,0.051175656984785614,0.3519690576652602,0.5312392129789437,0.24991370383154987,0.15261813537675606,0.5542784163473818,1,1,0,1,1,1,1,1,1,Highest
06001403100,001,1941,1941,1773,1773,1877,960,241,1174,96,18,186,474,224,142,353,0.6048428645028336,0.04945904173106646,0.07468879668049792,0.09909429941395845,0.2673434856175973,0.1263395375070502,0.14791666666666667,0.36770833333333336,0,0,0,0,1,1,1,1,1,High
06001403301,001,1830,1830,1830,1830,1815,771,416,1643,196,178,809,642,371,313,284,0.8978142076502732,0.10710382513661203,0.42788461538461536,0.44573002754820934,0.35081967213114756,0.20273224043715846,0.4059662775616083,0.36835278858625164,1,1,1,1,1,1,1,1,1,Higher
06001403302,001,2556,2556,2556,2527,2506,1416,333,1239,63,15,45,149,53,102,231,0.4847417840375587,0.02464788732394366,0.04504504504504504,0.017956903431763767,0.05829420970266041,0.020973486347447567,0.07203389830508475,0.163135593220339,0,0,0,0,0,0,0,1,0,NA
06001403401,001,2717,2717,2696,2674,2665,1985,421,1563,458,90,246,931,418,315,774,0.5752668384247331,0.16856827383143172,0.21377672209026127,0.09230769230769231,0.34532640949554894,0.156320119670905,0.15869017632241814,0.38992443324937026,0,1,1,0,1,1,1,1,1,Higher
06001403402,001,1134,1134,1134,1134,1062,735,140,641,0,0,33,248,108,87,282,0.5652557319223986,0.0,0.0,0.031073446327683617,0.21869488536155202,0.09523809523809523,0.11836734693877551,0.3836734693877551,0,0,0,0,0,0,0,1,0,NA
06001403501,001,4904,4904,4904,4904,4768,2714,944,3030,459,152,315,1604,682,605,749,0.617862969004894,0.09359706362153344,0.16101694915254236,0.06606543624161074,0.3270799347471452,0.13907014681892332,0.22291820191599115,0.2759764185703758,0,0,1,0,1,1,1,1,1,High
06001403502,001,1919,1919,1919,1908,1889,1118,335,980,77,127,5,385,255,242,181,0.5106826472120897,0.040125065138092754,0.37910447761194027,0.0026469031233456856,0.2006253256904638,0.13364779874213836,0.21645796064400716,0.16189624329159213,0,0,1,0,1,0,1,1,0,NA
06001403600,001,5056,5056,4951,4969,4831,2833,748,3123,98,181,111,792,520,360,346,0.6176819620253164,0.019382911392405063,0.24197860962566844,0.02297660939764024,0.1599676832963038,0.10464882270074462,0.12707377338510412,0.12213201553123897,0,0,1,0,0,0,0,0,0,NA
06001403701,001,2909,2909,2823,2823,2774,1752,464,1687,339,41,12,627,521,531,453,0.5799243726366449,0.1165348917153661,0.08836206896551724,0.004325883201153569,0.22210414452709884,0.18455543747786043,0.3030821917808219,0.2585616438356164,0,1,0,0,1,0,1,1,0,NA
06001403702,001,2238,2238,2172,2228,2107,1202,424,1014,112,147,40,350,152,129,204,0.45308310991957107,0.050044682752457555,0.3466981132075472,0.018984337921214997,0.16114180478821363,0.06822262118491922,0.10732113144758736,0.16971713810316139,0,0,1,0,0,0,0,1,0,NA
06001403800,001,4008,4008,4008,4008,3758,1934,766,1537,306,96,7,527,335,211,196,0.38348303393213573,0.07634730538922156,0.12532637075718014,0.0018626929217668972,0.1314870259481038,0.08358283433133733,0.10910031023784902,0.10134436401240951,0,0,0,0,0,0,0,0,0,NA
06001403900,001,3883,3883,3881,3881,3652,2157,815,1447,336,73,36,469,442,245,196,0.3726500128766418,0.0865310327066701,0.08957055214723926,0.009857612267250822,0.12084514300438032,0.11388817315124967,0.11358368103847936,0.09086694483078349,0,0,0,0,0,0,0,0,0,NA
06001404000,001,3145,3145,3145,3145,3039,1814,574,1548,112,133,0,629,235,287,194,0.49220985691573926,0.0356120826709062,0.23170731707317074,0.0,0.2,0.07472178060413355,0.1582138919514884,0.10694597574421169,0,0,1,0,0,0,1,0,0,NA
06001404101,001,3208,3208,3197,3208,3086,1767,676,843,227,6,0,395,348,202,249,0.2627805486284289,0.07076059850374065,0.008875739644970414,0.0,0.12355333124804505,0.1084788029925187,0.1143180531975099,0.14091680814940577,0,0,0,0,0,0,0,0,0,NA
06001404102,001,2701,2701,2569,2569,2421,1628,409,1271,521,47,80,476,526,240,480,0.4705664568678267,0.19289152165864495,0.11491442542787286,0.033044196612969846,0.18528610354223432,0.20474892954456989,0.14742014742014742,0.29484029484029484,0,1,0,0,1,0,1,1,0,NA
06001404200,001,3894,3894,3734,3883,3609,1460,1059,1288,374,108,28,148,383,38,26,0.3307652799178223,0.096045197740113,0.10198300283286119,0.0077583818232197285,0.03963577932512052,0.09863507597218646,0.026027397260273973,0.01780821917808219,0,0,0,0,0,0,0,0,0,NA
06001404300,001,3587,3587,3587,3587,3458,1424,963,891,252,72,0,218,169,0,43,0.24839698912740452,0.07025369389461945,0.07476635514018691,0.0,0.06077502090883747,0.04711458042932813,0.0,0.030196629213483147,0,0,0,0,0,0,0,0,0,NA
06001404400,001,5823,5823,5823,5823,5582,2450,1523,2406,472,49,99,385,344,28,72,0.41318907779495107,0.0810578739481367,0.03217334208798424,0.017735578645646722,0.0661171217585437,0.05907607762321827,0.011428571428571429,0.029387755102040815,0,0,0,0,0,0,0,0,0,NA
06001404501,001,1820,1820,1820,1820,1739,685,533,623,212,38,21,77,57,20,23,0.3423076923076923,0.11648351648351649,0.07129455909943715,0.012075905692926969,0.04230769230769231,0.03131868131868132,0.029197080291970802,0.033576642335766425,0,1,0,0,0,0,0,0,0,NA
06001404502,001,6110,6110,6110,6110,5600,2582,1796,2080,580,140,188,260,356,14,32,0.3404255319148936,0.09492635024549918,0.0779510022271715,0.03357142857142857,0.0425531914893617,0.058265139116202944,0.005422153369481022,0.012393493415956624,0,0,0,0,0,0,0,0,0,NA
06001404600,001,4934,4934,4934,4934,4605,1935,1331,2062,474,127,12,425,426,61,72,0.41791649777057155,0.0960680989055533,0.09541697971450037,0.0026058631921824105,0.0861370085123632,0.08633968382650993,0.03152454780361757,0.037209302325581395,0,0,0,0,0,0,0,0,0,NA
06001404700,001,2187,2187,2187,2187,2041,849,678,710,196,0,0,105,224,12,0,0.3246456332876086,0.08962048468221308,0.0,0.0,0.04801097393689986,0.10242341106538637,0.014134275618374558,0.0,0,0,0,0,0,0,0,0,0,NA
06001404800,001,2744,2744,2744,2744,2639,1145,578,1300,219,46,88,619,443,160,255,0.4737609329446064,0.07981049562682216,0.07958477508650519,0.03334596438044714,0.22558309037900875,0.16144314868804666,0.13973799126637554,0.22270742358078602,0,0,0,0,1,0,0,1,0,NA
06001404900,001,4669,4669,4669,4650,4417,2041,1162,2139,297,226,201,626,357,74,187,0.458128078817734,0.06361105161704862,0.1944922547332186,0.04550599954720398,0.13407581923324052,0.07677419354838709,0.036256736893679566,0.09162175404213621,0,0,1,0,0,0,0,0,0,NA
06001405000,001,3665,3665,3665,3665,3405,1580,1047,1579,317,105,134,247,218,62,79,0.43083219645293314,0.08649386084583902,0.10028653295128939,0.039353891336270194,0.06739427012278308,0.05948158253751705,0.039240506329113925,0.05,0,0,0,0,0,0,0,0,0,NA
06001405100,001,4508,4508,4508,4508,4269,1702,1335,1522,391,65,21,280,292,11,17,0.33762200532386866,0.08673469387755102,0.04868913857677903,0.004919184820801124,0.062111801242236024,0.064773735581189,0.006462984723854289,0.0099882491186839,0,0,0,0,0,0,0,0,0,NA
06001405200,001,4913,4913,4913,4913,4626,2292,715,3243,307,76,338,944,576,324,322,0.6600854874821901,0.062487278648483614,0.1062937062937063,0.0730652831820147,0.19214329330348057,0.1172399755750051,0.14136125654450263,0.14048865619546247,0,0,0,0,0,0,1,0,0,NA
06001405301,001,2872,2872,2808,2865,2729,1479,458,1478,122,39,102,575,229,280,275,0.5146239554317549,0.04247910863509749,0.0851528384279476,0.03737632832539392,0.20477207977207978,0.07993019197207679,0.18931710615280595,0.18593644354293443,0,0,0,0,0,0,1,1,0,NA
06001405302,001,2559,2559,2559,2559,2513,1539,450,1683,262,0,453,895,506,343,473,0.6576787807737398,0.10238374364986323,0.0,0.1802626343016315,0.3497459945291129,0.19773348964439233,0.22287199480181935,0.3073424301494477,0,1,0,1,1,1,1,1,1,Higher
06001405401,001,3541,3541,3515,3515,3444,1584,709,2647,106,134,479,1111,496,423,415,0.7475289466252472,0.029935046597006496,0.18899858956276447,0.13908246225319396,0.31607396870554766,0.1411095305832148,0.26704545454545453,0.2619949494949495,1,0,1,1,1,1,1,1,1,High
06001405402,001,3673,3673,3591,3576,3494,1232,848,2927,255,172,799,1319,450,314,210,0.7968962700789546,0.06942553770759598,0.2028301886792453,0.22867773325701202,0.36730715678084097,0.12583892617449666,0.25487012987012986,0.17045454545454544,1,0,1,1,1,1,1,1,1,High
06001405500,001,3537,3537,3528,3537,3453,1610,794,2781,219,127,483,1004,385,285,315,0.7862595419847328,0.06191687871077184,0.15994962216624686,0.13987836663770634,0.28458049886621317,0.10884930732258977,0.17701863354037267,0.1956521739130435,1,0,0,1,0,1,1,1,1,High
06001405600,001,3044,3044,3019,3044,2919,1447,465,2103,31,72,164,881,453,230,284,0.6908672798948752,0.010183968462549276,0.15483870967741936,0.05618362452894827,0.2918184829413713,0.1488173455978975,0.15894955079474776,0.1962681409813407,0,0,0,0,1,1,1,1,1,High
06001405700,001,3522,3522,3513,3513,3438,1505,624,2992,146,47,601,1358,201,252,142,0.8495173197047132,0.04145371947756956,0.07532051282051282,0.1748109365910413,0.3865641901508682,0.05721605465414176,0.16744186046511628,0.09435215946843854,1,0,0,1,0,1,1,0,1,Higher
06001405800,001,4182,4182,4170,4182,3956,1342,915,3688,145,181,933,1566,457,181,105,0.8818747010999521,0.03467240554758489,0.19781420765027322,0.2358442871587462,0.37553956834532376,0.1092778574844572,0.13487332339791355,0.07824143070044709,1,0,1,1,0,1,0,0,1,Higher
06001405901,001,3757,3757,3757,3728,3661,1089,902,3568,210,343,566,1741,392,265,184,0.9496939047112057,0.055895661431993614,0.3802660753880266,0.15460256760447966,0.46340165025286134,0.10515021459227468,0.2433425160697888,0.1689623507805326,1,0,1,1,0,1,1,1,1,Higher
06001405902,001,3138,3138,3106,3138,2864,923,584,2749,112,117,553,1313,395,225,124,0.8760356915232632,0.035691523263224986,0.20034246575342465,0.19308659217877094,0.422730199613651,0.1258763543658381,0.2437703141928494,0.13434452871072589,1,0,1,1,1,1,1,0,1,Higher
06001406000,001,4735,4735,4705,4695,4564,1816,941,3905,369,179,852,1537,626,287,438,0.8247096092925026,0.07793030623020063,0.1902231668437832,0.1866783523225241,0.32667375132837406,0.13333333333333333,0.15803964757709252,0.24118942731277532,1,0,1,1,1,1,1,1,1,High
06001406100,001,4939,4939,4939,4939,4624,1810,868,4042,259,118,493,1600,368,492,217,0.8183842883174731,0.052439765134642644,0.1359447004608295,0.10661764705882353,0.32395221704798544,0.07450900992103665,0.2718232044198895,0.11988950276243093,1,0,0,0,0,1,1,0,1,High
06001406201,001,5072,5072,5044,5044,4807,1515,1030,4788,180,234,1046,2754,508,425,279,0.944006309148265,0.03548895899053628,0.22718446601941747,0.2175993343041398,0.5459952418715305,0.1007137192704203,0.28052805280528054,0.18415841584158416,1,0,1,1,0,1,1,1,1,Higher
06001406202,001,4733,4733,4570,4570,4425,1350,935,4417,353,204,986,2082,677,275,372,0.9332347348404817,0.074582717092753,0.21818181818181817,0.22282485875706215,0.45557986870897155,0.14814004376367615,0.2037037037037037,0.27555555555555555,1,0,1,1,1,1,1,1,1,Higher
06001406300,001,4556,4556,4554,4554,4244,1379,1097,4074,218,265,755,1941,418,274,96,0.8942054433713784,0.04784899034240562,0.2415679124886053,0.17789820923656927,0.4262187088274045,0.09178743961352658,0.1986947063089195,0.06961566352429296,1,0,1,1,0,1,1,0,1,Higher
06001406400,001,2598,2598,2295,2320,2449,824,499,1989,408,237,393,870,473,231,129,0.7655889145496536,0.15704387990762125,0.4749498997995992,0.16047366271947733,0.3790849673202614,0.2038793103448276,0.2803398058252427,0.15655339805825244,1,1,1,1,1,1,1,0,1,Higher
06001406500,001,6494,6494,6421,6479,6210,1920,1359,5717,232,271,985,2092,582,305,226,0.8803510933169079,0.035725284878349244,0.199411331861663,0.15861513687600645,0.32580594922909206,0.08982867726501004,0.15885416666666666,0.11770833333333333,1,0,1,1,0,1,1,0,1,Higher
06001406601,001,4531,4531,4531,4531,4338,1836,1093,3497,292,71,516,1163,717,298,45,0.7717943058927389,0.06444493489295962,0.06495882891125343,0.11894882434301521,0.2566762304127124,0.15824321341867137,0.16230936819172112,0.024509803921568627,1,0,0,1,1,1,1,0,1,High
06001406602,001,2540,2540,2508,2540,2383,925,596,2196,150,113,277,965,237,192,149,0.8645669291338582,0.05905511811023622,0.18959731543624161,0.11624003357112883,0.3847687400318979,0.09330708661417322,0.20756756756756756,0.16108108108108107,1,0,1,1,0,1,1,1,1,Higher
06001406700,001,5380,5380,5372,5377,4858,2083,1244,2915,314,28,351,419,678,249,88,0.54182156133829,0.058364312267657995,0.022508038585209004,0.07225195553725813,0.0779970215934475,0.1260926167007625,0.11953912626020163,0.04224675948151704,0,0,0,0,1,0,0,0,0,NA
06001406800,001,3971,3971,3952,3966,3808,1409,970,2844,334,114,105,431,370,47,31,0.716192394862755,0.08410979602115336,0.11752577319587629,0.027573529411764705,0.10905870445344129,0.09329299041855774,0.0333569907735983,0.0220014194464159,0,0,0,0,0,0,0,0,0,NA
06001406900,001,3865,3865,3865,3865,3688,1579,836,2332,178,92,271,645,280,116,92,0.6033635187580854,0.04605433376455369,0.11004784688995216,0.07348156182212581,0.16688227684346701,0.0724450194049159,0.07346421785940468,0.058264724509183026,0,0,0,0,0,0,0,0,0,NA
06001407000,001,6202,6202,6096,6096,5562,1995,1456,5067,200,202,751,1966,530,360,208,0.8169945178974525,0.032247662044501774,0.13873626373626374,0.13502337288745056,0.32250656167979,0.08694225721784776,0.18045112781954886,0.10426065162907268,1,0,0,1,0,1,1,0,1,High
06001407101,001,4053,4053,4025,4022,3746,1133,817,3582,122,173,730,2072,329,238,129,0.8837897853441895,0.030101159634838393,0.211750305997552,0.19487453283502404,0.5147826086956522,0.08180009945300845,0.21006178287731686,0.11385701676963812,1,0,1,1,0,1,1,0,1,Higher
06001407102,001,4268,4268,4222,4268,3948,1387,994,3948,197,257,560,1615,254,141,345,0.9250234301780693,0.04615745079662605,0.25855130784708247,0.14184397163120568,0.38252013263855994,0.05951265229615745,0.10165825522710886,0.2487382840663302,1,0,1,1,0,1,0,1,1,Higher
06001407200,001,6544,6544,6487,6496,6188,1843,1293,5624,224,262,1220,3033,519,469,278,0.8594132029339854,0.034229828850855744,0.2026295436968291,0.1971557853910795,0.4675504855865577,0.07989532019704433,0.2544763971785133,0.15084102007596312,1,0,1,1,0,1,1,0,1,Higher
06001407300,001,2459,2459,2459,2459,2357,649,428,2191,83,76,469,1239,265,153,54,0.8910126067507117,0.033753558357055714,0.17757009345794392,0.1989817564700891,0.5038633590890605,0.10776738511590077,0.2357473035439137,0.08320493066255778,1,0,1,1,0,1,1,0,1,Higher
06001407400,001,4242,4242,4242,4242,4037,1273,745,3989,347,288,572,1709,644,328,199,0.9403583215464404,0.0818010372465818,0.3865771812080537,0.14168937329700274,0.4028760018859029,0.15181518151815182,0.25765907305577374,0.1563236449332286,1,0,1,1,1,1,1,0,1,Higher
06001407500,001,3988,3988,3917,3917,3571,1292,836,3708,129,311,278,1930,489,288,268,0.9297893681043129,0.03234704112337011,0.37200956937799046,0.07784934192103052,0.49272402348736277,0.12484043911156498,0.22291021671826625,0.20743034055727555,1,0,1,0,1,1,1,1,1,Higher
06001407600,001,6459,6459,6454,6454,6002,2043,1374,4822,84,340,613,1561,836,439,73,0.7465551943025236,0.013005109150023224,0.24745269286754004,0.10213262245918027,0.2418655097613883,0.12953207313294082,0.21488007831620168,0.03573176700930005,1,0,1,0,1,1,1,0,1,High
06001407700,001,4238,4238,4235,4235,3919,1684,1079,2342,278,116,118,428,483,81,72,0.5526191599811232,0.06559697970740916,0.10750695088044486,0.030109721867823423,0.10106257378984651,0.1140495867768595,0.04809976247030879,0.04275534441805225,0,0,0,0,0,0,0,0,0,NA
06001407800,001,2769,2769,2149,2769,2641,744,475,1780,123,78,163,477,263,78,53,0.6428313470566992,0.044420368364030335,0.16421052631578947,0.0617190458159788,0.2219637040483946,0.09498013723365836,0.10483870967741936,0.07123655913978495,0,0,1,0,0,0,0,0,0,NA
06001407900,001,3088,3088,3083,3083,2962,1349,978,1558,95,242,60,387,202,105,10,0.5045336787564767,0.03076424870466321,0.2474437627811861,0.02025658338960162,0.12552708400908205,0.06552059682127798,0.07783543365455893,0.007412898443291327,0,0,1,0,0,0,0,0,0,NA
06001408000,001,2860,2860,2436,2836,2702,1074,695,1124,295,40,20,111,499,51,61,0.393006993006993,0.10314685314685315,0.05755395683453238,0.007401924500370096,0.04556650246305419,0.17595204513399154,0.04748603351955307,0.056797020484171325,0,1,0,0,1,0,0,0,0,NA
06001408100,001,7313,7313,7313,7313,6890,2922,1952,4582,736,127,162,637,544,144,13,0.6265554492000547,0.10064269109804458,0.06506147540983606,0.02351233671988389,0.08710515520306304,0.07438807602898947,0.049281314168377825,0.004449007529089665,0,1,0,0,0,0,0,0,0,NA
06001408200,001,4471,4471,4442,4471,4192,1922,1045,3719,246,244,239,943,302,279,325,0.8318049653321404,0.055021248042943414,0.23349282296650717,0.057013358778625955,0.21229176046825754,0.06754641019906062,0.14516129032258066,0.16909469302809574,1,0,1,0,0,0,1,1,0,NA
06001408300,001,4791,4791,4791,4791,4407,1856,1071,3745,234,74,114,920,588,112,98,0.7816739720308913,0.048841577958672514,0.06909430438842204,0.025867937372362152,0.19202671676059277,0.12273011897307451,0.0603448275862069,0.052801724137931036,1,0,0,0,1,0,0,0,0,NA
06001408400,001,4077,4077,4074,4074,3818,1339,925,3896,375,281,510,1550,897,303,223,0.9556046112337503,0.09197939661515821,0.3037837837837838,0.13357778941854373,0.3804614629356897,0.22017673048600883,0.22628827483196415,0.16654219566840925,1,0,1,1,1,1,1,1,1,Highest
06001408500,001,5634,5634,5628,5628,5222,1667,1109,5485,194,312,902,1949,570,320,253,0.9735534256301029,0.034433794817181396,0.2813345356176736,0.17273075450019149,0.3463041933191187,0.10127931769722814,0.19196160767846432,0.15176964607078583,1,0,1,1,0,1,1,0,1,Higher
06001408600,001,6519,6519,6396,6478,6141,1995,1394,6121,156,413,592,2123,577,275,75,0.938947691363706,0.02393005062126093,0.2962697274031564,0.09640123758345547,0.3319262038774234,0.08907070083359062,0.13784461152882205,0.03759398496240601,1,0,1,0,0,1,0,0,1,Higher
06001408700,001,7456,7456,7444,7447,7031,2664,1450,6783,324,460,771,3791,660,715,248,0.9097371244635193,0.04345493562231759,0.31724137931034485,0.10965723225714692,0.5092692101020957,0.08862629246676514,0.2683933933933934,0.09309309309309309,1,0,1,0,0,1,1,0,1,Higher
06001408800,001,7968,7968,7968,7968,7147,2358,1547,7640,139,553,832,4843,850,525,624,0.9588353413654619,0.017444779116465862,0.3574660633484163,0.11641248076115852,0.6078062248995983,0.10667670682730923,0.22264631043256997,0.26463104325699743,1,0,1,1,0,1,1,1,1,Higher
06001408900,001,3956,3956,3909,3956,3707,1133,739,3785,132,153,293,2070,435,276,153,0.9567745197168858,0.033367037411526794,0.2070365358592693,0.07903965470731049,0.5295471987720645,0.10995955510616785,0.2436010591350397,0.13503971756398941,1,0,1,0,0,1,1,0,1,Higher
06001409000,001,5039,5039,4939,5039,4455,1048,861,4874,195,200,349,1801,736,154,66,0.9672554078190118,0.03869815439571343,0.23228803716608595,0.07833894500561167,0.3646487143146386,0.1460607263345902,0.14694656488549618,0.06297709923664122,1,0,1,0,1,1,1,0,1,Higher
