,tract_geoid,county_fip_2021,tot_pop_poc_2021,tot_pop_se_2021,tot_pop_po_2021,tot_pop_ci_2021,tot_hh_2021,pop_zvhhs_2021,tot_fam_2021,tot_pop_ov_2021,pop_hus_re_2021,pop_poc_2021,pop_over75_2021,pop_spfam_2021,pop_lep_2021,pop_below2_2021,pop_disabi_2021,pct_poc_2021,pct_over75_2021,pct_spfam_2021,pct_lep_2021,pct_below2_2021,pct_disab_2021,pct_zvhhs_2021,pct_hus_re_2021,over75_1_2_2021,poc_1_2_2021,spfam_1_2_2021,disab_1_2_2021,lep_1_2_2021,below2_1_2_2021,zvhh_1_2_2021,hus_re_1_2_2021,epc_2050p_2021,epc_class_2021,ObjectId_2021,Shape__Area_2021,Shape__Length_2021,county_fip_2022,tot_pop_poc_2022,tot_pop_se_2022,tot_pop_po_2022,tot_pop_ci_2022,tot_pop_ov_2022,tot_hh_2022,tot_fam_2022,pop_poc_2022,pop_over75_2022,pop_spfam_2022,pop_lep_2022,pop_below2_2022,pop_disabi_2022,pop_hus_re_2022,pop_zvhhs_2022,pct_poc_2022,pct_over75_2022,pct_spfam_2022,pct_lep_2022,pct_below2_2022,pct_disab_2022,pct_hus_re_2022,pct_zvhhs_2022,poc_1_2_2022,over75_1_2_2022,spfam_1_2_2022,lep_1_2_2022,disab_1_2_2022,below2_1_2_2022,hus_re_1_2_2022,zvhh_1_2_2022,epc_2050p_2022,epc_class_2022,ObjectId_2022,Shape__Area_2022,Shape__Length_2022,epc_change,epc_change_class
518,06097151800,97,4730,4730,4566,4566,1973,62,1225,4464,42,1141,340,189,9,574,338,0.2412262,0.07188161,0.1542857,0.002016129,0.1257118,0.07402541,0.03142423,0.02128738,0,0,0,0,0,0,0,0,0,NA,819,4110252.48828125,9868.78551266077,97,4786,4786,4621,4630,4547,1996,1258,1045,285,287,10,438,301,44,30,0.2183452,0.05954868,0.2281399,0.002199252,0.09478468,0.0650108,0.02204409,0.01503006,0,0,1,0,0,0,0,0,0,NA,886,4071384.125,9829.51891728578,0,no_change
519,06013345114,13,6748,6748,6748,6748,2556,15,2127,6498,57,1300,951,104,55,529,458,0.1926497,0.1409307,0.04889516,0.008464143,0.0783936,0.06787197,0.005868545,0.02230047,1,0,0,0,0,0,0,0,0,NA,818,9090352.5859375,14287.3256989088,13,6571,6571,6571,6571,6398,2472,2014,1459,969,131,14,304,532,42,0,0.2220362,0.1474661,0.06504469,0.002188184,0.04626389,0.0809618,0.01699029,0.0,0,1,0,0,0,0,0,0,0,NA,121,9098251.85546875,14240.032733653,0,no_change
520,06085504507,85,6075,6075,6075,6075,1676,92,1389,5644,174,5378,286,181,595,988,517,0.8852675,0.04707819,0.1303096,0.1054217,0.1626337,0.08510288,0.0548926,0.1038186,0,1,0,0,0,0,0,0,0,NA,816,2798936.15234375,7940.00337674412,85,6238,6238,6238,6238,5878,1658,1403,5490,281,148,566,1232,758,136,90,0.8800898,0.04504649,0.1054882,0.09629126,0.1974992,0.1215133,0.08202654,0.05428227,1,0,0,0,1,0,0,0,0,NA,1462,2809419.9296875,7933.7781560561,0,no_change
521,06097151702,97,4109,4109,3872,3949,1752,238,1033,3924,334,771,747,157,43,989,727,0.1876369,0.1817961,0.1519845,0.01095821,0.2554235,0.1840972,0.1358448,0.1906393,1,0,0,1,0,0,0,1,0,NA,815,6142077.66015625,16395.8455169918,97,4181,4181,3898,3992,4013,1781,1013,984,758,164,85,963,751,310,278,0.2353504,0.1812963,0.1618954,0.02118116,0.2470498,0.1881263,0.1740595,0.1560921,0,1,1,0,1,1,1,0,1,High,884,6141325.06640625,16395.8123376282,1,gain
522,06013345113,13,5060,5060,5060,5060,1795,59,1454,4738,9,2466,311,52,220,606,197,0.4873518,0.06146245,0.03576341,0.04643309,0.1197628,0.03893281,0.03286908,0.005013927,0,0,0,0,0,0,0,0,0,NA,814,8719067.5390625,13889.7107326192,13,4767,4767,4767,4767,4442,1743,1402,2420,358,65,214,520,293,30,83,0.5076568,0.07509965,0.04636234,0.0481765,0.1090833,0.06146423,0.0172117,0.04761905,0,0,0,0,0,0,0,0,0,NA,120,8719629.4375,13879.3649817383,0,no_change
523,06013345112,13,7142,7142,7127,7125,2536,97,2018,6713,179,3985,276,256,364,511,294,0.5579669,0.03864464,0.1268583,0.05422315,0.07169917,0.04126316,0.03824921,0.0705836,0,0,0,0,0,0,0,0,0,NA,812,13640068.3945313,19493.9968633272,13,7723,7723,7723,7701,7201,2676,2121,4931,347,206,337,420,367,197,125,0.6384825,0.04493073,0.097124,0.04679906,0.05438301,0.04765615,0.07361734,0.04671151,0,0,0,0,0,0,0,0,0,NA,119,13640068.3945313,19493.9968633272,0,no_change
524,06097151701,97,3838,3838,3819,3830,1536,30,1036,3399,292,1185,196,185,34,522,351,0.3087546,0.05106826,0.1785714,0.01000294,0.136685,0.09164491,0.01953125,0.1901042,0,0,1,0,0,0,0,1,0,NA,811,2339020.19140625,7591.52524788965,97,3667,3667,3649,3658,3325,1558,978,1168,195,133,68,504,337,247,17,0.3185165,0.05317698,0.1359918,0.02045113,0.13812,0.09212685,0.1585366,0.01091142,0,0,0,0,0,0,1,0,0,NA,882,2341407.25,7591.46043347933,0,no_change
525,06085504505,85,10522,10522,10492,10480,3561,250,2458,9551,130,9388,317,164,667,1231,498,0.8922258,0.03012735,0.06672091,0.06983562,0.1173275,0.04751908,0.070205,0.0365066,0,1,0,0,0,0,0,0,0,NA,810,3081574.359375,7952.2400231167,85,10682,10682,10658,10654,9739,3933,2728,9787,213,184,654,1277,549,220,249,0.9162142,0.01994009,0.06744868,0.06715269,0.1198161,0.05152994,0.05593694,0.06331045,1,0,0,0,0,0,0,0,0,NA,1460,3073688.2265625,7886.58551867926,0,no_change
526,06013345111,13,5875,5875,5847,5875,1950,59,1555,5438,199,4178,219,184,62,828,376,0.7111489,0.0372766,0.118328,0.01140125,0.1416111,0.064,0.03025641,0.1020513,0,0,0,0,0,0,0,0,0,NA,808,3727585.19140625,8590.53812210664,13,5850,5850,5806,5850,5436,2037,1581,4155,198,157,159,800,312,180,72,0.7102564,0.03384615,0.09930424,0.02924945,0.1377885,0.05333333,0.08836524,0.0353461,0,0,0,0,0,0,0,0,0,NA,118,3727585.19140625,8590.53812210664,0,no_change
527,06097151602,97,3123,3123,3123,3123,1731,81,794,3023,151,278,1011,0,0,207,615,0.08901697,0.3237272,0.0,0.0,0.06628242,0.196926,0.04679376,0.08723281,1,0,0,1,0,0,0,0,0,NA,807,54191281.5703125,38634.5199618334,97,3182,3182,3182,3182,3073,1742,753,435,1104,0,0,272,628,161,88,0.1367065,0.3469516,0.0,0.0,0.08548083,0.1973602,0.0924225,0.05051665,0,1,0,0,1,0,0,0,0,NA,880,54207119.6640625,38701.2583158439,0,no_change
528,06001433000,1,3871,3871,3871,3871,1387,29,1067,3557,68,2488,378,145,339,899,405,0.642728,0.09764919,0.135895,0.09530503,0.2322397,0.1046241,0.02090844,0.04902668,0,0,0,0,0,0,0,0,0,NA,806,2107913.08203125,7227.92274110987,1,3799,3799,3788,3799,3528,1354,1033,2450,406,170,418,854,432,58,49,0.6449066,0.1068702,0.1645692,0.1184807,0.2254488,0.1137141,0.04283604,0.03618907,0,1,1,1,0,0,0,0,0,NA,932,2104396.16796875,7221.48181908815,0,no_change
529,06085504424,85,5448,5448,5448,5448,1556,83,1302,5291,72,4781,361,92,425,710,667,0.8775697,0.06626285,0.07066052,0.08032508,0.1303231,0.1224303,0.0533419,0.04627249,0,1,0,1,0,0,0,0,0,NA,805,40667034.0234375,33110.6204213452,85,5269,5269,5269,5269,5131,1560,1342,4621,395,76,485,914,615,101,102,0.8770165,0.07496679,0.05663189,0.09452348,0.1734675,0.1167204,0.06474359,0.06538462,1,0,0,0,0,0,0,0,0,NA,1459,40669073.4648438,33128.9620882437,0,no_change
530,06013345105,13,6180,6180,6175,6175,2202,74,1690,5896,82,1745,273,101,0,570,449,0.2823625,0.04417476,0.05976331,0.0,0.09230769,0.07271255,0.03360581,0.03723887,0,0,0,0,0,0,0,0,0,NA,804,5913938.65625,13015.9633004474,13,6233,6233,6227,6227,5929,2097,1625,2359,345,154,29,275,443,13,27,0.3784694,0.05535055,0.09476923,0.004891213,0.04416252,0.0711418,0.006199332,0.01287554,0,0,0,0,0,0,0,0,0,NA,117,5905526.58203125,12979.0132380578,0,no_change
531,06001432602,1,3031,3031,2914,2914,1287,89,670,2912,212,2611,156,89,218,428,324,0.8614319,0.05146816,0.1328358,0.07486264,0.1468771,0.1111874,0.06915307,0.1647242,0,1,0,0,0,0,0,1,0,NA,803,969419.609375,4242.44055678794,1,3123,3123,2985,2985,2957,1276,697,2680,153,130,258,495,328,241,126,0.8581492,0.04899136,0.1865136,0.08725059,0.1658292,0.1098827,0.1888715,0.09874608,1,0,1,0,0,0,1,0,0,NA,925,969419.609375,4242.44055678794,0,no_change
532,06097151601,97,2749,2749,2637,2637,1657,138,694,2731,190,329,1089,0,17,213,708,0.1196799,0.3961441,0.0,0.006224826,0.08077361,0.2684869,0.08328304,0.1146651,1,0,0,1,0,0,0,0,0,NA,802,89348072.8945313,56103.148536992,97,2697,2697,2642,2642,2671,1650,674,397,1064,0,19,360,779,245,111,0.1472006,0.3945124,0.0,0.00711344,0.1362604,0.2948524,0.1484849,0.06727273,0,1,0,0,1,0,1,0,0,NA,878,89362211.0117188,56541.1082075968,0,no_change
533,06085504422,85,3281,3281,3281,3281,961,69,782,3118,18,3015,307,115,510,548,333,0.9189271,0.09356903,0.1470588,0.1635664,0.1670222,0.1014934,0.07180021,0.01873049,0,1,0,0,1,0,0,0,0,NA,801,1394557.7578125,5131.47894277291,85,3316,3316,3316,3316,3163,932,762,3094,238,128,515,860,339,52,64,0.9330519,0.07177322,0.167979,0.1628201,0.2593486,0.1022316,0.05579399,0.06866953,1,0,1,1,0,1,0,0,1,High,1457,1394557.7578125,5131.47894277291,1,gain
534,06085504421,85,5682,5682,5682,5682,1565,17,1413,5450,34,5153,357,164,248,569,465,0.906899,0.06282999,0.1160651,0.04550459,0.1001408,0.08183738,0.01086262,0.02172524,0,1,0,0,0,0,0,0,0,NA,798,2515121.72265625,7520.62988706784,85,5631,5631,5608,5631,5433,1552,1400,4937,351,180,321,640,437,43,17,0.8767537,0.06233351,0.1285714,0.05908338,0.1141227,0.07760611,0.02770619,0.01095361,1,0,0,0,0,0,0,0,0,NA,1456,2515121.72265625,7520.62988706784,0,no_change
535,06085504418,85,4318,4318,4312,4312,1213,43,1021,4159,144,3996,304,83,907,853,532,0.9254285,0.07040296,0.08129285,0.2180813,0.19782,0.1233766,0.0354493,0.1187139,0,1,0,1,1,0,0,0,0,NA,797,1644141.91015625,5244.03145452545,85,4118,4118,4114,4114,3985,1200,1028,3854,296,113,878,948,544,199,68,0.9358912,0.07187955,0.1099222,0.2203262,0.2304327,0.1322314,0.1658333,0.05666667,1,0,0,1,1,0,1,0,0,NA,1455,1644141.91015625,5244.03145452545,0,no_change
536,06013380001,13,2853,2853,2853,2853,1637,26,680,2778,119,1807,218,9,30,300,379,0.6333684,0.07641079,0.01323529,0.01079914,0.1051525,0.1328426,0.01588271,0.07269395,0,0,0,1,0,0,0,0,0,NA,795,6616568.00390625,17474.3033191749,13,2896,2896,2896,2896,2788,1720,663,1700,267,19,12,269,336,139,29,0.5870166,0.09219613,0.02865762,0.004304161,0.09288674,0.1160221,0.08081395,0.01686046,0,0,0,0,0,0,0,0,0,NA,216,5821446.41796875,15404.8942313596,0,no_change
537,06097151506,97,5877,5877,5877,5877,2498,207,1481,5713,348,1343,675,145,133,1537,1087,0.2285179,0.1148545,0.09790682,0.02328024,0.261528,0.1849583,0.0828663,0.1393114,1,0,0,1,0,1,0,0,0,NA,794,4061548.78125,11406.4814543659,97,6592,6592,6592,6592,6366,2540,1617,1446,588,176,142,1619,824,246,111,0.2193568,0.08919903,0.1088435,0.022306,0.2456007,0.125,0.0968504,0.04370079,0,0,0,0,1,1,0,0,0,NA,876,4011063.88671875,11409.4647293527,0,no_change
538,06085504416,85,3974,3974,3957,3974,1115,32,901,3712,54,3181,193,45,331,288,229,0.8004529,0.04856568,0.04994451,0.08917026,0.07278241,0.05762456,0.02869955,0.04843049,0,1,0,0,0,0,0,0,0,NA,793,1784954.921875,5917.36323645443,85,3927,3927,3927,3914,3650,1129,936,3080,254,26,376,324,260,76,54,0.7843137,0.06468042,0.02777778,0.1030137,0.08250573,0.06642821,0.06731621,0.04782994,1,0,0,0,0,0,0,0,0,NA,1454,1784954.921875,5917.36323645443,0,no_change
539,06013369002,13,2826,2826,2826,2826,1010,16,643,2654,83,1948,77,74,191,800,277,0.6893135,0.02724699,0.1150855,0.07196684,0.2830856,0.0980184,0.01584158,0.08217822,0,0,0,0,0,1,0,0,0,NA,791,2439414.97265625,7732.06446727468,13,2728,2728,2728,2728,2537,1034,629,1621,123,104,118,824,267,109,0,0.5942082,0.04508798,0.1653418,0.04651163,0.3020528,0.0978739,0.1054159,0.0,0,0,1,0,0,1,0,0,0,NA,205,2441304.26171875,7735.9663583715,0,no_change
540,06097151505,97,1325,1325,1303,1325,515,0,417,1284,3,90,96,40,0,254,89,0.06792453,0.07245283,0.09592326,0.0,0.1949348,0.06716981,0.0,0.005825242,0,0,0,0,0,0,0,0,0,NA,790,40124072.2617188,37528.7193851081,97,1305,1305,1255,1305,1298,495,408,72,69,75,0,219,85,27,0,0.05517241,0.05287356,0.1838235,0.0,0.174502,0.0651341,0.05454545,0.0,0,0,1,0,0,0,0,0,0,NA,874,40134651.2070313,37529.0611889513,0,no_change
541,06085504415,85,5026,5026,5022,5026,1486,31,1209,4811,48,4324,316,51,262,649,441,0.8603263,0.06287306,0.04218362,0.05445853,0.1292314,0.08774373,0.02086137,0.03230148,0,1,0,0,0,0,0,0,0,NA,788,1914037.86328125,6632.61213054272,85,4690,4690,4690,4690,4486,1473,1209,3992,346,29,320,296,452,19,28,0.8511727,0.07377399,0.02398677,0.07133304,0.063113,0.09637526,0.01289885,0.01900882,1,0,0,0,0,0,0,0,0,NA,1453,1914037.86328125,6632.61213054272,0,no_change
542,06097151504,97,4121,4121,4027,4034,1382,36,1097,4014,38,797,255,42,27,264,449,0.1933997,0.06187819,0.03828624,0.006726457,0.06555749,0.1113039,0.0260492,0.02749638,0,0,0,0,0,0,0,0,0,NA,786,2480236.12890625,7400.873943325,97,4178,4178,4067,4075,4035,1397,1144,1036,362,57,26,350,620,19,15,0.2479655,0.08664433,0.04982518,0.006443618,0.08605852,0.1521472,0.01360057,0.01073729,0,0,0,0,1,0,0,0,0,NA,872,2528384.81640625,7410.32763552197,0,no_change
543,06013360102,13,4932,4932,4923,4923,1620,59,1296,4783,22,2426,475,61,255,441,767,0.4918897,0.09630981,0.0470679,0.05331382,0.08957952,0.1557993,0.03641975,0.01358025,0,0,0,1,0,0,0,0,0,NA,785,10003552.7617188,17067.3671795614,13,5030,5030,5025,5025,4877,1588,1314,2590,477,66,290,605,735,23,58,0.5149105,0.09483101,0.05022831,0.05946279,0.120398,0.1462687,0.01448363,0.03652393,0,0,0,0,1,0,0,0,0,NA,190,10006137.7421875,17067.8822159978,0,no_change
544,06085504414,85,5113,5113,5113,5113,1586,14,1240,4954,32,4616,491,159,573,830,482,0.9027968,0.09602973,0.1282258,0.1156641,0.1623313,0.09426951,0.008827238,0.02017654,0,1,0,0,1,0,0,0,0,NA,784,2806884.40625,6813.44848764255,85,5296,5296,5296,5296,5152,1650,1263,4719,477,156,666,1005,446,85,17,0.8910499,0.09006798,0.1235154,0.1292702,0.1897659,0.0842145,0.05151515,0.01030303,1,0,0,1,0,0,0,0,0,NA,1452,2806884.40625,6813.44848764255,0,no_change
545,06085504413,85,2099,2099,2099,2090,775,127,541,1986,180,1817,259,11,217,379,253,0.8656503,0.1233921,0.02033272,0.1092649,0.1805622,0.1210526,0.163871,0.2322581,1,1,0,1,0,0,1,1,0,NA,782,989209.140625,4646.96116461885,85,2048,2048,2048,2048,1969,783,574,1876,271,21,238,415,264,178,152,0.9160156,0.1323242,0.03658536,0.1208735,0.2026367,0.1289063,0.2273308,0.1941252,1,1,0,1,1,0,1,1,0,NA,1451,989209.140625,4646.96116461885,0,no_change
546,06097151503,97,3190,3190,3190,3190,1269,0,994,3135,27,576,318,15,0,261,302,0.1805643,0.09968652,0.01509054,0.0,0.08181818,0.09467085,0.0,0.0212766,0,0,0,0,0,0,0,0,0,NA,781,24186095.4726563,35551.4615066908,97,3165,3165,3165,3165,3119,1226,980,606,388,28,25,366,296,28,7,0.1914692,0.1225908,0.02857143,0.00801539,0.1156398,0.09352291,0.0228385,0.005709625,0,1,0,0,0,0,0,0,0,NA,869,24146470.9023438,35576.6694416786,0,no_change
547,06013359105,13,4746,4746,4731,4739,1786,48,1206,4445,59,4024,337,88,138,284,479,0.8478719,0.07100716,0.07296849,0.03104612,0.06002959,0.1010762,0.0268757,0.03303472,0,1,0,0,0,0,0,0,0,NA,780,3048408.0703125,7457.01859443454,13,4927,4927,4914,4923,4597,1805,1156,4357,317,46,134,231,481,83,46,0.884311,0.06433935,0.03979239,0.02914944,0.04700855,0.09770465,0.04598338,0.02548476,1,0,0,0,0,0,0,0,0,NA,185,3052702.5703125,7418.25107359631,0,no_change
548,06085504412,85,5153,5153,5107,5146,1401,19,1077,4902,136,4651,62,92,863,1089,349,0.902581,0.01203183,0.08542247,0.1760506,0.2132367,0.06781966,0.01356174,0.09707352,0,1,0,0,1,0,0,0,0,NA,778,1544075.0078125,5200.7168800155,85,5044,5044,4997,5038,4738,1416,1135,4654,88,122,908,899,317,108,30,0.9226804,0.01744647,0.107489,0.191642,0.1799079,0.06292179,0.07627118,0.02118644,1,0,0,1,0,0,0,0,0,NA,1450,1544075.0078125,5200.7168800155,0,no_change
549,06085504411,85,6006,6006,5948,6006,1562,18,1309,5785,22,5140,323,79,872,822,504,0.8558109,0.05377955,0.06035141,0.1507347,0.1381977,0.08391608,0.01152369,0.01408451,0,1,0,0,1,0,0,0,0,NA,773,2169240.421875,6152.94912565612,85,5901,5901,5846,5901,5694,1580,1294,4950,350,94,891,843,603,32,9,0.8388409,0.05931198,0.07264297,0.1564805,0.1442012,0.1021861,0.02025316,0.005696203,1,0,0,1,0,0,0,0,0,NA,1449,2169240.421875,6152.94912565612,0,no_change
550,06013354002,13,7298,7298,7248,7259,2821,123,2091,7228,0,1822,949,67,72,494,712,0.2496574,0.1300356,0.03204209,0.009961261,0.06815673,0.09808514,0.04360156,0.0,1,0,0,0,0,0,0,0,0,NA,772,23566645.8984375,24422.1771595433,13,6943,6943,6889,6900,6867,2841,1920,1639,1086,50,121,697,722,0,247,0.2360651,0.1564165,0.02604167,0.0176205,0.1011758,0.1046377,0.0,0.08694122,0,1,0,0,0,0,0,0,0,NA,153,23553109.0742188,24503.31581993,0,no_change
551,06085504323,85,6081,6081,6061,6081,1900,199,1436,5555,142,5304,394,93,889,872,559,0.872225,0.06479198,0.06476323,0.160036,0.1438707,0.09192567,0.1047368,0.07473684,0,1,0,0,1,0,0,0,0,NA,769,2044691.33984375,7322.31781151107,85,5733,5733,5721,5733,5193,1846,1410,4973,379,95,748,811,413,127,149,0.8674341,0.06610849,0.06737588,0.14404,0.1417584,0.07203908,0.0687974,0.08071506,1,0,0,1,0,0,0,0,0,NA,1447,2052709.17578125,7447.95432784728,0,no_change
552,06013354001,13,2332,2332,2332,2332,843,0,647,2246,15,598,223,39,10,134,145,0.2564322,0.09562607,0.06027821,0.00445236,0.05746141,0.06217839,0.0,0.01779359,0,0,0,0,0,0,0,0,0,NA,768,22050536.859375,24839.7427973191,13,2396,2396,2396,2396,2287,849,662,675,234,39,9,155,190,37,0,0.2817195,0.09766277,0.05891239,0.003935286,0.06469115,0.07929883,0.04358068,0.0,0,0,0,0,0,0,0,0,0,NA,152,22013431.9257813,24859.4788890651,0,no_change
553,06001408300,1,5208,5208,5208,5208,1894,124,1155,4918,65,4118,202,81,278,964,606,0.7907066,0.03878648,0.07012987,0.05652704,0.1850998,0.1163594,0.06546991,0.0343189,0,1,0,0,0,0,0,0,0,NA,767,2461775.3828125,7918.60251021131,1,4791,4791,4791,4791,4407,1856,1071,3745,234,74,114,920,588,112,98,0.781674,0.04884158,0.06909431,0.02586794,0.1920267,0.1227301,0.06034483,0.05280172,1,0,0,0,1,0,0,0,0,NA,658,2461775.3828125,7918.60251021131,0,no_change
554,06097151403,97,4827,4827,4807,4784,1784,0,1121,4562,196,2534,153,244,78,985,281,0.5249637,0.03169671,0.2176628,0.01709776,0.2049095,0.05873746,0.0,0.1098655,0,0,1,0,0,0,0,0,0,NA,766,18091670.6210938,23394.8864005306,97,4604,4604,4599,4563,4291,1817,1071,2611,206,215,163,759,320,266,171,0.5671155,0.0447437,0.200747,0.03798648,0.1650359,0.0701293,0.1463952,0.09411117,0,0,1,0,0,0,1,0,0,NA,861,18105167.7578125,23405.2794901542,0,no_change
555,06085504322,85,6192,6192,6192,6192,2106,48,1506,5684,311,5452,312,38,763,1302,561,0.880491,0.0503876,0.0252324,0.1342365,0.2102713,0.09060077,0.02279202,0.1476733,0,1,0,0,1,0,0,1,0,NA,765,5076268.10546875,8940.74243676168,85,6103,6103,6103,6103,5649,2144,1422,5550,272,40,652,972,609,211,55,0.9093888,0.04456824,0.0281294,0.1154187,0.1592659,0.09978699,0.09841418,0.02565298,1,0,0,1,0,0,0,0,0,NA,1446,5075810.64453125,8940.67415226869,0,no_change
556,06013351200,13,5546,5546,5496,5531,1952,15,1664,5269,0,977,567,138,35,192,235,0.176163,0.1022358,0.0829327,0.006642627,0.0349345,0.0424878,0.007684426,0.0,1,0,0,0,0,0,0,0,0,NA,764,14517171.96875,16692.0474009029,13,5525,5525,5482,5509,5252,1971,1716,1059,587,145,8,271,268,0,16,0.1916742,0.1062443,0.08449884,0.001523229,0.04943451,0.04864767,0.0,0.008117707,0,1,0,0,0,0,0,0,0,NA,144,14517171.96875,16692.0474009029,0,no_change
557,06097151310,97,5570,5570,4056,5570,1512,107,762,5422,336,2591,185,113,214,923,625,0.4651706,0.03321365,0.148294,0.03946883,0.2275641,0.1122083,0.07076719,0.2222222,0,0,0,0,0,0,0,1,0,NA,763,3963417.828125,9976.28290240969,97,5838,5838,3967,5838,5656,1553,822,2995,172,122,111,804,596,254,65,0.5130181,0.02946214,0.1484185,0.01962518,0.202672,0.1020898,0.1635544,0.04185447,0,0,0,0,0,0,1,0,0,NA,857,3963417.828125,9976.28290240969,0,no_change
558,06001408200,1,4983,4983,4983,4983,2003,336,1248,4663,273,4143,159,343,229,1105,521,0.8314269,0.03190849,0.2748397,0.04911001,0.221754,0.1045555,0.1677484,0.1362956,0,1,1,0,0,0,1,0,0,NA,762,1449569.59765625,4803.58305918213,1,4471,4471,4442,4471,4192,1922,1045,3719,246,244,239,943,302,279,325,0.831805,0.05502125,0.2334928,0.05701336,0.2122918,0.06754641,0.1451613,0.1690947,1,0,1,0,0,0,1,1,0,NA,654,1449569.59765625,4803.58305918213,0,no_change
559,06013345101,13,6900,6900,6845,6891,2132,38,1800,6388,51,4404,392,89,280,252,322,0.6382608,0.05681159,0.04944444,0.04383219,0.03681519,0.04672762,0.01782364,0.0239212,0,0,0,0,0,0,0,0,0,NA,761,3470856.3984375,7761.82758097694,13,6622,6622,6552,6613,6138,2119,1740,4266,546,57,297,260,489,61,100,0.6442162,0.08245243,0.03275862,0.0483871,0.03968254,0.07394526,0.02878716,0.04719207,0,0,0,0,0,0,0,0,0,NA,114,3470856.3984375,7761.82758097694,0,no_change
560,06085504320,85,3038,3038,3038,3038,902,52,752,2961,63,2546,290,114,372,488,285,0.8380514,0.09545754,0.1515957,0.1256332,0.160632,0.09381172,0.05764967,0.06984479,0,1,0,0,1,0,0,0,0,NA,760,1462480.328125,4746.94100477983,85,3000,3000,3000,3000,2930,912,744,2584,320,96,305,596,296,61,51,0.8613333,0.1066667,0.1290323,0.1040956,0.1986667,0.09866667,0.06688596,0.05592105,1,1,0,0,0,0,0,0,0,NA,1444,1462480.328125,4746.94100477983,0,no_change
561,06097151307,97,5690,5690,5653,5690,1946,6,1436,5270,188,1940,207,198,68,807,460,0.340949,0.03637961,0.137883,0.01290323,0.1427561,0.08084358,0.003083248,0.09660843,0,0,0,0,0,0,0,0,0,NA,759,7351181.48046875,11649.8783566886,97,5254,5254,5219,5254,4920,1832,1359,1596,253,221,57,632,375,165,29,0.3037685,0.04815379,0.1626196,0.01158537,0.121096,0.07137419,0.0900655,0.01582969,0,0,1,0,0,0,0,0,0,NA,852,7344271.08984375,11643.8427693963,0,no_change
562,06013343003,13,3691,3691,3691,3691,1349,8,1092,3556,9,875,354,27,102,140,326,0.2370631,0.09590897,0.02472528,0.02868391,0.0379301,0.08832294,0.005930319,0.006671608,0,0,0,0,0,0,0,0,0,NA,758,8781468.28125,17016.9903074608,13,3847,3847,3847,3847,3696,1392,1111,799,419,33,49,221,316,10,15,0.2076943,0.108916,0.02970297,0.01325758,0.05744736,0.08214193,0.007183908,0.01077586,0,1,0,0,0,0,0,0,0,NA,113,8776671.3984375,17006.7912755054,0,no_change
563,06085504316,85,5387,5387,5367,5387,1513,36,1239,5198,80,5020,288,47,953,652,393,0.931873,0.05346204,0.03793382,0.1833397,0.1214831,0.0729534,0.02379379,0.05287508,0,1,0,0,1,0,0,0,0,NA,757,1798467.91796875,6302.79661330621,85,5410,5410,5391,5410,5170,1510,1300,5053,408,41,1006,612,505,60,22,0.9340111,0.07541589,0.03153846,0.1945841,0.1135225,0.09334566,0.0397351,0.01456954,1,0,0,1,0,0,0,0,0,NA,1440,1798467.91796875,6302.79661330621,0,no_change
564,06001408100,1,6982,6982,6982,6982,2815,13,1912,6514,137,4372,520,120,112,460,486,0.6261816,0.07447723,0.06276151,0.01719374,0.0658837,0.06960756,0.004618117,0.04866785,0,0,0,0,0,0,0,0,0,NA,756,14302809.9179688,21067.1172147641,1,7313,7313,7313,7313,6890,2922,1952,4582,736,127,162,637,544,144,13,0.6265554,0.1006427,0.06506147,0.02351234,0.08710515,0.07438808,0.04928131,0.004449008,0,1,0,0,0,0,0,0,0,NA,651,14277006.75,21184.2822232858,0,no_change
565,06013343001,13,5747,5747,5747,5747,2163,150,1646,5630,163,1715,329,165,90,601,605,0.2984166,0.05724726,0.100243,0.01598579,0.1045763,0.1052723,0.06934813,0.0753583,0,0,0,0,0,0,0,0,0,NA,755,4233355.5703125,11001.3727876387,13,5940,5940,5901,5940,5856,2282,1687,1602,335,135,90,406,550,119,131,0.269697,0.05639731,0.08002371,0.01536885,0.06880189,0.09259259,0.05214724,0.05740578,0,0,0,0,0,0,0,0,0,NA,111,4238152.453125,10991.1737556834,0,no_change
566,06001408000,1,2952,2952,2490,2952,1081,45,707,2749,32,1228,287,32,30,131,416,0.4159892,0.09722222,0.04526167,0.01091306,0.05261044,0.1409214,0.04162812,0.02960222,0,0,0,1,0,0,0,0,0,NA,753,3114076.8046875,8586.9958150047,1,2860,2860,2436,2836,2702,1074,695,1124,295,40,20,111,499,51,61,0.393007,0.1031469,0.05755396,0.007401925,0.0455665,0.175952,0.04748603,0.05679702,0,1,0,0,1,0,0,0,0,NA,644,3114076.8046875,8586.9958150047,0,no_change
567,06085504315,85,6841,6841,6819,6841,1910,8,1675,6657,55,5960,316,105,678,539,474,0.8712177,0.04619208,0.06268657,0.1018477,0.07904385,0.06928811,0.004188482,0.02879581,0,1,0,0,0,0,0,0,0,NA,752,2522799.87890625,6806.3365702081,85,6719,6719,6704,6719,6553,1880,1676,5920,350,73,640,525,441,58,0,0.8810835,0.05209108,0.04355609,0.09766519,0.07831146,0.06563476,0.03085106,0.0,1,0,0,0,0,0,0,0,0,NA,1439,2522799.87890625,6806.3365702081,0,no_change
