,tract_geoid,county_fip_2021,tot_pop_poc_2021,tot_pop_se_2021,tot_pop_po_2021,tot_pop_ci_2021,tot_hh_2021,pop_zvhhs_2021,tot_fam_2021,tot_pop_ov_2021,pop_hus_re_2021,pop_poc_2021,pop_over75_2021,pop_spfam_2021,pop_lep_2021,pop_below2_2021,pop_disabi_2021,pct_poc_2021,pct_over75_2021,pct_spfam_2021,pct_lep_2021,pct_below2_2021,pct_disab_2021,pct_zvhhs_2021,pct_hus_re_2021,over75_1_2_2021,poc_1_2_2021,spfam_1_2_2021,disab_1_2_2021,lep_1_2_2021,below2_1_2_2021,zvhh_1_2_2021,hus_re_1_2_2021,epc_2050p_2021,epc_class_2021,ObjectId_2021,Shape__Area_2021,Shape__Length_2021,county_fip_2022,tot_pop_poc_2022,tot_pop_se_2022,tot_pop_po_2022,tot_pop_ci_2022,tot_pop_ov_2022,tot_hh_2022,tot_fam_2022,pop_poc_2022,pop_over75_2022,pop_spfam_2022,pop_lep_2022,pop_below2_2022,pop_disabi_2022,pop_hus_re_2022,pop_zvhhs_2022,pct_poc_2022,pct_over75_2022,pct_spfam_2022,pct_lep_2022,pct_below2_2022,pct_disab_2022,pct_hus_re_2022,pct_zvhhs_2022,poc_1_2_2022,over75_1_2_2022,spfam_1_2_2022,lep_1_2_2022,disab_1_2_2022,below2_1_2_2022,hus_re_1_2_2022,zvhh_1_2_2022,epc_2050p_2022,epc_class_2022,ObjectId_2022,Shape__Area_2022,Shape__Length_2022,epc_change,epc_change_class
10,06081604104,81,3980,3980,3946,3946,1174,37,723,3841,186,3309,33,89,685,546,357,0.831407,0.008291457,0.1230982,0.178339,0.138368,0.09047136,0.03151618,0.1584327,0,1,0,0,1,0,0,1,0,NA,245,859573.875,4492.60196905126,81,3862,3862,3822,3822,3743,1145,661,3249,70,125,693,637,372,265,49,0.841274,0.01812532,0.1891074,0.1851456,0.1666667,0.09733124,0.2314411,0.04279476,1,0,1,1,0,0,1,0,0,NA,1156,859573.875,4492.60196905126,0,no_change
11,06081604103,81,4339,4339,4328,4328,1481,216,1027,4130,410,3796,203,190,324,848,350,0.8748559,0.04678497,0.1850049,0.07845037,0.1959335,0.08086876,0.1458474,0.27684,0,1,1,0,0,0,0,1,0,NA,244,921102.625,5332.32364848944,81,4344,4344,4305,4333,4179,1431,954,3597,217,187,525,846,378,415,242,0.8280387,0.04995396,0.1960168,0.1256281,0.1965157,0.08723748,0.290007,0.1691125,1,0,1,1,0,0,1,1,0,NA,1154,918439.33984375,5234.02943586118,0,no_change
12,06081604102,81,2969,2969,2969,2969,1567,219,602,2878,344,2185,137,64,148,446,255,0.735938,0.04614348,0.1063123,0.0514246,0.1502189,0.08588751,0.1397575,0.2195278,0,1,0,0,0,0,0,1,0,NA,243,3706059.8671875,9150.56437880981,81,3164,3164,3164,3154,3081,1599,652,2463,213,78,273,441,277,307,241,0.778445,0.06731985,0.1196319,0.08860759,0.1393805,0.08782499,0.191995,0.1507192,1,0,0,0,0,0,1,0,0,NA,1152,3694473.28125,9186.19477907567,0,no_change
13,06081604000,81,3311,3311,3311,3311,1169,64,977,3079,27,1809,275,130,76,348,258,0.5463606,0.08305648,0.1330604,0.02468334,0.1051042,0.07792208,0.05474765,0.02309666,0,0,0,0,0,0,0,0,0,NA,242,1472213.37890625,4967.62678952445,81,3273,3273,3273,3273,3024,1164,965,1762,310,88,102,235,255,19,68,0.538344,0.09471433,0.09119171,0.03373016,0.07179957,0.07791018,0.01632302,0.05841924,0,0,0,0,0,0,0,0,0,NA,1150,1472213.37890625,4967.62678952445,0,no_change
14,06081603900,81,5863,5863,5863,5840,2090,35,1478,5756,117,3565,198,160,267,1084,253,0.6080505,0.03377111,0.1082544,0.04638638,0.1848883,0.04332192,0.01674641,0.05598086,0,0,0,0,0,0,0,0,0,NA,241,3095986.1875,9807.10748424368,81,5633,5633,5633,5592,5466,2101,1500,3163,292,236,220,632,341,203,46,0.5615125,0.05183739,0.1573333,0.04024881,0.112196,0.06097997,0.09662066,0.02189434,0,0,0,0,0,0,0,0,0,NA,1148,3097986.734375,9814.32749027903,0,no_change
15,06081603801,81,2314,2314,2314,2314,1158,72,502,2276,81,1782,116,24,129,275,244,0.7700951,0.05012964,0.04780877,0.05667838,0.1188418,0.1054451,0.06217616,0.06994819,0,1,0,0,0,0,0,0,0,NA,240,349848.73828125,2855.31440029434,81,1992,1992,1992,1992,1929,1173,445,1386,153,25,172,160,226,8,55,0.6957831,0.07680723,0.05617978,0.08916537,0.08032128,0.1134538,0.006820119,0.04688832,0,0,0,0,0,0,0,0,0,NA,1144,349848.73828125,2855.31440029434,0,no_change
16,06081603400,81,5779,5779,5672,5779,2117,70,1613,5437,182,2024,605,96,98,513,604,0.3502336,0.1046894,0.05951643,0.01802465,0.09044429,0.1045163,0.03306566,0.08597071,1,0,0,0,0,0,0,0,0,NA,239,18531947.3242188,25189.9007353646,81,5819,5819,5819,5819,5433,2101,1609,2113,554,111,46,362,489,217,14,0.3631208,0.09520536,0.06898694,0.008466777,0.06221,0.08403505,0.1032842,0.006663493,0,0,0,0,0,0,0,0,0,NA,1140,18458020.2304688,25350.2805190332,0,no_change
17,06081603300,81,6686,6686,6674,6686,2466,129,1826,6451,160,2013,565,128,152,750,633,0.3010769,0.08450493,0.07009858,0.02356224,0.1123764,0.09467544,0.05231144,0.0648824,0,0,0,0,0,0,0,0,0,NA,238,12782300.609375,23677.1437865599,81,6427,6427,6415,6426,6161,2360,1735,1840,519,160,144,757,736,108,96,0.2862922,0.08075307,0.09221902,0.02337283,0.1180047,0.1145347,0.04576271,0.04067796,0,0,0,0,0,0,0,0,0,NA,1138,12782300.609375,23677.1437865599,0,no_change
18,06081603100,81,3326,3326,3321,3321,1077,27,885,3007,48,1520,168,91,114,375,111,0.4570054,0.05051113,0.1028249,0.03791154,0.1129178,0.03342367,0.02506964,0.04456824,0,0,0,0,0,0,0,0,0,NA,237,11713026.578125,17547.496438283,81,3368,3368,3362,3362,3072,1132,891,1575,200,53,128,395,137,37,13,0.4676366,0.05938242,0.05948373,0.04166667,0.1174896,0.04074955,0.03268551,0.0114841,0,0,0,0,0,0,0,0,0,NA,1134,11701746.359375,17620.2616293363,0,no_change
19,06081603000,81,4539,4539,4474,4525,1963,111,1087,4320,207,1970,190,152,76,739,388,0.4340163,0.04185944,0.1398344,0.01759259,0.1651766,0.08574586,0.0565461,0.1054508,0,0,0,0,0,0,0,0,0,NA,236,5710954.859375,10279.9501871638,81,4575,4575,4489,4560,4456,2012,1096,2005,187,165,85,596,404,204,121,0.4382514,0.04087432,0.1505474,0.0190754,0.132769,0.08859649,0.1013917,0.06013916,0,0,0,0,0,0,0,0,0,NA,1132,5707445.73046875,10281.6420932668,0,no_change
20,06081602800,81,4870,4870,4799,4853,1537,30,1143,4585,97,3679,415,269,126,541,443,0.7554415,0.08521561,0.2353456,0.02748092,0.1127318,0.09128374,0.01951854,0.06310996,0,1,1,0,0,0,0,0,0,NA,235,1908720.3046875,7023.39787618247,81,4734,4734,4671,4727,4463,1501,1141,3532,371,249,123,610,422,114,7,0.7460921,0.07836924,0.2182296,0.02755994,0.130593,0.08927438,0.07594936,0.004663558,1,0,1,0,0,0,0,0,0,NA,1127,1902874.859375,7027.90522204117,0,no_change
21,06081602700,81,5925,5925,5901,5925,1940,39,1383,5581,218,4629,241,93,128,898,498,0.7812658,0.0406751,0.06724512,0.02293496,0.1521776,0.08405063,0.02010309,0.1123711,0,1,0,0,0,0,0,0,0,NA,234,2823313.02734375,9217.97175949147,81,5702,5702,5682,5702,5462,1941,1337,4506,253,108,209,941,338,244,37,0.790249,0.0443704,0.08077786,0.03826437,0.1656107,0.05927745,0.1257084,0.01906234,1,0,0,0,0,0,0,0,0,NA,1125,2823313.02734375,9217.97175949147,0,no_change
22,06081610700,81,6019,6019,6019,6019,1949,206,1430,5692,388,3617,427,182,755,1396,526,0.6009304,0.07094201,0.1272727,0.1326423,0.2319322,0.08738993,0.1056952,0.1990764,0,0,0,0,1,0,0,1,0,NA,233,1802686.6171875,5876.51955850845,81,6010,6010,5999,5999,5681,1915,1371,3676,422,155,414,1973,785,503,168,0.6116472,0.07021631,0.1130562,0.07287449,0.3288881,0.1308551,0.2626632,0.08772846,0,0,0,0,1,1,1,0,0,NA,1324,1788300.140625,5842.92548484875,0,no_change
23,06081609400,81,3457,3457,3457,3457,1064,6,923,3267,32,991,124,52,32,220,183,0.2866647,0.03586925,0.05633803,0.009794919,0.06363899,0.05293607,0.005639098,0.03007519,0,0,0,0,0,0,0,0,0,NA,232,1734574.8125,6760.9887918487,81,3408,3408,3408,3408,3208,1041,928,1180,155,42,14,194,176,24,7,0.3462441,0.04548122,0.04525862,0.00436409,0.05692488,0.05164319,0.02305475,0.006724304,0,0,0,0,0,0,0,0,0,NA,1285,1734574.8125,6760.9887918487,0,no_change
24,06081609100,81,1621,1621,1621,1621,580,5,405,1519,42,658,52,44,49,155,134,0.4059223,0.03207896,0.108642,0.03225806,0.09561998,0.08266502,0.00862069,0.07241379,0,0,0,0,0,0,0,0,0,NA,231,5310141.12109375,13003.5794002418,81,1478,1478,1478,1478,1378,566,399,626,56,44,48,111,168,36,4,0.4235453,0.03788904,0.1102757,0.03483309,0.07510149,0.1136671,0.06360424,0.007067138,0,0,0,0,0,0,0,0,0,NA,1277,5274754.61328125,12985.5545872482,0,no_change
25,06081608800,81,6491,6491,6491,6491,2210,67,2018,6185,0,2897,297,167,39,122,353,0.4463103,0.04575566,0.0827552,0.006305578,0.01879526,0.05438299,0.03031674,0.0,0,0,0,0,0,0,0,0,0,NA,230,4505219.43359375,10820.5320686473,81,6278,6278,6278,6278,6040,2148,1895,2854,234,163,35,120,373,0,47,0.4546034,0.03727302,0.08601583,0.005794702,0.01911437,0.05941382,0.0,0.02188082,0,0,0,0,0,0,0,0,0,NA,1270,4505219.43359375,10820.5320686473,0,no_change
26,06081608400,81,5147,5147,5136,5136,2206,203,1168,4863,467,3431,307,77,177,813,588,0.6666019,0.05964639,0.06592466,0.03639729,0.1582944,0.114486,0.09202176,0.2116954,0,0,0,0,0,0,0,1,0,NA,229,2675175.27734375,9316.88219391548,81,5243,5243,5175,5232,5052,2131,1174,3765,357,55,52,580,762,313,203,0.7181003,0.06809079,0.04684838,0.01029295,0.1120773,0.1456422,0.1468794,0.09526044,0,0,0,0,1,0,1,0,0,NA,1260,2675923.71875,9326.91478621088,0,no_change
27,06081608200,81,3854,3854,3802,3802,1398,35,1039,3691,47,2537,383,66,132,358,324,0.6582771,0.09937727,0.06352261,0.03576267,0.09416097,0.0852183,0.02503577,0.03361946,0,0,0,0,0,0,0,0,0,NA,228,1812413.84765625,6289.06643724842,81,3798,3798,3748,3685,3646,1422,1077,2743,386,166,103,351,372,53,44,0.7222222,0.1016324,0.1541318,0.02825014,0.09364995,0.1009498,0.03727145,0.03094233,1,1,0,0,0,0,0,0,0,NA,1256,1794966.578125,6241.37975442775,0,no_change
28,06081608100,81,3702,3702,3691,3691,1328,29,961,3436,34,2822,227,50,162,107,269,0.7622907,0.06131821,0.05202914,0.04714785,0.02898943,0.07287998,0.02183735,0.02560241,0,1,0,0,0,0,0,0,0,NA,227,1349851.140625,4574.02097914629,81,3564,3564,3552,3552,3373,1325,967,2774,226,57,147,85,234,13,6,0.778339,0.0634119,0.05894519,0.04358138,0.02393018,0.06587838,0.00981132,0.004528302,1,0,0,0,0,0,0,0,0,NA,1254,1349851.140625,4574.02097914629,0,no_change
29,06081607300,81,4293,4293,4293,4293,1362,24,1090,4087,96,1956,275,28,70,377,361,0.4556254,0.06405777,0.02568807,0.01712748,0.08781738,0.08409038,0.01762114,0.07048458,0,0,0,0,0,0,0,0,0,NA,225,2019900.51953125,6644.14713414335,81,3853,3853,3853,3853,3665,1255,938,1704,286,26,132,298,396,54,24,0.4422528,0.07422788,0.02771855,0.03601637,0.07734233,0.1027771,0.04302789,0.01912351,0,0,0,0,0,0,0,0,0,NA,1221,2018528.5390625,6643.76720363273,0,no_change
30,06081606900,81,2921,2921,2764,2764,950,15,787,2778,13,1335,307,60,23,186,198,0.4570353,0.105101,0.07623889,0.008279338,0.06729378,0.07163531,0.01578947,0.01368421,1,0,0,0,0,0,0,0,0,NA,224,5432675.984375,11016.404149717,81,2797,2797,2726,2726,2646,931,773,1299,302,50,20,192,225,12,9,0.4644262,0.1079728,0.06468305,0.007558579,0.07043287,0.08253852,0.01288937,0.009667025,0,1,0,0,0,0,0,0,0,NA,1213,5433003.2421875,11018.8362353678,0,no_change
31,06081606700,81,2519,2519,2519,2519,962,53,702,2367,51,1080,295,26,74,181,142,0.4287416,0.11711,0.03703704,0.0312632,0.07185391,0.05637158,0.05509356,0.05301455,1,0,0,0,0,0,0,0,0,NA,223,3100289.296875,8150.614166886,81,2497,2497,2497,2497,2359,959,695,1139,289,28,80,175,131,71,44,0.4561474,0.1157389,0.04028777,0.03391267,0.0700841,0.05246295,0.07403545,0.04588113,0,1,0,0,0,0,0,0,0,NA,1209,3097720.03515625,8150.51686797027,0,no_change
32,06081605901,81,2885,2885,2885,2885,1099,57,624,2542,260,1556,69,165,46,596,212,0.5393414,0.02391681,0.2644231,0.01809599,0.2065858,0.07348353,0.05186533,0.2365787,0,0,1,0,0,0,0,1,0,NA,221,735385.53125,3498.91618290852,81,2815,2815,2815,2815,2560,1059,600,1580,82,130,126,628,322,247,81,0.5612789,0.02912966,0.2166667,0.04921875,0.2230906,0.1143872,0.2332389,0.07648725,0,0,1,0,0,0,1,0,0,NA,1191,735385.53125,3498.91618290852,0,no_change
33,06081605800,81,2726,2726,2726,2726,973,19,717,2547,54,463,306,51,0,139,221,0.1698459,0.1122524,0.07112971,0.0,0.05099046,0.08107117,0.01952724,0.05549846,1,0,0,0,0,0,0,0,0,NA,220,1907041.16796875,6529.87532836133,81,2723,2723,2723,2723,2560,973,704,597,313,84,19,260,206,79,24,0.2192435,0.1149468,0.1193182,0.007421875,0.09548292,0.07565185,0.08119219,0.02466598,0,1,0,0,0,0,0,0,0,NA,1189,1907041.16796875,6529.87532836133,0,no_change
34,06081605501,81,3094,3094,3094,3094,1620,81,613,3021,281,1565,135,41,230,609,122,0.5058177,0.04363284,0.06688417,0.07613373,0.1968326,0.03943116,0.05,0.1734568,0,0,0,0,0,0,0,1,0,NA,219,568227.65234375,3159.46347306308,81,2918,2918,2918,2918,2798,1623,530,1515,163,59,246,712,244,346,84,0.5191912,0.05586018,0.1113208,0.08791994,0.2440027,0.08361892,0.2131855,0.05175601,0,0,0,0,0,1,1,0,0,NA,1181,568227.65234375,3159.46347306308,0,no_change
35,06081605300,81,4937,4937,4920,4925,1902,17,1316,4637,137,2380,329,186,223,695,408,0.4820741,0.06663966,0.1413374,0.04809144,0.1412602,0.08284264,0.00893796,0.07202944,0,0,0,0,0,0,0,0,0,NA,218,1796784.671875,6742.15985432981,81,5149,5149,5141,5147,4852,1941,1296,2279,342,207,260,784,451,134,15,0.4426102,0.06642067,0.1597222,0.05358615,0.1524995,0.08762386,0.06903658,0.007727975,0,0,0,0,0,0,0,0,0,NA,1177,1796784.671875,6742.15985432981,0,no_change
36,06081604400,81,5520,5520,5398,5404,1890,38,1106,5048,191,3918,352,221,450,862,460,0.7097826,0.06376812,0.1998192,0.08914421,0.1596888,0.08512213,0.02010582,0.1010582,0,0,1,0,0,0,0,0,0,NA,217,3224527.54296875,10542.8812781435,81,5314,5314,5164,5170,4916,1886,1089,3792,388,185,496,807,504,216,79,0.7135867,0.07301468,0.1698806,0.100895,0.1562742,0.09748549,0.1145281,0.04188759,0,0,1,0,0,0,0,0,0,NA,1160,3227190.828125,10444.5870655152,0,no_change
37,06081603802,81,5538,5538,5521,5512,1906,102,1447,5101,68,3347,410,81,100,730,417,0.6043698,0.07403395,0.05597788,0.019604,0.1322224,0.07565312,0.05351521,0.03567681,0,0,0,0,0,0,0,0,0,NA,216,4154919.78515625,9970.36979299822,81,5530,5530,5510,5530,5069,1883,1498,3295,401,118,137,734,470,45,72,0.5958409,0.07251357,0.0787717,0.02702703,0.1332123,0.08499096,0.02389804,0.03823686,0,0,0,0,0,0,0,0,0,NA,1146,4154919.78515625,9970.36979299822,0,no_change
38,06081603700,81,5536,5536,5501,5509,1878,63,1281,5259,126,3691,677,88,224,722,693,0.6667269,0.1222905,0.06869633,0.04259365,0.1312489,0.1257942,0.03354632,0.06709265,1,0,0,1,0,0,0,0,0,NA,215,2928824.80078125,8819.33798920375,81,5644,5644,5613,5621,5325,1863,1323,3768,675,83,242,744,792,152,94,0.6676116,0.119596,0.06273621,0.04544601,0.1325494,0.1409002,0.08158883,0.05045625,0,1,0,0,1,0,0,0,0,NA,1142,2934796.68359375,8877.60221654531,0,no_change
39,06081603200,81,3757,3757,3717,3717,1343,0,978,3608,118,892,223,38,17,267,425,0.2374235,0.05935587,0.0388548,0.004711752,0.07183212,0.1143395,0.0,0.08786299,0,0,0,0,0,0,0,0,0,NA,214,7348322.93359375,19393.8167939119,81,3733,3733,3684,3684,3539,1358,978,1191,272,47,7,310,371,180,12,0.3190463,0.07286365,0.04805726,0.00197796,0.08414766,0.1007058,0.1325479,0.008836525,0,0,0,0,0,0,0,0,0,NA,1136,7348322.93359375,19393.8167939119,0,no_change
40,06081602900,81,3727,3727,3677,3677,1557,74,1056,3558,185,1951,202,131,65,418,264,0.5234773,0.05419909,0.124053,0.01826869,0.1136796,0.07179766,0.04752729,0.1188182,0,0,0,0,0,0,0,0,0,NA,213,2312805.6484375,8954.93135787184,81,3703,3703,3656,3656,3542,1546,1010,1918,186,77,77,434,202,170,40,0.5179584,0.05022954,0.07623763,0.02173913,0.118709,0.05525164,0.1099612,0.02587322,0,0,0,0,0,0,0,0,0,NA,1130,2318651.09375,8959.43870373054,0,no_change
41,06081602602,81,4311,4311,4237,4291,1326,43,911,4100,106,3992,198,92,191,339,523,0.9260033,0.04592902,0.1009879,0.04658537,0.08000944,0.121883,0.03242836,0.07993967,0,1,0,1,0,0,0,0,0,NA,212,1033359.34375,5126.31632664747,81,4370,4370,4313,4354,4194,1318,959,4077,237,152,315,527,548,154,67,0.9329519,0.05423341,0.1584984,0.0751073,0.1221887,0.1258613,0.1168437,0.0508346,1,0,0,0,1,0,0,0,0,NA,1123,1033399.91015625,5126.33510508553,0,no_change
42,06081602500,81,5388,5388,5326,5361,1527,34,1245,5253,5,4661,645,62,175,594,636,0.8650705,0.1197105,0.0497992,0.0333143,0.1115284,0.1186346,0.02226588,0.003274394,1,1,0,0,0,0,0,0,0,NA,211,1948131.41796875,6937.39575488548,81,5293,5293,5271,5277,5134,1498,1222,4404,720,63,293,596,802,11,33,0.8320423,0.1360287,0.05155483,0.05707051,0.1130715,0.1519803,0.007343124,0.02202937,1,1,0,0,1,0,0,0,0,NA,1119,1942160.984375,6995.64306548224,0,no_change
43,06081602400,81,7604,7604,7604,7604,2713,352,1657,7342,150,5233,812,99,417,1138,1008,0.6881904,0.1067859,0.05974653,0.05679651,0.1496581,0.1325618,0.1297457,0.05528935,1,0,0,1,0,0,0,0,0,NA,210,4343140.88671875,8687.28758773177,81,7636,7636,7636,7636,7331,2791,1704,5063,745,135,357,807,1009,288,296,0.6630435,0.09756417,0.07922535,0.04869731,0.1056836,0.1321372,0.1031888,0.1060552,0,0,0,0,1,0,0,0,0,NA,1117,4355052.234375,8723.21824347083,0,no_change
44,06081602300,81,4516,4516,4510,4510,1265,60,1098,4290,108,4261,204,207,251,913,341,0.9435341,0.04517272,0.1885246,0.05850816,0.202439,0.07560976,0.04743083,0.0853755,0,1,1,0,0,0,0,0,0,NA,209,17795019.7617188,24062.1870668115,81,4419,4419,4414,4414,4244,1286,1083,4159,233,188,275,918,323,85,57,0.9411632,0.05272686,0.1735919,0.06479736,0.2079746,0.07317626,0.06609643,0.04432349,1,0,1,0,0,0,0,0,0,NA,1115,17795019.7617188,24062.1870668115,0,no_change
45,06081602202,81,3155,3155,3058,3155,1006,91,761,2961,246,2938,171,97,737,383,150,0.9312203,0.05419968,0.1274639,0.2489024,0.1252453,0.04754358,0.09045725,0.2445328,0,1,0,0,1,0,0,1,0,NA,208,707536.01953125,3990.40787292515,81,3142,3142,3142,3142,3014,1127,781,2891,180,54,830,636,298,249,142,0.9201146,0.05728835,0.06914213,0.2753816,0.2024188,0.09484405,0.2209405,0.1259982,1,0,0,1,0,0,1,0,0,NA,1113,707536.01953125,3990.40787292515,0,no_change
46,06081602002,81,4067,4067,4067,4067,1143,0,977,3893,21,3529,113,52,457,875,206,0.8677158,0.02778461,0.05322415,0.1173902,0.2151463,0.05065159,0.0,0.0183727,0,1,0,0,1,0,0,0,0,NA,206,3633090.66015625,10501.3632046216,81,4036,4036,4036,4036,3831,1148,1007,3471,110,110,432,746,162,0,1,0.8600099,0.02725471,0.1092354,0.1127643,0.1848365,0.04013875,0.0,0.0008710801,1,0,0,1,0,0,0,0,0,NA,1108,3626628.54296875,10515.2896672793,0,no_change
